lfd. Nr.,Posteingang,Veranstalter/Vertreter,Thema,Versammlungsort,Datum der Versammlung,Zeit
127,2014-05-19,Bürger der Stadt Erfurt,Aufklärende Mahnwache für den Frieden,Lutherdenkmal am Anger Erfurt,2014-07-15 00:00:00,18:00-21:00
128,2014-05-19,Bürger der Stadt Erfurt,Aufklärende Mahnwache für den Frieden,Lutherdenkmal am Anger Erfurt,2014-07-08 00:00:00,18:00-21:00
129,2014-05-19,Bürger der Stadt Erfurt,Aufklärende Mahnwache für den Frieden,Lutherdenkmal am Anger Erfurt,2014-07-01 00:00:00,18:00-21:00
130,2014-05-19,Bürger der Stadt Erfurt,Aufklärende Mahnwache für den Frieden,Lutherdenkmal am Anger Erfurt,2014-06-24 00:00:00,18:00-21:00
131,2014-05-19,Bürger der Stadt Erfurt,Aufklärende Mahnwache für den Frieden,Lutherdenkmal am Anger Erfurt,2014-06-17 00:00:00,18.00 - 21.00
132,2014-05-19,Bürger der Stadt Erfurt,Aufklärende Mahnwache für den Frieden,Lutherdenkmal am Anger Erfurt,2014-06-10 00:00:00,18.00 - 21.00
133,2014-05-19,Bürger der Stadt Erfurt,Aufklärende Mahnwache für den Frieden,Lutherdenkmal am Anger Erfurt,2014-06-03 00:00:00,18.00 - 21.00
134,2014-05-19,Bürger der Stadt Erfurt,Aufklärende Mahnwache für den Frieden,Lutherdenkmal am Anger Erfurt,2014-05-27 00:00:00,18.00 - 21.00
135,2014-05-19,Hebammenlandesverband Thüringen e.V.,… für eine Zukunft mit Hebammen,Jürgen-Fuchs-Straße 1,2014-05-21 00:00:00,16.00 - 17.20
136,2014-05-19,FDP Thüringen ,Schwarz-Rote Rentenreform,Anger alter Angerbrunnen,2014-05-23 00:00:00,10.00 - 14.00
,,abgesagt,,,,
137,2014-05-19,Einzelperson,"Gegen Krieg, gegen Terror, gegen Putin",Anger 1 Lutherdenkmal,2014-06-01 00:00:00,12.00 - 15.00
138,2014-05-21,Freie Wähler Erfurt e.V.,Kommunalwahl 2014,Anger vor Anger 1,2014-05-22 00:00:00,11.00 - 19.00
139,2014-05-21,Freie Wähler Erfurt e.V.,Kommunalwahl 2014,Anger vor Anger 1,2014-05-24 00:00:00,11.00 - 19.00
140,2014-05-20,Einzelperson,Für den Verbot von Wildtieren im Zirkus,"Thüringenhalle, Eingangsbereich Zirkus Crokofant",2014-05-23 00:00:00,19.00 - 21.00
141,2014-05-21,Bündnis 90/Die Grünen,Bunte Vielfalt-statt Braune Einfalt,"Fischmarkt , vor der Sparkasse ",2014-05-24 00:00:00,09.30 - 14.30
142,2014-05-21,SPD-Fraktion Erfurt,Bunte Vielfalt-statt Braune Einfalt,Fischmarkt 1 vor dem Rathaus,2014-05-24 00:00:00,09.30 - 14.30
143,2014-05-20,Critical Mass Erfurt,"Wir behindern nicht den Verkehr, wir sind der Verkehr. Verkehrspolitische Rad-Demo","Beginn Willy-Brandt-Platz , Schumacher Straße, Trommsdorfstraße, Schmidtstedeter Knoten, Thälmannstraße, Liebknechtstraße, Leipziger Platz, Liebknechtstraße, Schlachthofstraße, Franckestraße,J.-G.-Ring Johannesstraße, Magdeburger Allee 48-50, Kehrtwende, Talstraße, Auenstraße, Moritzstraße, Weiße Gasse, Andreasstraße, Domplatz, Kettenstraße, Paulstraße,Meister-Eckehart-Straße, Regierungsstraße, Wilhelm-Külz-Straße, Walkmühlenstraße, Bonifaciusstraße, Alfred-Hess-Straße, Steigerstraße, Schillerstraße, Heinrich-Mann-Straße, Löberwallgraben, Löberstraße, J.G.Ring, krämpferstraße, Johannesstraße, Futterstraße, Wenigemarkt, Rathausbrücke, Benediktsplatz, Fischmarkt",2014-06-05 00:00:00,18.00 - 20.00
144,2014-05-22,CDU-Fraktion im Erfurter Stadtrat Demonstration gegen Extremismus,Demonstration gegen Extremismus,Fischmarkt,2014-05-24 00:00:00,09.30 - 12.30
145,2014-05-21,Die Linke.,Bunte Vielfalt statt brauner Einfalt,Fischmarkt,2014-05-24 00:00:00,10.00 - 12.00
146,2014-05-26,Alu - Antifa,Gegendemo zu Elsässer,südwestlich des neuen Angerbrunnens,2014-05-26 00:00:00,18.00 - 20.00
147,2014-05-23,"IG Bergbau, Chemie, Energie",Tarifaktion zur Unterstützung der Tarifverhandlungen,"Forbo Erfurt GmbH, August-Röbling-Straße 2",2014-05-28 00:00:00,12.00 - 12.30
148,2014-05-21,Inspektionsdienst Süd ,unangemeldete Versammlung von Einzelpersonen,Jürgen-Fuchs-Straße 1 Thüringer Landtag,2014-05-14 00:00:00,13.00 - 15.05
149,2014-05-22,Erfurter Bündnis für soziale Gerechtigkeit - gegen Rechtsextremismus,Willkommen Zuwanderer,Lutherdenkmal,2014-07-17 00:00:00,17.00 - 18.00
,,,Mahnwache für soziale Gerechtigkeit,Angerkreuz,2014-07-24 00:00:00,17.00 - 18.00
,,,,,,
,,,100 Jahre 1. Weltkrieg,Angerkreuz,2014-01-31 00:00:00,17.00 - 18.00
,,,10 Jahre Donnerstagsdemo,Angerkreuz,2014-08-07 00:00:00,17.00 - 19.00
,,,Mahnwache für soziale Gerechtigkeit,Angerkreuz,2014-08-14 00:00:00,17.00 - 18.00
,,,,,,
,,,Weltfriedenstag,Angerkreuz,2014-08-21 00:00:00,17.00 - 18.00
,,,,,,
,,,Politiker zur Landtagswahl,Angerkreuz,2014-08-28 00:00:00,17.00 - 18.00
,,,Mahnwache für soziale Gerechtigkeit,Angerkreuz,2014-09-04 00:00:00,17.00 - 18.00
,,,,,,
,,,Gesundheit und das TTIP,Angerkreuz,2014-09-11 00:00:00,17.00 - 18.00
,,,Mahnwache für soziale Gerechtigkeit,Angerkreuz,2014-09-18 00:00:00,17.00 - 18.00
,,,,,,
,,,,Angerkreuz,2014-09-25 00:00:00,17.00 - 18.00
,,,,Angerkreuz,2014-10-02 00:00:00,17.00 - 18.00
,,,,,,
,,,Kein Giftmüll in Bergwerke,Angerkreuz,2014-10-09 00:00:00,17.00 - 18.00
,,,Mahnwache für soziale Gerechtigkeit,Angerkreuz,2014-10-16 00:00:00,17.00 - 18.00
,,,,,,
,,,Droht Altersarmut ?,Angerkreuz,2014-10-23 00:00:00,17.00 - 18.00
,,,Mahnwache für soziale Gerechtigkeit,Angerkreuz,2014-10-30 00:00:00,17.00 - 18.00
,,,,,,
,,,Woher der hohe Strompreis ?,Angerkreuz,2014-11-06 00:00:00,17.00 - 18.00
,,,,,,
,,,Mahnwache für soziale Gerechtigkeit,Angerkreuz,2014-11-13 00:00:00,17.00 - 18.00
150,2014-05-28,ver.di,"""Mit Brause in die Pause""-Info-Stand zum Arbeitszeitgesetz""",Fußweg Talstraße stadteinwärts Hausnummer 11-12,2014-06-02 00:00:00,11.00 - 12.00
151,2014-05-04,PETA Deutschland e.V.,PETAs Duschaktion gegen Fleischkonsum,vor Anger 1,2014-06-12 00:00:00,11.20 - 12.40
152,2014-06-09,Kulturverein Mesopotamien e.V.,Menschenrechtslage in der Türkei,vor Anger 1,2014-06-10 00:00:00,15.00 - 17.00
153,2014-06-13,"Grüne Jugend Erfurt, ADFC Erfurt","Critical Mass: Wir behindern nicht den Verkehr, wir sind der Verkehr.",Willy-Brandt-Platz à Bürgermeister-Wagner-Straße à Juri-Gagarin-Ring à Johannesstraße à Magdeburger Allee à Breitscheidstraße à Friedrich-Engels-Straße à Salzstraße à Salinenstraße à Mittelhäuser Straße à Straße der Einheit à Nordhäuser Straße à Andreasstraße à Marktstraße à Fischmarkt,2014-07-03 00:00:00,18.00 - 19.30
154,2014-06-17,Einzelperson,"Gegen den Krieg, gegen den Putin","Anger, Lutherdenkmal",2014-06-29 00:00:00,15.00 - 18.00
155,2014-06-18,Einzelperson,Frieden,"Anger, Lutherdenkmal",2014-07-28 00:00:00,18.00 - 21.00
156,2014-06-23,Bündnis 90/Die Grünen,Massentierhaltung in Thüringen,"Anger, Angerkreuz",2014-07-03 00:00:00,12.00 - 13.00
157,2014-06-26,AIDS-Hilfe Thüringen e.V.,Nacht der Solidarität - Veranstaltung zur globalen HIV/AIDS-Epidemie,Angerdreieck,2014-07-11 00:00:00,19.30 - 24.00
158,2014-06-18,Einzelperson,Frieden,"Anger, Lutherdenkmal",2014-08-04 00:00:00,18.00 - 21.00
159,2014-06-18,Einzelperson,Frieden,"Anger, Lutherdenkmal",2014-08-11 00:00:00,18.00 - 21.00
160,2014-06-18,Einzelperson,Frieden,"Anger, Lutherdenkmal",2014-08-18 00:00:00,18.00 - 21.00
161,2014-06-18,Einzelperson,Frieden,"Anger, Lutherdenkmal",2014-08-25 00:00:00,18.00 - 21.00
162,2014-06-18,Einzelperson,Frieden,"Anger, Lutherdenkmal",2014-09-01 00:00:00,18.00 - 21.00
163,2014-06-18,Einzelperson,Frieden,"Anger, Lutherdenkmal",2014-09-08 00:00:00,18.00 - 21.00
164,2014-06-18,Einzelperson,Frieden,"Anger, Lutherdenkmal",2014-09-15 00:00:00,18.00 - 21.00
165,2014-06-18,Einzelperson,Frieden,"Anger, Lutherdenkmal",2014-09-22 00:00:00,18.00 - 21.00
166,2014-06-18,Einzelperson,Frieden,"Anger, Lutherdenkmal",2014-09-29 00:00:00,18.00 - 21.00
167,2014-06-18,Einzelperson,Frieden,"Anger, Lutherdenkmal",2014-10-06 00:00:00,18.00 - 21.00
168,2014-06-18,Einzelperson,Frieden,"Anger, Lutherdenkmal",2014-10-13 00:00:00,18.00 - 21.00
169,2014-06-18,Einzelperson,Frieden,"Anger, Lutherdenkmal",2014-10-20 00:00:00,18.00 - 21.00
170,2014-06-18,Einzelperson,Frieden,"Anger, Lutherdenkmal",2014-10-27 00:00:00,18.00 - 21.00
171,2014-06-18,Einzelperson,Frieden,"Anger, Lutherdenkmal",2014-11-03 00:00:00,18.00 - 21.00
172,2014-06-18,Einzelperson,Frieden,"Anger, Lutherdenkmal",2014-11-10 00:00:00,18.00 - 21.00
173,2014-06-18,Einzelperson,Frieden,"Anger, Lutherdenkmal",2014-11-17 00:00:00,18.00 - 21.00
174,2014-06-30,Ortsteilrat Bindersleben,70. Jahrestag Bombenabwurf - Mahnung,Friedhof Bindersleben,2014-07-19 00:00:00,10.00 - 10.45
175,2014-07-04,NPD-Landesverband Thüringen,Es kann sich etwas ändern - Die NPD wird dafür sorgen,"Erfurt, Platz vor Thüringer Landtag",2014-07-17 00:00:00,09.00 - 12.00
176,2014-07-03,Arbeitsgemeinschaft bäuerliche Landwirtschaft Thüringen,Wir haben es satt,Anger 1 à Regierungsstraße à Lange Brücke à Domplatz,2014-09-05 00:00:00,13.00 - 18.00
177,2014-07-07,SIT-Suchthilfe in Thüringen,Nationaler Gedenktag für verstorbene Drogengebraucher,Angerdreieck,2014-07-21 00:00:00,15.00 - 18.00
178,2014-07-08,"Piratenpartei Deutschland, Kreisverband Erfurt",Wahlkampfabschluss zur Landtagswahl,Angerdreieck,2014-09-06 00:00:00,10.00 - 18.00
179,2014-07-14,Kulturverein Mesopotamien e.V.,Menschenrechtslage in Thüringen,Willy-Brandt-Platz à Bahnhofstraße à Angerdreieck à Anger 1,2014-07-19 00:00:00,13.30 - 14.00
180,2014-07-15,AIDS - Hilfe Thüringen e.V. und Bestattungsinstitut,"""Namen und Steine""","Steinspur vor den Domstufen, Domplatz, Erfurt",2014-11-04 00:00:00,15.00 - 20.00
181,2014-07-15,Einzelperson,Frieden,"Anger, Lutherdenkmal",2014-07-21 00:00:00,18.00 - 21.00
182,2014-07-21,"Grüne Jugend Erfurt, ADFC Erfurt","""Critical Mass: Wir behindern nicht den Verkehr, wir sind der Verkehr""","Bahnhofsvorplatz, Juri-Gargarin-Ring, Krämpferstr., Liebknechtstr., Bebelstr., Magdeburger Allee, Talstr. Adalberstr., Auenstraße, Marie-Elise-Kayser, Nordhäuser, Erhard-Etzlaub-, Mühlhäuser, Gutenberg, Moritz",2014-08-07 00:00:00,18.00 - 19.30
183,2014-07-21,Einzelperson,"""Gegen den Krieg, gegen den Putin""","Anger, Lutherdenkmal",2014-07-27 00:00:00,15.00 - 18.00
184,2014-07-21,Einzelperson,"""Gegen den Krieg, gegen den Putin""","Anger, Lutherdenkmal",2014-08-24 00:00:00,15.00 - 18.00
185,2014-07-23,CDU Erfurt Kreisgeschäftsstelle,Landtagswahl,Angerdreieck,2014-09-11 00:00:00,10.00 - 19.00
186,2014-07-23,CDU Erfurt Kreisgeschäftsstelle,Landtagswahl,Angerdreieck,2014-09-12 00:00:00,10.00 - 19.00
187,2014-07-23,CDU Erfurt Kreisgeschäftsstelle,Landtagswahl,Angerdreieck,2014-09-13 00:00:00,10.00 - 19.00
188,2014-07-24,Bund für Vegane Lebensweise e.V.,"""Für einen Zirkus ohne Tiere""",Platz vor dem Eingangsbereich des Zirkus Alberti im Industriegebiet 99198 Erfurt OT Kerspleben,2014-08-01 00:00:00,17.30 - 19.10
189,2014-07-24,GEZ-Zwangsabgabe Nein DankE,"""GEZ/ÖRR Beitragservice""","Jürgen-Fuchs-Straße 1, Landtag Erfurt",2014-09-03 00:00:00,15.00 - 17.00
190,2014-07-30,JUSOS in der SPD Thüringen,"""Sommer, Sonne, Thüringen""",Angerkreuz,2014-08-08 00:00:00,13.30 - 21.00
192,2014-07-31,NPD Thüringen,"""Thüringenrundfahrt 2014- Wir helfen Thüringen!""",Wacholderweg 6,2014-08-27 00:00:00,14.00 - 17.00
,,,,Platz der Völkerfreundschaft,2014-09-03 00:00:00,14.30 - 17.30
,,,,Melchendorfer Marktplatz,2014-09-05 00:00:00,15.00 - 18.00
,,,,Ulan-Bator-Straße 60-63,2014-09-12 00:00:00,14.30 - 17.30
193,2014-08-06,Erfurter Rollrunde e.V.,"""Spass am rollen-Bahn frei für alternative Fortbewegungsmittel und Rollsportarten","Anger, Meienbergstraße, Benediktsplatz, Fischmarkt, Predigerstraße, Meister-Eckehardt-Straße, Regierungsstraße, Holheienstraße, Theaterplatz, Maximilian-Welsch-straße Andreasstraße ",2014-09-21 00:00:00,14.00 - 15.00
194,2014-08-07,Kulturverein Mesopotamien e.V.,Menschenrechtslage in Nord - Irak,"Willy-Brandt-Platz Bahnhofstraße, Angerdreieck, Schlösserstraße, Fischmarkt Rathausbrücke Wenigemarkt Meienbergstraße Anger 1 ",2014-08-09 00:00:00,14.00 - 16.00
195,2014-08-08,Freunde Israels,Gegen jeden Antisemitismus - Für ein Selbsverteidigungsrecht Israels,Willy-Brandt Platz à Bahnhofstraße à Anger (Zwischenkundgebung) à Schlösserstraße à Fischmarkt (Zwischenkundgebung) à Wenigemarkt à Meienbergstraße à Trommsdorffstraße à Willy-Brandt-Platz (Abschlusskundgebung),2014-08-31 00:00:00,14.00 - 20.00
196,2014-08-13,Bündnis 90 / Die Grünen,Versammlung vor der Staatskanzlei mit anschließendem Wahlkampf-Fest am Hirschgarten,"Regierungsstraße 73, Hirschgarten",2014-09-11 00:00:00,13.00 - 17.00
197,2014-08-14,CDU Erfurt,unleserlich,Wenigemarkt,2014-09-05 00:00:00,16.00 - 19.30
198,2014-08-18,Bündnis 90/Die Grünen,"Aktion zum Earth Overshoot Day 2014: ""Jute statt Plastik""",Angerkreuz,2014-08-19 00:00:00,12.30 - 13.00
199,2014-08-07,Aktionskreis für Frieden e.V. Erfurt ,"Weltfriedenstag 2014: ""Damit wir klug werden""",Angerkreuz,2014-08-28 00:00:00,17.00 - 18.00
,,,,,,
,,,"Befreit zum Widerstehen""",,,
,,,,Angerkreuz,2014-11-06 00:00:00,17.00 - 18.00
200,2014-08-18,"Grüne Jugend Erfurt, ADFC Erfurt","Critical Mass: Wir behindern nicht den Verkehr, wir sind der Verkehr","Innenstadt, Löbervorstadt",2014-09-04 00:00:00,18.00 - 19.30
201,2014-08-19,CDU Erfurt,CDU Arena mit Christiane Lieberknecht,"Karlsplatz (Festwiese), Erfurt Stotternheim",2014-09-05 00:00:00,12.00 - 22.00
202,2014-08-24,Einzelperson,Mahnwache für die Sensibilisierung der Öffentlichkeit zur Problematik - Tötung von wehrlosen Hunden,Angerdreieck,2014-09-27 00:00:00,14.00 - 18.00
203,2014-08-22,Thüringer Verband der Verfolgten des Naziregimes / Bund der Antifaschisten,Gedenkstunde mit Kranzniederlegung für die Opfer des Faschismus,"Hauptfriedhof, Ehrenhain für antifaschistische Widerstandskämpfer und Opfer des Faschismus",2014-09-14 00:00:00,10.00 - 10.30
204,2014-08-26,Kulturverein Mesopotamien e.V.,Deutsche Waffenlieferungen an die Türkei und ins Ausland,Angerdreieck,2014-08-30 00:00:00,14.00 - 16.30
205,2014-08-20,CDU Erfurt,Sommer im Quartier,Lange Brücke,2014-08-29 00:00:00,14.00 - 21.00
206,2014-08-27,DIE LINKE,Protestkundgebung gegen die NPD,"Netto, Wacholderweg",2014-08-27 00:00:00,ab 14.00
207,2014-08-28,SPD Kreisverband Erfurt,Kundgebung der SPD Erfurt,Ulan-Bator-Straße 74 - 77,2014-09-12 00:00:00,08.00 - 18.00
208,2014-08-28,SPD OV Erfurt Altstadt,Wir holen uns den Freiraum zurück,Unter der Trommsdorffbrücke - Stadtstrand,2014-09-02 00:00:00,18.00 - 22.00
209,2014-08-28,AfD Landesverband Thüringen,Wahlkampf Landtagswahl 2014 Thüringen,Willy-Brandt-Platz,2014-09-10 00:00:00,17.00 - 19.30
,,,Sozial- und Familienpolitik,,,
210,2014-09-01,DIE LINKE Erfurt,Protestkundgebung,Platz der Völkerfreundschaft,2014-09-03 00:00:00,ab 14.30
211,2014-09-01,Offenes Jugendbüro RedRoXX,Nazis entgegentreten - Keine Stimme für die NPD,"Ilversgehovener Platz, An der Haltestelle Ilvergehovener Platz",2014-09-06 00:00:00,09.30 - 12.00
212,2014-09-01,Einzelperson,"Gegen den Krieg, gegen den Putin",Lutherdenkmal,2014-09-28 00:00:00,15.00 - 18.00
213,2014-09-04,DIE LINKE Erfurt,Protestkundgebung,Melchendorfer Markt,2014-09-05 00:00:00,ab 15.00
214,2014-09-05,"Ver.di Landesbezirk SAT, Fachbereich 3",Gegen Personalabbau im Maßregelvollzug des Fachklinikums Stadtroda,Werner-Seelenbinder-Straße 6,2014-09-11 00:00:00,15.15 - 16.30
215,2014-09-04,FDP Landesverband Thüringen,Wahlveranstaltung,"Fischmarkt 1, Außenterrasse SiJu",2014-09-11 00:00:00,11.00 - 19.00
216,2014-09-09,Brennessel e.V.,Gedenken der Opfer von Gewalt,Fischmarkt Erfurt (Sparkasse),2014-11-25 00:00:00,16.30 - 18.30
217,2014-09-10,NPD-Landesverband Thüringen,Aus Liebe zum Tier - Islamisierung stoppen,Trommsdorffstraße 14,2014-09-12 00:00:00,14.30 - 17.30
218,2014-09-11,Bündnis 90 / Die Grünen Kreisverband Erfurt,Echte Wahlfreiheit für Thüringens BürgerInnen! Von guter Ernährung bis guter Schule,Michaelisstraße/ Studentengasse,2014-09-13 00:00:00,18.00 - 21.00
219,2014-09-11,Junge Nationaldemokraten,In Erfurt sicher Leben,Nordbahnhof àVollbrachtstraße à Riethstraße à Mainzer Straße à Vilniuser Straße à Warschauer Straße à Berliner Straße à Berliner Platz,2014-09-20 00:00:00,12.00 - 18.00
220,2014-09-10,Initiative von Einzelpersonen mit Unterstützung und Förderung des LAP,Beats against Fascism - Naziläden & rechte Wohlfühlzonen wegtanzen,"Erfurt, Herrenberg, Grünfläche/Freifläche östlich des Jugendzentrums ""Urne""",2014-10-04 00:00:00,14.00 - 23.00
221,2014-09-16,Interkultureller Gemeinschaftsgarten Erfurt,"Ilversgehoven ist bunt, Refugees welcome","Magdeburger Allee, Ecke Metallstraße",2014-09-20 00:00:00,11.30 - 18.30
222,2014-09-16,Domino e.V. / KASpEr,Multi-Kulti-Brunch gegen Rechts,"Vollbrachtstraße 3, Parkplatz vor d. KASpEr",2014-09-20 00:00:00,10.00 - 14.00
223,2014-09-10,DGB Region Thüringen,Tag der betrieblichen Entgeltgleichheit,Angerkreuz,2014-10-10 00:00:00,10.00 - 13.00
224,2014-09-17,Naturfreundejugend Thüringen,Öffentliches Picknick: „Capture your City“ Die Stadt gehört uns,Angerkreuz,2014-09-22 00:00:00,16.30 – 21.45
225,2014-09-23,Kulturverein Mesopotamien e.V.,Menschenrechtslage in Nord-Syrien,Willy-Brandt-Platz à Bahnhofstraße à Angerdreieck à Anger à Platz vor Staatskanzlei,2014-09-27 00:00:00,13.30 - 15.30
226,2013-09-23,Critical Mass Erfurt,"Critical Mass - Wir behindern nicht den Verkehr, wir sind der Verkehr !",Willy-Brandt-Platz à Bürgermeister-Wagner-Straße à Juri-Gagarin-Ring à Krämpferstraße à Geschwister-Scholl-Straße à Thälmannstraße à Stauffenbergallee à Clara-Zetkin-Straße à Häßlerstraße à Tschaikowskistraße àJohan-Sebastian-Bach-Straße à Arnstädter Straße à Viktor-Scheffel-Straße à Geibelstraße à Eichendorffstraße à Gustav-Feytag-Straße à Steigerstraße à Pförtchenstraße à Straße des Friedens à Heinrichstraße à Binderslebener Landstraße à Biereystraße à Gutenbergstraße à Blumenstraße à Moritzwallstraße à Auenstraße à Waldemarstraße à Adalbertstraße à Karlstraße à Nettelbeckufer à Storchmühlenweg à Magdeburger Allee à Boyneburgufer à Grünstraße à Huttenstraße à Am Hügel à Augustinerstraße à Michaelisstraße à Benediktsplatz à Fischmarkt,2014-10-02 00:00:00,18.00 - 19.30
227,2014-09-24,Ver.di Fachbereich Ver- und Entsorgung,Aktionstag Kraftwerke / Energiewirtschaft,Angerdreieck,2014-10-08 00:00:00,09.00 - 12.15
,,,"""Besser wenn man Reserven hat""",,,
228,2014-09-25,Volksbund Deutsche Kriegsgräberfürsorge e.V.,Zentrale Gedenkfeier Thüringens zum Volkstrauertag in Erfurt,Hauptfriedhof Erfurt,2014-11-16 00:00:00,10.00 - 14.00
229,2014-09-30,Einzelperson,Rassistische Kontrollen Stoppen - Polizei kontrollieren,"Bundespolizeiinspektion Erfurt, Bahnhofstraße 22a, Areal zwischen ""Radhaus"" und Bundespolizeigebäude",2014-10-04 00:00:00,12.00 - 14.00
230,2014-09-30,Einzelperson,"Ein Prozess, keine Gesellschaft, ein rassistischer Komplex","Amtsgericht Erfurt, Rudolfstraße 46, Areal vor Haupteingang",2014-10-24 00:00:00,08.45 - 14.00
231,2014-10-01,Verdi ,"Kundgebung ""Auftakt zur Tarifrunde 2014 in Form einer ""aktiven Mittagspause""beim IBM",Fußweg und Ladefläche vor Parsevalstraße 8,2014-10-07 00:00:00,11:30 -13:00
232,2014-10-02,Verdi,Tarifrunde im Thüringer Einzelhandel - Information an BürgerInnen/KundInnen - Arbeitgeberverband,Willy-Brandt-Platz,2014-10-09 00:00:00,09.00 - 10.00
,,,,,,
,,,,Willy-Brandt-Platz à Bahnhofstraße à Anger à Johannesstraße à Futterstraße / Ecke Schottestraße,,09.45 - 12.00
233,2014-10-07,Einzelperson,Solidarität mit Kobani,Bahnhofsvorplatz,2014-10-07 00:00:00,ab 14.30
234,2014-10-07,Kulturverein Mesopotamien e.V.,Syrienkonflikt,Leipziger Platz à Anger 1 à Staatskanzlei,2014-10-06 00:00:00,23.00 - 00.05
235,2014-10-09,Kulturverein Mesopotamien e.V.,Menschenrechtslage in der Türkei,Anger 1,09.-10.10.14,09.00 – 21.00
236,2014-10-10,Kulturverein Mesopotamien e.V.,Menschenrechtslage in Nord-Syrien und Türkei,Mahnwache,2014-10-14 00:00:00,09.00 - 14.00
,,,,"vor dem Haupteingang des Landtages, Jürgen-Fuchs-Straße 1",,
,,,,,,
,,,,Menschenkette,,
,,,,Kreuzung Johann-Sebastian Bach-Straße/Arnstädter Straße à Jürgen-Fuchs-Straße à Tschaikowskistraße 1,,
237,2014-10-07,Einzelperson,Montagsdemo für den Frieden,"vor Lutherdenkmal, Anger",2014-11-24 00:00:00,18.00 - 21.00
238,2014-10-07,Einzelperson,Montagsdemo für den Frieden,"vor Lutherdenkmal, Anger",2014-12-01 00:00:00,18.00 - 21.00
239,2014-10-17,"24. Antirassistischer Ratschlag Thüringen,",24. Antirassistischer Ratschlag Thüringen,"Willy-Brandt-Platz à Bahnhofstraße à Anger (Zwischenkundgebung Höhe Krämpfertor) à Johannesstraße (Zwischenkundgebung Nr. 98/99) à Magdeburger Allee (Zwischenkundgebung Nr. 4, Tivoli) à Spittelgartenstraße à Hans-Sailer-Straße (Abschlusskundgebung)",2014-11-07 00:00:00,17.30 - 21.30
,,,,,,
240,2014-10-20,Einzelperson,"Gegen den Krieg, gegen den Putin",Lutherdenkmal,2014-10-26 00:00:00,15.00 - 18.00
241,2014-10-20,Marineverein Erfurt 1886 e.V.,Kranzniederlegung,"Hauptfriedhof, Marineehrenmal Ehrenhain 1",2014-11-15 00:00:00,09.00 - 09.45
242,2014-10-23,Einzelperson,"9. Nov. 1989 à friedlicher Protest wie 1989, kein Zurück in die Vergangenheit","Domplatz, vor den Domstufen",2014-11-09 00:00:00,17.00 - 19.00
243,2014-10-27,DIE LINKE,Nazizentrum wegBOXen,Am Kammweg - vor der Kammwegklause,2014-11-01 00:00:00,17.00 - 00.00
244,2014-10-27,Kulturverein Mesopotamien e.V.,Menschenrechtslage in Irak und Syrien,Domplatz à Marktstraße à Fischmarkt (Zwischenkundgebung) à Rathausbrücke à Wenigemarkt (Zwischenkundgebung) à Meienbergstraße à Lutherdenkmal (Zwischenkundgebung) à Anger 1 (Abschlusskundgebung),2014-11-01 00:00:00,12.45 - 16.30
245,2014-10-27,Junge Nationaldemokraten,In Erfurt sicher Leben,Ecke Bonhhoefferstraße/Am Zoopark à Julius-Leber-Ring à Zwischenkundgebung vor Roter Berg Center à Julius-Leber-Ring à Bonhoefferstraße à Karl-Reimann-Ring à Bonhoefferstraße à Am Roten Berg à August-Fröhlich-Straße à Jakob-Kaiser-Ring à Alfred-Delp-Ring (Zwischenkundgebung) à August-Fröhlich-Straße à Jakob-Kaiser-Ring (Zwischenkundgebung) à Am Zoopark à Wendeschleife,2014-11-08 00:00:00,13.00 - 18.00
246,2014-10-31,Arbeitsgemeinschaft bäuerliche Landwirtschaft Thüringen,-,vor der Michaeliskirche,2014-11-19 00:00:00,09.00 - 14.00
247,2014-11-06,Bund für Vegane Lebensweise e.V.,Nein zum Pelz! Auch Menschen mit Herz müssen nicht frieren.,Platz vor Breuninger (Kreuzung Schlösserstraße/Junkersand),2014-11-15 00:00:00,13.30 - 15.30
248,2014-11-04,"Selbshilfegruppe ""ZWANG?los!"" für trans- und intersexuelle Menschen",16 th Transgender Day of Remembrance - Gedenkveranstaltung für Hassverbrechen gegen Trans*Personen,Willy-Brandt-Platz,2014-11-20 00:00:00,14.00 - 18.30
249,2014-11-10,Vereinigung für Freiheit und Demokratie,"""Wer sich seiner Geschichte nicht erinnert, ist verdammt sie zu wiederholen",Willy-Brandt-Platz Erfurt,2014-12-04 00:00:00,19.30-21.30
250,2014-11-11,Einzelperson,"Gegen den Krieg, gegen den Putin",Lutherdenkmal,2014-11-30 00:00:00,15.00 - 17.00
251,2014-11-18,„Blessing Kritik“,Blessing in die Kritik nehmen,"Eugen-Richter-Straße, Gehweg",2014-11-24 00:00:00,16.00 – 18.00
252,2014-11-18,Bürgerbewegung für Kreislaufwirtschaft total e.V.,Weltklimatag,Willy-Brandt-Platz,2014-12-06 00:00:00,11.00 – 14.00
253,2014-11-18,Piratenpartei Deutschlands LV Thüringen,Ein Licht am Ende des Tunnels,Vor der Thüringer Staatskanzlei,2014-12-04 00:00:00,18.00 – 21.00
254,2014-11-20,"Grüne Jugend Erfurt, ADFC Erfurt","Critical Mass – Wir behindern nicht den Verkehr, wir sind der Verkehr",Willy-Brandt-Platz àJuri-Gagarin-Ring à Benaryplatz à Maximilian-Welsch-Straße à Lauentor à Andreasstraße à Schlüterstraße à Talstraße à Auenstraße à Michaelisstraße à Meienbergstraße à Anger à Lange Brücke à Fischmarkt,2014-12-04 00:00:00,18.00 – 19.00
