"Datum
",Ort/e der Kundgebung,"erwartete TN-Zahl
",Thema
2022-11-25 00:00:00,Schildergasse/Krebsgasse,10,Freiheit für Julian Assange
2022-11-25 00:00:00,Ottoplatz,3000,Frauen im Iran - Internationaler Tag zur Beseitigung von Gewalt an Frauen
2022-11-25 00:00:00,Willy-Brandt-Platz 2,30,"Gemeinwohlverpachtung der stadteigenen 
Grundstücke von Köln"
2022-11-25 00:00:00,Breslauer Platz,300,Internationaler Tag gegen Gewalt an Frauen - Iran
2022-11-25 00:00:00,Albertus-Magnus-Platz,12,Die-In für Iran
2022-11-25 00:00:00,Schildergasse (Ecke Herzogstraße),10,Protest gegen Überkonsum und Ressourcenvernichtung
2022-11-26 00:00:00,Breslauer Platz - Neptunplatz,50-300,Für den Erhalt und die Schaffung von Wagenplätzen und alternativen Wohnprojekten
2022-11-26 00:00:00,Deutzer Werft,3000,Jin Jiyan Azadi Rojhelat
2022-11-26 00:00:00,"Holweider Markt, BG-Straße",100,Erhalt des Krankenhauses Holweide
2022-11-26 00:00:00,Schildergasse (P&C),20,"Tierrechte, Veganismus"
2022-11-26 00:00:00,"Leverkusen, Wiesdorfer Platz",10,Impfschäden der SARS-CoV-2-Impfung
2022-11-26 00:00:00,Kalk Kapelle,100,Schluss mit der Preissteigerung - unser Leben muss bezahlbar sein!
2022-11-26 00:00:00,Domplatte (Kreuzblume),15,Demonstration für Beijing Bridgeman
2022-11-26 00:00:00,Mindener Straße 2,800,Eine Lösung für die autofreie Deutzer Freiheit muss her
2022-11-26 00:00:00,Neumarkt 10,10,Ampelaktion Pelzfrei
2022-11-26 00:00:00,Domplatte (Kreuzblume),15,"Tierrechte, Veganismus"
2022-11-26 00:00:00,Günter-Wand-Platz,10,Gedenken der Toten an den Grenzen Europas
2022-11-26 00:00:00,Ecke Frankfurterstr./Rösrathstraße,100,Wir zahlen nicht mehr
2022-11-27 00:00:00,Breslauer Platz,100,Dialog statt Verbot! Die PKK sollte aus der Terrorliste raus
2022-11-27 00:00:00,Aachener Weiher,500,"Proteste, Revolution 2022 im Iran und Tod des 10 jährigen Jungen im Zieh, Iran durch Regimegarden"
2022-11-27 00:00:00,Röckerathplatz o. Neptunplatz ,300,Situation im Iran
2022-11-28 00:00:00,Breslauer Platz,300,Begrüßung der Unabhängigkeit Albaniens
2022-11-29 00:00:00,Theo-Burauen-Platz,35,Überlastung der Beschäftigten in städtischen Jugendämtern
2022-11-30 00:00:00,Höhninger Weg 104 (ggü.),150,Kundgebung gegen Tatenlosigkeit der UNICEF bezüglich Ermordung von Kindern im Iran
2022-11-30 00:00:00,Obenmarspforten 40,20,Wir fordern den runden Tisch mit dem ÖFR
2022-11-30 00:00:00,Bahnhofsvorplatz,25,"Kölner zeigen Solidarität, für die sich im gesetzwidrigen Lockdown befindenden Menschen in China."
2022-11-30 00:00:00,Obenmarspforten 40,10,Öffentlich rechtlichen Rundfunk erhalten
2022-11-30 00:00:00,Albertus-Magnus-Platz,40,Campus Rally for Iran - Solidarität mit den Protestierenden im Iran
2022-12-01 00:00:00,Dillenburgerstraße 25,10,Entzug der Aufenthalte mehrerer Personen
2022-12-01 00:00:00,Kardinal-Höffner-Plazt,10,Evangelisation
2022-12-02 00:00:00,Hans-Hartmann-Platz,10,Die In- Solidarität mit Iran
2022-12-03 00:00:00,"Aachener Weiher
Ottoplatz",500,Unterstützung der Frauen Widerstände im Iran
2022-12-03 00:00:00,Offenbachplatz,200,Freiheit im Iran - Running für freedom
2022-12-03 00:00:00,Liverpooler Platz,5,Der Weihnachtsmarkt darf auch blau sein und gegen die Energiekrise sein.
2022-12-04 00:00:00,Ottoplatz,2000,Gegen Waffenlieferung nach Ukraine. Gegen Krieg in der Ukraine. Gegen falsche Medien.
2022-12-04 00:00:00,Aachener Weiher,100,Stoppt Putins Terror! Russen gegen den Krieg in der Ukraine.
2022-12-04 00:00:00,"Leverkusen, Feldweg Weinhäuserstraße",20,Geplante Bebauung einer Grünfläche am Ortsrand
2022-12-04 00:00:00,Rautenstrauch-Jost-Museum,300,Internationale Solidarität mit Ukraine und Iran
2022-12-04 00:00:00,"Augustinerplatz
Köln Triangle",100,Nazis in Köln? Nicht mit uns
2022-12-04 00:00:00,Apostelkirchplatz,20,Kein Raum für rechte Ideologien - den Rechten und Ihren Mitläufern den Sonntagsspaziergnag vermiesen
2022-12-04 00:00:00,Bahnhofsvorplatz,25,Glaubensfreiheit für Christen mit bibeltreuem Werteverständnis
2022-12-04 00:00:00,Domplatte,10,Verkündigung des Evangeliums
2022-12-05 00:00:00,Wiener Platz,30,Teuerungen
2022-12-05 00:00:00,Kardinal-Höffner-Platz,10,Evangelisation
2022-12-06 00:00:00,Luxemburger Straße 101,30,"Solidarität mit Georg Menne, Opfer sexueller Gewalt! #sexueller Missbrauch verjährt nicht #Missbrauchsopfer haben lebenslänglich"
2022-12-06 00:00:00,"Unter Taschenmacher, CDU Büro",50,die Union und die Volksmudschahedin treffen sich hinter geschlossenen Türen?
2022-12-07 00:00:00,Bahnhofsvorplatz,35,Politische Haft in der Türkei und im Iran
2022-12-07 00:00:00,Bahnhofsvorplatz,15,Corona-/Energiekrise
2022-12-07 00:00:00,Breslauer Platz,50,Menschenrechte im Iran
2022-12-07 00:00:00,Weltjugendtagsweg,15,Klimawandel
2022-12-08 00:00:00,Liverpooler Platz,50,Sicher und solidarisch durch den Winter
2022-12-08 00:00:00,Theo-Burauen-Platz,10,Verkehrswende
2022-12-08 00:00:00,Höninger Weg 104 (UNICEF),50,Menschenkette: Kinderrechte im Iran
2022-12-08 00:00:00,Dillenburgerstraße 25,10,Entzug der Aufenthalte mehrerer Personen
2022-12-10 00:00:00,"Kalk Kapelle, Vorsterstraße, Kalk-Mülheimerstraße, Kalker Hauptstraße vor Arcaden, PP Köln",20,Stadtspaziergang gegen die stationäre polizeiliche Videobeobachtung
2022-12-10 00:00:00,"Ottoplatz
Kalk Markt",200,Genug ist genug - Die Preise müssen runter
2022-12-10 00:00:00,"Bahnhofsvorplatz
Kardinal-Höffner-Platz",100,Welttag der Menschenrechte
2022-12-10 00:00:00,Innerer Grüngürtel,100,Internationale Kampagne zur Verteidigung von Frauen Rechten im Iran
2022-12-10 00:00:00,Hohenzollernbrücke (Reiterstandbild KW),15,Gedenken der Toten an den Grenzen Europas
2022-12-10 00:00:00,"Hohenzollernbrücke, rechtrheinisch, Reiterstandbild",15,"Freiheit für Julian Assange, Schutz der Pressefreiheit, Schutz des Asylrechts"
2022-12-10 00:00:00,"Ottoplatz, Bahnhofsvorplatz",70,Menschenrechtsverletzung Belutschistan
2022-12-10 00:00:00,Breslauer Platz,150,"Schluss mit der Isolationshaft und Bedingungen 
auf Imrali! Die Zeit ist reif – Freiheit für Abdullah Öcalan"
2022-12-10 00:00:00,Schildergasse/Zeppelinstr.,5,Friede mit euch
2022-12-11 00:00:00,Aachener Weiher                             Ebertplatz,500,Kidical Mass
2022-12-11 00:00:00,Neptunplatz                                      Aachener Weiher,200,Kidical Mass - Zubringer Ehrenfeld
2022-12-11 00:00:00,Kalker Stadtgarten               Ottoplatz,150,Kidical Mass - Zubringer Kalk
2022-12-11 00:00:00,Wilhemplatz bis Wilhelmplatz,300,"Demo für den Frieden Köln - Demonstration für Frieden, Freiheit, Selbstbestimmung, Erhalt unserer Wirtschaftskraft"
2022-12-11 00:00:00,Kreuzblume,150,"Mut fassen und singen für Veränderung und Erneuerung
-gegen Rückzug, Resignation und verschlossene Ohren in unserem Bistum“"
2022-12-11 00:00:00,Stadtgarten Mülheim bis Stadtgarten Kalk,25,Kidical Mass - Zubringer Mülheim
2022-12-11 00:00:00,"Platz vor Stammheimer Straße 98, 50735 Köln",30,Christliche Werte an Weihnachten
2022-12-11 00:00:00,Wilhelmplatz auf Treppe,10,Rechte Verschwörungsideologien breiten sich auch jenseits der rechten Szene aus und gefährden die Demokratie!
2022-12-12 00:00:00,Breslauer Platz,50,Menschenrechte im Iran
2022-12-12 00:00:00,Appellhofplatz,30,Hinrichtungen im Iran
2022-12-13 00:00:00,Breite Str. Ecke Hanns-Hartmann-Platz,5,Lützerath muss bleiben
2022-12-13 00:00:00,Breslauer Platz,50,Aktuelle Situation im Iran
2022-12-14 00:00:00,Justizzentrum,50,Staatsanwaltschaft soll gegen RWE Power ermitteln
2022-12-15 00:00:00,Bahnhofsvorplatz,30,Weihnachten
2022-12-15 00:00:00,Dillenburgerstraße 25,10,Entzug der Aufenthalte mehrerer Personen
2022-12-15 00:00:00,Pariser Platz,10,Corona-/Energiekrise
2022-12-15 00:00:00,Breite Straße 159,5,"FDP, wir ziehen bei dir ein Mieterschutz, 
Kündigungsmoratorium für Mieter*innen in Zahlungsschwierigkeiten"
2022-12-16 00:00:00,Bahnhofsvorplatz,25,Aufklärung über den politischen Islam - Protest gegen Muezzinruf
2022-12-16 00:00:00,Bahnhofsvorplatz,20,Für das friedliche Miteinander aller Relegionen
2022-12-16 00:00:00,Kardinal-Höffner-Platz (Kreuzblume),20,"Chinesische Meinungsfreiheit, Ja, Nein, Vielleicht"
2022-12-16 00:00:00,Breite Straße bis Ebertplatz,100,Klimaschutz ist kein Verbrechen - Hände weg von der Letzten Generation
2022-12-17 00:00:00,Deutzer Werft,5000,Protest gegen den iranischen Staat
2022-12-17 00:00:00,Aachener Weiher,2000,Iraner demonstrieren für die Demokratie und gegen die Diktatur der islamischen Republik Iran
2022-12-17 00:00:00,Bahnhofsvorplatz,80,Pogrom von Maras
2022-12-17 00:00:00,Riehler Straße und Reichensperger Platz,200,Dezetraler Aktionstag Lützerath
2022-12-17 00:00:00,Kreuzblume?,20,Mahnwache zur Aktion Ökozidgesetz jetzt! Die Mahnwache ist mit den Veranstaltern der Ökozid Aktion abgesprochen
2022-12-17 00:00:00,Breslauer Platz,100,Unterstützungsaktion für die Proteste im Iran
2022-12-17 00:00:00,Schildergasse/Krebsgasse,5,"Völkermord in Tigray, Hunger als Kriegswaffe"
2022-12-17 00:00:00,"Barbarastraße 1, BVA",20,Hilfe für die ethnischen Deutschen der Ukraine zur Rückkehr in ihre historische Heimat
2022-12-17 00:00:00,Brüsseler Platz,50,Kirche ist kein Zirkus
2022-12-17 00:00:00,Bahnhofstraße/An der Sparkasse,5,Weihnachten mit der AfD
2022-12-17 00:00:00,Berrenrather Straße/Friedrich-Engels-Straße,9,Wohnungen für Obdachlose und Geflüchtete
2022-12-20 00:00:00,Höninger Weg 104 (UNICEF),50,Kinderrechte im Iran
2022-12-20 00:00:00,Breite Straße/Auf dem Berlich,10,Lützerath bleibt
2022-12-20 00:00:00,Obenmarspforten 40,20,Wir fordern den runden Tisch mit dem ÖFR
2022-12-20 00:00:00,Gülichplatz,10,Öffentlich rechtlichen Rundfunk erhalten
2022-12-21 00:00:00,Alvenslebenstraße,100,Freiraumdemo: Der öffentliche Raum als Ort der Gemeinschaft und Begegnung
2022-12-21 00:00:00,Deutzer Werft bis Deutzer Werft,200,Solidarität mit den Menschen im Iran
2022-12-22 00:00:00,Im Ferkulum 8,10,Gegen Vermieter-Vandalismus
2022-12-22 00:00:00,Dillenburgerstraße 25,10,Entzug der Aufenthalte mehrerer Personen
2022-12-23 00:00:00,Wallrafplatz,10,Tierrechte
2022-12-23 00:00:00,Bahnhofsvorplatz,50,Anschlag auf den Kurdischen Verein in Paris! Terrorstaat Türkei macht in Europa keinen Halt!
2022-12-24 00:00:00,???,80,Menschenrechte im Iran
2022-12-24 00:00:00,Schildergasse/Antoniterkirche,3,Friede mit euch
2022-12-24 00:00:00,Domplatte,10,Stop Eco Terror im Bergkarabagh
2022-12-27 00:00:00,Bahnhofsvorplatz,60,"Freiheit für Zeynep Celaliyan und alle politischen Gefangenen, Nein zu Hinrichtungen der Gefangenen"
2022-12-27 00:00:00,Bahnhofsvorplatz,100,Anschlag auf den Kurdischen Verein in Paris! Terrorstaat Türkei macht in Europa keinen Halt!
2022-12-29 00:00:00,Schildergasse (Antoniterkirche),20,"Tierrechte, Veganismus"
2022-12-29 00:00:00,Dillenburgerstraße 25,10,Entzug der Aufenthalte mehrerer Personen
2022-12-30 00:00:00,Domplatte BGH,20,"Tierrechte, Veganismus"
2022-12-31 00:00:00,Wallrafplatz,40,Gegen Sexismus und Rassismus
2022-12-31 00:00:00,Rochusstraße 345 (JVA),10,Rechte von Gefangenen (freie Ärtzt*innen-Wahl) und Silvestergrüsse
2022-12-31 00:00:00,Kalk Post,40,Revolutionen beenden Kriege - der Friede ist ROT
2022-12-31 00:00:00,Schildergasse (P&C),5,Liebe und Freiheit
 04.10.22 05.10.22 06.10.22 07.10.22,Roncalliplatz,100,Unterstützung des Volks im Iran
 17.12.22,Domplatte (Domforum),25,Kunstperformance zum Artensterben
 28.01.22,Wilhelmplatz-Schillplatz,,Köln steht auf für Freiheit 2022
"01.09.22
08.09.22",Appellhofplatz,20,Wir fordern den runden Tisch mit dem ÖFR
02.10.22 09.10.22,Domplatte (BGH),30,"Tierrechte, Veganismus"
"02.11.22
05.11.22
09.11.22",Kalk Post,30,Genug ist genug - Die Preise müssen runter
02.12.22,Zeughausstraße 2-10,30,Keine Räumung von  LÜTZERATH! u. keine Räumungsverfügung an die Polizei Aachen!  
03.01.2022     07.02.2022   07.03.2022     04.04.2022      02.05.2022         13.06.2022           04.07.2022         01.08.2022              05.09.2022  10.10.2022 07.11.2022       05.12.2022,Domplatte (Blau-Gold-Haus)                                Ebertplatz 1,20,Weg mit Hartz IV
"03.10.22
10.10.22
17.10.22
24.10.22
31.10.22","Alter Markt (10.10., 17.10., 
24.10., 31.10.)
Heumarkt (03.10.)
Kurt-Hackenberg-Platz
(17.10.)
Ehrenstraße (03.10.,10.10, 24.10., 31.10.)",30,Coronamaßnahmen kritisieren JA - Mit Nazis spazieren NEIN
03.11.22 10.11.22 17.11.22 24.11.22 01.12.22,"Breite Straße 28


Appellhofplatz",10,ÖfR und freie Presse stärken und erhaltne! Kein Platz für FakeNews und Manipulation!
"03.11.22
04.11.22",Kempener Straße,8,Mehr Sicherheit für Radfahrer auf Radwegen
03.12.22 10.12.22 17.12.22 24.12.22,Deutzer Werft bis entweder Aachener Weiher o. Deutzer Werft,2000,Iraner demonstrieren für die Demokratie und gegen die Diktatur der islamischen Republik Iran
"03.12.22
10.12.22",Bahnhofsvorplatz,20,Muezzinruf
03.1222     10.12.22,Berrenrather Straße/Friedrich-Engels-Straße,12,Wohnungen für Obdachlose und Geflüchtete
"04.04.22
11.04.22
18.04.22
25.04.22
02.05.22
09.05.22",Heumarkt,50,Coronamaßnahmen kritisieren JA - Mit Nazis spazieren NEIN
"04.07.22
11.07.22
18.07.22
25.07.22
01.08.22
08.08.22
15.08.22
22.08.22
29.08.22
05.09.22
12.09.22
19.09.22
26.09.22
03.10.22
10.10.22
17.10.22
24.10.22
31.10.22",Roncalliplatz,1000,Für freie Impfentscheidung! Für freie Presse! Für Frieden weltweit!
05.03.22              09.04.22                 14.05.22       04.06.22                16.07.22          06.08.22  03.09.22            01.10.22   12.11.22      10.12.22,"Schildergasse, Antoniterkirche",20,Liebe Demut Einigkeit
"05.04.22
06.04.22","Ebertplatz
Domplatte
Rheinpark
Wiener Platz",25,"Glaube, Liebe, Hoffnung"
"05.09.22
12.09.22
19.09.22
26.09.22","Alter Markt
Hohenzollernring/Ehrenstr.",15,Spaziergänger und Querdenker nicht unkommentiert lassen
05.11.22 12.11.22 19.11.22 26.11.22,"Deutzer Werft am 19.11. bereits bestätigt, 26.11. Aachener Weiher",500,Iraner demonstrieren für die Demokratie und gegen die Diktatur der islamischen Republik Iran
"05.11.22
12.11.22",Berrenrather Straße/Friedrich-Engels-Straße,12,Wohnungen für Obdachlose und Geflüchtete
"05.11.22
19.11.22","Domplatte (Blau-Gold-Haus)
Schildergasse (P&C)",20,"Tierrechte, Veganismus"
"06.02.2022
13.02.2022
20.02.2022
27.02.2022
06.03.2022
13.03.2022",Heumarkt,45,Wie finden wir zu einem angemessenen Umgang mit Corona?
"06.08.22
14.08.22
20.08.22",Domplatte (Blau-Gold-Haus),30,Tierrechtsaktivismus
"07.02.22
14.02.22
21.02.22",Heumarkt                                                        Kurt-Hackenberg-Platz (zusätzlich am 21.02),100,Wir sind solidarisch
"07.05.22
21.05.22
28.05.22",Domplatte (Blau-Gold-Haus),15,"Tierrechte, Ernährung & Veganismus"
"07.08.22
21.08.22
28.08.22
11.09.22
25.09.22
09.10.22
16.10.22
23.10.22
30.10.22",Heumarkt,45,Grund- und Menschenrechte auch in Krisenzeiten
07.11.22         14.11.22  21.11.22     28.11.22     05.12.22     12.12.22    19.12.22           26.12.22,"Aachener Weiher

ab 21.11.2022:
Offenbachplatz",500,"Schluss mit der Preissteigerung - unser Leben muss bezahlbar sein!  Schluss mit Waffenlieferung in Kriegsgebiete - wir brauchen Friedensverhandlungen!
Schluss mit allen Corona Maßnahmen - wir brauchen ehrliche Aufklärung!"
"07.11.22
14.11.22","Hohenzollernring/Ecke Ehrenstraße
Neumarktpassage",20,Coronamaßnahmen kritisieren JA - Mit Nazis spazieren NEIN
"08.04.22
15.04.22",Rudolfplatz,10,Freiheit für Julian Assange
08.06.22      09.06.22    10.06.22,Borsigstraße/Alpenerstraße/Herbigstraße,200,Schulstraße: Anmahnen von sicheren Schulwegen und Freiräume für Kinder und Jugendliche
08.06.22   09.06.22    10.06.22,Ausgang Bahnhof Deutz,8,Kein Werben fürs Töten und Sterben! Unter 18 nie! Bundeswehr raus aus den Schulen und Bildungsmessen!
08.09.22      15.09.22,Röhrergasse/Appellhofplatz,10,Öffent. Rechtl. Rundfunk & freie Presse stärken & erhalten! Kein Platz für Fake News & Manipulation!
08.10.22                15.10.22        22.10.22             29.10.22,Berrenrather Straße/Friedrich-Engels-Straße,12,Wohnungen für Obdachlose und Geflüchtete
08.10.22               22.10.22,Bahnhofsvorplatz,15,Politischer Islam
08.12.22 15.12.22,Appellhofplatz,20,Wir fordern den runden Tisch mit dem ÖFR
"08.12.22
15.12.22
22.12.22
29.12.22
05.01.23
12.01.23",Appellhofplatz,10,Öffentlich rechtlichen Rundfunk erhalten
09.02.2022 09.03.2022 09.04.2022 09.05.2022 09.06.2022 09.07.2022 09.08.2022 09.09.2022 09.10.2022 09.11.2022 09.12.2022 09.01.2023 ,Schildergasse (P&C),20,Atomwaffenabzug aus Deutschland
09.02.22 16.02.22, An der Sparkasse / Hermannstraße (vor Impfcontainern),30,Wir sind solidarisch! Lass dich impfen!
"09.04.22
23.04.22
07.05.22
21.05.22
04.06.22
18.06.22",Bahnhofsvorplatz,30,Gegen die islamische Regierung im Iran
"09.12.22
17.12.22",Bahnhofsvorplatz,40,Glaubensfreiheit für Christen mit einem bibelbezogenen Werteverständnis
10.01.2022                               17.01.2022                   24.01.2022              31.01.2022          07.02.2022      14.02.2022        21.02.2022              28.02.2022              07.03.2022             14.03.2022        21.03.2022,Roncalliplatz bis Roncalliplatz,1500,Schluss mit 3G/2G/1G!  Stoppt den Impfzwang!
"10.04.22
17.04.22
24.04.22
08.05.22
15.05.22
05.06.22
12.06.22
10.07.22
17.07.22
24.07.22
31.07.22",Heumarkt,45,Grund- und Menschenrechte auch in Krisenzeiten
10.10.22               17.10.22              24.10.22                      31.10.22,"Leverkusen, Friedrich-Ebert-Platz",30,Asylrecht - Aufenthaltsrecht
"10.11.22
17.11.22",Appellhofplatz,20,Wir fordern den runden Tisch mit dem ÖFR
"10.12.22
17.12.22",Günter-Wand-Platz,12,Evangelium verbreiten
11.05.22     12.05.22,Zülpicher Straße/ Alphons-Silbermann-Weg,10,Glaubensfreiheit für Christen mit einem biblischen Werteverständnis
11.10.22 bis 31.10.22,Roncalliplatz                             ,100,Unterstützung des Volks im Iran
12.06.22           18.06.22              26.06.22,"Domplatte, Rudolfplatz",30,"Tierrechte, Ernährung & Veganismus"
"12.09.22
19.09.22
26.09.22","Leverkusen, Friedrich-Ebert-Platz 1",15,Wir wollen unser Aufenthaltsrecht zurück
12.11.22          26.11.22,Bahnhofsvorplatz,20,Muezzinruf
12.12.22       19.12.22,"Leverkusen, Friedrich-Ebert-Platz",30,Asylrecht - Aufenthaltsrecht
14.03.22                21.03.22      28.03.22,Wiener Platz,30,Krieg in der Ukraine
"14.08.
-
20.08.",Start: Uniwiese,80,Ohne Kerosin nach Berlin - Fahrradprotest für Klimagerechtigkeit
"14.08.22
15.08.22",Wiener Platz,100,Haftbedinungen und Gesundheitszustand von Herrn Abdullah Öcalan
14.11.22 21.11.22 28.11.22  05.12.22,"Friedrich-Ebert-Platz, Leverkusen ",30,Asylrecht - Aufenthaltsrecht
"15.01.2022
29.01.2022
12.02.2022
26.02.2022
12.03.2022
26.03.2022",Bahnhofsvorplatz,20,Gegen islamische Regierung im Iran
15.10.22      29.10.22, Domplatte (BGH)                   Schildergasse P&C                        ,30,Tierrechtsaktivismus
15.10.22 22.10.22 29.10.22 05.11.22 12.11.22 19.11.22 26.11.22 03.12.22 10.12.22 17.12.22 24.12.22 31.12.22 ,"Domplatte, Bahnhofsvorplatz und am 31.12.22 Neptunplatz ",10,Menschenrecht im Iran
16.05.22 23.05.22,Alter Markt (Höhe Rathauseingang),30,"Corona-Maßnahmen kritisieren JA, mit Nazis spazieren NEIN"
"16.05.22
17.05.22
18.05.22
19.05.22
20.05.22
21.05.22",Diesterwegstraße,250,Schulstraße: Annahme von sicheren Schulwegen und Freiräumen für Kinder
"16.05.22
23.05.22",Hohenzollernring/Ecke Ehrenstraße,30,Coronamaßnahmen kritisieren JA - Mit Nazis spazieren NEIN
16.07.22     13.08.22          17.09.22,Bahnhofsvorplatz          ,30,Gegen die islamische Regierung im Iran
"17.08.22
18.08.22",Theo-Burauen-Platz,10,Schafft die Obdachlosigkeit ab
18.05.22 19.05.22 ,Wiener Platz,20,Antikriegs-Kundgebungen
"18.08.22
25.08.22",Appellhofplatz,50,Wir fordern den runden Tisch mit dem ÖFR
18.09.22 24.09.22,"Bierbrunnen (Schildergasse), zwischen Antoniterkirche und P&C",25,Tierrechtsaktivismus
19.02.22 19.03.22       09.04.22             21.05.22            18.06.22          16.07.22        20.08.22         17.09.22                15.10.22         19.11.22       17.12.22,Neusser Straße 186,6,Gebetswache für das Lebensrecht ungeborener Kinder
"19.03.22
26.03.22
02.04.22
09.04.22",Dellbrücker Hauptstraße 64,250,Frieden in der Ukraine und überall
19.11.22              26.11.22,Berrenrather Straße/Friedrich-Engels-Straße,12,Wohnungen für Obdachlose und Geflüchtete
"19.11.22
17.12.22
21.01.23",Breslauer Platz,10,#IchBinArmutsbetroffen
"20.05.22
21.05.22
22.05.22","Leverkusen
Grünstreifen Stelzenautobahn",100,Gegen Leverkusen und was daraus folgt
"20.08.22
27.08.22
03.09.22
10.09.22
17.09.22
24.09.22",Dellbrücker Hauptstraße 64,100,Frieden in der Urkaine und überall
"20.10.22
27.10.22",Breite Straße/Auf der Ruhr,20,Wir fordern den runden Tisch mit dem ÖFR
21.04.22                        29.04.22           Alternativ: 22.04.22                     28.04.22,Innerer Grüngürtel (zwischen Venloer und Subbelrather),15,Rettet die Bäume
21.05.22 28.05.22,Bahnhofsvorplatz,20,Freiheit für den Iran
"21.05.22
18.06.22
16.07.22
20.08.22",Konrad-Adenauer-Ufer 80,9,Schilderwald Grundrechte
"21.09.22
24.09.22",Domplatte BGH,40,Unterstützung der politischen Gefangenen im Iran
"21.11.22
28.11.22
05.12.22
12.12.22
19.12.22
26.12.22","Breite Straße 28

Hohenzollernring/Ehrenstraße",20,Coronamaßnahmen kritisieren JA - Mit Nazis spazieren NEIN
22.01.22                     05.02.22                      12.02.22,Gürzenichstraße                           Alter Markt                                        Neumarkt     ,100,Erhalt des karnevalistischen Brauchtums - Klingendes Spiel
22.03.22  29.03.22,Kalk Post,30,Krieg in der Ukraine
22.04.22 23.04.22 24.04.22 25.04.22,Domplatte (Blau-Gold-Haus),30,Unterstützung Arbeiterschaft im Iran und gefangene Arbeiter im Iran
"22.05.2022
oder
29.05.2022",Deutzer Werft,10000,Sound of Peace
22.08.22  29.08.22 05.09.22,"Leverkusen, Friedrich-Ebert-Platz 11",30,Wir wollen unser Aufenthaltsrecht zurück
"22.09.22
29.09.22",Appellhofplatz,20,Wir fordern den runden Tisch mit dem ÖFR
22.10.22             05.11.22           19.11.22                 03.12.22         17.12.22,Bahnhofvorplatz,50,Gegen die islamische Regierung im Iran
22.10.22 29.10.22 05.11.22 12.11.22 19.11.22 26.11.22 03.12.22 10.12.22 17.12.22 ,"am 22.10. Neumarkt, am 29.10. Chlodwigplatz, ansonsten Breslauer Platz",200,Unterstützung der iranischen Bewegung
"23.04.22
30.04.22
07.05.22
14.05.22",Dellbrücker Hauptstraße 64,250,Frieden in der Ukraine und überall
23.09.22 31.10.22,Alter Markt,50,solidarisches Klimacamp zur Räumung in Lützerath
23.11.22 24.11.22  26.11.22,Breslauer Platz,100,Veranstaltung für die aktuelle Situation im Iran
24.09.22        01.10.22   08.10.22,Josefstraße/Hermannstraße,50,Preissteigerungen und Verarmung
"24.09.22
01.10.22",Berrenrather Straße/Friedrich-Engels-Straße,8,Wohnungen für Obdachlose und Geflüchtete
24.10.22            21.11.22               19.12.22,Wiener Platz,35,"Aktiv für den Weltfrieden - gegen jede imperialistische Aggression!
Protest gegen die Abwälzung der Kriegs- und Krisenlasten auf die Massen!
"
"25.02.22
26.02.22",Schildergasse (P&C),25,Glaubensfreiheit für Christen mit einem bibelbezogenen Werteverständnis
"25.02.22
26.02.22",Bahnhofsvorplatz,50,Glaubensfreiheit für Christen mit einem bibelbezogenen Werteverständnis
25.07.22             01.08.22,Friedrich-Ebert-Platz,15,Ich möchte mein Aufenthaltsrecht zurück!
"25.07.22
01.08.22
08.08.22
15.08.22","Heumarkt
Kurt-Hackenberg-Platz",15,Spaziergänger und Querdenker nicht unkommentiert lassen
26.03.22 23.04.22 21.04.22 05.05.22 16.04.22 10.05.22,"Chorweiler City-Center (1+2), Bocklemünd (3+4), Porz Markt/Hermannstraße (5+6)",5,Mahnwachen gegen Rechts
26.11.22 17.12.22,Schildergasse (Antoniterkirche),25,Tierrechtsaktivismus
27.02.2022                             28.02.2022,Chlodwigplatz -Mohrenstraße,10000,Erhalt des karnevalistischen Brauchtums
27.08.22     03.09.22 10.09.22         17.09.22    ,Berrenrather Straße/Friedrich-Engels-Straße,8,Wohnungen für Obdachlose und Geflüchtete
28.01.22-04.02.22,Bürgerpark Kalk/Barcelona-Allee,10,Freiheit der Gefangenen
28.03.22       29.03.22          30.03.22        31.03.22         01.04.22,Am Pistorhof,400,Schulstraße: Anmahnen von sicheren Schulwegen für Kinder
"28.03.22
04.04.22
11.04.22
18.04.22
25.04.22
02.05.22
09.05.22
16.05.22
23.05.22
30.05.22
06.06.22
13.06.22
20.06.22
27.06.22",Roncalliplatz,1500,Nie wieder Faschismus! Stoppt den Impfzwang! Schluss mit der Spaltung der Gesellschaft!
28.05.22     04.06.22               11.06.22              18.06.22                    25.06.22             02.07.22           09.07.22      ,Domplatte (Blau-Gold-Haus)                                    ,20,Menschenrechtsverletzung im Iran
29.09.22 06.10.22 13.10.22 20.10.22 27.10.22,Röhrergasse/Appellhofplatz,10,Mahnwache: Öffentlich Rechtlichen Rundfunk und freie Presse stärken und erhalten! Kein Platz für Fake News und Manipulation!
29.10.22             10.12.22,Wiener Platz,150,Schluss mit steigenden Energie- und Lebensmittelpreisen! Schluss mit Waffenlieferung in Kriegsgebiete! Schluss mit einseitiger Berichtserstattung der Mainstream Medien!
"29.12.22
30.12.22",Domplatte (Blau-Gold-Haus),10,Tierrechte & Anti-Pelz
30.01.2022                06.02.2022                        13.02.2022             20.02.2022,Blauer-Funken-Weg 2                         Dellbrücker Marktplatz                               Chlodwigplatz -Pipinstraße                 ,100,Erhalt des karnevalistischen Brauchtums
