Datum;Thema;Teilnehmende (Angemeldet);Teilnehmende (tatsächlich);Kategorie;Stichwörter
22.01.2018;Gegen die Kriegsmaßnahmen der Türkei in Syrien;1000;250;Ausland;
22.01.2018;Gegen die Zusammenarbeit Ugandas bei der Abschiebung afrikanischer Flüchtlinge aus Israel;30;35;Ausland;
22.01.2018;Wir wollen keine staatliche Meinungszensur - weg mit dem NetzDG!;10;13;Bürgerrechte;
22.01.2018;Mahnwache für Frieden und Menschenrechte (vom 08.01. bis 26.03.2018 - jeweils Mo.);12;6;Bürgerrechte;
22.01.2018;Frieden! Wie seit fast 200 Wochen. Lieben Dank für alles! (vom 01.01. bis 31.12.2018 - jeweils Mo.);100;22;Frieden;
22.01.2018;BÄRGIDA - Berliner Patrioten gegen die Islamisierung des Abendlandes (vom 15.01. bis 25.06.2018 - jeweils Mo.);50;30;rechts;
22.01.2018;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.01. bis 31.03.2018 - täglich);10;;rechts;Reichsbürger
22.01.2018;... gegen den falschen Standort BER ... (vom 23.10.2017 bis 29.01.2018 - jeweils );60;;Stadtpolitik;
22.01.2018;Mahnwache zur Erinnerung an die Opfer des atomaren Super-Gau im japanischen Fukushima, für den weltweiten Frieden UND soziale Gerechtigkeit (vom 18.09.2017 bis 15.03.2018 - jeweils Mo.,Do.);20;2;Umwelt;
23.01.2018;Warnstreik der Beschäftigten (Tarifauseinandersetzung in der Berliner Metall- und Elektroindustrie);150;;Arbeit und Sozialpolitik;
23.01.2018;Kundgebung zur Tarifauseinandersetzung der studentischen Beschäftigten der Humboldt-Universität in Zusammenarbeit mit den Gewerkschaften GEW und ver.di;250;120;Arbeit und Sozialpolitik;
23.01.2018;Tarifauseinandersetzung studentische Beschäftigte;1500;120;Arbeit und Sozialpolitik;
23.01.2018;Stoppt die Verfolgung von Falun Gong-Praktizierenden! (vom 08.11.2017 bis 07.02.2018 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);10;3;Ausland;
23.01.2018;Türken sind Faschisten, Es lebe Öcalan, Erdogan ist ein Terrorist;15;;Ausland;
23.01.2018;Auftakt der Gedenkveranstaltung aus Anlass des 73. Jahrestages der Befreiung von Ausschwitz Ausstellungseröffnung: Auschwitz - eine deutliche Spur;300;;Gedenken;
23.01.2018;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.01. bis 31.03.2018 - täglich);10;2;rechts;Reichsbürger
24.01.2018;Für ein offenes Neukölln - Gegen Rassismus;50;10;Antifa und Antira;
24.01.2018;Arbeitsbedingungen foodora Fahrer: hier besondere Kosten für Arbeitsmittel;50;40;Arbeit und Sozialpolitik;
24.01.2018;Warnstreik der Beschäftigten (Tarifauseinandersetzung in der Berliner Metall- und Elektroindustrie);100;;Arbeit und Sozialpolitik;
24.01.2018;Präsidentschaftswahl 2018 ohne Lula ist Betrug;100;40;Ausland;
24.01.2018;Stoppt die Verfolgung von Falun Gong-Praktizierenden! (vom 08.11.2017 bis 07.02.2018 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);10;3;Ausland;
24.01.2018;Tag des verfolgten Anwalts ? Zur Situation der Anwält_innen in Ägypten;20;20;Ausland;
24.01.2018;Wir demonstrieren gegen die Türkische Botschaft und den Einmarsch der Türkischen Armee in Afrin;200;50;Ausland;
24.01.2018;Presseerklärung von Berliner Vereinen zum Thema Afrin und der Einsatz der Türkei;50;120;Ausland;
24.01.2018;Schluss mit der Kriminalisierung legaler kurdischer Einrichtungen, Aktivitäten und AktivistInnen - Weg mit dem PKK-Verbot - Freiheit für Abdullah Öcalan - Stoppt die Angriffe der türkischen Regierung auf Afrin!;50;350;Bürgerrechte;
24.01.2018;Antikriegsmahnwache (vom 10.01. bis 28.03.2018 - jeweils Mi.);15;4;Frieden;
24.01.2018;Merkel muss weg (vom 22.11.2017 bis 21.11.2018 - jeweils Mi.);50;5;rechts;
24.01.2018;Merkel-muss-weg-Mittwoch (vom 17.01. bis 19.12.2018 - jeweils Mi.);50;20;rechts;
24.01.2018;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.01. bis 31.03.2018 - täglich);10;1;rechts;Reichsbürger
24.01.2018;Miteinander Trauern und schnell Handeln!;150;200;Verkehr;
25.01.2018;Mahnwache zum Erhalt der Arbeitsplätze bei Siemens-Dynamowerk;10;;Arbeit und Sozialpolitik;
25.01.2018;Tarifauseinandersetzung studentische Beschäftigte;1700;1000;Arbeit und Sozialpolitik;
25.01.2018;Freiheit für Mohammed Satti und alle politischen Gefangenen im Sudan;5;5;Ausland;
25.01.2018;Gegen die Menschenrechtsverletzungen in Nordkorea ... (vom 04.01. bis 05.04.2018 - jeweils Do.);20;8;Ausland;
25.01.2018;Stoppt die Verfolgung von Falun Gong-Praktizierenden! (vom 08.11.2017 bis 07.02.2018 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);10;2;Ausland;
25.01.2018;Schluss mit der aggressiven Politik der NATO (vom 13.12.2017 bis 01.03.2018 - jeweils Mi.,Do.,Fr.);20;;Frieden;
25.01.2018;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.01. bis 31.03.2018 - täglich);10;;rechts;Reichsbürger
25.01.2018;Tierrechtsaktivismus;20;20;Tiere;
25.01.2018;Für Leute, die sich um die Zukunft des Pirin-Nationalparks sorgen...;50;35;Umwelt;
25.01.2018;Wir pfeifen auf Stuttgart 21 (vom 09.01. bis 27.03.2018 - jeweils Di.);40;13;Umwelt;
25.01.2018;Mahnwache zur Erinnerung an die Opfer des atomaren Super-Gau im japanischen Fukushima, für den weltweiten Frieden UND soziale Gerechtigkeit (vom 18.09.2017 bis 15.03.2018 - jeweils Mo.,Do.);20;6;Umwelt;
26.01.2018;Australia Day;10;5;Ausland;
26.01.2018;Die Menschen aus Afrin laden Sie zum Tee ein, Herr Gabriel;20;40;Ausland;
26.01.2018;Entwicklungspolitik muss bei den Koalitionsverhandlungen eine wichtige Rolle spielen. Wir fordern die Verhandler auf, ambitionierte entwicklungspolitische Ziele in den Koalitionsvertrag zu schreiben.;7;6;Ausland;
26.01.2018;Protest gegen die Angriffe der türkischen Armee auf Afrin;100;250;Ausland;
26.01.2018;Solidarität mit MUSA ASOGLU;20;11;Ausland;
26.01.2018;Stoppt die Verfolgung von Falun Gong-Praktizierenden! (vom 08.11.2017 bis 07.02.2018 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);10;2;Ausland;
26.01.2018;Verlegung der US-Botschaft nach Jerusalem;150;60;Ausland;
26.01.2018;Ölzweig-Operation der Türkei;65;;Ausland;
26.01.2018;Schluss mit der aggressiven Politik der NATO (vom 13.12.2017 bis 01.03.2018 - jeweils Mi.,Do.,Fr.);20;;Frieden;
26.01.2018;Gedenkveranstaltung im Rahmen des 27. Januar, dem Gedenktag der Befreiung von Ausschwitz und der Opfer des Nationalsozialismus;300;380;Gedenken;
26.01.2018;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.01. bis 31.03.2018 - täglich);10;1;rechts;Reichsbürger
26.01.2018;Dialog macht Schule;70;60;Stadtpolitik;Bildung
26.01.2018;Kundgebung gegen die Auswirkungen der modernen Tierindustrie auf Mensch, Tier und Umwelt;10;9;Tiere;
26.01.2018;Gegen Tierkonsum und Tierausbeutung;10;4;Tiere;
26.01.2018;Gegen Kohlekraft;10;8;Umwelt;
26.01.2018;Protest gegen Weiterbau von Stuttgart 21;30;40;Umwelt;
27.01.2018;Schluss mit der Aussetzung des Familiennachzugs;1000;350;Asyl;
27.01.2018;Für ein gemeinsames Makedonien;300;100;Ausland;
27.01.2018;Stoppt die Verfolgung von Falun Gong-Praktizierenden! (vom 08.11.2017 bis 07.02.2018 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);10;2;Ausland;
27.01.2018;Protest gegen das jährliche Abschlachten der Delfine und Kleinwale in Taiji/Japan und den Walfang Japans;80;;Ausland;
27.01.2018;Für das Recht auf Leben;30;20;Bürgerrechte;
27.01.2018;20. Lichterkette anlässlich des Holocaustgedenktages Für ein tolerantes und gewaltfreies Miteinander, gegen Antisemitismus und Rassismus;300;200;Gedenken;
27.01.2018;Kranzniederlegung anlässlich der Befreiung der Überlebenden des Konzentrationslagers Auschwitz vor 73 Jahren;30;;Gedenken;
27.01.2018;Gedenken an die homosexuellen Opfer des Nationalsozialismus;50;40;Gedenken;
27.01.2018;Gedenken an die Opfer des Nationalsozialismus;25;;Gedenken;
27.01.2018;Gedenkveranstaltung zum internationalen Gedenktag für die Opfer des Nationalsozialismus;50;50;Gedenken;
27.01.2018;Kundgebung zum Tag des Gedenkens an die Opfer des NS-Regimes;50;55;Gedenken;
27.01.2018;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.01. bis 31.03.2018 - täglich);10;2;rechts;Reichsbürger
27.01.2018;gegen Massentierhaltung;7;;Tiere;
27.01.2018;Tierschutz: Gegen Massentierhaltung;7;9;Tiere;
27.01.2018;Schutzgebiet im antarktischen Meer;20;25;Umwelt;
27.01.2018;Gegenaktion zur Grünen Woche. Protest gegen die Massentierhaltung;4;;Umwelt;
27.01.2018;Protest gegen die Grüne Woche;15;20;Umwelt;
28.01.2018;EU-finanzierte Gewalt gegen Flüchtende durch Lybische Küstenwache beenden!;10;6;Asyl;
28.01.2018;Stoppt die Verfolgung von Falun Gong-Praktizierenden! (vom 08.11.2017 bis 07.02.2018 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);10;3;Ausland;
28.01.2018;Mahnwache gegen die Nichtzulassung von Alexey Navalny zu den Präsidentschaftswahlen in Russland;30;25;Ausland;
28.01.2018;Antikriegsmahnwache zur geplanten Anti-Russlanddemo;15;15;Frieden;
28.01.2018;Meditation für den inneren und äußeren Frieden... (vom 07.01. bis 28.01.2018 - jeweils So.);20;12;Frieden;
28.01.2018;Wohltätigkeit bedeutet: Kriegseinsätze beenden! Wohltätigkeitskonzerte mit Bundeswehrorchestern sind Mogelpackungen.;10;8;Frieden;
28.01.2018;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.01. bis 31.03.2018 - täglich);10;1;rechts;Reichsbürger
28.01.2018;Kundgebung gegen die Auswirkungen der modernen Tierindustrie auf Mensch, Tier und Umwelt;10;7;Tiere;
28.01.2018;Pelz ist Folter, Pelz ist Mord;10;10;Tiere;
28.01.2018;Gegen die Ausbeutung von Tieren in der Intensivtierhaltung;25;6;Tiere;
28.01.2018;Kohleausstieg;5;6;Umwelt;
28.01.2018;Video Aktion zur Aufklärung über die Lebensmittelindustrie;20;15;Umwelt;
29.01.2018;Gegen Bärgida / Pegida - Gegen Rassismus und soziale Ausgrenzung (vom 01.01. bis 31.12.2018 - jeweils Mo.);70;32;Antifa und Antira;
29.01.2018;Hartz Gesetze ? Agenda 2010 ?? Aktuelles (vom 08.01. bis 17.12.2018 - jeweils Mo.);70;30;Arbeit und Sozialpolitik;
29.01.2018;Familienleben für Alle! Keine Aussetzung des Familiennachzugs!;50;10;Asyl;
29.01.2018;Peruaner gegen die Begnadigung von Ex-Präsident Fujimori.;30;25;Ausland;
29.01.2018;Schluss mit den Angriffen auf Afrin! Solidarität mit Rojava! Freiheit für Abdullah Öcalan!;500;350;Ausland;
29.01.2018;Stoppt die Verfolgung von Falun Gong-Praktizierenden! (vom 08.11.2017 bis 07.02.2018 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);10;2;Ausland;
29.01.2018;Mahnwache für Frieden und Menschenrechte (vom 08.01. bis 26.03.2018 - jeweils Mo.);12;3;Bürgerrechte;
29.01.2018;Deutsche Panzer töten;20;;Frieden;
29.01.2018;Frieden! Wie seit fast 200 Wochen. Lieben Dank für alles! (vom 01.01. bis 31.12.2018 - jeweils Mo.);100;10;Frieden;
29.01.2018;Nicht angemeldete Aktion mit Plakaten Deutsche Panzer raus aus Kurdistan und deutsche Waffen - deutsches Geld;5;5;Frieden;
29.01.2018;159. BÄRGIDA - Berliner Patrioten gegen die Islamisierung des Abendlandes;50;30;rechts;
29.01.2018;BÄRGIDA - Berliner Patrioten gegen die Islamisierung des Abendlandes (vom 15.01. bis 25.06.2018 - jeweils Mo.);50;30;rechts;
29.01.2018;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.01. bis 31.03.2018 - täglich);10;;rechts;Reichsbürger
29.01.2018;... gegen den falschen Standort BER ... (vom 23.10.2017 bis 29.01.2018 - jeweils );60;20;Stadtpolitik;
29.01.2018;Stoppt die VW-Versuche;5;;Tiere;
29.01.2018;Mahnwache zur Erinnerung an die Opfer des atomaren Super-Gau im japanischen Fukushima, für den weltweiten Frieden UND soziale Gerechtigkeit (vom 18.09.2017 bis 15.03.2018 - jeweils Mo.,Do.);20;2;Umwelt;
30.01.2018;Entwicklungspolitik muss in den Koalitionsverhandlungen eine Rolle spielen. Wir fordern die Verhandler auf, ambitionierte entwicklungspolitische Ziele in den Koalitionsvertrag zu schreiben. Die bisher vereinbarten Ziele sind unzureichend.;7;25;Ausland;
30.01.2018;Stoppt die Verfolgung von Falun Gong-Praktizierenden! (vom 08.11.2017 bis 07.02.2018 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);10;2;Ausland;
30.01.2018;Waffenlieferungen in die Türkei verbieten!;30;12;Ausland;
30.01.2018;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.01. bis 31.03.2018 - täglich);10;;rechts;Reichsbürger
30.01.2018;Wir pfeifen auf Stuttgart 21 (vom 09.01. bis 27.03.2018 - jeweils Di.);10;3;Umwelt;
30.01.2018;Gegen Stromverbrauch bei Samsung;22;22;Umwelt;
30.01.2018;Koalitionsverhandlungen - NABU fordert eine bessere Agrarpolitik;15;25;Umwelt;
31.01.2018;Friedliche Versammlung gegen Menschenrechtsverbrechen im Sudan;200;70;Ausland;
31.01.2018;Prozess gegen die Mörder von Yeter (./. Pehlivan);3;;Ausland;
31.01.2018;Schluss mit den Angriffen auf Afrin! Solidarität mit Rojava! Freiheit für Öcalan!;300;280;Ausland;
31.01.2018;Stoppt die Verfolgung von Falun Gong-Praktizierenden! (vom 08.11.2017 bis 07.02.2018 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);10;3;Ausland;
31.01.2018;Menschenrechtsverteidiger_Innen in der Türkei, 3. Prozesstag gegen Taner Kilic und Idel Eser;40;30;Ausland;
31.01.2018;Schluss mit der aggressiven Politik der NATO (vom 13.12.2017 bis 01.03.2018 - jeweils Mi.,Do.,Fr.);20;;Frieden;
31.01.2018;Merkel muss weg (vom 22.11.2017 bis 21.11.2018 - jeweils Mi.);50;7;rechts;
31.01.2018;Merkel-muss-weg-Mittwoch (vom 17.01. bis 19.12.2018 - jeweils Mi.);50;17;rechts;
31.01.2018;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.01. bis 31.03.2018 - täglich);10;1;rechts;Reichsbürger
31.01.2018;Koalitionsverhandlungen - NABU fordert eine bessere Agrar-und Ernährungspolitik von der Großen Koalition;15;16;Umwelt;
31.01.2018;Koalitionsverhandlungen CDU/SPD - Für eine sichere Energieversorgung;50;25;Umwelt;
31.01.2018;Kohleausstieg;5;5;Umwelt;
01.02.2018;Aktuelle Debatte im Bundestag zum Thema Familiennachzug;30;80;Asyl;
01.02.2018;Familienleben für Alle! Geflüchtete mit subsidiärem Schutz nehmen fordern die Abgeordneten des Parlaments auf gegen den Gesetzentwurf CDU/CSU zur weiteren Aussetzung des Familiennachzuges zu stimmen.;100;25;Asyl;
01.02.2018;Für den Familiennachzug;100;1;Asyl;
01.02.2018;Entwicklungspolitik muss in den Koalitionsverhandlungen eine wichtige Rolle spielen. Wir fordern die Verhandler auf, ambitionierte entwicklungspolitische Ziele in den Koalitionsvertrag zu schreiben.;7;7;Ausland;
01.02.2018;Erdogan, Afrin ist dein Ende;10;10;Ausland;
01.02.2018;Gegen die Menschenrechtsverletzungen in Nordkorea ... (vom 04.01. bis 05.04.2018 - jeweils Do.);20;10;Ausland;
01.02.2018;Stoppt die Verfolgung von Falun Gong-Praktizierenden! (vom 08.11.2017 bis 07.02.2018 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);10;1;Ausland;
01.02.2018;Menschenrechte in Bangladesh;20;11;Bürgerrechte;
01.02.2018;Deutsche Panzer töten;50;30;Frieden;
01.02.2018;Schluss mit der aggressiven Politik der NATO (vom 13.12.2017 bis 01.03.2018 - jeweils Mi.,Do.,Fr.);20;7;Frieden;
01.02.2018;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.01. bis 31.03.2018 - täglich);10;1;rechts;Reichsbürger
01.02.2018;Tierrechtsaktivismus;20;10;Tiere;
01.02.2018;#end coal;10;10;Umwelt;
01.02.2018;Diesel/Stickoxide - Treffen der Ministerpräsidenten mit Merkel;15;14;Umwelt;
01.02.2018;Dieselskandal - Koa-Verhandlungen;40;26;Umwelt;
01.02.2018;Mahnwache zur Erinnerung an die Opfer des atomaren Super-Gau im japanischen Fukushima, für den weltweiten Frieden UND soziale Gerechtigkeit (vom 18.09.2017 bis 15.03.2018 - jeweils Mo.,Do.);20;3;Umwelt;
02.02.2018;Reiche besteuern statt beschenken - ein gerechtes Land für Alle!;25;;Arbeit und Sozialpolitik;
02.02.2018;Autokorso - Tarifauseinandersetzung in der Berliner Metall- und Elektroindustrie;40;;Arbeit und Sozialpolitik;
02.02.2018;Kundgebung während eines 24-Stunden-Streiks im Rahmen der Tarifauseinandersetzung in der Berliner Metall- und Elektroindustrie (vom 02.02. bis 03.02.2018,Fr.,Sa.);500;500;Arbeit und Sozialpolitik;
02.02.2018;Kundgebung während eines 24-Stunden-Streiks im Rahmen der Tarifauseinandersetzung in der Berliner Metall- und Elektroindustrie (vom 02.02. bis 03.02.2018,Fr.,Sa.);500;;Arbeit und Sozialpolitik;
02.02.2018;Tarifauseinandersetzungen in der Berliner Metall- und Elektroindustrie;300;100;Arbeit und Sozialpolitik;
02.02.2018;Rechtswidrige Verlegung der US-Botschaft nach Jerusalem;150;36;Ausland;
02.02.2018;Schluss mit den Angriffen auf Afrin! Solidarität mit Rojava! Freiheit für Abdullah Öcalan!;500;150;Ausland;
02.02.2018;Stoppt die Verfolgung von Falun Gong-Praktizierenden! (vom 08.11.2017 bis 07.02.2018 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);10;2;Ausland;
02.02.2018;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.01. bis 31.03.2018 - täglich);10;2;rechts;Reichsbürger
02.02.2018;Anfeuern der Koalitionsverhandler (Treffen der Spitzengruppe);15;;Sonstige;
02.02.2018;Gegen Tierkonsum und Tierausbeutung;5;10;Tiere;
02.02.2018;Kohleausstieg;6;;Umwelt;
03.02.2018;NoNPD;0;28;Antifa und Antira;
03.02.2018;No Pasaran ! Frauen gegen Faschismus;4;4;Antifa und Antira;
03.02.2018;Die Solidarität mit Afrin/Syrien;50;25;Ausland;
03.02.2018;Hände weg von Afrin!;200;250;Ausland;
03.02.2018;Stoppt die Verfolgung von Falun Gong-Praktizierenden! (vom 08.11.2017 bis 07.02.2018 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);10;2;Ausland;
03.02.2018;Demokratie für Iran;50;30;Ausland;
03.02.2018;Flying Condoms: 10 Jahre EKAF - 10 Jahre HIV und Nichtinfektiösität;100;37;Bürgerrechte;
03.02.2018;Ohne Volksabstimmung ist alles Banane;20;15;Bürgerrechte;
03.02.2018;... für die Einhaltung des Völkerrechts und die Auflösung der Nato;20;5;Frieden;
03.02.2018;Mahnwache für Toleranz und ein friedliches Miteinander;20;;Frieden;
03.02.2018;Kriegstreiberei stoppen!;20;30;Frieden;
03.02.2018;Ehrung und Gedenken an John Schehr und andere;20;;Gedenken;
03.02.2018;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.01. bis 31.03.2018 - täglich);10;;rechts;Reichsbürger
03.02.2018;Kunst für direkte Demokratie;10;6;Sonstige;Kultur
03.02.2018;Kunst für direkte Demokratie;6;10;Sonstige;Kultur
03.02.2018;Wir müssen reden!;30;25;Sonstige;
03.02.2018;Neukölln steht zusammen - gegen rechte Gewalt und Intoleranz;150;400;Stadtpolitik;
03.02.2018;Tierrechtsaktivismus;20;19;Tiere;
03.02.2018;Solidarität mit den Hambi Nine;15;4;Umwelt;
03.02.2018;"KLIMAVERSPRECHEN HALTEN; FRAU MERKEL! GREENPEACE";15;15;Umwelt;
03.02.2018;Umweltverschmutzung und Gesundheitsschäden durch Braunkohle und der Braunkohleausstieg;10;10;Umwelt;
03.02.2018;Luftbelastung durch Autos;6;7;Verkehr;
04.02.2018;Dem Agressionskrieg gegen Afrin sagen auch Berliner Türken NEIN!;30;25;Ausland;
04.02.2018;Protest gegen die Gewalt in Kashmir;50;60;Ausland;
04.02.2018;Solidarität mit Rojava! Schluss mit den Angriffen auf Afrin! Freiheit für Abdullah Öcalan!;800;2200;Ausland;
04.02.2018;Stoppt die Verfolgung von Falun Gong-Praktizierenden! (vom 08.11.2017 bis 07.02.2018 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);10;5;Ausland;
04.02.2018;Frieden in der Welt und bei uns;20;;Frieden;
04.02.2018;Meditation für inneren und äußeren Frieden. Wir wollen aufmerksam machen, dass Frieden in einem selbst beginnt (vom 04.02. bis 25.02.2018 - jeweils So.);20;12;Frieden;
04.02.2018;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.01. bis 31.03.2018 - täglich);10;;rechts;Reichsbürger
04.02.2018;2020 Klimaversprechen halten, Frau Merkel! Kohleausstieg jetzt starten. Greenpeace;9;;Umwelt;
04.02.2018;2020 Klimaversprechen halten, Frau Merkel! Kohleausstieg jetzt starten. Greenpeace;13;;Umwelt;
04.02.2018;Rote Linie für die Kohle;100;450;Umwelt;
05.02.2018;Hartz Gesetze ? Agenda 2010 ?? Aktuelles (vom 08.01. bis 17.12.2018 - jeweils Mo.);70;20;Arbeit und Sozialpolitik;
05.02.2018;Stoppt die Angriffe auf Afrin! (vom 05.02. bis 09.02.2018 - täglich);400;35;Ausland;
05.02.2018;Stoppt die Verfolgung von Falun Gong-Praktizierenden! (vom 08.11.2017 bis 07.02.2018 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.);10;3;Ausland;
05.02.2018;Mahnwache für Frieden und Menschenrechte (vom 08.01. bis 26.03.2018 - jeweils Mo.);12;6;Bürgerrechte;
05.02.2018;Frieden! Wie seit fast 200 Wochen. Lieben Dank für alles! (vom 01.01. bis 31.12.2018 - jeweils Mo.);100;8;Frieden;
05.02.2018;160. BÄRGIDA - Berliner Patrioten gegen die Islamisierung des Abendlandes;50;;rechts;
05.02.2018;BÄRGIDA - Berliner Patrioten gegen die Islamisierung des Abendlandes (vom 15.01. bis 25.06.2018 - jeweils Mo.);50;30;rechts;
05.02.2018;staatenlos.info-Mahnwache für Heimat und Weltfrieden GG 139 GG 146 (vom 01.01. bis 31.03.2018 - täglich);10;1;rechts;Reichsbürger
05.02.2018;Kohleausstieg starten;20;;Umwelt;
05.02.2018;Mahnwache zur Erinnerung an die Opfer des atomaren Super-Gau im japanischen Fukushima, für den weltweiten Frieden UND soziale Gerechtigkeit (vom 18.09.2017 bis 15.03.2018 - jeweils Mo.,Do.);20;4;Umwelt;
05.02.2018;Mahnwache, Protest und Information: Gegen den falschen Standort BER, für eine umwelt- und gesundheitsverträgliche Verkehrspolitik in Deutschland, für ein striktes Nachtflugverbot von 22 bis 6 Uhr (vom 05.02. bis 31.05.2018 - jeweils Mo.);100;30;Verkehr;
06.02.2018;Ende der Diktaturpolitik in Aserbaidschan: sag nein zur Diktatur!;60;90;Ausland;
06.02.2018;Stoppt die Angriffe auf Afrin! (vom 05.02. bis 09.02.2018 - täglich);400;40;Ausland;
