2022 bis einschließlich Juli,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,,,,,,,
Datum Versammlung,Versammlungsbeginn,Versammlungsende,Örtlichkeit (ink. AKG + SKG),Stationär / sfv,Organisation,Thema,TN-Zahl
2022-02-18 00:00:00,17.00,18.00,Prinzregentenplatz,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2022-02-18 00:00:00,16.00,18.00,Tegernseer Platz 7,stationär,DKP München,Energiepreise,5
2022-02-19 00:00:00,13.00,17.30,Karlspl. - Marienpl.,sfv,Aktionsbündnis gegen die NATO-Sicherheitskonferenz,Demonstration gegen die NATO-Kriegstagung in München,750-800
2022-02-19 00:00:00,14.00,15.00,Karlspl. - Marienpl.,Menschenkette,Aktionsbündnis gegen die NATO-Sicherheitskonferenz,Demonstration gegen die NATO-Kriegstagung in München,200
2022-02-19 00:00:00,13.00,16.00,Rotkreuzplatz,stationär,,Bilder von unschuldigen Menschen,15
2022-02-19 00:00:00,14.15,17.15,Pasinger Bahnhofsplatz,stationär,,Activists for the Victims,5-15
2022-02-19 00:00:00,17.30,18.30,Königsplatz,stationär,,"Zum Gedenken an die Opfer des rassistischen Anschlags in Hanau, sowie aller Opfer rassistischer Gewalt in Deutschland.",250-300
2022-02-19 00:00:00,13.00,15.30,Weißenburger Platz,stationär,,Für`s Herz und Verstand einschalten,50
2022-02-19 00:00:00,18.00,20.00,Münchner Freiheit,stationär,die Urbane. Eine HipHop Partei (du.),In Gedenken an die Opfer des rassistischen Anschlags v. 19.02.2020 in Hanau,Bis 200
2022-02-19 00:00:00,9.30,17.00,Max-Joseph-Pl.,stationär,Tigray Verein in Deutschland e. V.,"Volksmord in Äthiopien! Verhängen No fly Zone in Tigray! Stop Drohnen verkauf nach Äthiopien, Drohnen Angriff an Zivilisten & Eriteische Invasionj in Tigray",500
2022-02-19 00:00:00,12.00,18.00,Odeonspatz,stationär,,Frieden für die Ukraine,200
2022-02-19 00:00:00,11.45,16.45,Bunzlsauer Platz,stationär,Falun Gong,Falun Gong,30
2022-02-19 00:00:00,18.30,20.45,Königsplatz – Georg-Freundorfer-Pl.,sfv,,2 Jahre nach Hanau – kein Vergeben! Kein Vergessen!,800
2022-02-19 00:00:00,15.00,17.00,Goetheplatz – Isartorplatz,sfv,Dachverband der Ukr Org in BRD,Stand with Ukraine für Sicherheit in Europa,200
2022-02-19 00:00:00,09.00,17.30,Maximiliansplatz / Ottostr.,stationär,Tigray Verein in Deutschland e. V.,"Volksmord in Äthiopien! Verhängen No fly Zone in Tigray! Stop Drohnen verkauf nach Äthiopien, Drohnen Angriff an Zivilisten & Eriteische Invasionj in Tigray",25
2022-02-19 00:00:00,13.30,15.00,Marienplatz,stationär,,Anti-Siko Die-In: Rüstungsindustrie zerstört Umwelt und Klima,20
2022-02-19 00:00:00,12.00,15.00,Karl-Stützel-Platz,stationär,,Protest gegen die Menschenrechtsverletzung im Iran. Besänftigen Sie nicht die Regierung der Mullahs,100
2022-02-19 00:00:00,15.00,17.00,Domagkstraße bis Domagkstraße,sfv,,Friedensfahrt für die Ukraine,30-40 Fahrzeuge
2022-02-19 00:00:00,13.30,15.30,Willy-Brandt-Platz,stationär,,Impfzwang ist die rote Linie,200 Personen in 120 Kfz
2022-02-19 00:00:00,10.30,12.30,Odeonsplatz,stationär,Greenpeace München,Mahnwache für Lützerath,20
2022-02-20 00:00:00,14.00,15.00,Max-Joseph-Pl.,stationär,Pulse of Europe e.V.,"Ein souveränes, nachhaltiges und widerstandsfähiges Europa: Wie schaffen wir das? - mit einem Impulsbeitrag aus der Münchner Sicherheitskonferenz",500
2022-02-20 00:00:00,14.00,16.00,Veterinärstraße,stationär,Amnesty International,Veranstaltung zum Gedenken an die Hinrichtung von Hans und Sophie Scholl und Christoph Probst anlässlich des Jahrestags der Hinrichtung am 22.02.; Hinweise auf aktuell zum Tode Verurteilte,20
2022-02-20 00:00:00,14.00,17.00,Theresienwiese,stationär,Kinderrechte Jetzt e.V.,Update – Einstimmung auf den FreedomDay,10000
2022-02-20 00:00:00,14.00,15.00,Rotkreuzplatz-Rotkreuzplatz,sfv,,"Normalos gegen die Impfpflicht – und gegen Nazis!
Um all den Normalos eine Stimme zu geben, die nicht mit Gewalttätern und Rassisten in einen Topf geworfen werden wollen, gehen wir friedlich, vernünftig und demokratisch auf die Straße.",100
2022-02-20 00:00:00,10.00,17.00,Wittelsbacherplatz,stationär,,Sexuelle Gewalt in Tigray (Äthiopien),300-400
2022-02-20 00:00:00,15.00,16.00,Georg-Kerschensteiner Str,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2022-02-21 00:00:00,18.00,19.00,Am Harras,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2022-02-22 00:00:00,18.15,20.15,Marienplatz,stationär,,Activists for the Victims,5-15
2022-02-22 00:00:00,20.00,21.00,Europaplatz,stationär,Grüne Jugend München,Solidarität mit der Ukraine,150
2022-02-23 00:00:00,18.00,21.30,Königsplatz – Königsplatz,sfv,Bündnis um München steht auf,Wir Laufen für die Versammlungsfreiheit und Selbstbestimmung beim Impfen,5000
2022-02-23 00:00:00,18.00,20.00,Odeonspatz,stationär,,München solidarisch,500
2022-02-23 00:00:00,18.00,19.45,Reiterdenkmal bis Siegestor beidseitig der öffentlichen Gehwegfläche,stationär,München-steht-auf,München-steht-auf,3000
2022-02-23 00:00:00,18.30,20.00,Fraunhoferstr. - Bob-van-Benthem-Platz,sfv,,"Kein Streben fürs Kapital – Gegen Pandemie, Kapitalismus & Verschwörungsideologien",200
2022-02-23 00:00:00,19.00,19.30,Rindermarkt,stationär,,Corona-Maßnahmen,2
2022-02-23 00:00:00,18:30:00,20:30:00,Max-Joseph-Pl.,stationär,,Kanada,10
2022-02-24 00:00:00,12.45,15.45,Kistlerhofstraße 60,stationär,,Falun Gong,5
2022-02-24 00:00:00,17.00,18.15,Marienplatz,stationär,Parents for Future,Parents for Future,20-30
2022-02-24 00:00:00,16.30,17.30,Onyxstr. - Onyxstr.,sfv,,"massiver Bebauung, anonymer sozialer Brennpunkt",150-200
2022-02-24 00:00:00,19.00,20:30:00,Weißenburgerstraße,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2022-02-24 00:00:00,09.30,offen,Pilotystr.,stationär,,Einmarsch von Russland in die Ukraine,offen
2022-02-24 00:00:00,16.00,18.00,Tegernseer Platz 7,stationär,DKP München,Energiepreise,5
2022-02-24 00:00:00,18.00,offen,Europaplatz,stationär,,Gegen den Krieg in der Ukraine und in Europa,unbekannt
2022-02-24 00:00:00,18.00,19.00,Karlspl.,stationär,MLPD,Aktiver Widerstand gegen jede imperialistische Aggression,50-100
2022-02-24 00:00:00,18.00,20.00,Maria-Theresia-Str. 17,stationär,,Ukraine,1000
2022-02-25 00:00:00,18.20,20.30,Stachus,stationär,Active Love,Active Love,10
2022-02-25 00:00:00,13.00,14.00,Karlsplatz/Stachus,stationär,Frauen in Schwarz,"Frauen in Schwarz, Mahnwache Frieden in Nahost",15
2022-02-25 00:00:00,15.00,17.30,"Prinzregent-Luitpold-Terrassen, Luitpoldbrücke, Prinzregentenstraße bis Reitmorstraße",stationär,,Schilder-Demo,150-200
2022-02-25 00:00:00,16.00,17.00,Marienplatz,stationär,,"Flashmob/Kundgebung zur 1. Tarifverhandlung im Sozial- und Erziehungsdienst, „Solidarisch an der Seite mit den Beschäftigten um Sozial- und Erziehungsdienst!“",40
2022-02-25 00:00:00,13.00,15.30,Truderinger Str. 191,stationär,Veranstaltungskreis 1.Mai,Keine Entlassungen bei Bosch,4-8
2022-02-25 00:00:00,16.30,18.30,Odeonsplatz,stationär,Greenpeace München,Mahnwache für Lützerath,20
2022-02-25 00:00:00,10.00,13.00,St.-Pauls-Pl. - Geschwister-Scholl-Pl.,sfv,Helfer Deutschland e.V.,"Gebet für von vorgeburtlicher Tötung bedrohte Menschen, deren Eltern und für alle Menschen, die in die pränatale Kindstötung involviert sind, insbesondere Abtreibungsärzte, deren bei der Tötung assistierendes Personal und den Tod des Kindes befürwortende Berater/-innen der Mutter",ca. 25
2022-02-25 00:00:00,12.00,19.00,Europaplatz,stationär,,Gegen Putin. Nein zum Krieg in der Ukraine,100
2022-02-25 00:00:00,20.00,21.00,Europaplatz (Friedensengel),stationär,,Friday For Future – Friday against War,10-15
2022-02-26 00:00:00,14.00,17.00,THW-THW,Autokorso,,gegen die Verbrechen der Kommunistischen Partei Chinas,12 Kfz
2022-02-26 00:00:00,14.45,17.15,Karlsplatz,stationär,,Activists for the Victims,5-15
2022-02-26 00:00:00,13.00,15.30,Münchner Freiheit,stationär,,Für`s Herz und Verstand einschalten,50
2022-02-26 00:00:00,13.00,16.00,Odeonspatz,stationär,Kulturvereinigung Tamilen e.V.,Forderung zur Aufklärung des Völkermordes an den Tamilen in Sri Lanka,75-100
2022-02-26 00:00:00,11.45,16.45,Marienplatz,stationär,Falun Gong,Falun Gong,30
2022-02-26 00:00:00,14.00,17.00,Altstadtring,stationär,,#ausgeschwurbelt: rote Linie gegen Verschwörungstherien,3000-5000
2022-02-26 00:00:00,10.00,13.00,Karlsplatz,stationär,,Frieden für die Ukraine,250
2022-02-26 00:00:00,17.30,19.30,Odeonspl. – Ludwigstr. - Von-der-Tann-Str. - Prinzregentenstr. - Luitpoldbrücke - Europapl.,sfv,,Protest gegen den Angriff Russlands auf die Ukraine,200
2022-02-26 00:00:00,19.30,22.00,Theresienwiese – Theresienwiese,Autokorso,,"Europe for Freedom Infotour. Friedlicher Autokorso gegen politischen Machtmissbrauch, Aufhetzung, Angstmache und Zensur. Für Meinungsvielfalt, Pressefreiheit, Respekt, Toleranz und Rechtsstaatlichkeit. Für den Schutz der österreichischen Bundesverfassung gegen Versuche autoritärer Machtergreifung. Gegen Zwangspolitik und Diskriminierung von Menschen aufgrund ihres Gesundheitsstatuses",10-20 Kfz
2022-02-27 00:00:00,13.00,16.00,Harras – Ostbahnhof,sfv,,für die Freiheit auf die Straße,150-200
2022-02-27 00:00:00,14.00,17.00,Giesinger Bahnhofplatz – Schwanseestr. 91A,sfv,,Referendum in Belarus – unsere Stimme für die Demokratie,?
2022-02-27 00:00:00,14.00,15.00,Max-Joseph-Pl.,stationär,Pulse of Europe e.V.,Krieg in der Ukraine: Mahnwache zu mehr Zusammenhalt und Solidarität,300
2022-02-27 00:00:00,15.00,18.00,Odeonsplatz,stationär,,"Stricken für die Ukraine. Wir treffen uns zu einem Sit-in, um Pullover, Schals und Decke zu stricken, um uns damit von den russischen Energielieferungen unabhängig zu machen – aus Solidarität mit der Ukraine",15
2022-02-28 00:00:00,18.00,20.00,Matthias-Psschorr-Str,sfv,,Impfzwang ist die rote Linie,200 Personen in 120 Kfz
2022-02-28 00:00:00,17.00,18.00,Preysingstraße,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2022-02-28 00:00:00,18.00,20.00,Geschwister-Scholl-Platz,stationär,,"Gegen den Krieg in der Ukraine, für offene Grenzen und sichere Fluchtwege. Die Fachschaften und Student*innen der LMU München zeigen sich solidarisch mit den Menschen in der Ukraine",200
2022-02-28 00:00:00,12.00,19.00,Europaplatz,stationär,,Nein zum Krieg gegen Ukraine. Nein zu Putinskrieg,150
2022-03-01 00:00:00,18.15,20.15,Marienplatz,stationär,,Activists for the Victims,5-15
2022-03-01 00:00:00,14.00,19.00,Europaplatz,stationär,,Nein zum Krieg gegen Ukraine. Nein zu Putinskrieg,150
2022-03-01 00:00:00,19.00,21.00,Europaplatz,stationär,Volt München,Solidarität mit der Ukraine – Für Frieden in Europa,500
2022-03-02 00:00:00,18.00,21.30,Königsplatz – Königsplatz,sfv,Bündnis um München steht auf,Wir Laufen für die Versammlungsfreiheit und Selbstbestimmung beim Impfen,5000
2022-03-02 00:00:00,11.45,12.30,Marienplatz,stationär,verdi,Auch die Beschäftigten möchten mehr geld,20
2022-03-02 00:00:00,17.00,18.00,Marienplatz,stationär,GEW,Auf zum Geldbeutelwaschen!,10-20
2022-03-02 00:00:00,18.00,20.00,Königsplatz,stationär,SPD,"Frieden in Europa, Solidarität mit der Ukraine",5000
2022-03-02 00:00:00,18.00,19.45,Reiterdenkmal bis Siegestor beidseitig der öffentlichen Gehwegfläche,stationär,München-steht-auf,Lichterkette der Mitmenschlichkeit in Gedenken aller Opfer der Krise,3000
2022-03-02 00:00:00,11.00,12.00,Friedensengel (unterhalb der Luitpoldterrasse),stationär,Bündnis 90/DIE Grünen,Landesvorsitzende der bayerischen demokratischen Parteien zeigen sich solidarisch mit der Ukraine.,20
2022-03-03 00:00:00,12.45,15.45,Kistlerhofstraße 60,stationär,,Falun Gong,5
2022-03-03 00:00:00,17.00,18.15,Marienplatz,stationär,Parents for Future,Parents for Future,20-30
2022-03-03 00:00:00,14.00,16.00,Karlspl.,stationär,Verein für vedische Kultur e.V.,Vegetarismus,10
2022-03-03 00:00:00,17.00,19.15,Odeonsplatz – Residenzstr. - Maximilianstr. - Widenmayerstr. - Prinzregentenstr. - Luitpoldbrücke – Friedensengel,sfv,Fridays For Future,Demonstration zur Solidarität mit der Ukraine und gegen den Angriffskrieg Russlands,1000
2022-03-04 00:00:00,14.00,17.00,Marienplatz,stationär,FFF,Fridays For Future,300
2022-03-04 00:00:00,16.00,18.00,Giesinger Bahnhofplatz,stationär,Frauenverband Courage e.V.,Wir wollen Brot und Rosen – auf die Straße zum internationalen Frauentag,5-10
2022-03-04 00:00:00,14.00,15.40,Marienplatz -  Geschwister-Scholl-Platz,sfv,FFF,Fridays For Future,200
2022-03-04 00:00:00,16.00,20.00,Geschwister-Scholl-Platz – Königsplatz,sfv,,Freiräumen,250
2022-03-04 00:00:00,13:30:00,15:30:00,Truderinger Str – Truderinger Str.,sfv,Vorbereitungskreis 01.Mai,"Keine Entlassungen bei Bosch – Ändere die Welt, sie braucht es!",20
2022-03-04 00:00:00,17.00,20.00,Odeonsplatz,stationär,,"Schluss mit ihren Kriegen
Kundgebung zur aktuellen Situation in der Ukraine",500
2022-03-04 00:00:00,16.00,19.00,Karlsplatz,stationär,,"gegen die Corona-Maßnahmen, gegen Hr. Söder, und gegen OB Reiter",4000
2022-03-04 00:00:00,16.00,18.00,Viktualienmarkt,stationär,,Umweltzerstörung und Tierleid in der Fleisch/Milchindustrie,20
2022-03-05 00:00:00,14.00,17.00,Königsplatz,stationär,AfD Landesverband Bayern,Gesund ohne Zwang,1000
2022-03-05 00:00:00,14.00,16.30,Rotkreuzplatz,stationär,,Für`s Herz und Verstand einschalten,50
2022-03-05 00:00:00,15.00,17.00,Königsplatz – Königsplatz,sfv,Bündnis um München steht auf,Wir Laufen für die Versammlungsfreiheit und Selbstbestimmung beim Impfen,5000
2022-03-05 00:00:00,18.00,20.30,Marienplatz,stationär,Active Love,Active Love,10
2022-03-05 00:00:00,14.45,17.45,Pasinger Bahnhofsplatz,stationär,,Activists for the Victims,5-15
2022-03-05 00:00:00,14.00,15.00,Marienplatz,stationär,,Massentierhaltung gefährdet die Gesundheit,9
2022-03-05 00:00:00,11.00,13.00,Karl-Stützel-Platz bis OPL,sfv,,Klare Kante gegen rechts! Keinen Platz der AFD!,500
2022-03-05 00:00:00,15.00,18.00,Marienplatz,stationär,,Perus Strände mit Öl verschmutzen. Die Firma Repsöl soll die Verantwortung übernehmen.,50
2022-03-05 00:00:00,14.00,16.30,Theresienwiese – Parkplatz am Ostpark,Autokorso,,Zwangsimpfung ist die rote Linie,150 TN in 80 KFZ
2022-03-05 00:00:00,12.00,12:30:00,"Russisches Generalkonsulat bis Ukrainisches Konsulat:

Maria-Theresia Str. / Europaplatz, Widenmayerstr., Maximilianstraße, Max-Joseph-Platz, Residenzstr., Dienerstr., Tal, Viktualienmarkt, Rosental, Oberanger, Sendlinger Tor Platz, Pettenkoferstraße / Lessingstr.",stationär,,Gemeinsam für Friede – Menschenband vom Ukrainischen Konsulat zum Russischen Konsulat,3000
2022-03-05 00:00:00,11:45:00,16:45:00,Karlsplatz,stationär,,Falun Gong,30
2022-03-05 00:00:00,15.00,18.00,Europaplatz,stationär,,Russen und Weißrussen gegen den Krieg. Dieser Krieg ist nicht unsere Schuld.,20-200
2022-03-05 00:00:00,11.30,18.00,Europaplatz,stationär,,Nein zum Krieg gegen Ukraine. Nein zu Putin,100
2022-03-05 00:00:00,13.00,13.30,Europaplatz,stationär,,Nein zum Krieg gegen Ukraine. Nein zu Putin,50-100
2022-03-06 00:00:00,14.00,16.00,Odeonsplatz,stationär,,Mahnwache für Julian Assange,18
2022-03-06 00:00:00,14.00,17.30,Königsplatz – Königsplatz,sfv,Bündnis um München steht auf,Wir Laufen für die Versammlungsfreiheit und Selbstbestimmung beim Impfen; Für Frieden Kein Krieg,2000
2022-03-06 00:00:00,14.00,15.00,Max-Joseph-Platz,stationär,Pulse of Europe e.V.,"Krieg in der Ukraine: Europa muss einig auftreten und zueinanderstehen. Beitrag für Frieden, Freiheit und Demokratie",1000
2022-03-06 00:00:00,13.00,15.30,Schäftlarnstr. / Tierparkstr. (Platz vor Gelatobi),stationär,,"Aktion zum Weltfrauentag am 08. März. MdL Gülseren Demirel trifft sich mit anderen Frauen
für eine Fotoaktion. Dabei werden Gespräche über die Situation von alleinerziehenden Müttern, über die
Gender-Pay-Gap und generell über feministische Themen geführt.",10
2022-03-07 00:00:00,10.30,13.00,Pilotystraße,stationär,Jugendorganisation BUND Naturschutz,Aktion für Windausbau in Bayern,10
2022-03-07 00:00:00,18.00,19.00,Rindermarkt,stationär,,Weg mit Hartz IV,20-30
2022-03-07 00:00:00,16.00,19.00,Europaplatz,stationär,,Nein zum Krieg gegen Ukraine. Nein zu Putin,50-150
2022-03-07 00:00:00,19.00,20.00,Odeonsplatz,stationär,Volt München,Solidarität mit der Ukraine,50-100
2022-03-08 00:00:00,17.00,19.15,Königspl bis Königsplatz,sfv,,Weltfrauentag 2022,3000
2022-03-08 00:00:00,13.00,16.00,Karlsplatz/Stachus,stationär,,Bilder von unschuldigen Menschen,15
2022-03-08 00:00:00,15.00,18.00,Odeonsplatz,stationär,One Billion Rising München e.V.,One Billion Rising 2022: Internationale Aktion für ein Ende der Gewalt an Mädchen und Frauen / Tanz-Flashmob,200
2022-03-08 00:00:00,15.00,17.00,Königsplatz,stationär,Ver.di Bz. München FB B,Tarifrunde Sozial und Erziehungsdienst,1000
2022-03-08 00:00:00,18.15,20.15,Marienplatz,stationär,,Activists for the Victims,5-15
2022-03-08 00:00:00,18.30,21.15,Isartor – Theresienwiese,sfv,No Patriarchy München,Feministische Versammlung zum Weltfrauentag,500
2022-03-08 00:00:00,16.00,17:30:00,Max-Joseph-Pl.,stationär,OrdensFrauen für MenschenWürde,Menschenwürde – Du bist König*in0,50
2022-03-08 00:00:00,18.15,19.15,Königsplatz bis Blumenstr / Corneliusstr,sfv,,Internationaler Frauenkampftag: Frauen die kämpfen sind Frauen die leben!,1000
2022-03-08 00:00:00,16.00,19.00,Europaplatz,stationär,,Nein zum Krieg gegen Ukraine. Nein zu Putin,50-150
2022-03-09 00:00:00,18.30,21.30,Königsplatz – Königsplatz,sfv,Bündnis um München steht auf,Wir Laufen für die Versammlungsfreiheit und Selbstbestimmung beim Impfen,5000
2022-03-09 00:00:00,16.00,19.00,Europaplatz,stationär,,Nein zum Krieg gegen Ukraine. Nein zu Putin,50-150
2022-03-09 00:00:00,17.00,19.00,Max-Joseph-Pl.,stationär,,Frieden für die Ukraine,2000
2022-03-09 00:00:00,18.00,20.00,Geschwister-Scholl-Platz,stationär,,"Einigkeit, Recht und Freiheit! Keine Impfpflicht sondern freie Impfentscheidung! Impfpflicht aus Sicht der Bibel.",50
2022-03-09 00:00:00,10:00:00,19:45:00,Marienplatz,stationär,,Menschenrechtsverletzungen und Hinrichtungen im Iran stoppen,5-6
2022-03-09 00:00:00,10:00:00,1900-01-08 19:45:00,Rindermarkt,stationär,,Menschenrechtsverletzungen und Hinrichtungen im Iran stoppen,5-14
2022-03-10 00:00:00,12.45,15.45,Kistlerhofstraße 60,stationär,,Falun Gong,5
2022-03-10 00:00:00,14.00,16.00,Odeonsplatz – Karlsplatz,sfv,Verein der Tibeter in München e.V.,"Demo gegen chinesische Regierung, Demo gegen CCP",ca. 35
2022-03-10 00:00:00,17.00,18.15,Marienplatz,stationär,Parents for Future,Parents for Future,20-30
2022-03-10 00:00:00,16.00,19.00,Europaplatz,stationär,,Nein zum Krieg gegen Ukraine. Nein zu Putin,50-150
2022-03-10 00:00:00,12:30:00,14:30:00,Karlspl.,stationär,Verein für vedische Kultur e.V.,Vegetarismus,10
2022-03-10 00:00:00,18.00,19.30,"Limesstraße (Pretzfelder Str., Colmdorferstr., Georg-Böhmer-Str., Belandwiesenweg) bis Belandwiese",sfV,Bezirksausschuss 22,Wir setzen ein Zeichen.  Gegen Krieg – Für Frieden in der Ukraine,50 (SKG 500)
2022-03-10 00:00:00,17:15:00,19:30:00,"Schussenrieder Str. (Lochhauser Str., Henschelstr., Altostr., Ubostr., Germeringer Weg, Belandwiesenweg) bis Bekandwiese",sfV,Bezirksausschuss 22,Wir setzen ein Zeichen.  Gegen Krieg – Für Frieden in der Ukraine,25 (SKG 500)
2022-03-10 00:00:00,18.15,19.30,"Ubostraße (St. Quirin, Giglweg, Georg-Böhmer-Straße) bis Belandwiese",sfV,Bezirksausschuss 22,Wir setzen ein Zeichen.  Gegen Krieg – Für Frieden in der Ukraine,25 (SKG 500)
2022-03-10 00:00:00,18.00,18.30,Lessingstraße 14 gegenüberliegende Seite Konsulat,stationär,DKP München,Freiheit für Oleksandr und Mykhailo Kononovich,50
2022-03-10 00:00:00,10:00:00,1900-01-01 19:45:00,Tal 13,stationär,,Menschenrechtsverletzungen und Hinrichtungen im Iran stoppen,5-7
2022-03-10 00:00:00,10:00:00,1900-01-09 19:45:00,Rindermarkt,stationär,,Menschenrechtsverletzungen und Hinrichtungen im Iran stoppen,5-15
2022-03-11 00:00:00,noch offen,22.00,Königsplatz,stationär,,Initiative der Subkulturen für Freiräume in München,200-400
2022-03-11 00:00:00,13.00,14.00,Marienplatz,stationär,Frauen in Schwarz,"Frauen in Schwarz, Mahnwache Frieden in Nahost",15
2022-03-11 00:00:00,12.00,18.00,Karlsplatz,stationär,,wieso glaubt ihr alles ohne zu hinterfragen?,20
2022-03-11 00:00:00,12.00,14.00,Ganghoferstr. 4-10,stationär,Deutsche Kommunistische Partei,Energiepreisstop jetzt!,10
2022-03-11 00:00:00,18.00,19:30:00,Obere Grasstr. 1,stationär,,Illegaler Abriss des Uhrmacherhäusels,40-50
2022-03-11 00:00:00,16.00,19.00,Europaplatz,stationär,,Nein zum Krieg gegen Ukraine. Nein zu Putin,50-150
2022-03-11 00:00:00,10:00:00,1900-01-02 19:45:00,Odeonspatz,stationär,,Menschenrechtsverletzungen und Hinrichtungen im Iran stoppen,5-8
2022-03-11 00:00:00,10:00:00,1900-01-10 19:45:00,Rindermarkt,stationär,,Menschenrechtsverletzungen und Hinrichtungen im Iran stoppen,5-16
2022-03-12 00:00:00,14.00,16.30,Marienplatz,stationär,,Für`s Herz und Verstand einschalten,50
2022-03-12 00:00:00,14.15,17.45,Sendlinger Str. 3,stationär,,Activists for the Victims,5-15
2022-03-12 00:00:00,11.00,13.00,Tegernseer Platz 7,stationär,Umweltgewerkschaft e.V,Jahrestag Fukushima,15
2022-03-12 00:00:00,14.00,18.00,Georg-Freundorfer-Platz,stationär,,Stop Deportation! Keine Abschiebung nach Sierra Leone,250
2022-03-12 00:00:00,15.00,17.00,Rotkreuzplatz,stationär,,Krieg in der Ukraine,10
2022-03-12 00:00:00,16.00,19.00,Europaplatz,stationär,,Nein zum Krieg gegen Ukraine. Nein zu Putin,50-150
2022-03-12 00:00:00,12.30,15.00,Königsplatz,stationär,,Frieden für die Ukraine,6000
2022-03-12 00:00:00,12.00,13.00,Franz-Marc-Str.,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2022-03-12 00:00:00,14.30,15.30,Nordhaideplatz,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2022-03-12 00:00:00,14.00,16.00,THW bis P+R Michaelibad,sfv,,gegen die Lügen und Propaganda der Medien; gegen die Aufrechterhaltung der Coronamaßnahme – gegen Impfpflicht,160
2022-03-12 00:00:00,10:00:00,1900-01-03 19:45:00,Sendlinger Str. 8,stationär,,Menschenrechtsverletzungen und Hinrichtungen im Iran stoppen,5-9
2022-03-12 00:00:00,10:00:00,1900-01-11 19:45:00,Rindermarkt,stationär,,Menschenrechtsverletzungen und Hinrichtungen im Iran stoppen,5-17
2022-03-13 00:00:00,11.00,13.00,Odeonsplatz,stationär,,Amtsenthebung für Präsidenten Castillo,50
2022-03-13 00:00:00,13.00,16.30,Westbad-Westbad,sfv,,Maskenpflicht muss weg!,100-200
2022-03-13 00:00:00,10:00:00,1900-01-04 19:45:00,Marienplatz,stationär,,Menschenrechtsverletzungen und Hinrichtungen im Iran stoppen,5-10
2022-03-13 00:00:00,10:00:00,1900-01-12 19:45:00,Rindermarkt,stationär,,Menschenrechtsverletzungen und Hinrichtungen im Iran stoppen,5-18
2022-03-14 00:00:00,18.00,20.00,Geschwister-Scholl-Platz,stationär,,Frieden für die Ukraine – für humanitäre Korridore und aktive Solidarität,800
2022-03-14 00:00:00,10:00:00,1900-01-05 19:45:00,Marienplatz,stationär,,Menschenrechtsverletzungen und Hinrichtungen im Iran stoppen,5-11
2022-03-14 00:00:00,10:00:00,1900-01-13 19:45:00,Sendlinger Str. 8,stationär,,Menschenrechtsverletzungen und Hinrichtungen im Iran stoppen,5-19
2022-03-15 00:00:00,18.15,20.15,Marienplatz,stationär,,Activists for the Victims,5-15
2022-03-15 00:00:00,12.00,13.30,Marienplatz,stationär,Ver.di Bz. München FB B,Tarifrunde Sozial und Erziehungsdienst,100
2022-03-15 00:00:00,12.00,14.00,Max-Joseph-Pl.,stationär,,Stoppt den Krieg! - Frieden auf der Welt!,500
2022-03-15 00:00:00,10:00:00,1900-01-06 19:45:00,Karlspl.,stationär,,Menschenrechtsverletzungen und Hinrichtungen im Iran stoppen,5-12
2022-03-15 00:00:00,10:00:00,1900-01-14 19:45:00,Sendlinger Str. 8,stationär,,Menschenrechtsverletzungen und Hinrichtungen im Iran stoppen,5-20
2022-03-16 00:00:00,18.00,21.30,Königsplatz – Königsplatz,sfv,Bündnis um München steht auf,Wir Laufen für die Versammlungsfreiheit und Selbstbestimmung beim Impfen,5000
2022-03-16 00:00:00,10.00,14.00,Marienplatz,stationär,Haus der bayerischen Landwirtschaft Herrsching,Landwirtschaft und Gesellschaft im Dialog,65
2022-03-16 00:00:00,10:00:00,1900-01-07 19:45:00,Karlspl.,stationär,,Menschenrechtsverletzungen und Hinrichtungen im Iran stoppen,5-13
2022-03-16 00:00:00,10:00:00,1900-01-15 19:45:00,Sendlinger Str. 8,stationär,,Menschenrechtsverletzungen und Hinrichtungen im Iran stoppen,5-21
2022-03-16 00:00:00,12.30,14.30,Odeonsplatz,stationär,Verein für vedische Kultur e.V.,Vegetarismus – Go Vegetarian – Enjoy the Higher Taste!,10
2022-03-17 00:00:00,12.45,15.45,Kistlerhofstraße 60,stationär,,Falun Gong,5
2022-03-17 00:00:00,17.00,18.15,Marienplatz,stationär,Parents for Future,Parents for Future,20-30
2022-03-17 00:00:00,15.00,16.00,Marienplatz,stationär,PETA Deutschland e.V.,Aktion gegen Tierversuche,3-12
2022-03-17 00:00:00,16.00,17:45:00,OPL bis griechisches Konsulat,sfv,Elternbeirat 2 der griechischen Greundschule Pythagoras,Ein eigenes Schulgebäude,150
2022-03-17 00:00:00,18.00,20.00,Odeonsplatz,stationär,,"Einigkeit, Recht und Freiheit! Keine Impfpflicht sondern freie Impfentscheidung!",50
