2022 bis einschließlich Juli,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,,,,,,,
Datum Versammlung,Versammlungsbeginn,Versammlungsende,Örtlichkeit (ink. AKG + SKG),Stationär / sfv,Organisation,Thema,TN-Zahl
2022-01-15 00:00:00,17:45:00,20:30:00,"HBF, Elisenstraße. Dachauerstr. Im Kreis",sfV,,Für freien Frienden und friedliche Freiheit,20
2022-01-15 00:00:00,17:45:00,20:30:00,Sendlinger Straße – Kaufingerstr. - Stachus,sfV,,"Für Wissenschaft, gegen Geschwurbel",20
2022-01-16 00:00:00,17:45:00,20:30:00,"HBF, Elisenstraße. Dachauerstr. Im Kreis",sfV,,Für freien Frienden und friedliche Freiheit,20
2022-01-16 00:00:00,14:30:00,16:30:00,Platz der Opfer des Nationalsozialismus - Briennerstr. - Odeonsplatz - Theatinerstr. - Maienplatz- Kaufingerstr. - Stachus - Sonnenstasse - Sendlinger Tor- Sendlingerstr. - Marienplatz- Max Joseph-Platz - zurück zum Platz der Opfer des Nationalsozialismus,sfV,,"Mehr Grün in der Innenstadt, Begehung zur Darstellung möglicher Neugestaltungen",ohne Angabe
2022-01-17 00:00:00,17:45:00,20:30:00,Theresienwiese,stationär,,Für freien Frieden und friedliche Freiheit,20
2022-01-17 00:00:00,18:00:00,20:00:00,Theresienwiese,stationär,,Aufklärung statt Verschwörungstheorie,200
2022-01-18 00:00:00,09.15,10.30,Krauss-Maffei-Str. 2,stationär,IG Metall München,Für den Erhalt der Arbeitsplätze bei KMW in Allach,ca. 800
2022-01-18 00:00:00,18:15:00,20:15:00,Karlsplatz,stationär,,Anonymous For The Voiceless,5-20
2022-01-18 00:00:00,17:45:00,20:30:00,HBF – Elisenstr. - Dachauerstr. Im Kreis,sfv,,Für freien Frieden und friedliche Freiheit,20
2022-01-18 00:00:00,12:00:00,16:15:00,HBF – Elisenstr. - Dachauerstr. Im Kreis,sv,,Für freien Frieden und friedliche Freiheit,7
2022-01-19 00:00:00,17.30,18.30,Marienplatz,stationär,,Klimaaktivist:innen Bündnis „Munich for Future“ fordert Klimaneutralität 2035,150
2022-01-19 00:00:00,08.00,14.00,Hans-Jensen-Weg,stationär,,Grundsatzbeschluss 2 für ein Klimagerechtes München,20
2022-01-19 00:00:00,18.00,20.00,OPL  ,stationär,Grüne Jugend München,München solidarisch,500
2022-01-19 00:00:00,18.00,20.00,Am Harras,stationär,,Menschlichkeit,100-200
2022-01-19 00:00:00,10.00,20.00,Marienplatz,stationär,Giordano-Bruno-Stiftung,Die Bilanz des Missbrauchskandal,40
2022-01-19 00:00:00,18:30:00,20:00:00,Leopoldstr. vor dem Block-House (Leopoldstr. 32) bis Sendlinger Torplatz,sfv,,Gegen Einschränkungen des Versammlungsrechts durch die Stadt München,9
2022-01-19 00:00:00,18:30:00,21:00:00,Odeonsplatz;Ludwigstraße;Prof. Huber Platz; Geschwister Scholl pl; Haltestelle Uni; Schillingstraße; Amalienstraße; Theresienstraße; Ludwigstraße; Odeonsplatz,sfv,,Für Bewegungsfreiheit und gegen KVR‐ und Polizeiwillkür in München,20
2022-01-19 00:00:00,17:45:00,20:30:00,Sendlinger Tor - Kaufingerstr. - Stachus,sfv,,"Für Wissenschaft, gegen Geschwurbel",20
2022-01-19 00:00:00,18:00:00,20:30:00,Stachus - Neuhauser Straße - Kaufingerstraße - Liebfrauenstraße - Frauenplatz - Sporerstraße (mit kurzer Verweilung am Stehausschank vom Bradwurschtglöckal) - Weinstraße - Marienplatz - Kaufingerstraße - Neuhauser Straße - Stachus,sfv,,"Pudern statt Boostern, Leben und Leben lass`n",20-25
2022-01-19 00:00:00,17:50:00,20:00:00,Marienplatz,stationär,,"Für echte Wissenschaft und Menschenwürde, gegen ""Rechts""",5
2022-01-19 00:00:00,17:30:00,22:15:00,Theresienwiese – Theresienwiese,sfv,,Gesicht zeigen für die Versammlungsfreiheit freier Impfentscheidung,3000
2022-01-20 00:00:00,17.00,18:15:00,Karlsplatz,stationär,Parents For Future München,Mahnwache zum Klimawandel,25
2022-01-20 00:00:00,08.00,09.20,Hofgartenstraße öffentliche Gehwegfläche,stationär,Bund Naturscutz,Habeck-Besuch in der Staatskanzlei,40
2022-01-20 00:00:00,18.00,20.00,OPL  ,stationär,,Coronamaßnahmen,50
2022-01-20 00:00:00,10.00,20.00,"Max-Joseph-Str. 4, gegenüberliegende Straßenseite von nbw Conference Center auf öffentlicher Gehwegfläche",stationär,Giordano-Bruno-Stiftung,Die Bilanz des Missbrauchskandal,40
2022-01-20 00:00:00,18:00:00,20:00:00,"Schleißheimerstr. 506 (Mira-EKZ), Goldschmiedplatz, zurück auf Schleißheimerstr., Mira EKZ",sfv,,Für eine freie Impfentscheidung und mehr Eigenverantwortung im Umgang mit Corona,ohne Angabe
2022-01-20 00:00:00,12:45:00,15:45:00,Kistlerhofstraße 60,stationär,,Falun Gong,5
2022-01-20 00:00:00,08.00,11.00,Franz-Joseph-Strauß-Ring,stationär,,10 H – Regelung für Windkraft in Bayern,10-15
2022-01-21 00:00:00,10.00,20.00,Karlsplatz/Stachus,stationär,Giordano-Bruno-Stiftung,Die Bilanz des Missbrauchskandal,40
2022-01-21 00:00:00,18.00,20.00,"Friedensengel, Prinzregentenstraße, Hofgarten, Odeonsplatz (vor der Feldherrenhalle)",sfV,,"GEGEN eine Spaltung der Gesellschaft, FÜR ein tolerantes Miteinander.",25
2022-01-21 00:00:00,12.00,16.00,Truderinger Str. 191,stationär,,Keine Enb,4-8
2022-01-21 00:00:00,16.00,18.00,Tegernseer Platz 7,stationär,DKP München,Energiepreisstop jetzt!,5
2022-01-22 00:00:00,15.00,18.00,Karlsplatz,stationär,,Active Love,10
2022-01-22 00:00:00,13.00,15.30,Münchner Freiheit,stationär,,Für freie Impfentscheidung,50
2022-01-22 00:00:00,14:45:00,17:45:00,Sendlinger Str. 8,stationär,,Anonymous For The Voiceless,5-20
2022-01-22 00:00:00,11.00,16.00,Odeonspatz,stationär,Bund Naturschutz,Bayrische Agrarpolitik,30
2022-01-22 00:00:00,12.00,13.00,Oertelplatz,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2022-01-22 00:00:00,14:30:00,15:30:00,Pasinger Bahnhofsplatz,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2022-01-22 00:00:00,14.00,16.00,Theresienwiese – Theresienwiese,Autokorso,,Zwangsimpfung ist die rote Linie,ca. 200 in 120 KfZ
2022-01-22 00:00:00,15.00,16:30:00,Maffeistraße / Ecke Promenadepl,stationär,Animal United e.V.,Aktion gegen Pelz,10
2022-01-22 00:00:00,15.00,18:00:00,Karlsplatz,stationär,,"Für Wissenschaft, gegen Geschwurbel",35
2022-01-22 00:00:00,18:00:00,20.30,Karl-Stützel-Platz,stationär,,Für freien Frieden und friedliche Freiheit,20
2022-01-22 00:00:00,14.00,16.15,Wittelsbacher Platz,stationär,,Leise wird sichtbar / Sichere Bildung in Deutschland,25
2022-01-22 00:00:00,16.30,18.00,Münchner Freiheit,stationär,,Polizei mein Freund und Helfer?,150
2022-01-22 00:00:00,11.00,16.00,Max-Joseph-Pl.,stationär,Falun Gong,Falun Gong,30
2022-01-22 00:00:00,11.15,12.30,MPL,stationär,Münchner Friedensbündnis,Ein Jahr Atomwaffenverbotsvertrag – Mahnwache,10
2022-01-23 00:00:00,14.30,16.30,Platz der Opfer des Nationalsozialismus – Platz der Opfer des Nationalsozialismus,sfV,,Mehr Grün in der Innenstadt. Begehung zur Darstellung möglicher Neugestaltungen,ca. 50
2022-01-23 00:00:00,18:00:00,20.30,Karl-Stützel-Platz,stationär,,Für freien Frieden und friedliche Freiheit,20
2022-01-24 00:00:00,18.00,19.30,"Platz der Menschenrechte, Stockholmerstr., Skaterpark Messestadt, Riemer Park, Riemer See, BUG Spielplatz, Platz der Menschenrechte",sfV,,Für freie Meinungsäusserung und Versammlungsfreiheit,30
2022-01-24 00:00:00,18.00,20.00,Odeonsplatz,stationär,Time Tripping Munich,"Für Wissenschaft, Für Demokratie, Für Rücksicht und Solidarität, Gegen Verschwörungstheorien, Gegen Wissenschaftsfeindlichkeit, Gegen Antisemitismus, Gegen Rechtsextremismus",20-50
2022-01-24 00:00:00,18:00:00,20.30,Karl-Stützel-Platz,stationär,,Für freien Frieden und friedliche Freiheit,20
2022-01-24 00:00:00,12:00:00,,Karl-Stützel-Platz,stationär,,Für freien Frieden und friedliche Freiheit,20
2022-01-25 00:00:00,18:15:00,20:15:00,Karlsplatz,stationär,,Anonymous For The Voiceless,5-20
2022-01-25 00:00:00,12:00:00,,Karl-Stützel-Platz,stationär,,Für freien Frieden und friedliche Freiheit,20
2022-01-25 00:00:00,18.00,20.30,Karl-Stützel-Platz,stationär,,Für freien Frieden und friedliche Freiheit,20
2022-01-25 00:00:00,22:00:00,,Karl-Stützel-Platz,stationär,,Für freien Frieden und friedliche Freiheit,20
2022-01-25 00:00:00,10.00,13.00,St.-Pauls-Pl. - St.-Pauls-Pl.,sfv,Helfer Deutschland e. V.,"Gebet für von vorgeburtlicher Tötung bedrohte Menschen, deren Eltern und für alle Menschen, die in pränatale Kindstötung involviert sind, insbesondere Abtreibungsärzte, deren Tötung assistierendes personal und den Tod der Kinder befürwortende Berater/-innen der Mütter und Väter.",20-25
2022-01-25 00:00:00,18.00,19.00,Isartor-Karlsplatz,sfV,,Palonaise für Weltfrieden,100
2022-01-26 00:00:00,8.30,18.00,Nymphenburger Str. 16/Amtsgericht,stationär,,"Gegen Repression und Kapitalismus, für Klimaschutz und soziale Gerechtigkeit",30
2022-01-26 00:00:00,18.00,20:30:00,Lenbachplatz,stationär,,"Für Wissenschaft, gegen Geschwurbel",20
2022-01-26 00:00:00,13.00,17.00,Karlsplatz,stationär,KVPM Deutschland e.V.,Mahnwache zum Gedenken an die Opfer des Holocaust,5
2022-01-26 00:00:00,18.00,21.30,Königsplatz,stationär,Bündnis um München steht auf,Gesicht zeigen für die Versammlungsfreiheit freier Impfentscheidung,3000
2022-01-26 00:00:00,18.00,20.00,Odeonsplatz,stationär,,"München solidarisch – gegen Querdenken, für die Corona-Impfung",bis zu 500
2022-01-26 00:00:00,18.00,19.30,Gotthardstr. 46 – Grünfläche Ecke Willibaldstr.,sfv,,Baum- & Klimaschutz in München,100
2022-01-26 00:00:00,18.00,20.00,Wittelsbacherplatz,stationär,,Menschheitsfamilie,250
2022-01-26 00:00:00,19.00,21.00,Orleansplatz,stationär,,Demonstration gegen die allgemeine Impfpflicht und nicht verhältnismäßige Maßnahmen gegen die Coronapandemie,10
2022-01-26 00:00:00,16.00,17.00,Marienplatz,stationär,,Gegen das Verbot kurdischer Verlagshäuser in Deutschland – Schluss mit der Kriminalisierung kurdischer Verein – PKK von der EU-Terrorliste streichen,15
2022-01-27 00:00:00,17.00,18:15:00,Marienplatz,stationär,Parents For Future München,Mahnwache zum Klimawandel,25
2022-01-27 00:00:00,16.00,18.00,Sendlinger Str. 8,stationär,Omas gegen Rechts,Mahnwache Gedenken an die Opfer des Nationalsozialismus,30
2022-01-27 00:00:00,12:45:00,15:45:00,Kistlerhofstraße 60,stationär,,Falun Gong,5
2022-01-27 00:00:00,17.00,19.00,Platz der Opfer des Nationalsozialismus,stationär,Vereinigung der Verfolgten des Naziregimes – Bund der Antifaschistinnen,Befreiung KZ Auschwitz,8-20
2022-01-27 00:00:00,18.00,19.30,Nordhaideplatz – Nordhaideplatz,sfv,,Für eine freie Impfentscheidung und mehr Eigenverantwortung im Umgang mit Corona,10
2022-01-27 00:00:00,09.00,10.00,Krumbacherstr. 9A,stationär,,Ja zur Wiederherstellung des Vorkaufsrechtes,30
2022-01-27 00:00:00,10.00,14.00,Gunzerainerstr.,stationär,Giordano-Bruno-Stiftung,Die Bilanz des Missbrauchskandal,10-20
2022-01-27 00:00:00,14.30,15.00,Pacellistraße,stationär,Giordano-Bruno-Stiftung,Die Bilanz des Missbrauchskandal,10-20
2022-01-27 00:00:00,15.30,16.30,Königsplatz bis Nymphenburgerstr.,sfv,Giordano-Bruno-Stiftung,Die Bilanz des Missbrauchskandal,10-20
2022-01-27 00:00:00,14.00,15:45:00,Marienplatz,stationär,Verein für vedische Kultur e.V.,Vegetarismus,10
2022-01-28 00:00:00,13.00,14.00,Marienplatz,stationär,Frauen in Schwarz,"Frauen in Schwarz, Mahnwache Frieden in Nahost",15
2022-01-28 00:00:00,15.30,17.30,Tegernseer Platz 7,stationär,Deutsche Kommunistische Partei,Energiepreisstop jetzt!,6
2022-01-28 00:00:00,14.00,16.30,Pilotystr.,stationär,,Frieden in der Ukraine,30
2022-01-29 00:00:00,13.00,18.00,Karlsplatz,stationär,,"#OpSafeWinter, Obdachlosigkeit im Winter (Obdachlosenhilfe) von StreetOps",30
2022-01-29 00:00:00,13.00,15.30,Marienplatz,stationär,,Für freie Impfentscheidung,50
2022-01-29 00:00:00,14:45:00,17:45:00,Pasinger Bahnhofsplatz,stationär,,Anonymous For The Voiceless,5-20
2022-01-29 00:00:00,12.00,15.00,Oberföhringer Str. 8,stationär,IGFM AG München,Forderung nach Demokratie und Einhaltung der Menschenrechte in Katar,40
2022-01-29 00:00:00,12.00,17.00,Karl-Stützel-Platz bis OPL,sfv,,Menschenrechte in Afghanistan,100-200
2022-01-29 00:00:00,11.00,16.00,Bunzlauer Platz,stationär,Falun Gong,Falun Gong,30
2022-01-29 00:00:00,17.00,18.00,MPL-KPL,sfv,,Normalos gegen die Impfpflicht,50
2022-01-29 00:00:00,14.00,16.00,Odeonsplatz,stationär,Europäisch-Paläst. Jugend Union,Bezeichnung von 6 palästinensischen NGOs als terroristisch sowie die Attacken der israelischen Siedler gegen palästinensische Zivilisten und der Versuch auf ihren Häusern zu evakuieren,?
2022-01-29 00:00:00,11.00,13.00,Odeonsplatz,stationär,,Perus Strände mit Öl verschmutzt. Die Firma Repsöl soll die Verantwortung übernehmen.,70
2022-01-29 00:00:00,14.00,16.00,Theresienwiese – Theresienwiese,sfv,,Impfzwang ist die rote Linie,200 Menschen in 120 KFZ
2022-01-29 00:00:00,15.00,16:30:00,Maffeistraße / Ecke Promenadepl,stationär,Animal United e.V.,Aktion gegen Pelz,10
2022-01-29 00:00:00,13.00,14.00,Fraunbergplatz,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2022-01-29 00:00:00,15:30:00,16:30:00,Valley Str,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2022-01-30 00:00:00,14.00,16.00,Theresienwiese,stationär,Vereinigung Kinderrechte Jetzt e.V.,"Für Versammlungsfreiheit, eine freie Impfentscheidung und einen kidsfreedomday",10000
2022-01-30 00:00:00,14.30,16.30,Platz der Opfer des Nationalsozialismus – Platz der Opfer des Nationalsozialismus,sfv,,Mehr Grün in der Innenstadt. Begehung zur Darstellung möglicher Neugestaltungen,ca. 50
2022-01-31 00:00:00,17.30,18.30,Europaplatz,stationär,Amnesty International,Mahnwache für Menschenrechte in Russland,5-15
2022-01-31 00:00:00,18.00,20.00,Odeonspatz,stationär,Time Tripping Munich,"Für Wissenschaft, Für Demokratie, Für Solidarität und Zusammenhalt",10-50
2022-02-01 00:00:00,18.15,20.15,Marienplatz,stationär,,Activists for the Victims,5-15
2022-02-02 00:00:00,19.00,21.00,Wittelsbacher Platz,stationär,,Corona Maßnahmen der Bundesregierung sowie der Bayerischen Staatsregierung,5-10
2022-02-02 00:00:00,18.00,20.00,Odeonspatz,stationär,,München solidarisch,500
2022-02-02 00:00:00,18.00,21.30,Königsplatz,stationär,Bündnis um München steht auf,Wir Laufen für Selbstbestimmung beim Impfen,5000
2022-02-02 00:00:00,13.30,14.30,Bob-van-Benthem-Pl. 1,stationär,Umweltinstitut München e.V.,Protest und Foto-Aktion vor der EU-Kommissionsvertretung: Kein Öko-Label für Gas und Atom,30
2022-02-02 00:00:00,17.00,18.00,Karlspl.,stationär,,Türkei bombardiert kurdische Städte im Nordirak und Rojava – Stoppt den Angriffskrieg des NATO-Mitglieds Türkei,20
2022-02-02 00:00:00,18.30,21.00,Marienplatz,stationär,,Solidarität und Zusammenhalt für Geimpfte und Ungeimpfte,keine Angabe
2022-02-03 00:00:00,10.00,12.00,Hofmannstr. 57 (Konsulat),stationär,Tibet Initiative Deutschland,Mahnwache zu den Olympischen Spielen 2022 in Peking,50
2022-02-03 00:00:00,18.00,20.00,Odeonsplatz,stationär,,Coronaregeln,40
2022-02-03 00:00:00,12.45,15.45,Kistlerhofstraße 60,stationär,,Falun Gong,5
2022-02-03 00:00:00,17.00,18.15,Marienplatz,stationär,Parents for Future,Parents for Future,20-30
2022-02-04 00:00:00,14.00,17.00,Marienplatz,stationär,FFF,Fridays For Future,300
2022-02-04 00:00:00,15.00,17.15,THW bis Hofmannstraße,sfv,Ostturkestanische Union in Europa e.V.,Boykott der Olympischen Winterspiele 2022 in China,50-70 Fahrzeuge/200 Personen
2022-02-04 00:00:00,11.00,16.00,Karlsplatz/Stachus,stationär,,Olympische Spiele in Beijing China,
2022-02-04 00:00:00,11.45,12.45,Marienplatz,stationär,ödp,Demokratie fördern,20
2022-02-04 00:00:00,15.15,18.00,Maximilianstr. 8,stationär,Earth Munich The Save Movement,Demonstration gegen den Verkauf von Krokodilleder,15
2022-02-04 00:00:00,14.00,15.15,Marienplatz – Geschwister-Scholl-Platz,sfv,FFF,Fridays For Future,200
2022-02-04 00:00:00,17.00,18.00,Nordhaideplatz,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2022-02-05 00:00:00,14.00,16.00,Odeonsplatz – Karlsplatz,sfv,Verein der Tibeter in München e.V.,"Demo gegen chinesische Regierung, Demo gegen CCP",ca. 35
2022-02-05 00:00:00,14.45,17.45,Sendlinger Str. 3,stationär,,Activists for the Victims,5-15
2022-02-05 00:00:00,11.00,15.00,Heimeranstr. Franziska Bilek-Weg,stationär,DKP München,Energiepreise,10
2022-02-05 00:00:00,14.00,15.00,Marienplatz,stationär,,"Massentierhaltung gefährdet die Gesundheit
Im Rahmen der Albert-Schweitzer-Stiftung Berlin",10
2022-02-05 00:00:00,14.00,19.00,Theresienwiese,stationär,,Friedensarbeit - Spaltung mit Mut überwinden - Gemeinsam die Gegenwart gestalten,1000
2022-02-05 00:00:00,13.00,15.30,Am Harras,stationär,,Für`s Herz und Verstand einschalten,50
2022-02-05 00:00:00,13.00,16.00,Windenmacherstr. 2 bei Sportalm,stationär,Vier Pfoten,Versammlung/Protest gegen das Modelabel „Sportalm“ vor deren Geschäft in München. Der Protest richtet sich gegen den Verkauf von echtem Fell/Pelz.,9
2022-02-05 00:00:00,10:30:00,13:30:00,Nordhaideplatz,stationär,DKP München,Energiepreise,10
2022-02-05 00:00:00,13.00,17.00,Karlsplatz,stationär,PAK EU Friednship Germany,Menschenrechte  ,150-200
2022-02-05 00:00:00,14.00,16.00,Wittelsbacher Platz,stationär,,#LeiseWirdSichtbar Sichere Bildung während der Pandemie Infektionsschutz für Kinder und Risikogruppen,50
2022-02-05 00:00:00,14.00,16.00,Europaplatz,stationär,Vayfond,Gegen die Entführung und Folter der Angehörigen von Kritikern des russischen Regimes in Tschetschenien,100-350
2022-02-05 00:00:00,11.00,13.15,Marienplatz,stationär,DIEM25,Mahnwache gegen den Krieg und für die Deeskalation in der Ukraine-Krise,15
2022-02-05 00:00:00,14.00,17.30,Königsplatz – Königsplatz,sfv,Bündnis um München steht auf,Wir Laufen für die Versammlungsfreiheit und Selbstbestimmung beim Impfen,4000
2022-02-05 00:00:00,11.00,12.00,Bunzlauer Platz,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2022-02-05 00:00:00,15.00,17.00,Max-Joseph-Pl.,stationär,,Freiheit für alle politische Gefangene im Iran,15
2022-02-05 00:00:00,14.00,16.00,Theresienwiese bis Theresienwiese,sfv,,Impfzwang ist die rote Linie,200-150
2022-02-05 00:00:00,13.00,17.00,Stachus/Rindermarkt?,stationär,Deutsch-Parkistanischer Kulturverein,Demonstration im Rahmen des jährlichen Kashmir Solidaritätstag,150-200
2022-02-05 00:00:00,11.45,16.45,Sendlinger Str. 19,stationär,Falun Gong,Falun Gong,30
2022-02-05 00:00:00,16.00,18.30,Karlsplatz bis Rindermarkt,stationär,,Türkei bombardiert kurdische Städte im Nordirak und Rojava – Stoppt den Angriffskrieg des NATO-Mitglieds Türkei,100
2022-02-06 00:00:00,15.00,19.00,Baldeplatz bis Theresienwiese,sfv,Unknown Future,Freiräume,250
2022-02-06 00:00:00,14.00,16.00,Odeonsplatz,stationär,,Mahnwache für Julian Assange,25
2022-02-06 00:00:00,14.00,18.00,Marienplatz,stationär,,Frieden für die Ukraine,250
2022-02-06 00:00:00,15.00,16.00,Thomas-Dehler-Str. 10 (PEP),stationär,,Gegen Krieg und Militarismus,10
2022-02-07 00:00:00,18.00,19.00,Marienplatz,stationär,,Weg mit Hartz IV,20-30
2022-02-07 00:00:00,16.00,17.00,Von-der-Tann-Str. (Prinz-Carl-Palais),stationär,Aktionsgruppe Indianer & Menschenrechte e.V.,46 Jahre in Haft – Solidarität mit Leonard Peltier,10
2022-02-07 00:00:00,18.00,20.00,Odeonsplatz,stationär,Time Tripping Munich,"Für Wissenschaft, Für Demokratie, Für Solidarität und Zusammenhalt",10-50
2022-02-07 00:00:00,18.00,18.30,Landsberger Str. 486,stationär,,Wir fordern gegenüber der Bundes-und Landesregierung Aufklärung über den Ursprung des Corona-Virus,100
2022-02-08 00:00:00,18.15,20.15,Marienplatz,stationär,,Anonymous For The Voiceless,5-15
2022-02-08 00:00:00,18.00,19.00,Willy-Brandt-Platz,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2022-02-09 00:00:00,18.00,21.30,Königsplatz,stationär,Bündnis um München steht auf,Wir Laufen für die Versammlungsfreiheit und Selbstbestimmung beim Impfen,5000
2022-02-09 00:00:00,18.00,20.00,Odeonspatz,stationär,,München solidarisch,500
2022-02-10 00:00:00,12.45,15.45,Kistlerhofstraße 60,stationär,,Falun Gong,5
2022-02-10 00:00:00,18.30,21.00,"Odeonsplatz, Theatinerstr., Residenzstr., Hofgartenstr., Ludwigstr., Brienner Str. Wittelsbacherpl., Königspl., Geschwister-Scholl-Pl., Professor-Huber-Pl., Siegestor, Max-Joseph-Platz",stationär,#Münchenwirdsichtbar,"Angesichts der z.T. gewaltsamen „Spaziergänge“ und radikalisierten Demonstrationen, die in deutschen Städten seit Wochen stattfinden, wollen wir einen Lichterstern bilden. Für respektvollen, aggressionsfreien Umgang miteinander, aus Dank und im Gedenken an die Opfer",22222
2022-02-10 00:00:00,17.00,18.15,Marienplatz,stationär,Parents for Future,Parents for Future,20-30
2022-02-11 00:00:00,13.00,14.00,Marienplatz,stationär,Frauen in Schwarz,"Frauen in Schwarz, Mahnwache Frieden in Nahost",15
2022-02-11 00:00:00,14.00,15.00,Maximiliansstr. 31,stationär,PETA Deutschland e.V.,Demo gegen Exotenleder bei Gucci,4-12
2022-02-11 00:00:00,17.00,18.00,Schrenkstr. 8,stationär,,Keine Hilfssheriffe im Westend. Wir wollen keine ehrenamtliche Sicherheitswacht in unserem Viertel,25
2022-02-11 00:00:00,10.00,18.00,Karlsplatz,stationär,,Galerie des Grauens,20
2022-02-11 00:00:00,17.00,18.00,Am Harras,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2022-02-11 00:00:00,16.00,18.00,Tegernseer Platz 7,stationär,Deutsche Kommunistische Partei,Energiepreisstop jetzt!,5
2022-02-11 00:00:00,9.30,10.15,Odeonsplatz (Reiterdenkmal),stationär,ADFC,Winter Bike to Workday (Winerradlerpendlertag),5
2022-02-11 00:00:00,16.00,17.00,Marienplatz,stationär,,PKK von der EU-Terrorliste streichen,20
2022-02-11 00:00:00,14.00,16.00,Mauerkirchnerstr. 59,stationär,,Öffentliche Aufmerksamkeit für die Freiheit und das Recht auf Demokratie im Iran,30
2022-02-11 00:00:00,16.30,19.00,Rathausgasse,stationär,,Menschenrechtsverletzungen und Hinrichtungen im Iran stoppen,3-5
2022-02-12 00:00:00,14.00,17.00,Leopoldstraße / Ecke Kaiserstr,stationär,,gegen Scientology,10
2022-02-12 00:00:00,14.45,17.45,Karlsplatz,stationär,,Activists for the Victims,5-15
2022-02-12 00:00:00,14.00,16.00,Odeonspatz,stationär,Amnesty International,Mahnwache zur Menschenrechtslage in China anlässlich der olympischen Spiele,20
2022-02-12 00:00:00,13.00,15.30,Rotkreuzplatz,stationär,,Für`s Herz und Verstand einschalten,50
2022-02-12 00:00:00,11.45,16.45,Marienplatz,stationär,Falun Gong,Falun Gong,30
2022-02-12 00:00:00,13.00,14.00,Hanicklstr.,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2022-02-12 00:00:00,15.30,16.30,Daiserstr.,stationär,Isarlust e.V.,Kulturlieferdienst,120-150
2022-02-12 00:00:00,15.00,18.00,Sendlinger Str. 8,stationär,Active Love,Active Love,10
2022-02-12 00:00:00,14.00,16.00,Matthias-Psschorr-Str,sfv,,Impfzwang ist die rote Linie,200 Personen in 120 Kfz
2022-02-12 00:00:00,13.45,16.00,Königsplatz – Königsplatz,sfv,Bündnis um München steht auf,Wir Laufen für die Versammlungsfreiheit und Selbstbestimmung beim Impfen,5000
2022-02-12 00:00:00,11.00,13.00,Karlspl.,stationär,Verein für vedische Kultur e.V.,Vegetarismus,10
2022-02-12 00:00:00,10.30,12.30,Nordhaideplatz,stationär,DKP München,Krieg um die Ukraine Wohnungsproblem energiekrise,10
2022-02-13 00:00:00,18.00,20.00,Max-Joseph-Pl.,stationär,,„Lights on sexual Diversity“ Für sexuelle und geschlechtliche Vielfalt und ein offenes & diverses München,200
2022-02-13 00:00:00,14.00,16.00,Wittelsbacherplatz,stationär,,Kinder,250-350
2022-02-13 00:00:00,12.00,13.00,Odeonspatz,stationär,,Direktwahl des Bundespräsidenten,50
2022-02-14 00:00:00,16.30,18.00,Karlsplatz,stationär,One Billion Rising München e.V.,One Billion Rising 2022: Internationale Aktion für ein Ende der Gewalt an Mädchen und Frauen / Tanz-Flashmob,40
2022-02-14 00:00:00,18.00,18.30,Landsberger Str. 486,stationär,,Wir fordern gegenüber der Bundes- und Landesregierung Aufklärung über den Ursprung des Corona-Virus,100
2022-02-15 00:00:00,18.15,20.15,Marienplatz,stationär,,Activists for the Victims,5-15
2022-02-15 00:00:00,18.00,20.00,Odeonspatz,stationär,,Coronaregeln,40
2022-02-15 00:00:00,13.00,15.00,Maximilianstraße Maxmonument,stationär,Verein geraubte Kinder vergessene Opfer e.V.,Mahnwache für die geraubten Kinder,20
2022-02-15 00:00:00,16.00,18.00,Karlsplatz,stationär,,Freiheit für Abdullah Öcalan,20
2022-02-16 00:00:00,18.00,21.30,Königsplatz – Königsplatz,sfv,Bündnis um München steht auf,Wir Laufen für die Versammlungsfreiheit und Selbstbestimmung beim Impfen,5000
2022-02-16 00:00:00,18.00,20.00,Odeonspatz,stationär,,München solidarisch,500
2022-02-16 00:00:00,14.00,15.00,Promenadeplatz,stationär,,Nie wieder Krieg – das war und ist die richtige Lösung! Mahnwache gegen die „Sicherheitskonferenz“,7-15
2022-02-16 00:00:00,17.00,18.20,?,?,,GEGEN GEGEN QUERDENKEN,200
2022-02-17 00:00:00,12.45,15.45,Kistlerhofstraße 60,stationär,,Falun Gong,5
2022-02-17 00:00:00,17.00,18.15,Marienplatz,stationär,Parents for Future,Parents for Future,20-30
2022-02-18 00:00:00,08.00,17.00,Wittelsbacherplatz – Wittelsbacherplatz,sfv,Tigray Frauen Verein in Deutschland,Demonstration gegen Tigray Genocide,700
2022-02-18 00:00:00,08.00,17.30,Ottostr. / Ecke Maximiliansplatz,stationär,Tigray Frauen Verein in Deutschland,Demonstration gegen Tigray Genocide,20-25
