2018,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Datum Versammlung,Örtlichkeit (ink. AKG + SKG),Stationär / sfv,Organisation,Thema,TN-Zahl
2018-03-21 00:00:00,Geschwister-Scholl-Platz – Marienplatz,sfv,Netzwerk Rassismus- und Diskriminierungsfreies Bayern e.V.,Internationaler Tag gegen Rassismus,300
2018-03-21 00:00:00,Neuhauser Str. 8,stationär,Pegida München e.V.,Islamkritik,10-15
2018-03-21 00:00:00,Karlsplatz,stationär,CBG Gospel Church,Glaube für die Zukunft,50
2018-03-21 00:00:00,befriedeter Bezirk - Aufstellungsfläche noch klären,stationär,,"Newroz, Tag der Menschenrechte",50
2018-03-22 00:00:00,"Romanstr. 107, ggüber Chinesischen Konsulat",stationär,,Beendigung der Verfolgung FalunGong,2-10
2018-03-22 00:00:00,Hermann-Lingg-Str. 3 über Schwanthaler und Bayerstr. wieder zurück,sfv,verdi,Tarifrunde 2018 für den öffentlichen Dienst,1000-1500
2018-03-22 00:00:00,Arnulfstr. 52 bis Schwanthalerstr. 64,sfv,Ver.di München und Region,Warnstreik zur Tarifverhandlungen,500
2018-03-22 00:00:00,Mariahilfplatz/Am Neudeck,stationär,GEW München,Tarifrunde 2018 für den öffentlichen Dienst,10
2018-03-23 00:00:00,"Romanstr. 107, ggüber Chinesischen Konsulat",stationär,,Beendigung der Verfolgung FalunGong,2-10
2018-03-23 00:00:00,Sendlinger Str. 8,stationär,,Für einen gerechten Frieden im Nahen Osten,10-15
2018-03-23 00:00:00,Krauss-Maffei-Str. 11,stationär,,Aufruf gegen illegalen Waffenexporte der Krauss-Maffei Wegmann Group,5
2018-03-23 00:00:00,Marienplatz,stationär,Verein für vedische Kultur e.V.,Vegetarismus,15-20
2018-03-23 00:00:00,Menzinger Str. 1,stationär,,Gegen die Verfolgung von RechtsanwältInnen in der Türkei,30-50
2018-03-23 00:00:00,Karlsplatz,stationär,Pegida München e.V.,Islamkritik,10-15
2018-03-23 00:00:00,Max-Joseph-Platz,stationär,,Stand behind Slovakia,70
2018-03-24 00:00:00,St.-Pauls-Platz – Geschwister-Scholl-Platz,sfv,Helfer für Gottes kostbare Kinder e.V.,Gebet für den Lebensschutz,50
2018-03-24 00:00:00,von-der-Tann-Str bis Max-Joseph-Platz,sfv,Democrast Abroad Munich,March for our Lives,100
2018-03-24 00:00:00,Marienplatz,stationär,Community Activism To Save Nature e.V.,"Veganismus, Fleisch, Umwelt",100
2018-03-24 00:00:00,Sendlinger Str. 8,stationär,Greenpeace e.V.,Infostand zum Thema Klimaschutz mit Windrad,10
2018-03-24 00:00:00,Sendlinger Str. 8,stationär,WWF,Earth Hour,20
2018-03-24 00:00:00,Pasing bahnhof,stationär,,Anonymous for the Voiceless,8-20
2018-03-24 00:00:00,Max-Joseph-Platz,stationär,Bündnis 90 / Die Grünen,Solidarität mit Afrin,150
2018-03-25 00:00:00,Marienplatz,stationär,,"Stop Russland, Stop Okupation",50
2018-03-26 00:00:00,Karl-Stützel-Platz – Max-Joseph-Pl,sfv,,Bleiberecht für alle,100
2018-03-26 00:00:00,Bayerstraße Hbf Südseite bis Odeonsplatz,sfv,,Bleiberecht für alle,100
2018-03-26 00:00:00,Karl-Stützel-Platz – Odeonsplatz (Reiterdenkmal),sfv,Bayerischer Flüchtlingsrat,Keine Abschiebungen nach Afghanistan,100-150
2018-03-26 00:00:00,Marienplatz,stationär,Pegida München e.V.,Islamkritik,10-15
2018-03-27 00:00:00,Odeonsplatz,stationär,,Anonymous for the Voiceless,8-30
2018-03-28 00:00:00,Karlsplatz,stationär,Pegida München e.V.,Islamkritik,10-15
2018-03-29 00:00:00,Zenettistraße 9,stationär,,Veganismus,30
2018-03-29 00:00:00,Neuhauser Str. 8,stationär,Pegida München e.V.,Islamkritik,10-15
2018-03-30 00:00:00,Marienplatz,stationär,Piratenpartei,Abschaffung der Feiertagsruhe an Stillen Feiertagen,50
2018-03-30 00:00:00,Karlsplatz,stationär,,gegen tierische Milch,15
2018-03-30 00:00:00,Trappentreu-/Landsberger Str.,stationär,,"gegen Fleisch-, Milch- und Eierkonsum",10
30.03.18-31.03.18,Hans-Stützle-Straße 20,stationär,Helfer für Gottes kostbare Kinder e.V.,Gebet in Gedenken an die im Medicare-Zentrum verstorbenen Kinder...,2-6
2018-03-31 00:00:00,Marienplatz,stationär,Münchner Friedensbündnis und Friedensbüro e.V.,Ostermarsch 2018,50
2018-03-31 00:00:00,Europaplatz,stationär,Amnesty International,Menschenrechte in Russland,6
2018-03-31 00:00:00,Pariser Platz – Marienplatz,sfv,Münchner Friedensbündnis und Friedensbüro e.V.,Ostermarsch 2018,400
2018-03-31 00:00:00,Richard-Strauss-Brunnen,stationär,,Die Kirche hat die Tiere vergessen,50
2018-03-31 00:00:00,Richard-Strauss-Brunnen,stationär,Ariwa – Animal Rights Watch e.V.,Tierschutz,10
2018-03-31 00:00:00,Richard-Strauss-Brunnen,stationär,,Tierschutz,50
2018-03-31 00:00:00,Prälat-Miller-Weg,stationär,Soko Tierschutz,gegen Stopfleber,10
2018-03-31 00:00:00,Karlsplatz,stationär,,Katalanischer Frühling: Solidarität mit Katalonien,40
2018-03-31 00:00:00,Rotkreuzplatz,stationär,Bündnis 90 / Die Grünen,100 Jahre Frauenwahlrecht,8
2018-04-01 00:00:00,Max-Joseph-Platz,stationär,Pulse of Europe e.V.,Pulse of Europe,150-300
2018-04-03 00:00:00,"Menzinger Str. 1, ggüber Türkischen Konsulat",stationär,Alevitische Gemeinde München e. V.,Demo gg. willkürliche Inhaftierung und Menschenrechte in der Türkei,50-100
2018-04-03 00:00:00,Marienplatz,stationär,Pegida München e.V.,Islamkritik,10-15
2018-04-04 00:00:00,Marienplatz,stationär,,Freiheit für Abdullah Öcalan (Kundgebungsmittel: Portrait Abdullah Öcalan),10
2018-04-05 00:00:00,"Romanstr. 107, ggüber Chinesischen Konsulat",stationär,Ostturkanische Union e. V.,Menschenrechteverletzungen und KZ-Lager Uiguren,20-25
2018-04-05 00:00:00,Karlsplatz,stationär,Amnesty International,Menschenrechte in der Türkei,6
05.04.-06.04.18,Zenettistraße 10,stationär,,Friedliche Mahnwache für die Tiere,10-20
2018-04-06 00:00:00,"Romanstr. 107, ggüber Chinesischen Konsulat",stationär,,Beendigung der Verfolgung FalunGong,2-10
2018-04-06 00:00:00,Karlsplatz,stationär,Pegida München e.V.,Islamkritik,10-15
2018-04-06 00:00:00,Neuhauser Str. 8,stationär,,gegen tierische Milch,15
2018-04-06 00:00:00,Max-Joseph-Platz,stationär,,Für eine anständige Slowakei,50
2018-04-07 00:00:00,Odeonsplatz,stationär,,Anonymous for the Voiceless,8-30
2018-04-07 00:00:00,Neuhauser Str. 8,stationär,Celebrity Centre Scientology Kirche München,Man kann immer etwas tun,25
2018-04-07 00:00:00,Sendlinger Str. 8,stationär,Greenpeace e.V.,Klimaschutz Greenpeace Gruppe München Windrad,10
2018-04-07 00:00:00,Prälat-Miller-Weg,stationär,Soko Tierschutz,gegen Stopfleber,10
2018-04-07 00:00:00,Europaplatz,stationär,,"Gerechtigkeit für die in Tschetschenien entführten, gefolterten und ermordeten homosexuellen Männer und Frauen",30
2018-04-09 00:00:00,Marienplatz,stationär,,Weg mit Hartz IV,30-40
2018-04-09 00:00:00,Geschwister-Scholl-Platz,stationär,,Demokratie an der Uni,10-50
2018-04-09 00:00:00,Neuhauser Str. 8 (Verlegung von Marienplatz),stationär,Pegida München e.V.,Islamkritik,wechselnd
2018-04-09 00:00:00,Geschwister-Scholl-Platz,stationär,Antifaschistisches Referat der LMU,Infostand,15
2018-04-09 00:00:00,Leopoldstr. 71,stationär,KVPM Deutschland e. V.,Protest gegen Menschenrechtsverletzungen - Amoklauf in Münster,5-10
2018-04-10 00:00:00,Schwanthalerstr. 64 – Marienplatz,sfv,Ver.di Region München,Tarifrunde 2018 für den öffentlichen Dienst,1000
2018-04-10 00:00:00,Zirkus-Krone-Straße bis Marienplatz,sfv,Ver.di Region München,Tarifrunde 2018 für den öffentlichen Dienst,1800
2018-04-10 00:00:00,Kapuzinerstr.,stationär,Ver.di Region München,Tarifrunde 2018 für den öffentlichen Dienst,50
2018-04-10 00:00:00,"Am Neudeck 6, Hintereingang LRA",stationär,GEW München,Tarifrunde 2018 für den öffentlichen Dienst,10
2018-04-10 00:00:00,Leopoldstr. 71,stationär,KVPM Deutschland e. V.,Protest gegen Menschenrechtsverletzungen - Amoklauf in Münster,5-10
2018-04-10 00:00:00,Münchner Freiheit Ecke Feilitzschstr.,stationär,KVPM Deutschland e. V.,Protest gegen Menschenrechtsverletzungen in der Psychiatrie – Mahnwache,5-10
2018-04-11 00:00:00,"Maximilianstraße, Maxmonument",stationär,Grüne Jugend München,Aktion zum Polizeiaufgabengesetz,50
2018-04-11 00:00:00,Arnulfstr. 52 bis Pappenheimstr.,sfv,ver.di FB 09 München,Tarifrunde Deutsche Telekom,400-700
2018-04-11 00:00:00,Geschwister-Scholl-Platz,stationär,,Demokratie an der Uni,10-50
2018-04-11 00:00:00,Marienplatz,stationär,Pegida München e.V.,Islamkritik,wechselnd
2018-04-11 00:00:00,Thalkirchner Str. 48/Ecke Winckelstr.,stationär,ver.di Bezirk München,Streikkundgebung Azubi,30
2018-04-11 00:00:00,Münchner Freiheit Ecke Feilitzschstr.,stationär,KVPM Deutschland e. V.,Protest gegen Menschenrechtsverletzungen in der Psychiatrie – Mahnwache,5-10
2018-04-12 00:00:00,Zenettistr. 12,stationär,,Veganismus,40
2018-04-12 00:00:00,Geschwister-Scholl-Platz,stationär,,Demokratie an der Uni,10-50
2018-04-12 00:00:00,Otto-Hahn-Ring 6; Eingang Nord,stationär,IG Metall München,Warnstreik ATOS,600
2018-04-12 00:00:00,Münchner Freiheit Ecke Feilitzschstr.,stationär,KVPM Deutschland e. V.,Protest gegen Menschenrechtsverletzungen in der Psychiatrie – Mahnwache,5-10
2018-04-13 00:00:00,Obere Grasstr. 1,stationär,HeimatGiesing,Mahnwache gegen den illegalen Abriss,20-30
2018-04-13 00:00:00,Sendlinger Str. 8,stationär,,Für einen gerechten Frieden im Nahen Osten,10-15
2018-04-13 00:00:00,"Romanstr. 107, ggüber Chinesischen Konsulat",stationär,,Beendigung der Verfolgung FalunGong,2-10
2018-04-13 00:00:00,Karlsplatz,stationär,Pegida München e.V.,Islamkritik,wechselnd
2018-04-13 00:00:00,Nymphenburger Str. 16 vor dem Gericht,stationär,,Solidarität mit AtiK Gefangenen / Politischen Gefangenen,100
2018-04-13 00:00:00,Schützenstr. 5,stationär,attac münchen,Kurierdienst - Deliveroo lässst unter prekären Bedingungen arbeiten,10
2018-04-13 00:00:00,Leopoldstraße / Feilitzschstraße,stationär,KVPM Deutschland e. V.,Protest gegen Menschenrechtsverletzungen - Amoklauf in Münster,5-10
2018-04-14 00:00:00,Königsplatz – Marienplatz,sfv,March for Science e.V.,March for Science,2000
2018-04-14 00:00:00,Odeonsplatz,stationär,Amnesty International Jugendgruppe München,Mahnwache für die Meinungsfreiheit in der Türkei,10
2018-04-14 00:00:00,Prälat-Miller-Weg,stationär,Soko Tierschutz,gegen Stopfleber,10
2018-04-14 00:00:00,Sendlinger Str. 8,stationär,Animals United,Aufklärung über Stadttauben,15
2018-04-14 00:00:00,Sendlinger Str. 8,stationär,,Solidarität mit Katalonien,40
2018-04-14 00:00:00,Pasinger Marienplatz,stationär,,Anonymous for the Voiceless,8-30
2018-04-14 00:00:00,Leopoldstraße / Feilitzschstraße,stationär,KVPM Deutschland e. V.,Psychiatrie,5-6
2018-04-14 00:00:00,"gegenüber US-Konsulat, Prinz-Carl-Palais",stationär,,Stoppt den Krieg in Syrien,50
2018-04-14 00:00:00,Neuhauser Str. 8,stationär,,"Syrien, Stoppen Sie den Krieg",20-30
2018-04-15 00:00:00,Max-Joseph-Platz,stationär,,Evangelisation Die Menschen auf Jesus Christus aufmerksam machen,70
2018-04-15 00:00:00,Leopoldstraße / Feilitzschstraße,stationär,KVPM Deutschland e. V.,Psychiatrie,2-8
2018-04-15 00:00:00,Isarufer,stationär,,Information und Kundgebung zur Meinungsbildung über Sinn- und Glaubensfragen,50
2018-04-16 00:00:00,Neuhauser Str. 8,stationär,,Weg mit Hartz IV,30-40
2018-04-16 00:00:00,Geschwister-Scholl-Platz,stationär,Antifaschismusreferat der LMU,Antifaschismusreferat der LMU,20
2018-04-16 00:00:00,Sendlinger-Tor-Platz zwischen Aids-Memorial und Tor,stationär,Münchner Mahnwache,Mahnwache der Liebe – Für den Frieden,10
2018-04-16 00:00:00,Leopoldstraße / Feilitzschstraße,stationär,KVPM Deutschland e. V.,Protest gegen Menschenrechtsverletzungen - Amoklauf in Münster,2-8
2018-04-16 00:00:00,Marienplatz,stationär,Pegida München e.V.,Islamkritik,wechselnd
2018-04-17 00:00:00,Leopoldstraße / Feilitzschstraße,stationär,KVPM Deutschland e. V.,Protest gegen Menschenrechtsverletzungen - Amoklauf in Münster,2-8
2018-04-18 00:00:00,Neuhauser Str. 8,stationär,SEHICO Psychatrieerfahrene,InfoVA zum Entwurf des BayPsychKHG,60
2018-04-18 00:00:00,Leopoldstraße / Feilitzschstraße,stationär,KVPM Deutschland e. V.,Protest gegen Menschenrechtsverletzungen - Amoklauf in Münster,2-8
2018-04-18 00:00:00,Marienplatz,stationär,,Kammer! Jetzt! Zur Zukunft der Münchner Kammerspiele,50-100
2018-04-18 00:00:00,Karlsplatz,stationär,Pegida München e.V.,Islamkritik,wechselnd
2018-04-19 00:00:00,Neuhauser Str. 8,stationär,,Fashion Revolution Week,5
2018-04-20 00:00:00,"Romanstr. 107, ggüber Chinesischen Konsulat",stationär,,Beendigung der Verfolgung FalunGong,2-10
2018-04-20 00:00:00,Am Neudeck,stationär,,Wohnraum für alle statt Luxus für wenige,30
2018-04-20 00:00:00,Weißenburger Str. 5,stationär,DKP,Protest gegen PESCO,20
2018-04-20 00:00:00,Odeonsplatz,stationär,,Anonymous for the Voiceless,15-30
2018-04-20 00:00:00,Platzl,stationär,DFG-VK München,Keine Militärmacht Europa,5-10
2018-04-20 00:00:00,Neuhauser Str. 8,stationär,Pegida München e.V.,Islamkritik,wechselnd
2018-04-21 00:00:00,Neuhauser Str. 8,stationär,Evangelische Christus Gemeinde e.V.,Frieden in der zukünftigen Welt,25
2018-04-21 00:00:00,Karlsplatz,stationär,,Luftverschmutzung und Tierausbeutung,8
2018-04-21 00:00:00,Sendlinger Str. 8,stationär,Initiative Grundeinkommen,Das bedingungslose Grundeinkommen,3-7
2018-04-21 00:00:00,Marienplatz – Marienplatz,sfv,Münchner Bündnis gegen Krieg und Rassismus,Stoppt Erdogans Eroberungskrieg,1000
2018-04-21 00:00:00,Neuhauser Str. 8,stationär,Verein für vedische Kultur e.V.,Vegetarismus,15-20
2018-04-21 00:00:00,Einsteinstr. Ecke Trogerstr.,stationär,,Direct Action Everywhere – gegen Tierversuche,5-20
2018-04-22 00:00:00,Studentenstadt – Königsplatz (Strecke 3),sfv,ADFC München e.V.,Gute und sichere Radinfrastruktur,500
2018-04-22 00:00:00,Schloß Nymphenburg – Königsplatz (Strecke 1),sfv,ADFC München e.V.,Gute und sichere Radinfrastruktur,500
2018-04-22 00:00:00,Ostbahnhof – Königsplatz (Strecke 4),sfv,ADFC München e.V.,Gute und sichere Radinfrastruktur,500
2018-04-22 00:00:00,Westpark – Königsplatz (Strecke 2),sfv,ADFC München e.V.,Gute und sichere Radinfrastruktur,500
2018-04-22 00:00:00,Königsplatz – Olympiazentrum (Strecke 5),sfv,ADFC München e.V.,Gute und sichere Radinfrastruktur,2000
2018-04-22 00:00:00,Neuhauser Str. 8,stationär,,Katalanischer Frühling: Tag der Bücher,30
2018-04-22 00:00:00,Neuhauser Str. 8,stationär,,Solidarität mit den Häftlingen aus Palästina,50
2018-04-22 00:00:00,Max-Joseph-Platz,stationär,,Evangelisation Die Menschen auf Jesus Christus aufmerksam machen,70
2018-04-22 00:00:00,Isarufer,stationär,,Information und Kundgebung zur Meinungsbildung über Sinn- und Glaubensfragen,50
2018-04-23 00:00:00,Königsplatz - Theresienwiese,sfv,DEHOGA,Bedeutung des bayerischen Gastgewerbes,3000
2018-04-23 00:00:00,Karlsplatz 11 bis 12 vor Hugendubel,stationär,ver.di München und Region,Tarifrunde Buchhandel,3-5
2018-04-23 00:00:00,Marienplatz,stationär,Pegida München e.V.,Islamkritik,wechselnd
2018-04-24 00:00:00,Marienplatz,stationär,Freie Wähler Bayern e.V.,Wohnen – Bildung – Sicherheit,50
2018-04-24 00:00:00,Marienplatz,stationär,Freie Wähler Bayern e.V.,Unsere Isar – Deine Isar: Isarnutzung mit Verstand und Rücksicht,20
2018-04-24 00:00:00,Max-Joseph-Platz bis Max-II-Denkmal,sfv,,Keine Abschiebung nach Afghanistan,100
2018-04-24 00:00:00,Max-Joseph-Platz,stationär,Bayerischer Journalisten-Verband,Gehaltstarifverhandlungen,300
2018-04-25 00:00:00,"Romanstr. 107, ggüber Chinesischen Konsulat",stationär,,Beendigung der Verfolgung FalunGong,2-10
2018-04-25 00:00:00,Max-Joseph-Platz,stationär,,Dein Tod ist uns Fanal,10-20
2018-04-25 00:00:00,Odeonsplatz,stationär,,Anonymous for the Voiceless,15-30
2018-04-25 00:00:00,St.-Pauls-Platz bis Geschwister-Scholl-Platz,sfv,Helfer Deutschland e.V.,Lebensschutz,35
2018-04-25 00:00:00,Am Messesee ,stationär,urgewald e. V.,Protest gegen die Absicherung von polnischen Kohleunternehmen,10-15
2018-04-25 00:00:00,Marienplatz,stationär,,,50-60
2018-04-25 00:00:00,"Marstallplatz 1, in der Alfons-Goppel-Str.",stationär,,Protest gegen die Firma Palatir,10
2018-04-25 00:00:00,Karlsplatz,stationär,Pegida München e.V.,Islamkritik,wechselnd
2018-04-26 00:00:00,Marienplatz,stationär,Mütter gegen Atomkraft,Tschernobyl,6
2018-04-26 00:00:00,Marienplatz,stationär,Pacta Servanda e. V.,43 Monate ohne sie. Globale Aktion,50
2018-04-26 00:00:00,Maximilianstr. 39,stationär,,Freiheit für Aserbeidschan,40-50
2018-04-27 00:00:00,Sendlinger Str. 8,stationär,,Für einen gerechten Frieden im Nahen Osten,10-15
2018-04-27 00:00:00,"Romanstr. 107, ggüber Chinesischen Konsulat",stationär,,Beendigung der Verfolgung FalunGong,2-10
2018-04-27 00:00:00,Marienplatz,stationär,,gegen Vergewaltigung von 15-jährigen Mädchen in Indien,30-50
2018-04-27 00:00:00,Neuhauser Str. 8,stationär,Pegida München e.V.,Islamkritik,wechselnd
2018-04-28 00:00:00,Sendlinger Str. 8,stationär,Ärzte gegen Tierversuche,Tierversuche abschaffen!,15
2018-04-28 00:00:00,Olympiagelände – Lindwurmstraße,sfv,Evangelische Motorradfreunde St. Matthäus,Motorradkorso,600
2018-04-28 00:00:00,Richard-Strauss-Brunnen,stationär,Greenpeace e.V.,Bienensterben,5
2018-04-28 00:00:00,Einsteinstr. Ecke Trogerstr.,stationär,,Tierschutz,10
2018-04-28 00:00:00,Sendlinger Str. 8,stationär,Ärzte gegen Tierversuche,Tierversuche abschaffen!,15
2018-04-28 00:00:00,Marienplatz,stationär,Falun Gong Gruppe München,Organraub in China,20
2018-04-28 00:00:00,Planegger Straße bis Eversbuschstraße,sfv,MC Kuhle Wampe,Dachauer Todesmarsch 1945,30
2018-04-28 00:00:00,Marienplatz – Marienplatz,sfv,Pegida Förderverein e. V.,Der Islam als totalitäre Ideologie eine Gefahr für Demokratie und Menschenrechte,150-250
2018-04-29 00:00:00,Max-Joseph-Platz,stationär,,Evangelisation Die Menschen auf Jesus Christus aufmerksam machen,70
2018-04-29 00:00:00,Isarufer,stationär,,Information und Kundgebung zur Meinungsbildung über Sinn- und Glaubensfragen,50
2018-04-30 00:00:00,Neuhauser Str. 8,stationär,,Weg mit Hartz IV,30-40
2018-05-01 00:00:00,Schwanthalerstr. 64 – Marienplatz,sfv,DGB Kreisverband München,"1. Mai, Tag der Arbeit",4500
2018-05-01 00:00:00,Neuhauser Str. 8,stationär,FAU München,Straßenfest zum Libertären Ersten Mai 2018,45
2018-05-01 00:00:00,Rindermarkt,stationär,,1. Mai – Kampftag der Arbeiterinnen und Arbeiter,20
2018-05-01 00:00:00,Rindermarkt,stationär,,Gedenken an den 1. Mai 1886,100
2018-05-01 00:00:00,Karlsplatz,stationär,,Tag der Arbeit; iranische Arbeiter im Gefängnis bitte freilassen,10
2018-05-01 00:00:00,Sparkassenstr. - Platz der Opfer des Nationalsozialismus,sfv,,Gewerkschafter gegen Krieg und Faschismus,80
2018-05-02 00:00:00,Zenettistr. 12,stationär,,Veganismus,30-40
2018-05-02 00:00:00,Neuhauser Str. 8,stationär,Pegida München e.V.,Islamkritik,wechselnd
2018-05-03 00:00:00,Geschwister-Scholl-Platz,stationär,,noPAG-Kundgebung gegen das neuen Polizeiaufgabengesetz,40-50
2018-05-03 00:00:00,Neuhauser Str. 8,stationär,frau-kunst-politik,"Solidaritätsaktion für eine junge Frau, die Opfer von Massenvergew. wurde",25-50
2018-05-03 00:00:00,Karlsplatz,stationär,Pegida München e.V.,Islamkritik,wechselnd
2018-05-04 00:00:00,"Romanstr. 107, ggüber Chinesischen Konsulat",stationär,,Beendigung der Verfolgung FalunGong,2-10
2018-05-04 00:00:00,Weißenburger Str. 5,stationär,DKP,Protest gegen PESCO,20
2018-05-04 00:00:00,Siegestor – Königsplatz,sfv,,NoPAG-Jugenddemo,500
2018-05-04 00:00:00,Neuhauser Str. 8,stationär,,Tourismus-Boykott gegen die Türkei,10
2018-05-04 00:00:00,Pilotystr – Maximiliansbrücke,sfv,,Freier Gedenktag,100
2018-05-04 00:00:00,Karlsplatz,stationär,Attac München,noPAG - Straßentheater,6-8
2018-05-04 00:00:00,Marienplatz,stationär,Pegida München e.V.,Islamkritik,wechselnd
2018-05-05 00:00:00,Marienplatz,stationär,LAG Selbsthilfe Bayern e.V.,Europaweiter Protesttag zur Gleichstellung von Menschen mit Behinderung,400
2018-05-05 00:00:00,KPS – KPS,sfv,,Hanf,200-400
2018-05-05 00:00:00,Giesinger Bahnhofsplatz,stationär,DKP,Protest gegen PESCO,20
2018-05-05 00:00:00,Sendlinger Str. 8,stationär,Verein für vedische Kultur e.V.,Vegetarismus,15-20
2018-05-05 00:00:00,Karlsplatz,stationär,,Unterstützt die Hilfskampagne für Flüchtlinge aus Afrin,10
2018-05-05 00:00:00,Tal 13,stationär,Falun Gong Gruppe München,Stoppt Verfolgung von Falun Gong,15
2018-05-05 00:00:00,Neuhauser Str. 8,stationär,,Fleischkonsum,8
2018-05-06 00:00:00,Forum Münchner Freiheit,stationär,Lachclub München 05,Weltlachtag,60-300
2018-05-06 00:00:00,Max-Joseph-Platz,stationär,,Evangelisation Die Menschen auf Jesus Christus aufmerksam machen,70
2018-05-06 00:00:00,Isarufer,stationär,,Information und Kundgebung zur Meinungsbildung über Sinn- und Glaubensfragen,50
2018-05-07 00:00:00,Schleißheimer Str.,stationär,,,150
2018-05-07 00:00:00,Marienplatz,stationär,Pegida München e.V.,Islamkritik,wechselnd
2018-05-09 00:00:00,noch offen,sfv,Bürgerbewegung „Das Wesen der Zeit“,Das unsterbliche Regiment,50-150
2018-05-09 00:00:00,Geschwister-Scholl-Platz,stationär,,Information zum PAG,8
2018-05-09 00:00:00,Neuhauser Str. 8,stationär,Pegida München e.V.,Islamkritik,wechselnd
2018-05-10 00:00:00,Marienplatz bis Odeonsplatz,sfv,No PAG,Nein zum neuen Polizeiaufgabengesetz – Für unsere Freiheitsrechte,7000
2018-05-10 00:00:00,Schwanthalerstr. 64 – Oberanger/Kurt-Eisner-Denkmal,stationär,ver.di Bezirk München,noPAG-Jugenddemo,300
2018-05-11 00:00:00,Obere Grasstr. 1,stationär,HeimatGiesing,Mahnwache gegen den illegalen Abriss,20-30
2018-05-11 00:00:00,"Romanstr. 107, ggüber Chinesischen Konsulat",stationär,,Beendigung der Verfolgung FalunGong,2-10
2018-05-11 00:00:00,Neuhauser Str. 8,stationär,,Anonymous for the Voiceless,15-30
2018-05-11 00:00:00,Neuhauser Str. 8,stationär,,bulgarischer Volkstanz anlässl. kyrillischen Alphabets,50
2018-05-11 00:00:00,Karlsplatz,stationär,,Frauen in Schwarz,10-15
2018-05-11 00:00:00,Karlsplatz,stationär,Pegida München e.V.,Islamkritik,wechselnd
2018-05-12 00:00:00,Neuhauser Str. 8,stationär,MAKRO e. V. Münchner AK Reserveoffiziere,Zum Tag der Bundeswehr,8
2018-05-12 00:00:00,Schützenstr. 5,stationär,Amnesty International Jugendgruppe München,Mahnwache für die Meinungsfreiheit in der Türkei,10
2018-05-12 00:00:00,Karlsplatz,stationär,,Muttertag – Menschenrechtsverletzungen in der Türkei,8-10
2018-05-12 00:00:00,Rotkreuzplatz,stationär,,Tierschutz,10
2018-05-12 00:00:00,Karlsplatz 11 bis 12 vor Hugendubel,stationär,,Tarifrunde Buchhandel,5
2018-05-12 00:00:00,Marienplatz,stationär,,Wurzeln unserer christlichen Grundwerte,70
2018-05-12 00:00:00,Sendlinger Str. 8,stationär,Falun Gong Gruppe München,Beendigung der Verfolgung FalunGong,30
2018-05-12 00:00:00,Königsplatz ,sfv,DHV OG München,Global Marijuana March,500-1000
2018-05-13 00:00:00,Max-Joseph-Platz,stationär,,Evangelisation Die Menschen auf Jesus Christus aufmerksam machen,70
2018-05-13 00:00:00,Isarufer,stationär,,Information und Kundgebung zur Meinungsbildung über Sinn- und Glaubensfragen,50
2018-05-13 00:00:00,Karlsplatz,stationär,,Direct Action Everywhere – gegen Tierversuche,5-20
2018-05-13 00:00:00,Münchner Freiheit südlich des Forums,stationär,KVPM Deutschland e.V.,Psychiatrie am Pranger,5-8
2018-05-13 00:00:00,Marienplatz Fischbrunnen,stationär,Falun Gong Gruppe München,Beendigung der Verfolgung FalunGong,30
2018-05-14 00:00:00,Marienplatz,stationär,,Weg mit Hartz IV,30-40
2018-05-14 00:00:00,Klarastr – Klarastr.,sfv,Green City,Wanderbäume,40
2018-05-14 00:00:00,Klarastraße,stationär,Green City,Wanderbäume,60
2018-05-14 00:00:00,Neuhauser Str. 8,stationär,,Solidaritätsbekundungen mit geflüchteten Palästinensern,60
2018-05-14 00:00:00,Karlsplatz,stationär,Pegida München e.V.,Islamkritik,wechselnd
2018-05-15 00:00:00,Maximilianstraße Maxmonument,stationär,Fraktion Bündnis 90 / Die Grünen im Landtag,Fotoaktion gegen das Polizeiaufgabengesetz,20
2018-05-15 00:00:00,Karl-Stützel-Platz bis Maxmonument,sfv,,Jugend gegen das PAG,200
2018-05-16 00:00:00,Odeonsplatz,stationär,frau-kunst-politik,Solidaritätsaktion Massenvergewaltigung Spanien,100-150
2018-05-16 00:00:00,Theresienwiese,sfv,ADFC München e.V.,Ride of Silence,200-400
2018-05-16 00:00:00,Marienplatz,stationär,Pegida München e.V.,Islamkritik,wechselnd
2018-05-17 00:00:00,Müllerstraße,sfv,Sub e.V.,"IDAHIT 2018 – Internationaler Tag gegen Homo, Bi-, Trans- und Interfeindlichkeit",300-500
2018-05-17 00:00:00,Sendlinger-Tor-Platz,stationär,Münchner Mahnwache,Mahnwache der Liebe,6-20
2018-05-17 00:00:00,Thomas-Dehler-Str. 10-12,stationär,,Ökologische Nachhaltigkeit und soziale Gerechtigkeit in der Modebranche,4
2018-05-17 00:00:00,Lillian-Board-Weg,stationär,,saubere Luft in München,5-10
2018-05-18 00:00:00,"Romanstr. 107, ggüber Chinesischen Konsulat",stationär,,Beendigung der Verfolgung FalunGong,2-10
2018-05-18 00:00:00,Neuhauser Str. 8,stationär,Pegida München e.V.,Islamkritik,wechselnd
2018-05-18 00:00:00,Nymphenburger Straße 16,stationär,,Solidarität mit ATIK,100
