2018,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Datum Versammlung,Örtlichkeit (ink. AKG + SKG),Stationär / sfv,Organisation,Thema,TN-Zahl
2018-05-18 00:00:00,Klaus-Mann-Platz,stationär,ÖDP,Start Volksbegehren „Rettet die Bienen“,30-50
2018-05-19 00:00:00,Neuhauser Str. 8,stationär,Evangelische Christus Gemeinde e.V.,Frieden in der zukünftigen Welt,25
2018-05-19 00:00:00,Karlsplatz,stationär,,"Krieg in Sri Lanka, Gedanktag Unglück 2009",50
2018-05-19 00:00:00,Odeonsplatz,stationär,,Anonymous for the Voiceless,15-30
2018-05-19 00:00:00,"Thomas-Wimmer-Ring 1, 1a",stationär,Falun Gong Gruppe München,Beendigung der Verfolgung FalunGong,10
2018-05-20 00:00:00,Europaplatz,stationär,Tscherkessisches Institut,Anerkennung des Völkermordes an den Tscherekssen,50
2018-05-22 00:00:00,Lenbachplatz – Odeonsplatz (Reiterdenkmal),sfv,,Keine Abschiebung nach Afghanistan,50
2018-05-23 00:00:00,Neuhauser Str. 8,stationär,Pegida München e.V.,Islamkritik,10-12
2018-05-24 00:00:00,Odeonsplatz (Reiterdenkmal),stationär,Bündnis Nein zum neuen PAG,Nein zum neuen PAG,500
2018-05-24 00:00:00,Zenettistr. 12,stationär,,Veganismus,20-30
2018-05-25 00:00:00,Giesinger Bahnhofplatz-Maxmonument,sfv,,What the PAG?! - Gegen die CSU und ihr PAG,500
2018-05-25 00:00:00,"Romanstr. 107, ggüber Chinesischen Konsulat",stationär,,Beendigung der Verfolgung FalunGong,2-10
2018-05-25 00:00:00,St.-Pauls-Platz bis Geschwister-Scholl-Platz,sfv,Helfer Deutschland e.V.,Lebensschutz,35
2018-05-25 00:00:00,Tal 13,stationär,,Frauen in Schwarz,10-15
2018-05-25 00:00:00,Odeonsplatz,stationär,Gemeinsam für Afrika e. V.,Moderne Sklaverei,30
2018-05-25 00:00:00,Marienplatz,stationär,Pegida München e.V.,Islamkritik,10-12
2018-05-26 00:00:00,Neuhauser Str. 8,stationär,Celebrity Centre Scientology Kirche München,Man kann immer etwas tun,20
2018-05-26 00:00:00,Marienplatz,stationär,,Mahnwache und Kundgebung gegen die türkische Invasion in Syrien,100
2018-05-26 00:00:00,Odeonsplatz,stationär,,Anonymous for the Voiceless,15-30
2018-05-26 00:00:00,Schützenstr. 5,stationär,NPD,Schafft endlich Sicherheit,5-30
2018-05-26 00:00:00,Königsplatz Propyläen,stationär,,Komm tanzen wir Qutschari,50
2018-05-26 00:00:00,"Thomas-Wimmer-Ring 1, 1a",stationär,Falun Gong Gruppe München,Beendigung der Verfolgung FalunGong,10
2018-05-27 00:00:00,Leopoldstr. 42,stationär,,Bedingungsloses Grundeinkommen,6-8
2018-05-28 00:00:00,Neuhauser Str. 8,stationär,,Weg mit Hartz IV,30-40
2018-05-28 00:00:00,Arnulfstraße 29,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-05-28 00:00:00,"Thomas-Wimmer-Ring 1, 1a",stationär,Falun Gong Gruppe München,Falun Gong,6
2018-05-28 00:00:00,Marienplatz,stationär,Pegida München e.V.,Islamkritik,wechselnd
2018-05-29 00:00:00,Arnulfstraße 29,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-05-29 00:00:00,"Thomas-Wimmer-Ring 1, 1a",stationär,Falun Gong Gruppe München,Falun Gong,6
2018-05-29 00:00:00,Neuhauser Str. 8,stationär,,Protest gegen Wahlmanipulation,10
2018-05-29 00:00:00,Königsplatz bis Bernd-Eichinger-Platz,stationär,,Kreuzerlass,20-30
2018-05-29 00:00:00,Sendlinger Str. 8 (örtl. Verlegung von Karlsplatz),stationär,Pegida München e.V.,Islamkritik,wechselnd
2018-05-30 00:00:00,Karlsplatz,stationär,Evangeliums-Christen-Baptisten in Maxhütte-Haidhof,Jesus die einzige Chance,20
2018-05-30 00:00:00,Arnulfstraße 29,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-05-30 00:00:00,Geschwister-Scholl-Platz,stationär,,Kundgebung zum bayerischen Kreuzerlass,50
2018-05-30 00:00:00,,stationär,,Protest gegen Wahlmanipulation,10-50
2018-05-30 00:00:00,"Thomas-Wimmer-Ring 1, 1a",stationär,,Falun Gong,10
2018-05-30 00:00:00,"Thomas-Wimmer-Ring 1, 1a",stationär,,Falun Gong,10
2018-05-30 00:00:00,Neuhauser Str. 8,stationär,Pegida München e.V.,Islamkritik,wechselnd
2018-05-31 00:00:00,Europaplatz,stationär,Amnesty International,Menschenrechte in Russland,6
2018-05-31 00:00:00,Arnulfstraße 29,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-05-31 00:00:00,Brienner Str. 13,stationär,,Diskrepanz: Christliche Leitkultur und Abschiebepraxis nach Afghanistan,5
2018-06-01 00:00:00,Arnulfstraße 29,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-06-01 00:00:00,"Romanstr. 107, ggüber Chinesischen Konsulat",stationär,,Organraub,2-12
2018-06-01 00:00:00,Karlsplatz bis Staatskanzlei und zurück (Picketline),sfv,Giordano-Bruno-Stiftung,Für ein weltoffenes Bayern und einen weltanschaulich neutralen Staat,3-5
2018-06-02 00:00:00,Arnulfstraße 29,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-06-02 00:00:00,Marienplatz,sfv,Pegida Förderverein e.V.,Den persönlichen Islam verbieten,100-150
2018-06-02 00:00:00,"Thomas-Wimmer-Ring 1, 1a",stationär,Falun Gong Gruppe München,Falun Gong,8
2018-06-02 00:00:00,Odeonsplatz,stationär,,Anonymous for the Voiceless,15-30
2018-06-02 00:00:00,Residenz,stationär,,Europäischer Weg,20
2018-06-03 00:00:00,Marienplatz,stationär,Pulse of Europe e.V.,Pulse of Europe,150-300
2018-06-03 00:00:00,Arnulfstraße 29,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-06-03 00:00:00,Marienplatz,stationär,,Freilassung Politischer Gefangener zur WM in Russland,30
2018-06-03 00:00:00,Neuhauser Str. 8,stationär,,Nicht toten,50
2018-06-04 00:00:00,Arnulfstraße 29,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-06-04 00:00:00,"Thomas-Wimmer-Ring 1, 1a",stationär,Falun Gong Gruppe München,Falun Gong,6
2018-06-04 00:00:00,Neuhauser Str. 8,stationär,,Verurteilung von Menschenrechtsverletzungen im Iran,10
2018-06-04 00:00:00,Marienplatz,stationär,Pegida München e.V.,Islamkritik,10-12
2018-06-05 00:00:00,Marienplatz,stationär,Freie Wähler Bayern e.V.,Mehr Lebensqualität für München,100
2018-06-05 00:00:00,Arnulfstraße 29,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-06-06 00:00:00,Arnulfstraße 29,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-06-06 00:00:00,Sendlinger-Tor-Platz – Schrenkstraße,sfv,,"Für eine offene, inklusive Stadt",100
2018-06-06 00:00:00,"Thomas-Wimmer-Ring 1, 1a",stationär,Falun Gong Gruppe München,Beendigung der Verfolgung FalunGong,10
2018-06-06 00:00:00,Neuhauser Str. 8,stationär,Pax Europa,Solidarität mit Israel,10-20
2018-06-06 00:00:00,Neuhauser Str. 8,stationär,Pegida München e.V.,Islamkritik,10-12
2018-06-07 00:00:00,Promenadeplatz Ecke Maffeistr.,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-06-07 00:00:00,Marienplatz,stationär,,Verurteilung von Menschenrechtsverletzungen im Iran,10
2018-06-07 00:00:00,Isartorplatz,stationär,Pegida München e.V.,Islamkritik,10-12
2018-06-08 00:00:00,Obere Grasstr. 1,stationär,HeimatGiesing,Mahnwache gegen den illegalen Abriss,20-30
2018-06-08 00:00:00,Promenadeplatz Ecke Maffeistr.,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-06-08 00:00:00,Mariahilfplatz,stationär,Partei MUT,Veranstaltung der Partei MUT zur Wohnungsnot,30
2018-06-08 00:00:00,"Romanstr. 107, ggüber Chinesischen Konsulat",stationär,,Organraub,2-12
2018-06-08 00:00:00,Sendlinger Str. 8,stationär,,Frauen in Schwarz,10-15
2018-06-08 00:00:00,Fürstenrieder/Ecke Gotthardstr,stationär,SPD Hadern,Politische Gespräche,10
2018-06-08 00:00:00,St.-Jakobs-Platz,stationär,,Zusammenstehen gegen Antisemitismus,1000-2000
2018-06-08 00:00:00,Schleißheimer Str. 506,stationär,DKP,gegen Aufrüstung,20
2018-06-08 00:00:00,Neuhauser Str. 8,stationär,Pax Europa,Solidarität mit Israel,10-20
2018-06-08 00:00:00,Karl-Stüzel-Platz,stationär,Pegida München e.V.,Islamkritik,10-12
2018-06-09 00:00:00,Marienplatz (Strecke noch unklar),sfv,Ariwa – Animal Rights Watch e.V.,Tierschutz,300
2018-06-09 00:00:00,Sendlinger Str. 8,stationär,Amnesty International Jugendgruppe München,Mahnwache für die Meinungsfreiheit in der Türkei,10
2018-06-09 00:00:00,Promenadeplatz Ecke Maffeistr.,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-06-09 00:00:00,"Thomas-Wimmer-Ring 1, 1a",stationär,Falun Gong Gruppe München,Falun Gong,8
2018-06-09 00:00:00,Schleißheimer Str. 506,stationär,DKP,Protest gegen PESCO,
2018-06-09 00:00:00,Marienplatz,stationär,,Vielfalt schlägt Einfalt,300
2018-06-09 00:00:00,Marienplatz,stationär,,Verurteilung von Menschenrechtsverletzungen im Iran,10
2018-06-09 00:00:00,Schwanthalerstr. 80  – Isartorplatz,sfv,,Gegen die Massaker in Togo,100-200
2018-06-09 00:00:00,Schützenstr. 5,stationär,,Anonymous for the Voiceless,15-30
2018-06-09 00:00:00,Karlsplatz (Ampel),stationär,Animals United e.V.,Tag des Hundes,6
2018-06-10 00:00:00,Promenadeplatz Ecke Maffeistr.,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-06-10 00:00:00,Europaplatz,stationär,,to Russia with Love,50
2018-06-10 00:00:00,Marienplatz,stationär,,Demonstration für die Unabhängigkeit des Baskenlandes,20-30
2018-06-11 00:00:00,Marienplatz,stationär,,Weg mit Hartz IV,30-40
2018-06-11 00:00:00,Promenadeplatz Ecke Maffeistr.,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-06-11 00:00:00,"Thomas-Wimmer-Ring 1, 1a",stationär,Falun Gong Gruppe München,Beendigung der Verfolgung FalunGong,6
2018-06-11 00:00:00,Heimeranstraße 68,stationär,,AfD raus aus dem Westend,30
2018-06-11 00:00:00,Neuhauser Str. 8,stationär,Pegida München e.V.,Islamkritik,10-12
2018-06-12 00:00:00,Promenadeplatz Ecke Maffeistr.,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-06-12 00:00:00,Neuhauser Str. 8,stationär,,Verurteilung von Menschenrechtsverletzungen im Iran,10
2018-06-13 00:00:00,Promenadeplatz Ecke Maffeistr.,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-06-13 00:00:00,Neuhauser Str. 8,stationär,Pax Europa,Solidarität mit Israel,10-20
2018-06-13 00:00:00,Sendlinger-Tor-Platz – Schrenkstraße,sfv,,"Für eine offene, inklusive Stadt",100
2018-06-13 00:00:00,"Thomas-Wimmer-Ring 1, 1a",stationär,Falun Gong Gruppe München,Beendigung der Verfolgung FalunGong,10
2018-06-13 00:00:00,Marienplatz,stationär,Pegida München e.V.,Islamkritik,10-12
2018-06-14 00:00:00,Promenadeplatz Ecke Maffeistr.,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-06-14 00:00:00,Neuhauser Str. 8,stationär,,Verurteilung von Menschenrechtsverletzungen im Iran,10
2018-06-14 00:00:00,Sendlinger-Tor-Platz,stationär,Münchner Mahnwache,Mahnwache der Liebe – für den Frieden,6-20
2018-06-14 00:00:00,Mauerkircherstr. 59 ggü.,stationär,,Rechte und Freiheit der Kurden im Iran,10-50
2018-06-14 00:00:00,Karl-Stützel-Platz,stationär,,Verurteilung von Menschenrechtsverletzungen im Iran,10
14.-15.06.2018,Zenettistr. 10,stationär,,Friedliche Mahnwache für die Tiere,70
2018-06-15 00:00:00,Promenadeplatz Ecke Maffeistr.,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-06-15 00:00:00,"Romanstr. 107, ggüber Chinesischen Konsulat",stationär,,Organraub,2-12
2018-06-15 00:00:00,"Romanstr. 107, ggüber Chinesischen Konsulat",stationär,Weltkongress der Uiguren e.V.,Menschenrechtsverletzungen in China,30
2018-06-15 00:00:00,Schützenstr. 5,stationär,,Anonymous for the Voiceless,15-30
2018-06-15 00:00:00,"Romanstr. 107, ggüber Chinesischen Konsulat",stationär,Weltkongress der Uiguren e.V.,Menschenrechtsverletzungen in China,30
2018-06-15 00:00:00,Karl-Stützel-Platz,stationär,,Verurteilung von Menschenrechtsverletzungen im Iran,10
2018-06-15 00:00:00,Möhlstraße 22 gegenüber auf dem Gehweg (griechisches Konsulat,stationär,,Freiheit für Turgut Kaya,30
2018-06-15 00:00:00,Isartorplatz,stationär,Pegida München e.V.,Islamkritik,10-12
2018-06-16 00:00:00,Sendlinger Str. 8,stationär,,Tierschutz,50
2018-06-16 00:00:00,Promenadeplatz Ecke Maffeistr.,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-06-16 00:00:00,"Thomas-Wimmer-Ring 1, 1a",stationär,Falun Gong Gruppe München,Falun Gong,8
2018-06-16 00:00:00,Candidstraße – Schrenkstraße,sfv,,Münchner Freiraumkonvoi 2018,500
2018-06-16 00:00:00,Neuhauser Str. 8,stationär,,Verurteilung von Menschenrechtsverletzungen im Iran,10
2018-06-16 00:00:00,Karlsplatz,stationär,,Verurteilung von Menschenrechtsverletzungen im Iran,10
2018-06-16 00:00:00,Sendlinger Str. 8,stationär,,Tierschutz,15
2018-06-16 00:00:00,Karl-Stützel-Platz,stationär,,Verurteilung von Menschenrechtsverletzungen im Iran,10
2018-06-17 00:00:00,Promenadeplatz Ecke Maffeistr.,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-06-17 00:00:00,Sendlinger Str. 8,stationär,Bündnis 90 / Die Grünen,Sechs Jahre Jubiläum Bürgerentscheid gegen die 3. Startbahn,40
2018-06-17 00:00:00,Siegestor,stationär,Pax Europa,Solidarität mit Israel,10-20
2018-06-18 00:00:00,Promenadeplatz Ecke Maffeistr.,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-06-18 00:00:00,"Theresienstr. 90, ggü. Eingang TU",stationär,Partei MUT,Menschenrechte ,
2018-06-18 00:00:00,"Romanstr. 107, ggüber Chinesischen Konsulat",stationär,,Organraub,2-12
2018-06-18 00:00:00,"Thomas-Wimmer-Ring 1, 1a",stationär,Falun Gong Gruppe München,Beendigung der Verfolgung FalunGong,6
2018-06-18 00:00:00,Isartorplatz,stationär,Pegida München e.V.,Islamkritik,10-12
2018-06-19 00:00:00,Promenadeplatz Ecke Maffeistr.,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-06-19 00:00:00,Sandstraße,stationär,,Kein Schlussstrich: 5 Jahre NSU-Prozess,500
2018-06-19 00:00:00,Sandstraße bis Odeonsplatz,sfv,,Kein Schlussstrich: 5 Jahre NSU-Prozess,1000
2018-06-19 00:00:00,Maximilianstr. 39,stationär,Musovat Europa AKM,Freiheit für das Aserbaidschanische Volk,30-50
2018-06-19 00:00:00,Klarastr. - Karlstr.,sfv,Green City e.V.,Begrünung der Karlstraße,40
2018-06-19 00:00:00,Maderbräustraße bis Karlsplatz,sfv,Münchner Forum,Arkardenspaziergang anlässlich Bebauungsplan,20
2018-06-20 00:00:00,Arnulfstraße 29,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-06-20 00:00:00,Zenettistr. 12,stationär,,Veganismus,40
2018-06-20 00:00:00,Neuhauser Str. 8,stationär,Pegida München e.V.,Islamkritik,10-12
2018-06-21 00:00:00,Arnulfstraße 29,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-06-21 00:00:00,Marienplatz,stationär,,Verurteilung von Menschenrechtsverletzungen im Iran,10
2018-06-21 00:00:00,Sendlinger Str. 8,stationär,,Anonymous for the Voiceless,15-30
2018-06-21 00:00:00,Pasinger Marienplatz,stationär,,Bildung statt Abschiebung,50
2018-06-22 00:00:00,Arnulfstraße 29,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-06-22 00:00:00,Siegestor – Max-Joseph-Pl,sfv,Eine Schule für Alle in Bayren e.V.,Bildung statt Abschiebung,500
2018-06-22 00:00:00,"Romanstr. 107, ggüber Chinesischen Konsulat",stationär,,Organraub,2-12
2018-06-22 00:00:00,Sendlinger Str. 8,stationär,,Frauen in Schwarz,10-15
2018-06-22 00:00:00,Sendlinger Str. 8,stationär,,Verurteilung von Menschenrechtsverletzungen im Iran,10
2018-06-22 00:00:00,"Romanstr. 107, ggüber Chinesischen Konsulat",stationär,,Protest gegen die Großmacht,30-50
2018-06-22 00:00:00,Nymphenburger Str. 16,stationär,,Solidarität mit ATIK Gefangenen,100
2018-06-22 00:00:00,Franz-Joseph-Strauss-Ring,stationär,,Gegen die Flüchtlingspolitik,
2018-06-22 00:00:00,Odeonsplatz,stationär,,Freilassung von 5 Vergewaltigern in Spanien,20
2018-06-22 00:00:00,Marienplatz,stationär,Pegida München e.V.,Islamkritik,10-12
2018-06-23 00:00:00,Odeonsplatz,stationär,,"Love, Beats & HappyBass 2018",200-400
2018-06-23 00:00:00,Neuhauser Str. 8,stationär,Evangelische Christus Gemeinde e.V.,Frieden in der zukünftigen Welt,25
2018-06-23 00:00:00,Arnulfstraße 29,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-06-23 00:00:00,Schwanthalerstraße 80 bis Odeonsplatz,sfv,Christliche Internationale,JESUS WALK,50-100
2018-06-23 00:00:00,"Thomas-Wimmer-Ring 1, 1a",stationär,Falun Gong Gruppe München,Falun Gong,8
2018-06-23 00:00:00,Rotkreuzplatz 2a,stationär,DKP,gegen Aufrüstung,20
2018-06-23 00:00:00,Siegestor – Max-Joseph-Pl,sfv,Volt Deutschland,March for a new Europe,500
2018-06-23 00:00:00,Schützenstr. 5,stationär,,Verurteilung von Menschenrechtsverletzungen im Iran,10
2018-06-23 00:00:00,Schäftlarnstr. 181 gegenüber,stationär,Jusos Hochschulgruppe Bayern,Wohnungsmangel an Hochschulstandorten,10-15
2018-06-23 00:00:00,Opl-MPL-KPL,sfv,Animals United e.V.,Zirkus ohne Tiere,5
2018-06-24 00:00:00,Marienplatz,stationär,,Gerechtigkeit/Solidarität mit David,1000
2018-06-24 00:00:00,Leopoldstr. 42,stationär,Initiative Grundeinkommen,Chairwalk zum Thema bedingungsloses Grundeinkommen,5-10
2018-06-24 00:00:00,Heinrich-Wieland-Str. - Münchner Freiheit ,sfv,,Türkische Wahlen,100
2018-06-24 00:00:00,Theresienwiese,stationär,Umweltinstitut München e.V.,Raus aus der Kohle,50
2018-06-24 00:00:00,Eringer Straße,stationär,,Kohlekraftwerk,20-30
2018-06-25 00:00:00,St.-Pauls-Platz bis Geschwister-Scholl-Platz,sfv,Helfer Deutschland e.V.,Lebensschutz,35
2018-06-25 00:00:00,Marienplatz,stationär,,Weg mit Hartz IV,30-40
2018-06-25 00:00:00,"Thomas-Wimmer-Ring 1, 1a",stationär,Falun Gong Gruppe München,Beendigung der Verfolgung FalunGong,6
2018-06-25 00:00:00,Neuhauser Str. 8,stationär,,Wahlparty für Selahattin Demirtas und die HDP bei der Wahl in der Türkei,50
2018-06-25 00:00:00,Münsinger Str. 17,stationär,Initiative Rettet die Wiese,Rettet die Wiese,100
2018-06-25 00:00:00,Marienplatz,stationär,,Wahlparty für Selahattin Demirtas und die HDP bei der Wahl in der Türkei,50
2018-06-25 00:00:00,Isartorplatz,stationär,Pegida München e.V.,Islamkritik,10-12
2018-06-27 00:00:00,Marienplatz,stationär,Falun Gong Gruppe München,Beendigung der Verfolgung FalunGong,10
2018-06-27 00:00:00,Neuhauser Str. 8,stationär,Pegida München e.V.,Islamkritik,10-12
2018-06-28 00:00:00,Marienplatz,stationär,Verein für vedische Kultur e.V.,Vegetarismus,15-20
2018-06-28 00:00:00,"Thomas-Wimmer-Ring 1, 1a",stationär,Falun Gong Gruppe München,Beendigung der Verfolgung FalunGong,6
2018-06-28 00:00:00,Sandstraße,stationär,,Kein Schlussstrich: 5 Jahre NSU-Prozess,500
2018-06-28 00:00:00,Sandstraße bis Odeonsplatz,sfv,,Kein Schlussstrich: 5 Jahre NSU-Prozess,1000
2018-06-28 00:00:00,Grasserstraße 9,stationär,IGEPA München,Keine Abschaffung des Beamtenstatus,750
2018-06-29 00:00:00,"Romanstr. 107, ggüber Chinesischen Konsulat",stationär,,Organraub,2-12
2018-06-29 00:00:00,Odeonsplatz,stationär,,Anonymous for the Voiceless,15-30
2018-06-29 00:00:00,Lerchenauer Str. ggü. BMW,stationär,,Lob des Kommunismus – Lob der Partei,15
2018-06-29 00:00:00,Hackerbrücke Ecke Arnulfstraße,stationär,,Lob des Kommunismus – Lob der Partei,15
2018-06-29 00:00:00,Pranckhstraße bis Tulbeckstr.,sfv,,Lob des Kommunismus – Lob der Partei,15
2018-06-29 00:00:00,Lerchenauer Str. bis Tulbeckstr.,sfv,,Lob des Kommunismus – Lob der Partei,15
2018-06-29 00:00:00,Schwanthalerstr. 64 bis Lerchenauer Str.,sfv,,Lob des Kommunismus – Lob der Partei,15
2018-06-29 00:00:00,Lerchenauer Str. ggü. BMW,stationär,,Lob des Kommunismus – Lob der Partei,15
2018-06-29 00:00:00,Marienplatz,stationär,Pegida München e.V.,Islamkritik,10-12
2018-06-30 00:00:00,Promenadeplatz Ecke Maffeistr.,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-06-30 00:00:00,Neuhauser Str. 8,stationär,StadtschülerInnenvertretung München,Ernährungsbildung in der Schule,15
2018-06-30 00:00:00,Stephansplatz – Müllerstr. 14,sfv,,Lesbische Sichtbarkeit,300
2018-06-30 00:00:00,"Thomas-Wimmer-Ring 1, 1a",stationär,Falun Gong Gruppe München,Falun Gong,8
2018-06-30 00:00:00,Siegestor bis Siegestor,sfv,Pegida Förderverein e.V.,Protest gegen die Politik von Angela Merkel,100
2018-06-30 00:00:00,Sendlinger Str. 8,stationär,,gegen Tierversuche,10
2018-06-30 00:00:00,Von-der-Tann-Str. Ecke Königinstr.,stationär,,gegen die Trennung von Migrantenkindern und ihren Eltern,20
2018-06-30 00:00:00,Marienplatz,stationär,,Freiheit für Katalonien,20
2018-06-30 00:00:00,Max-Joseph-Platz bis Von-der-Tann-Str.,sfv,,Families belong together – Familien gehören zusammen,300
2018-06-30 00:00:00,Frauenplatz 1,stationär,,Mahnwache für Nicaragua,10-15
2018-06-30 00:00:00,Hanauer Str. 64,stationär,,Lob des Kommunismus – Lob der Partei,15
2018-06-30 00:00:00,Tulbeckstraße bis Tulbeckstr.,sfv,,Lob des Kommunismus – Lob der Partei,15
2018-06-30 00:00:00,Knorrstraße bis Schleißheimer Str.,sfv,,Lob des Kommunismus – Lob der Partei,15
2018-07-01 00:00:00,Max-Joseph-Platz,stationär,Pulse of Europe e.V.,Pulse of Europe,150-300
2018-07-01 00:00:00,Promenadeplatz Ecke Maffeistr.,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-07-01 00:00:00,Riemer Park,stationär,Quelltor Christliche Freikirche e.V.,Kindergottesdienst mit Picknick,70
2018-07-01 00:00:00,Marienplatz,stationär,Verein der Makedonier e. V.,Kundgebung Namensstreit FVROM-GR,500-600
2018-07-02 00:00:00,Promenadeplatz Ecke Maffeistr.,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-07-02 00:00:00,"Thomas-Wimmer-Ring 1, 1a",stationär,Falun Gong Gruppe München,Beendigung der Verfolgung FalunGong,8
2018-07-02 00:00:00,Sandstraße,stationär,,Kein Schlussstrich: 5 Jahre NSU-Prozess,500
2018-07-02 00:00:00,Sandstraße bis Odeonsplatz,sfv,,Kein Schlussstrich: 5 Jahre NSU-Prozess,1000
2018-07-02 00:00:00,Neuhauser Str. 8,stationär,Pegida München e.V.,Islamkritik,wechselnd
2018-07-03 00:00:00,Promenadeplatz Ecke Maffeistr.,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-07-03 00:00:00,Marienplatz – Odeonsplatz,sfv,,Keine Abschiebung nach Afghanistan!,
2018-07-03 00:00:00,Sandstraße,stationär,,Kein Schlussstrich: 5 Jahre NSU-Prozess,500
2018-07-03 00:00:00,Sandstraße bis Odeonsplatz,sfv,,Kein Schlussstrich: 5 Jahre NSU-Prozess,1000
2018-07-03 00:00:00,Neuhauser Str. 8,stationär,Amnesty International,Menschenrechte in Russland,10
2018-07-04 00:00:00,Promenadeplatz Ecke Maffeistr.,stationär,,Für die HDP und Selahattin Demirtas bei der Wahl in der Türkei,10
2018-07-04 00:00:00,Sandstraße,stationär,,Kein Schlussstrich: 5 Jahre NSU-Prozess,500
2018-07-04 00:00:00,Sandstraße bis Odeonsplatz,sfv,,Kein Schlussstrich: 5 Jahre NSU-Prozess,1000
2018-07-04 00:00:00,Marienplatz,stationär,Verein für vedische Kultur e.V.,Vegetarismus,15-20
2018-07-04 00:00:00,Karlsplatz,stationär,Pegida München e.V.,Islamkritik,wechselnd
2018-07-05 00:00:00,Maffeistraße,stationär,,Gegen die Abschiebung von Gülizar Tasdemir in die Türkei,
2018-07-05 00:00:00,Marienplatz,stationär,,Anonymous for the Voiceless,15-30
2018-07-05 00:00:00,"Romanstr. 107, ggü Chinesischen Konsulat",stationär,,Menschenrechtsverletzungen in China,20-25
2018-07-06 00:00:00,Marienplatz,stationär,Gymnasium Moosach,Straßenkind,65
2018-07-06 00:00:00,"Romanstr. 107, ggü Chinesischen Konsulat",stationär,,Beendigung der Verfolgung FalunGong,2-8
2018-07-06 00:00:00,Marienplatz,stationär,Pegida München e.V.,Islamkritik,wechselnd
2018-07-07 00:00:00,Odeonsplatz,stationär,Soapbox Science,Förderung von Wissenschaftlerinnen,50
2018-07-07 00:00:00,Karlsplatz,stationär,GV Evangeliumschristen Baptisten,Aufruf zur Rückkehr zu unseren christlichen Werten,100
2018-07-07 00:00:00,Marienplatz,stationär,Community Activism To Save Nature e.V.,"Veganismus, Fleisch, Umwelt",100
2018-07-07 00:00:00,Neuhauser Str. 8,stationär,,Tierschutz,50
2018-07-07 00:00:00,"Thomas-Wimmer-Ring 1, 1a",stationär,Falun Gong Gruppe München,Beendigung der Verfolgung FalunGong,8
2018-07-07 00:00:00,Sendlinger Str. 8,stationär,Amnesty International,gegen die Todesstrafe,10
2018-07-07 00:00:00,Pariser Platz,stationär,AfD KV München-Ost,Vorstellung der Landtagskandidaten,70
2018-07-07 00:00:00,Karl-Stützel-Platz,stationär,,Jordanien soll die Grenzen für die Flüchtlinge aus Süd-Syrien öffnen,150
2018-07-07 00:00:00,Maximilianstr. (Maxmonument),stationär,,"Solidaritätsbekundung zu den bundesweiten Demonstrationen „Seebrücke, sichere Häfen“",15
