Versammlungen unter freiem Himmel & Aufzüge 2023,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,tatsächliche Teilnehmerzahl wurde nicht erhoben
Datum,Beginn,Ende,Ort,Organisation,Thema,Art,angemeldete Teilnehmerzahl,
2023-08-17 00:00:00,15:00:00,17:00:00,Michelsberg/Ecke Kirchgasse,,"gegen Putins Angriffskrieg, für ein vereintes Europa",Versammlung, 10-30,
2023-08-19 00:00:00,10:00:00,16:30:00,"Stadtgrenze Wiesbaden über
K 785 Wallauer Weg, links Hunsrückstraße, links Konrad-Zuse-Straße, gerade aus Oberfeld, rechts Wandersmannstraße, links Barbarossastraße, rechts Berliner Straße B455, (ab Ortsausgang rechts halten auf Fahrradweg parallel zu B 54), links Siegfriedring, links Siegfriedring, rechts Mainzer Straße; rechts Gustav-Stresemann-Ring (linke Fahrbahn), links Frankfurter Straße, rechts Bierstadter Straße, links Fichtestraße, gerade aus Parkstraße; links An der Dietenmühle; links Sonnenberger Straße, links Wilhelmstraße, links Rheinstraße Rechts Kirchgasse( Beginn der Fußgängerzone- Fahrräder sind zu schieben), gerade aus Langgasse (Ende Fußgängerzone), geradeaus Kranzplatz links Taunusstraße, links Röderstraße, links Schwalbacher Straße, rechts Rheinstraße, links Kaiser Friedrich Ring, links Am Landeshaus, rechts Biebricher Allee, links Fischerstraße, rechts Breitenbacher Straße, rechts Theodor-Heuss-Ring, gerade aus Konrad-Adenauer-Ring, links Schiersteiner Straße, rechts Erich Ollenhauer Straße, links Willi-Werner-Straße, links Ludwig-Erhard-Straße, links Freudenbergstraße, rechts Jugendnaturzeltplatz Wiesbaden-Freudenberg
",Ohne Kerosin nach Berlin,Ohne Kerosin nach Bayern- Klimagerechtgkeit mit Fokus auf die Mobilitätswende,Versammlung & Aufzug,65-75,
2023-08-19 00:00:00,16:00:00,17:30:00,Michelsberg Ecke Marktstraße,Pottershaus Wiesbaden e. V.,Frieden in unfriedlichen Zeiten,Versammlung,20,
2023-08-19 00:00:00,13.45,17:00:00,Luisenforum-Ecke Kirchgasse,Activists for the victims e.v.,Tierrechte / Veganismus,Versammlung,10,
2023-08-20 00:00:00,10:30:00,12:00:00,"Jugendnaturzeltplatz Wiesbaden-Freudenberg, rechts Freudenbergstr, auf Reichsapfelstr, auf Rheingaustr, links einbiegen vor der Brücke und auf Radweg Richtung A643 fahren (Brückenrichtung Mainz bis Grenze Rheinlandpfalz)",Ohne Kerosin nach Berlin,Ohne Kerosin nach Bayern- Klimagerechtgkeit mit Fokus auf die Mobilitätswende,Aufzug,65-75,
2023-08-20 00:00:00,15:00:00,19:00:00,Bahnhofsplatz zwischen Chillers und der Bushaltestelle,Dienst der Buße & Heiligung e.V.,Religion - Für ein christliches Miteinander,Versammlung,4,
2023-08-24 00:00:00,15:00:00,17:00:00,Michelsberg Ecke Kirchgasse,,"gegen Putins Angriffskrieg, für ein vereintes Europa",Versammlung, 10-30,
2023-08-24 00:00:00,15:30:00,17:00:00,Langgasse 21,LeuchtturmARD,Für eine freie und unabhängige Medienberichterstattung,Versammlung, 1-15,
2023-08-26 00:00:00,10:00:00,18:00:00,Kirchgasse,Amadiya Jugend Wiesbaden,ich bin ein Muslim. Haben Sie etwas auf dem Herzen?,Versammlung,25,
2023-08-26 00:00:00,10:00:00,13:00:00,Langgasse 2,Baptistengemeinde Wiesbaden-Klarenthal,Verkündigung Jesu Christi,Versammlung,15,
2023-08-26 00:00:00,16:00:00,17:30:00,Michelsberg/Ecke Marktstrasse,Pottershaus Wiesbaden e. V.,Frieden in unfriedlichen Zeiten,Versammlung,20,
2023-08-27 00:00:00,15:00:00,19:00:00,Bahnhofsplatz zwischen Chillers und der Bushaltestelle,Dienst der Buße & Heiligung e.V.,Religion - Für ein christliches Miteinander,Versammlung,4,
2023-08-28 00:00:00,17:30:00,19:30:00,Hauptbahnhof bis Herbert-Anlage,FFF Wiesbaden,Wirtschaftpolitik ist Klimapolitik!,Versammlung & Aufzug,50,
2023-08-31 00:00:00,15:00:00,17:00:00,Michelsberg Ecke Kirchgasse,,"gegen Putins Angriffskrieg, für ein vereintes Europa",Versammlung, 10-30,
2023-08-31 00:00:00,15:30:00,17:00:00,Langgasse 21,LeuchtturmARD,Für eine freie und unabhängige Medienberichterstattung,Versammlung, 1-15,
2023-09-01 00:00:00,12:00:00,16:30:00,"Nähe Landtag, Marktkirche, Fußgängerzone, Casino",Direktversicherungsgeschädigte e.V. DVG,Stopp der Mehrfachverbeitragung bei Direktversicherungen und Betriebsrenten,Aufzug,100,
2023-09-01 00:00:00,17:30:00,19:30:00,T-H-B bis Kasteler Bahnhof ,,"""Rüstungsschmieden schließen stattt Krankenhäuser""",Aufzug,22,
2023-09-02 00:00:00,11:00:00,16:30:00,Schulgasse Ecke Neugasse,Mahnwache Demokratie WI RTK e. V.,Info zu Corona Maßnahmen und Impfungen,Versammlung,12,
2023-09-02 00:00:00,13:45:00,17:00:00,Kirchgasse vor dem Luisenforum,Activists for the victims,Tierrechte / Veganismus,Versammlung,10,
2023-09-03 00:00:00,11:00:00,13:00:00,Hauptbahnhof,Liebe & Krawall,Kritik an aktueller Fassung des Selbstbestimmungsgesetzes,Versammlung,50,
2023-09-06 00:00:00,18:00:00,1900-01-01 08:00:00,Danziger Straße Ecke König-Adolf-Straße,,Gegen AfD,Versammlung,50,
2023-09-07 00:00:00,15:00:00,17:00:00,Michelsberg Ecke Kirchgasse,,"gegen Putins Angriffskrieg, für ein vereintes Europa",Versammlung, 10-30,
2023-09-09 00:00:00,11:00:00,15:00:00,Kirchgasse 31-33,,gegen den Rechtsruck,Versammlung,15,
2023-09-09 00:00:00,13:00:00,16:30:00,Kirchgasse zw. Faulbrunnenstraße und Mauritiusplatz,Albert Schweitzer Stiftung für unsere Mitwelt,Tierrecht / gegen Massentierhaltung,Versammlung,10,
2023-09-09 00:00:00,16:00:00,17:30:00,Michelsberg Ecke Marktstraße,Pottershaus Wiesbaden e. V.,Frieden in unfriedlichen Zeiten,Versammlung,20,
2023-09-14 00:00:00,15:00:00,17:00:00,Michelsberg Ecke Kirchgasse,,"gegen Putins Angriffskrieg, für ein vereintes Europa",Versammlung,30,
2023-09-14 00:00:00,15:30:00,17:00:00,Langgasse 21,LeuchtturmARD ,"Für eine unabhängige, freie Medienberichterstattung",Versammlung,15,
2023-09-14 00:00:00,21:20:00,21:50:00,Rheinstraße / Friedrich-Ebert-Allee,Junge Union Hessen,Innenpolitik der Bundesregierung,Versammlung,10,
2023-09-15 00:00:00,11:00:00,12:00:00,Innenministerium,Gewerkschaft ver.di- Hessen Fachbereich B,Übergabe Petion beim Innenministerium,Versammlung & Aufzug,50,
2023-09-15 00:00:00,14:00:00,17:30:00,    Start: Dernsches Gelände (Marktplatz) Startkundgebung - Zwischen Lumen und Rathaus auf den Schlossplatz - An den Quellen - Webergasse - Langgasse (Fußgängerzone) - Friedrichstraße - Schwalbacher Straße - Luisenstraße - Wilhelmstraße - Rheinstraße - Oranienstraße - Kaiser-Friedrich-Ring - Gartenfeldstraße ,Fridaysforfuture Wiesbaden,#endfossolfuels Globalstrike von FFF,Aufzug,300-700,
2023-09-16 00:00:00,09:30:00,17:30:00,Durchfahrt durch Wiesbaden,Fellowsride und Les Apaches de Francfort gemeinsam,DEMO Fellows Ride- Mit offenem Visier für die Depressionshilfe,Versammlung & Aufzug,300,
2023-09-16 00:00:00,11:00:00,16:00:00,Marktstraße Ecke Langgasse,Mennoniten-Brüdergemeinde Weißenthrum,Hoffnung für die Menschen,Versammlung,25,
2023-09-16 00:00:00,13:45:00,17:00:00,Kirchgasse 15 Ecke Luisenstraße gegenüber Eingang Luisenforum,Activists for the victims,Tierrechte / Veganismus,Versammlung,10,
2023-09-18 00:00:00,16:00:00,17:30:00,Marktplatz zwischen Rathaus und Marktkirche,DGB Wiesbaden Rheingau-Taunus,Tarifvergabegesetz in Hessen - Aktion zur Landtagswahl,Versammlung,15-30,
2023-09-21 00:00:00,15:00:00,19:00:00,Michelsberg Ecke Kirchgasse,,"gegen Putins Angriffskrieg, für ein vereintes Europa",Versammlung, 10-30,
2023-09-21 00:00:00,15:30:00,17:00:00,Langgasse 21,LeuchtturmARD,"Für eine unabhängige, freie Medienberichterstattung",Versammlung,15,
2023-09-22 00:00:00,18:30:00,20:30:00,Theodor-Heuss-Brücke - Rheinstraße - Qinitinstraße - Schusterstraße - Gutenbergplatz,Ukrainischer Verein Mainz e. V.,Rheinlandmarsch für die Ukraine-Invite Ukraine to NATO!,Versammlung & Aufzug,400,
2023-09-24 00:00:00,15:00:00,16:15:00,Dernsches Gelände über Hauptbahnhof bis Nerotal,ADFC Wiesbaden,Kidical Mass - Kinder Fahrrad Korso,Aufzug,400,
2023-09-25 00:00:00,06:00:00,21:00:00,Dernsches Gelände,,Kindesmissbrauch u.A. in der katholischen Kirche,Versammlung,10,
2023-09-25 00:00:00,16:30:00,19:00:00,"Bonifatiusplatz/Ecke Luisenstraße ""Kirchenreulchen""","kfd, Katholische Frauengemeinschaft Deutschlands Bundeverband e. V.",Gleichberechtigung von Frauen in der Kirche,Versammlung,30-50,
2023-09-26 00:00:00,06:00:00,21:00:00,Dernsches Gelände,,Kindesmissbrauch u.A. in der katholischen Kirche,Versammlung,10,
2023-09-27 00:00:00,06:00:00,21:00:00,Luisenplatz,,Kindesmissbrauch u.A. in der katholischen Kirche,Versammlung,10,
2023-09-27 00:00:00,12:00:00,14:00:00,Kranzplatz,Stiftung Nieder-Ramstädter Diakonie,Protestaktion zum Fachkräftemangel in der Behindertenhilfe/ Eingliederungshilfe,Versammlung,200-400,
2023-09-28 00:00:00,06:00:00,21:00:00,Luisenplatz,,Kindesmissbrauch u.A. in der katholischen Kirche,Versammlung,10,
2023-09-28 00:00:00,14:00:00,17:30:00,Dernsches Gelände,DGB Wiesbaden Rheingau-Taunus,Keine Einsparungen im Sozialhaushalt,Versammlung,1000,
2023-09-28 00:00:00,15:00:00,17:00:00,Michelsberg Ecke Kirchgasse,,"gegen Putins Angriffskrieg, für ein vereintes Europa",Versammlung, 10-30,
2023-09-29 00:00:00,10:00:00,11:30:00,"Kochbrunnenplatz, Georg-August-Zinn-Straße",Fraktion DIE LINKE. im Hessischen Landtag,Kinderarmut in Hessen,Versammlung,,
2023-09-29 00:00:00,15:30:00,18:00:00,Friedrich-Ebert-Allee,Junge Liberale Hessen,"Schuldenbremse, Generationengerechtigkeit",Versammlung,15,
2023-09-30 00:00:00,09:00:00,18:00:00,Wallufer Platz,DIE LINKE Wiesbaden,Sommerfest,Versammlung,200,
2023-09-30 00:00:00,10:00:00,15:00:00,Langgasse (vor SportScheck Outlet),Ev. Baptistengemeinde Wiesbaden Klarenthal,Verkündigung Jesu Christi,Versammlung,20,
2023-09-30 00:00:00,11:00:00,15:00:00,Kirchgasse 31-33,,gegen den Rechtsruck,Versammlung,15,
2023-09-30 00:00:00,13:45:00,17:00:00,Kirchgasse Ecke Luisenstraße,Activists for the Victims,Tierrechte/Veganismus,Versammlung, 5-10,
2023-10-01 00:00:00,15:00:00,18:00:00,"Bahnhofsplatz, zwischen ESWE Haltestelle und HBF",Dienst der Buße & Heiligung e.V.,Für ein christliches Miteinander,Versammlung,4,
2023-10-04 00:00:00,13:00:00,15:30:00,Auguste-Viktoria-Straße 6,Gewerkschaft Nahrung Genuss Gaststätten,gegen die OT Mitgliedschaft,Versammlung,20-30,
2023-10-05 00:00:00,15:00:00,17:00:00,Michelsberg Ecke Kirchgasse,,"gegen Putins Angriffskrieg, für ein vereintes Europa",Versammlung, 10-30,
2023-10-06 00:00:00,16:00:00,20:00:00,Bahnhof bis Dernsches Gelände,FFF Wiesbaden,"Schluss mit gebbabel, Klimagerechtigkeit jetzt!",Versammlung & Aufzug,5000,
2023-10-06 00:00:00,16:30:00,19:00:00,"Kirchgasse 17, 65185 Wiesbaden",Albert Schweitzer Stiftung für unsere Mitwelt,Tierschutz,Versammlung,6,
2023-10-07 00:00:00,10:00:00,20:00:00,Dernsches Gelände Bussteig B,AKU Wiesbaden,Mahnwache im zuge der Wahlkampfabschlussveranstaltung der AFD am Dernschen Gelände,Versammlung,50,
2023-10-07 00:00:00,14:00:00,17:00:00,Friedrichstraße Ecke Kirchgasse,Pottershaus Wiesbaden e.V.,Frieden in unfriedlichen Zeiten,Versammlung,60,
2023-10-07 00:00:00,14:30:00,20:00:00,Hauptbahnhof bis Dernsches Gelände,,Gegen die AfD,Versammlung & Aufzug,120,
2023-10-07 00:00:00,16:00:00,21:00:00,Dernsches Gelände,AfD Landesverband Hessen,Abschlussveranstaltung Landtagswahl 2023,Versammlung,400,
2023-10-07 00:00:00,17:00:00,21:00:00,Dernschers Gelände,Bündnis für Demokratie,Gegenprotest zum Wahlkampffinale der hessischen AfD zum Schutz und Erhalt unserer Demokrati,Versammlung,500,
2023-10-07 00:00:00,18:00:00,19:00:00,Festplatz am Veilchenweg (Freudenberg),,Demo gegen Tiere im Zirkus,Versammlung,10,
2023-10-08 00:00:00,15:00:00,18:00:00,Bahnhof zwischen Chillers und Haltestelle,Dienst der Buße & Heiligung e.V.,Religion - Für ein christliches Miteinander,Versammlung,4,
2023-10-08 00:00:00,17:00:00,20:00:00,Kochbrunnenplatz,Etuti Institue ,Gedenken der Opfer einer Brandkatastrophe im Irak,Versammlung,70,
2023-10-11 00:00:00,16:00:00,18:30:00,Dernsches Gelände,Kultur im Park,Keine Kürzungen im Sozial und Kulturretat,Versammlung,100,
2023-10-12 00:00:00,15:00:00,17:00:00,Michelsberg Ecke Kirchgasse,,"gegen Putins Angriffskrieg, für ein vereintes Europa",Versammlung, 10-30,
2023-10-12 00:00:00,18:00:00,19:30:00,Schloßplatz,Spiegelbild e.V.,Solidaritätskundgebung mit der israelischen Gesellschaft und Jüd*innen weltweit,Versammlung,50,
2023-10-13 00:00:00,15:00:00,19:00:00,Gutenbergplatz in Mainz,"Kinder- und Jugendzentrum Reduit, Amt für Soziale Arbeit Wiesbaden",Aktionsmarsch anlässlich des Weltmädchentags ,Versammlung & Aufzug,400,
2023-10-14 00:00:00,13:00:00,16:30:00,Kirchgasse Ecke Faulbrunnenstraße/Mauritiusplatz,Albert Schweitzer Stiftung für unsere Mitwelt,Tierrecht/Massentierhaltung,Versammlung,10,
2023-10-14 00:00:00,13:45:00,17:00:00,Langgasse 1,Activists for the Victims e.V,Tierrechte - Veganismus,Versammlung,10,
2023-10-14 00:00:00,14:00:00,15:30:00,Festplatz am Veilchenweg (Freudenberg),Peta,Tiere raus aus dem Zirkus,Versammlung, 4-10,
2023-10-18 00:00:00,17:00:00,20:00:00,Dernsches Gelände,Kultur im Park,Keine Kürzungen im Sozial und Kulturetat,Aufzug,100,
2023-10-19 00:00:00,15.00,17:00:00,Michelsberg Ecke Kirchgasse,,"gegen Putins Angriffskrieg, für ein vereintes Europa",Versammlung,30,
2023-10-21 00:00:00,10:00:00,17:00:00,Schloßplatz,    Evangeliums-Christen-Baptisten Gemeinde Büdingen,Evangeliumsverkündung von Jesus Christus,Versammlung,30,
2023-10-26 00:00:00,15:00:00,17:00:00,Michelberg Ecke Kirchgasse,,"gegen Putins Angriffskrieg, für ein vereintes Europa",Versammlung,30,
2023-10-27 00:00:00,09:00:00,13:00:00,Justizzentrum,,Wir gedenken der Opfer von Polizeigewalt und Justizversagen – Wiesbadener Polizeikessel 17.04.21,Versammlung,50,
2023-10-27 00:00:00,10:30:00,13:30:00,Hauptbahnhof über Mauritiusplatz bis Reisinger Anlage,Gewerkschaft ver.di Hessen Fachbereich Handel,"Einzelhandel Hessen: 5,3 Prozent sind zu wenig - wir brauchen mehr!",Versammlung & Aufzug,500,
2023-10-28 00:00:00,10:00:00,12:00:00,Marktplatz zwischen Marktkirche und Rathaus,Rudergesellschaft Wiesbaden-Biebrich 1888 e.V.,Neubau eines Schulbootshauses am Schiersteiner Hafen,Versammlung,50-100,
2023-10-28 00:00:00,13:45:00,17:00:00,Mauritiusplatz,Activists for the Victims e.V.,Tierrechte / Veganismus              ,Versammlung,10,
2023-10-28 00:00:00,16:00:00,17:30:00,Friedrichstraße Ecke Kirchgasse,Pottershaus Wiesbaden e.V.,Frieden in unfriedlichen Zeiten,Versammlung,20,
2023-11-01 00:00:00,09:45:00,10:45:00,Schlossplatz vor Rathaus,,Keine Kürzungen im Sozialetat 202472025,Aufzug,20,
2023-11-04 00:00:00,16:00:00,20:00:00,Dernsches Gelände,IRH - Islamische Religionsgemeinschaft Hessen,Frieden und Gerechtigkeit im Nahen Osten,Versammlung,1500-2000,
2023-11-08 00:00:00,12:30:00,15:00:00,Kranzplatz,FDS UG,Landwirtschaft vor dem Aus!,Versammlung,50,
2023-11-08 00:00:00,10:30:00,12:00:00,Marktplatz 4- De Laspee Straße- rechts Friedrichstraße-rechts Markstraße-links Mauergasse,Arbeitskreis Stadtkultur Wiesbaden,Drohende Kürzungen im Kulturetat der Stadt Wiesbaden,Aufzug,30,
2023-11-09 00:00:00,12:00:00,16:00:00,Hauptbahnhof Heavy Luggage- auf Friedrich-Ebert-Allee-rechts- auf Wilhelmstraße-links Friedrichstraße-rechts De-Laspee-Straße- links Dernsches Gelände,Verein der Armhara in Deutschland (VAD) e.V.,Menschenrechtsverletzungen in Äthiopien,Versammlung & Aufzug,100,
2023-11-09 00:00:00,15:30:00,17:00:00,Langgasse 21,LeuchtturmARD,Für eine freie und unabhängige Medienberichterstattung,Versammlung,10,
2023-11-09 00:00:00,11:00:00,12:00:00,Bahnhofsstraße 61 bis Bahnhofsvorplatz,"Ver.di Hessen, Fachbereich B",Warnstreik USAG Wiesbaden,Versammlung & Aufzug,70,
2023-11-11 00:00:00,13:00:00,16:30:00,Kirchgasse Ecke Faulbrunnenstraße,Albert Schweitzer Stiftung für unsere Mitwelt,Tierrecht/Massentierhaltung,Versammlung,10,
2023-11-16 00:00:00,14:00:00,16:00:00,Michelsberg Ecke Kirchgasse,,"gegen Putins Angriffskrieg, für ein vereintes Europa",Versammlung, 10-30,
2023-11-18 00:00:00,10:00:00,14:00:00,Langgasse (vor SportScheck Outlet),Ev. Baptistengemeinde Wiesbaden Klarenthal,Verkündigung Jesu Christi,Versammlung,25,
2023-11-22 00:00:00,12:00:00,18:00:00,Platz der Deutschen Einheit,Kinder und Familien haben Rechte,Kinder und Familien haben Rechte,Versammlung,100,
2023-11-23 00:00:00,14:00:00,16:00:00,Michelsberg Ecke Kirchgasse,,"gegen Putins Angriffskrieg, für ein vereintes Europa",Versammlung, 10-30,
2023-11-23 00:00:00,15:30:00,17:00:00,Langgasse 21,LeuchtturmARD,Für eine freie und unabhängige Medienberichterstattung,Versammlung,10,
2023-11-25 00:00:00,14:00:00,17:00:00,	Hauptbahnhof (vor dem LillienCarre)- Kaiser-Friedrich-Ring-rechts Moritzstraße-Rheinstraße-rechts Schwalbacher Straße-links Bleichstraße-rechts Bismarckring-rechts Wellritzstraße-rechts Schwalbacher Str.-rechts Luisenstraße-links Bahnhofsstraße-Marktstraße-rechts Dernsches Gelände,,Spontandemonstration zum Rekordhoch der Femizide,Versammlung & Aufzug,200,
2023-11-25 00:00:00,12:00:00,18:00:00,Wilhelmstraße, Bundesverband Logistik & Verkehr - pro e.V. am 25.11.2023,Demonstration gegen Erhöhung der LKW-Maut zum 01.12.2023,Versammlung & Aufzug,500,
2023-11-30 00:00:00,14:00:00,16:00:00,Michelsberg Ecke Kirchgasse,,"gegen Putins Angriffskrieg, für ein vereintes Europa",Versammlung, 10-30,
2023-11-27 00:00:00,10:30:00,17:00:00,Grabenstraße,ADFC Hessen e.V.,Radverkehrspolitik,Versammlung,20,
2023-12-06 00:00:00,16:00:00,18:00:00,Kranzplatz,,Waffenruhe in Gaza,Versammlung,5,
2023-12-07 00:00:00,15:30:00,17:00:00,Langgasse 21,LeuchtturmARD,Für eine freie und unabhängige Medienberichterstattung,Versammlung, 2-10,
2023-12-07 00:00:00,16:00:00,18:00:00,Kranzplatz,,Waffenruhe in Gaza,Versammlung,5,
2023-12-07 00:00:00,17:00:00,20:00:00,Faulbrunnenplatz,Pottershaus Wiesbaden e. V.,Frieden in unfriedlichen Zeiten,Versammlung,20,
2023-12-08 00:00:00,13:00:00,17:00:00,Michelsberg / Marktstraße,Pottershaus Wiesbaden e. V.,Frieden in unfriedlichen Zeiten,Versammlung,20,
2023-12-08 00:00:00,16:00:00,18:00:00,Kranzplatz,,Waffenruhe in Gaza,Versammlung,5,
2023-12-09 00:00:00,13:00:00,16:00:00,Bereich Kirchgasse Ecke Faulbrunnenstraße,Albert Schweitzer Stiftung für unsere Mitwelt,Tierrecht/Massentierhaltung,Versammlung,10,
2023-12-09 00:00:00,14:00:00,17:00:00,Michelsberg / Marktstraße,Pottershaus Wiesbaden e. V.,Frieden in unfriedlichen Zeiten,Versammlung,20,
2023-12-14 00:00:00,14:00:00,16:00:00,Michelsberg Ecke Kirchgasse,,"gegen Putins Angriffskrieg, für ein vereintes Europa",Versammlung, 10-30,
2023-12-16 00:00:00,09:00:00,20:00:00,Murnaustraße - Mainz Hechtsheim,,"Erhöhung Mautgebühr, CO²-Steuer, Pflanzenschutzmittelverbot",Versammlung & Aufzug,300,
2023-12-16 00:00:00,11:00:00,16:00:00,Kirchgasse 31-33,OAT Wiesbaden,Mahnwache gegen Rechtsruck,Versammlung,15,
2023-12-20 00:00:00,18:00:00,21:00:00,"Stadtplatz Wiesbaden, Bleichstraße",Pride Rebellion,Transfeindliche Attacken bleiben nicht unbeantwortet!,Versammlung,40,
2023-12-21 00:00:00,15:30:00,17:00:00,Langgasse 21,LeuchtturmARD,Für eine freie und unabhängige Medienberichterstattung,Versammlung, 2-10,
2023-12-21 00:00:00,18:30:00,20:00:00,Festplatz Gibber Kerb,Peta Streetteam Rhein Main,Aufklärung Tiere im Circus,Versammlung,15,
2023-12-21 00:00:00,14:00:00,16:00:00,Michelsberg Ecke Kirchgasse,,"gegen Putins Angriffskrieg, für ein vereintes Europa",Versammlung, 10-30,
2023-12-22 00:00:00,14:00:00,15:30:00,Tannhäuser Straße Ecke Grundweg,Animal Rebellion,Tiere raus aus dem Zirkus,Versammlung, 3-8 ,
2023-12-23 00:00:00,10:00:00,14:00:00,Langgasse vor SportScheckOutlet,Ev. Baptistengemeinde Wiesbaden Klarenthal,Verkündigung Jesu Christi,Versammlung,25,
2023-12-23 00:00:00,11:00:00,16:00:00,Kirchgasse 35,OAT Wiesbaden,Mahnwache gegen Rechtsruck,Versammlung,15,
2023-12-23 00:00:00,14:00:00,15.30,Festplatz Gibber Kerb,Peta Streetteam Rhein Main,Tiere gehören nicht in den Zirkus,Versammlung,10,
2023-12-27 00:00:00,14:00:00,15:30:00,Festplatz Gibber Kerb,,gegen Tiere im Zirkus,Versammlung,20,
2023-12-28 00:00:00,14:00:00,15:00:00,Festplatz Gibber Kerb,,gegen Tiere im Zirkus,Versammlung,20,
2023-12-29 00:00:00,14:00:00,15:30:00,Grundweg gegenüber Festplatz,    Vegan Dreamland Aktivismus,    Gegen die Ausbeutung und Versklavung von nichtmenschlichen Tieren insbesondere für Unterhaltungszwecke,Versammlung,15-20,
2023-12-29 00:00:00,18:30:00,20:00:00,Festplatz Gibber Kerb,,gegen Tiere im Zirkus,Versammlung,20,
2023-12-30 00:00:00,18:30:00,20:00:00,Festplatz Gibber Kerb,,gegen Tiere im Zirkus,Versammlung,20,
