Lfd. Nr. ,Datum der Vers,Uhrzeit der Vers,Ort der Vers,Thema der Versammlung,Datum der Anmeldung,Unnamed: 6,Unnamed: 7
191.0,2022-05-01 00:00:00,10.00-14.00,Alter Markt,"Maikundgebung ""GeMAInsam Zukunft gestalten""",2022-04-22 00:00:00,1000,250
192.0,2022-04-25 00:00:00,17.00-19.00,Alter Markt,Recht auf Leben und Selbstbestimmung,2022-04-25 00:00:00,1 00,20
193.0,2022-04-30 00:00:00,15:00-16:30,Lothar-Kressig-Straße,Recht auf Leben und Selbstbestimmung,2022-04-25 00:00:00,40,25
194.0,2022-04-30 00:00:00,14.00-16.00,Haltestelle Alter Markt,Eure Krise zahlen wir nicht,2022-04-25 00:00:00,30,25
195.0,2022-05-02 00:00:00,17:00-19:00,Alter Markt,Recht auf Leben und Selbstbestimmung,2022-04-26 00:00:00,100,15
196.0,2022-05-02 00:00:00,13.00-16-00,O.v.G. (Magado),Kampftag der Erwerbslosen 2. MAI,2022-04-26 00:00:00,20,15
197.0,2022-05-21 00:00:00,14.00-17.00,Aufzug,Wir zahlen nicht für eure Krise,2022-04-26 00:00:00,150,6
198.0,2022-05-03 00:00:00,08.00-11.00,Leiterstraße,Warnstreik der Beschäftigten der Deutschen Telekom,2022-04-29 00:00:00,180,100
199.0,2022-05-07 00:00:00,15.00-16-30,Lothar-Kressig-Straße,Recht auf Leben und Selbstbestimmung,2022-05-02 00:00:00,40,20
200.0,2022-05-06 00:00:00,12.00-16.00,"Breiter Weg, Ecke Alter Markt",Wahlkampfveranstaltung / OB Stichwahl,2022-05-02 00:00:00,30,30
201.0,2022-05-07 00:00:00,14.00-15.30,Domportal,FRIEDENsVersammlung,2022-05-02 00:00:00,50,10
202.0,2022-05-14 00:00:00,14.00-15.30,Domportal,FRIEDENsVersammlung,2022-05-02 00:00:00,50,15
203.0,2022-05-21 00:00:00,14.00-15.30,Domportal,FRIEDENsVersammlung,2022-05-02 00:00:00,50,7
204.0,2022-05-28 00:00:00,14.00-15.30,Domportal,FRIEDENsVersammlung,2022-05-02 00:00:00,50,20
205.0,2022-06-14 00:00:00,16.00-17.00,Liebknechtstraße 65,Gedenkveranstaltung der Frauen des ehemaligen Frauen-KZ,2022-05-02 00:00:00,30,
206.0,2022-05-08 00:00:00,15.00-16.00,Nordfriedhof,Stilles Gedenken zum Tag der Befreiung vom Nationalsozialismus,2022-05-02 00:00:00,50,20
207.0,2022-05-08 00:00:00,10.00-11.00,Nordfriedhof," Die ""Initiative FÜR FRIEDEN - Magdeburg",2022-05-02 00:00:00,50,15
208.0,2022-05-06 00:00:00,14.00-15.30,Domplatz,Kunstprojekt für unsere Demokratie,2022-05-03 00:00:00,15,10
209.0,2022-05-11 00:00:00,08.30-09-30,Domplatz,Medizinische Grundversorgung ,2022-05-03 00:00:00,10,10
210.0,2022-05-07 00:00:00,17.00-20.00,Aufzug,Polizeigewalt,2022-05-04 00:00:00,100,100
211.0,2022-05-12 00:00:00,17.00-18-00,Domportal,Stille Mahnwache angesichts des Krieges in der Ukraine,2022-05-04 00:00:00,50,40
212.0,2022-05-14 00:00:00,10.00-17.00,Goldschmiedebrücke/Breiter Weg,Welt-Falun-Dafa Tag 2022 ,2022-05-04 00:00:00,12,10
213.0,2022-05-09 00:00:00,17.00-19.00,Alter Markt,Recht auf Leben und Selbstbestimmung,2022-05-05 00:00:00,100,15
214.0,2022-05-11 00:00:00,16.00-17.00,Tosten-Lamprecht-Weg Ecke Brücke am Wasserfall,Gedenken an Torsten Lamprecht,2022-05-05 00:00:00,25,20
215.0,2022-05-10 00:00:00,08.00-11.00,Leiterstraße,Warnstreik der Beschäftigten der Deutschen Telekom,2022-05-06 00:00:00,180,100
216.0,2022-05-06 00:00:00,15.30-18-00,Haltestelle Alter Markt,Aktion von Fridays for Future Magdeburg für ein Öl- und Gasembargo,2022-05-06 00:00:00,20,20
217.0,2022-06-22 00:00:00,09.30-15-00,Aufzug/Kundgebung,Gesundheitsministerkonferenz 2022,2022-05-05 00:00:00,1500,
218.0,2022-05-14 00:00:00,15.00-16.30,Lothar-Kressig-Straße,Recht auf Leben und Selbstbestimmung,2022-05-09 00:00:00,40,20
219.0,2022-05-20 00:00:00,13.30-17.00,Aufzug,Menschenrechtsverletzungen in der Psychatrie,2022-05-06 00:00:00,200,85
220.0,2022-05-20 00:00:00,12.00-15.00,Hasselbachplatz,"Aktionstag ""Feminismus""",2022-05-10 00:00:00,30,30
221.0,2022-05-16 00:00:00,17.00-19.00,Alter Markt,Recht auf Leben und Selbstbestimmung,2022-05-11 00:00:00,100,60
222.0,2022-05-14 00:00:00,12.00-18.00,Kundgebungen,Wir zahlen nicht für eure Krise,2022-05-09 00:00:00,30,30
223.0,2022-05-21 00:00:00,12.00-14.00,Goldschmiedebrücke,Greenpeace gegen Beimischung von Biokraftstoffen,2022-05-12 00:00:00,3,k.A.
224.0,2022-05-21 00:00:00,15.00-16.30,Lothar-Kressig-Straße,Recht auf Leben und Selbstbestimmung,2022-05-15 00:00:00,40,10
225.0,2022-05-28 00:00:00,14.00-16.00,"Breiter Weg, MVB-Häuschen",Friedenskundgebung,2022-05-15 00:00:00,100,
226.0,2022-05-23 00:00:00,18.00-20.00,Alter Markt,Recht auf Leben und Selbstbestimmung ,2022-05-16 00:00:00,100,
227.0,2022-06-01 00:00:00,15.00-17.00,Aufzug,Ich Pflanz dir eine - für ein klimabewussteres Handeln und ein Fahrradfreundliches Magdeburg,2022-05-17 00:00:00,500,300
228.0,2022-06-04 00:00:00,15.00-16.30,Lothar-Kreyssig-Straße,Recht auf Leben in Selbstbestimmung,2022-05-23 00:00:00,40,8
229.0,2022-05-27 00:00:00,17.00-19.00,"Breiter Weg,                     Alter Markt",Kunstprojekt für unsere Demokratie,2022-05-23 00:00:00,15,10
230.0,2022-06-17 00:00:00,18.00-20.30,Thiemplatz,Sozialismus JA! Aber wie? Was lernen wir aus der widersprüchlichen Geschichte der DDR?,2022-05-24 00:00:00,25,25
231.0,2022-05-30 00:00:00,18.00-20.00,Aufzug,Recht auf Leben und Selbstbestimmung,2022-05-24 00:00:00,150,98
232.0,2022-05-26 00:00:00,13.30-18.00,Alter Markt,Feministischer Frauentag,2022-05-24 00:00:00,15,15
233.0,2022-06-05 00:00:00,14.00-18.00,Goethestraße,Pavel bleibt! Jugend braucht Freiraum,2022-05-25 00:00:00,30,30
234.0,2022-06-06 00:00:00,18.00-20.00,"Aufzug, Alter Markt",Recht auf Leben und Selbstbestimmung,2022-05-30 00:00:00,150,75
235.0,2022-06-04 00:00:00,15.00-16-30,Aufzug,FRIEDENsVersammlung,2022-05-31 00:00:00,80,15
236.0,2022-06-04 00:00:00,10.00-17.00,Goldschmiedebrücke,"Gesundheit durch Falun Dafa weltweit, Orgaanraub in China",2022-05-31 00:00:00,10,k.A.
237.0,2022-06-24 00:00:00,09.00-12.00,Lothar-Kressig-Straße,Gedenken an die Ermordung Walther Rathenaus,2022-05-30 00:00:00,50,17
238.0,2022-06-04 00:00:00,15.00-17.00,Aufzug,"345. Friedensweg, Protest gegen die militärische Nutzung der Colbitz-Letzlinger Heide",2022-05-31 00:00:00,50,19
239.0,2022-06-15 00:00:00,16.00-22.00,Klosterbergegarten,"""Klima. Gerechtigkeit? Krise!"" Nachhaltige Kulturveranstaltungen",2022-06-01 00:00:00,100,20
240.0,2022-06-23 00:00:00,08.00-10.00,Vor dem Landtag,A13/E13 für Grundschullehrkräfte,2022-06-01 00:00:00,50,12
241.0,2022-06-13 00:00:00,18.00-20.00,Aufzug,Recht auf Leben und Selbstbestimmung,2022-06-07 00:00:00,150,90
242.0,2022-06-18 00:00:00,15.0016.30,Lothar-Kressig-Straße,Recht auf Leben in Selbstbestimmung,2022-06-05 00:00:00,40,20
243.0,2022-06-11 00:00:00,11.00-13.00,Willy-Brandt-Platz,FRIEDENsVersammlung,2022-06-09 00:00:00,60,55
244.0,2022-06-20 00:00:00,10.00-12.00,Ambrosiusplatz,Weltflüchtlingstag 2022,2022-06-13 00:00:00,5,
245.0,2022-06-21 00:00:00,10.00-12.00,Ambrosiusplatz,AWO-Aktionswochen Demokratieförderung und Vielfalt,2022-06-13 00:00:00,5,k.A.
246.0,2022-06-30 00:00:00,15.00-18.00,Olvenstedter Platz,Energiepreisstoppkampagne DKP Auftaktkundgebung,2022-06-13 00:00:00,9,k.A.
247.0,2022-06-20 00:00:00,10.00-12.00,Hasselbachplatz,Engagement ist bunt,2022-06-14 00:00:00,15,K.A.
248.0,2022-06-20 00:00:00,18.00-20.00,Aufzug,Recht auf Leben und Selbstbestimmung,2022-06-14 00:00:00,150,65
249.0,2022-06-18 00:00:00,16.00-18.00,Haltestelle Alter Markt,Gegen den Krieg in der Ukraine,2022-06-14 00:00:00,100,31
250.0,2022-06-23 00:00:00,15.30-22.00,Hasselbachplatz,Für mehr gegenseitiges Verständnis Austausch und Dialog am Hassel fördern,2022-06-15 00:00:00,10,K.A.
251.0,2022-06-23 00:00:00,11.30-13.30,Herrenkrug Hotel,Medizinische Grundversorgung,2022-06-17 00:00:00,20,#
252.0,2022-06-25 00:00:00,15.00-16.30,Lothar-Kressig-Straße,Recht auf Leben in Selbstbestimmung,2022-06-19 00:00:00,40,
253.0,2022-06-18 00:00:00,15.02-16.35,Breiter Weg - Haltestelle Alter Markt,K.A.,-,-,20
254.0,2022-01-31 00:00:00,18.00-19.30,-,Coronaspaziergang,-,,700
255.0,2022-02-07 00:00:00,18.00-20.00,-,Coronaspaziergang,-,,850
256.0,2022-04-04 00:00:00,18.15.20.30,-,Coronaspaziergang,-,,400
257.0,2022-06-27 00:00:00,18.00-20.30,Aufzug,Recht auf Leben und Selbstbestimmung,2022-06-21 00:00:00,150,80
258.0,2022-06-25 00:00:00,11.00-15.00,Breiter Weg,Erhalt der christlichen Werte in unserer Gesellschaft,2022-06-21 00:00:00,10,k.A.
259.0,2022-07-08 00:00:00,10.00-13.30,Alter Markt,Mahnwache zum Mayors for Peace-Tag,2022-06-22 00:00:00,10,k.A.
260.0,2022-06-24 00:00:00,14.00-18.00,Ulrichsplatz,2 Jahre Corona auch Ungeimpfte Haben Ihren Beitrag geleistet.,2022-06-23 00:00:00,50,30
261.0,2022-07-02 00:00:00,15.00-16.30,Lothar-Kressig-Straße,Recht auf Leben in Selbstbestimmung,2022-06-26 00:00:00,40,11
262.0,2022-06-30 00:00:00,13.00-17.00,Alter Markt,OB Wahl Simone Borris; Gegenkundgebung zu ihrer Amtseinführung,2022-06-27 00:00:00,15,k.A.
263.0,2022-06-29 00:00:00,10.00-12.30,Aufzug,Inklusion rockt und rollt,2022-06-28 00:00:00,30,22
264.0,2022-07-04 00:00:00,18.00-20.30,Aufzug,Recht auf Leben und Selbstbestimmung,2022-06-29 00:00:00,150,110
265.0,2022-07-01 00:00:00,16.00-19.00,Haltestelle Alter Markt,Start unserer Klimakampagne,2022-06-30 00:00:00,15,k.A.
266.0,2022-07-09 00:00:00,15.00-16.30,Lothar-Kressig-Straße,Recht auf Leben in Selbstbestimmung,2022-07-03 00:00:00,40,k.A.
267.0,2022-07-08 00:00:00,11.00-13.30,Am Krökentor 1,Arbeitsbedingungen Lehrkräfte,2022-06-17 00:00:00,4,
268.0,2022-08-20 00:00:00,13.00-13.30,Aufzug,CSD Magdeburg 2022,2022-06-30 00:00:00,999,8000
269.0,2022-07-08 00:00:00,07.00-12.00,Otto-von-Guericke-Straße (MVB),Tarifrunde TV-N 2022,2022-07-05 00:00:00,300,40
270.0,2022-07-11 00:00:00,18.00-20.30,Aufzug,Recht auf Leben in Frieden und Selbstbestimmung,2022-07-07 00:00:00,150,140
271.0,2022-07-09 00:00:00,14.00-16.00,Breiter Weg (Haltestelle Alter Markt),KAMPFKULTUR - ALLE NACH MAINZ,2022-07-06 00:00:00,10,
272.0,2022-07-16 00:00:00,15.00-16.30,Lothar-Kressig-Straße,Recht auf Leben in Selbstbestimmung,2022-07-11 00:00:00,40,10
273.0,2022-08-05 00:00:00,16.00-18.00,Alter Markt,Eröffnung CSD-Wochen,2022-07-11 00:00:00,60,100
274.0,2022-07-13 00:00:00,03.00-24.00,Breiter Weg (MVB),Tarifrunde TV-N 2022,2022-07-11 00:00:00,50,50
275.0,2022-07-18 00:00:00,18.00-20.30,Aufzug,Recht auf Leben und Selbstbestimmung,2022-07-13 00:00:00,150,110
276.0,2022-07-30 00:00:00,10.00-17.00,Goldschmiedebrücke,"Gesundheit durch Falun Dafa weltweit, Organraub in China",2022-07-15 00:00:00,10,
277.0,2022-07-22 00:00:00,17.30-18.30,Hasselbachplatz,In Gedenken an die Opfer des rechten Anschlags in München vor dem OEZ vom 22.7.16.,2022-07-14 00:00:00,50,20
278.0,2022-08-01 00:00:00,09.30-12.30,Alter Markt,Aktion für eine demokratische Zivilgesellschaft und Förderung der Vielfalt Bürgerschaftlichen Engagements in Magdeburg,2022-07-15 00:00:00,50,14
279.0,2022-07-23 00:00:00,15.00-16.30,Lothar-Kreyssig-Straße,Recht auf Leben in Selbstbestimmung,2022-07-18 00:00:00,40,7
280.0,2022-07-21 00:00:00,17.00-21.00,Hasselbachplatz,Kundgebung gegen Rechts,2022-07-19 00:00:00,30,14
281.0,2022-07-25 00:00:00,18.00-20.30,Aufzug,Recht auf Leben und Selbstbestimmung,2022-07-19 00:00:00,150,75
282.0,2022-08-05 00:00:00,16.00-18.00,Alter Markt,Flaggenhissen vorm Rathaus und CSD Eröffnung,2022-07-21 00:00:00,100,100
283.0,2022-08-30 00:00:00,16.00-18.00,Breiter Weg,Gleiche Rechte für Alle,2022-07-26 00:00:00,150,200
284.0,2022-08-01 00:00:00,18.00-20.30,Aufzug,Recht auf Leben und Selbstbestimmung,2022-07-26 00:00:00,150,93
285.0,2022-08-09 00:00:00,11.00-11.45,Alter Markt,Gedenkfeier zum Hiroshima- und Nagasaki-Tag,2022-07-26 00:00:00,30,50
286.0,2022-08-09 00:00:00,12.00-16.00,Ernst-Reuter-Allee/ Breiter Weg,Mahnwache zum Hiroshima- und Nagasaki-Tag,2022-07-26 00:00:00,10,10
287.0,2022-07-30 00:00:00,16.00-19.00,Domplatz,30. Jubiläum Landesamt für Verfassungsschutz,2022-07-22 00:00:00,30,14
288.0,2022-08-06 00:00:00,15.00-17.00,Ernst-Reuter-Allee/ Breiter Weg,Hiroshima-Tag,2022-07-26 00:00:00,50,16
289.0,2022-08-18 00:00:00,15.00-17.30,Sternbrücke (Stadtparkseite),Gegen die Bebauung der der Rotehorninsel,2022-08-01 00:00:00,7,K.A.
290.0,2022-07-30 00:00:00,15.00-17-00,Neustädter Platz,Kundgebubg gegen Rechts,2022-07-18 00:00:00,30,13
291.0,2022-08-01 00:00:00,17.00-18.30,Breiter Weg,Montagskundgebung,2022-07-28 00:00:00,10,10
292.0,2022-09-10 00:00:00,15.00-21.00,Sternbrücke (Stadtparkseite),Gegen die Bebauung der der Rotehorninsel,2022-08-01 00:00:00,15,k.A.
293.0,2022-09-03 00:00:00,15.00-16.30,Lothar-Kressig-Straße,Recht auf Leben in Selbstbestimmung,2022-07-27 00:00:00,40,
294.0,2022-08-08 00:00:00,18.00-20.30,Aufzug,Recht auf Leben und Selbstbestimmung,2022-08-02 00:00:00,150,115
295.0,2022-09-05 00:00:00,18.00-22.00,Domplatz,"Preisexplosion stoppen – für Frieden, Freiheit und Wohlstand!",2022-08-03 00:00:00,300,2600
296.0,2022-09-05 00:00:00,17.00-18.30,Breiter Weg (MVB),Montagskundgebung,2022-08-05 00:00:00,15,80
297.0,2022-09-09 00:00:00,08.45-10.00,Hegelstraße 40-42,#GoodPlayFairPay: Faire Honorare f. freischaffende Musiker,2022-08-07 00:00:00,20,25
298.0,2022-08-23 00:00:00,11.00-16.00,Aufzug,Ohne Kerosin nach Berlin – Fahrradprotesttour für Klimaschutz und Verkehrswende,2022-08-01 00:00:00,70,
299.0,2022-08-24 00:00:00,10.30-17.30,Aufzug,Ohne Kerosin nach Berlin – Fahrradprotesttour für Klimaschutz und Verkehrswende,2022-08-01 00:00:00,70,
300.0,2022-09-01 00:00:00,16.30-17.30,Friedensplatz,Für den Frieden! Gegen einen neuen Rüstungswettlauf! Die Waffen müssen endlich schweigen!,2022-08-05 00:00:00,50,40
301.0,2022-08-15 00:00:00,18.00-20.30,Aufzug,Recht auf Leben und Selbstbestimmung,2022-08-09 00:00:00,150,115
302.0,2022-08-27 00:00:00,14.00-16.00,Ulrichsplatz,Greenpeace gegen die Zerstörung des Amazonas,2022-08-11 00:00:00,4,k.A.
303.0,2022-08-16 00:00:00,16.00-16.30,Hektorweg,"Gedenken an Rick L, Todesopfer Rechter Gewalt",2022-08-15 00:00:00,15,9
304.0,2022-08-22 00:00:00,19.00-20.30,Aufzug,Recht auf Leben und Selbstbestimmung,2022-08-16 00:00:00,150,146
305.0,2022-08-20 00:00:00,11.00-19.00,Breiter Weg 20,"Queer, selbstbestimmt, grün-selbstbestimmt vereint",2022-08-15 00:00:00,15,20
306.0,2022-08-26 00:00:00,"12.00,15.00",Aufzug,Gesicht zeigen für eine öko-soziale Mobilitätswende,2022-08-17 00:00:00,500,135
307.0,2022-08-20 00:00:00,14.00-15.30,Haltestelle Alter Markt,"WIDERSTAND IST PFLICHT - KAMPFKULTUR!""",2022-08-17 00:00:00,10,13
308.0,2022-09-23 00:00:00,15.00-22.00,Aufzug,Klimagerechtigkeit,2022-08-18 00:00:00,750,300
309.0,2022-08-22 00:00:00,17.00-20.00,Goldschmiedebrücke,Kundgebung gegen Rechts,2022-08-20 00:00:00,30,17
310.0,2022-08-25 00:00:00,17.00-20.00,Olvenstedter Platz,Kundgebung gegen Rechts,2022-08-20 00:00:00,30,8
311.0,2022-09-02 00:00:00,18.00-22.00,Aufzug,Demonstration gegen Rechts,2022-08-20 00:00:00,200,150
312.0,2022-08-15 00:00:00,19.30-21.15,Autokorso,-,-,-,14
313.0,2022-09-03 00:00:00,10.00-18.00,Aufzug,Klassenkampf statt Kampfkultur,2022-08-17 00:00:00,50,135
314.0,2022-08-25 00:00:00,16.00-18.00,Festung Mark,Heißer Herbst,2022-08-23 00:00:00,100,
315.0,2022-08-26 00:00:00,10.00-17.00,Otto-von-Guericke-Straße,Streiklokal Tarifrunde TV-N 2022 – Warnstreik  ,2022-08-23 00:00:00,200,70
316.0,2022-08-27 00:00:00,14.00-15.00,Domportal,FRIEDENsVersammlung,2022-08-24 00:00:00,60,15
317.0,2022-09-01 00:00:00,16.00-17.00,Friedensbrücke,FRIEDENsVersammlung,2022-08-24 00:00:00,5,k.A.
318.0,2022-08-25 00:00:00,15.30-16.30,Walther-Rathenau-Straße,FRIEDENsVersammlung,2022-08-24 00:00:00,3,
319.0,2022-09-05 00:00:00,17.00-17.50,Breiter Weg,FRIEDENsVersammlung,2022-08-24 00:00:00,3,
320.0,2022-09-02 00:00:00,16.00-22.00,Gardeleger Straße 16,WIDERSTAND IST PFLICHT - KAMPFKULTUR!,2022-08-24 00:00:00,30,21
321.0,2022-08-29 00:00:00,18.00-20.30,Aufzug,Recht auf Leben und Selbstbestimmung,2022-08-24 00:00:00,150,190
322.0,2022-08-31 00:00:00,09.00-09.30,Domplatz,Medizinische Grundversorgung,2022-08-28 00:00:00,10,k.A.
323.0,2022-09-05 00:00:00,17.00-18.30,Aufzug,Recht auf Leben und Selbstbestimmung,2022-08-30 00:00:00,200,300
324.0,2022-09-01 00:00:00,16.30-18.00,Friedensplatz,Friedensversammlung,2022-08-31 00:00:00,6,5
325.0,2022-09-08 00:00:00,11.00-13.30,Domplatz,"Eltern-Kind-Entfremdung, Kampagne ""Genug Tränen""",2022-08-30 00:00:00,4,4
326.0,2022-09-03 00:00:00,10.00-20.00,Konrad-Adenauer-Platz,Energiepreisstopp Kampagne,2022-09-02 00:00:00,20,65
327.0,2022-10-19 00:00:00,13.00-19.00,Domplatz,KiFög – Personelle Situation in den Kitas und Horten,2022-09-01 00:00:00,30,20
328.0,2022-09-04 00:00:00,17.00-18.00,Hasselbachplatz,"Ermordung des trans*Mannes Malte auf dem CSD in Münster, Gedenken",2022-09-02 00:00:00,20,20
329.0,2022-09-10 00:00:00,15.00-16.30,Lothar-Kreyssig-Straße,Recht auf Leben in Selbstbestimmmung,2022-09-04 00:00:00,40,11
330.0,2022-10-15 00:00:00,12.00-17.00,Erhard-Hübner-Platz,Aufklärung zu moderner Sklaverei und Menschenhandel,2022-09-05 00:00:00,5,2
331.0,2022-09-18 00:00:00,14.00-17.00,Aufzug,Fahrrad DEMO - Zeit fürs Rad!,2022-09-05 00:00:00,2000,
332.0,2022-09-15 00:00:00,16.00-20.00,Am Blauen Bock,Energiepreisstopp Kampagne,2022-09-05 00:00:00,20,15
333.0,2022-09-12 00:00:00,16.00-19.00,Breiter Weg/ Ernst-Reuter-Allee,"Protest gegen Sozialabbau, Energiepolitik, Kriegspolitik der Bundesregierung",2022-09-06 00:00:00,60,4
334.0,2022-09-19 00:00:00,16.00-19.00,Breiter Weg/ Ernst-Reuter-Allee,"Protest gegen Sozialabbau, Energiepolitik, Kriegspolitik der Bundesregierung",2022-09-06 00:00:00,60,5
335.0,2022-09-26 00:00:00,16.00-19.00,Breiter Weg/ Ernst-Reuter-Allee,"Protest gegen Sozialabbau, Energiepolitik, Kriegspolitik der Bundesregierung",2022-09-06 00:00:00,60,5
336.0,2022-10-13 00:00:00,14.30-19.00,Domplatz,A13/E13 für Grundschullehrkräfte,2022-09-06 00:00:00,2000,350
337.0,2022-09-12 00:00:00,18.00-20.30,Aufzug,Recht auf Leben und Selbstbestimmung,2022-09-06 00:00:00,200,2060
338.0,2022-09-14 00:00:00,14.00-17.00,Breiter Weg,Aufenthaltsqualität in der Innenstadt schaffen!,2022-09-02 00:00:00,20,K.A.
339.0,2022-10-01 00:00:00,14.00-16.00,Breiter Weg/ Ernst-Reuter-Allee,"Protest gegen Sozialabbau, Energiepolitik, Kriegspolitik der Bundesregierung",2022-09-08 00:00:00,60,2
340.0,2022-09-27 00:00:00,17.00-18.30,Hasselbachplatz,Gedenken Farid Boukhit,2022-09-08 00:00:00,30,17
341.0,2022-10-03 00:00:00,18.00-22.00,Domplatz,"Preisexplosion stoppen – für Frieden, Freiheit und Wohlstand!",2022-09-12 00:00:00,500,2500
342.0,2022-09-24 00:00:00,15.00-16.30,Lothar-Kressig-Straße,Recht auf Leben in Selbstbestimmung,2022-09-12 00:00:00,40,7
343.0,2022-09-16 00:00:00,14.00-19.00,Breiter Weg,Parking Day / Verkehrswende / Radverkehr voran bringen,2022-09-13 00:00:00,30,12
344.0,2022-09-27 00:00:00,17.00-19.00,Willy-Brandt-Platz,Preise rauf? - Deckel drauf! Gerecht durch die Kriese!,2022-09-13 00:00:00,500,142
345.0,2022-09-19 00:00:00,18.00-20.00,Aufzug,"Preisexplosion stoppen – für Frieden, Freiheit und Wohlstand!",2022-09-12 00:00:00,500,2200
346.0,2022-09-18 00:00:00,13.00-15.00,Petriförder,Für eine soziale und ökologische Kriesenlösung,2022-09-13 00:00:00,15,14
347.0,2022-09-19 00:00:00,18.00-21.00,Aufzug,Recht auf Leben und Selbstbestimmung,2022-09-14 00:00:00,1500,550
348.0,2022-09-26 00:00:00,18..0-20.00,Aufzug,"Preisexplosion stoppen – für Frieden, Freiheit und Wohlstand!",2022-09-14 00:00:00,1000,2200
349.0,2022-09-19 00:00:00,17.30-20.00,Ernst-Reuter-Allee 26,Es Reicht. Protestieren statt frieren,2022-09-14 00:00:00,50,81
350.0,2022-09-20 00:00:00,14.00-17.00,Aufzug,Kinderrechte eine Demo durch Stadtfeld ,2022-09-15 00:00:00,120,153
351.0,2022-09-26 00:00:00,17.30-20.30,Autokorso,Autokorso trittft Spaziergang,2022-09-15 00:00:00,300,
352.0,2022-10-03 00:00:00,18.00-19.30,Breiter Weg,Montagskundgebung,2022-09-19 00:00:00,100,30
353.0,2022-10-10 00:00:00,18.00-20.00,Domplatz,"Preisexplosion stoppen – für Frieden, Freiheit und Wohlstand!",2022-09-20 00:00:00,1000,950
354.0,2022-10-17 00:00:00,18.00-20.00,Domplatz,"Preisexplosion stoppen – für Frieden, Freiheit und Wohlstand!",2022-09-20 00:00:00,1000,950
355.0,2022-10-24 00:00:00,18.00-20.00,Domplatz,"Preisexplosion stoppen – für Frieden, Freiheit und Wohlstand!",2022-09-20 00:00:00,1000,880
356.0,2022-10-31 00:00:00,18.00-20.00,Domplatz,"Preisexplosion stoppen – für Frieden, Freiheit und Wohlstand!",2022-09-20 00:00:00,1000,450
357.0,2022-11-07 00:00:00,18.00-20.00,Domplatz,"Preisexplosion stoppen – für Frieden, Freiheit und Wohlstand!",2022-09-20 00:00:00,1000,650
358.0,2022-11-14 00:00:00,18.00-20.00,Domplatz,"Preisexplosion stoppen – für Frieden, Freiheit und Wohlstand!",2022-09-20 00:00:00,1000,670
359.0,2022-11-21 00:00:00,18.00-20.00,Domplatz,"Preisexplosion stoppen – für Frieden, Freiheit und Wohlstand!",2022-09-20 00:00:00,1000,360
360.0,2022-11-28 00:00:00,18.00-20.00,Domplatz,"Preisexplosion stoppen – für Frieden, Freiheit und Wohlstand!",2022-09-20 00:00:00,1000,400
361.0,2022-12-05 00:00:00,18.00-20.00,Domplatz,"Preisexplosion stoppen – für Frieden, Freiheit und Wohlstand!",2022-09-20 00:00:00,1000,0
362.0,2022-12-12 00:00:00,18.00-20.00,Domplatz,"Preisexplosion stoppen – für Frieden, Freiheit und Wohlstand!",2022-09-20 00:00:00,1000,120
363.0,2022-12-19 00:00:00,18.00-20.00,Domplatz,"Preisexplosion stoppen – für Frieden, Freiheit und Wohlstand!",2022-09-20 00:00:00,1000,70
364.0,2022-09-26 00:00:00,18.00-20.30,Aufzug,Recht auf Leben und Selbstbestimmung,2022-09-26 00:00:00,1000,300
365.0,2022-10-11 00:00:00,18.00-21.00,Aufzug,Für eine soziale und ökologische Krisenlösung,2022-09-20 00:00:00,500,180
366.0,2022-09-26 00:00:00,17.15-20.00,Walther-Rathenau-Straße 33b,Gegen Energieumlage! Für eine Übergewinnsteuer!,2022-09-21 00:00:00,30,75
367.0,2022-10-01 00:00:00,15.00-16.30,Lothar-Kressig-Straße,Recht auf Leben in Selbstbestimmung,2022-09-25 00:00:00,40,8
368.0,2022-10-01 00:00:00,15.00-17.00,"Breiter Weg Haltestelle ""Alter Markt""",aktuellen Lage im Iran ,2022-09-25 00:00:00,150,130
369.0,2022-10-03 00:00:00,17.30-23.00,Domplatz,Gegenveranstaltung zur Montagsdemonstration,2022-09-25 00:00:00,100,55
370.0,2022-10-03 00:00:00,17.00-19.00,Aufzug,Die unverzeihlichen Menschenrechtsverletzungen und Die Solidarität mit Menschen im Iran,2022-09-27 00:00:00,137,
371.0,2022-10-03 00:00:00,18.00-20.00,Aufzug,Recht auf Leben und Selbstbestimmung,2022-09-27 00:00:00,1000,200
372.0,2022-10-03 00:00:00,17.30-19.30,Kundgebungen,Kunstprojekt für unsere Demokratie ,2022-07-27 00:00:00,15,9
373.0,2022-10-02 00:00:00,18.30-20.30,Hasselbachplatz,Gemeinsames Gedenken an Jina Amini,2022-09-28 00:00:00,9,60
374.0,2022-10-03 00:00:00,14.00-17.00,Aufzug,Ohne Selbstbestimmung nur Krieg und Krise,2022-09-28 00:00:00,60,71
375.0,2022-10-03 00:00:00,17.00-18.00,"Breiter Weg Haltestelle ""Alter Markt""","Protest gegen Sozialabbau, Energiepolitik, Kriegspolitik der Bundesregierung",2022-09-28 00:00:00,6,6
376.0,2022-10-10 00:00:00,17.00-19.00,"Breiter Weg Haltestelle ""Alter Markt""","Protest gegen Sozialabbau, Energiepolitik, Kriegspolitik der Bundesregierung",2022-09-28 00:00:00,6,5
