Unnamed: 0,Unnamed: 1,Unnamed: 2,Versammlungen 2022,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Datum,Beginn,Ende,Thema,Ort,Aufzug,Teilnehmende,Absage
2022-01-03 00:00:00,18:00:00,19:00:00,Montagsdemo gegen Hartz IV und Sozialabbau,Marktplatz,,50,
2022-01-04 00:00:00,17:00:00,18:15:00,"Stille Mahnwache für Frieden, Demokratie und Menschenrechte",Schlossplatz Durlach,,8,
2022-01-08 00:00:00,14:00:00,17:30:00,Bürgerbewegung Karlsruhe steht auf. Karlsruhe geht spazieren! Gegen Zwang jeglicher Art!,Platz der Menschenrechte - Brauerstraße – Reinhold-Frank-Straße – Amalienstraße - Kaiserstraße – Ritterstraße – Erbprinzenstraße – Waldstraße – Karlstraße – Jollystraße - Klauprechtstraße – Brauerstraße - Platz der Menschenrechte,x,750,
2022-01-13 00:00:00,14:00:00,17:00:00,Catcalls of Karlsruhe kreiden an,mehrere Örtlichkeiten,,2,
2022-01-14 00:00:00,16:00:00,20:00:00,Eilversammlung Fridays for Future zu EU Taxonomie ,Marktplatz,,50,
2022-01-14 00:00:00,17:30:00,20:00:00, Ende aller Pandemiemaßnahmen,Stephanplatz,,200,
2022-01-15 00:00:00,17:45:00,18:15:00,"Lichterkette für Corona-Schutzmaßnahmen ""Weiße"" setzten Zeichen - Mitarbeitende im Gesundheitswesen rütteln auf!",Kaiserstraße ,,600,
2022-01-17 00:00:00,17:45:00,22:00:00,Reptilien gegen Schwurbel,Platz der Grundrechte,,5,
2022-01-17 00:00:00,17:45:00,22:00:00,Karlsruhe - Hand in Hand gegen Verschwörungstheorien und Rechte Hetze,Marktplatz,,300,
2022-01-18 00:00:00,11:30:00,13:30:00,Kurze Filmaufnahme zur Tarifrunde Öffentliche Banken,Platz der Grundrechte,,10,
2022-01-21 00:00:00,15:00:00,18:00:00,Catcalls of Karlsruhe kreiden an,"Kolpingplatz, Moltkestr, Yorckstr. ",,2,
2022-01-22 00:00:00,14:00:00,17:45:00,Corona bleibt. Die Freiheit auch?,Marktplatz,,400,
2022-01-22 00:00:00,14:00:00,17:45:00,Infostand für Rechtsstaat und Grundrechte,Platz der Grundrechte,,zu Ziffer 9,
2022-01-23 00:00:00,16:00:00,20:00:00,Bewegungsmeditation für den inneren und äußeren frieden und gegen die Erstarrung der Herzen,Park Alter Friedhof,,80,
2022-01-24 00:00:00,18:00:00,19:45:00,Die Polizei ist nicht unser Gegner,Friedrichsplatz-Kaiserstraße-Kronenplatz-Zirkel-Kaiserstraße ,x,500,
2022-01-24 00:00:00,17:45:00,21:00:00,Hand in Hand gegen Verschwörungstheorien und rechte Ideologie - Mitdenken statt Querdenken,Marktplatz,,500,
2022-01-27 00:00:00,18.00,19:00:00,"Maskenfreie Feststellung: Das demokratische Prinzip der Gewaltenteilung von Legislative, Exekutive und Judikative funktioniert in Deutschland nicht mehr. Leidtragende der derzeitigen Politik sind Kinder und Jugendliche!""",Schlossbezirk,,47,
2022-01-28 00:00:00,17:30:00,20:00:00,Ende aller Pandemiemaßnahmen ,Stephanplatz,,300,
2022-01-29 00:00:00,14:00:00,15:00:00,#StopRefugeesFreezing an der polnisch-belarussischen Grenze,Marktplatz,,25,
2022-01-30 00:00:00,11:00:00,14:00:00,Catcalls of Karlsruhe kreiden an,"Hbf Karlsruhe, Ettlinger Str.",,2,
2022-01-30 00:00:00,15:00:00,17:00:00,Jahrestag der Machtübertragung an den Nationalsozialismus,Marktplatz,,50,
2022-01-31 00:00:00,17:30:00,19:30:00,Solidarität mit den Beschäftigten (Pflegebereich),Marktplatz,,100,
2022-01-31 00:00:00,18:00:00,20:00:00,Die Polizei ist nicht unser Gegner,Beginn Stephanplatz/Ende Friedrichsplatz,x,500,
2022-02-01 00:00:00,17:00:00,18:15:00,"Stille Mahnwache für Frieden, Demokratie und Menschenrechte",Schlossplatz Durlach,,8,
2022-02-03 00:00:00,18:00:00,19:00:00,"Maskenfreie Feststellung: Es kann nicht sein, dass die jüngsten und schwächsten der Gesellschaft auf so erschreckende Weise unter den Maßnahmen zu leiden haben.",,,47,
2022-02-03 00:00:00,17:30:00,19:00:00,"Friede, Freiheit, Souveränität ",Am Wetterbach und Wiesenstraße,,60,
2022-02-04 00:00:00,09:30:00,10:30:00,Schweigeminuten anlässlich des Gedenkens der verstorbenenen Polizeikollegen aus Rheinland-Pfalz,Marktplatz,,40,
2022-02-04 00:00:00,18:00:00,19:30:00,Protest gegen Olympische Winterspiele im Land der Lager (China),Marktplatz,,60,
2022-02-04 00:00:00,17:30:00,23:59:00,Wir fordern das sofortige Ende aller Coronamaßnahmen,Stephanplatz,,200,x
2022-02-05 00:00:00,12:00:00,17:00:00,Catcalls of Karlsruhe kreiden an,"Hbf Karlsruhe, Ettlinger Str.",,4,
2022-02-05 00:00:00,14:00:00,17:30:00,Bürgerbewegung Karlsruhe steht auf. Karlsruhe geht spazieren! Gegen Zwang jeglicher Art!,Platz der Menschenrechte- Brauerstraße- Reinhold-Frank-Str.- Kaiserstraße-Marktplatz-Karl-Friedrich-Str.. Rondellplatz- Erbprinzenstraße - Waldstraße-Karlstraße-Sophienstraße-Reinhold-Frank-Str. - Brauerstraße- Platz der Menschenrechte ,x,1000,
2022-02-06 00:00:00,16:00:00,20:00:00,Bewegungsmeditation für den inneren und äußeren frieden und gegen die Erstarrung der Herzen,Park Alter Friedhof,,80,x
2022-02-07 00:00:00,18:00:00,20:00:00,Für eine Diskriminierungsfreie Gesellschaft,Beginn Stephanplatz/Ende Friedrichsplatz,x,500,
2022-02-07 00:00:00,18:00:00,19:00:00,Montagsdemo gegen Hartz IV und Sozialabbau - Protest gegen Corona-Leugner und für konsequenten Gesundheitsschutz,Karl-Friedrich-Str. / Ecke Kaiserstraße ,,50,
2022-02-07 00:00:00,17:30:00,19:30:00,"LügenPresse / Querdenker in Karlsruhe: Friedlich auf der Straße, radikal in #BNN´s Kopf?",Lammstraße 1 - 5,,10,
2022-02-10 00:00:00,18:00:00,19:00:00,"Maskenfreie Feststellung: Das deutsche Bundesverfassungsgericht muss die volle Versammlungsfreiheit, die Grund- und Menschenrechte schützen. Eltern und Großeltern stehen ungespritzt für die Zukunft der Kinder und Jugendlichen, ohne einen ""Green Pass""",Schlossbezirk,,47,
2022-02-11 00:00:00,18:30:00,21:00:00,Verbinden statt Spalten - Für ein neues Miteinander,Kronenplatz,,100,
2022-02-11 00:00:00,17:30:00,23:59:00,Wir fordern das sofortige Ende aller Coronamaßnahmen,Stephanplatz,,200,
2022-02-12 00:00:00,16:00:00,20:00:00,Bewegungsmeditation für den inneren und äußeren frieden und gegen die Erstarrung der Herzen,Park Alter Friedhof,,80,
2022-02-13 00:00:00,16:00:00,17:00:00,Mahnwache: „Für mehr Zäune an Hundewiesen“,Ludwig-Marum-Str. ,,10,
2022-02-14 00:00:00,18:00:00,19:30:00,"Mahnwache zu LGBTI-Rechten im Iran, insbesondere zum Schicksal von Zahra/Sareh Sedighi-Hamadani",Ludwigsplatz,,10,
2022-02-14 00:00:00,18:00:00,20:00:00,"Herr Harbarth, Ihre letzte Entscheidung nähert den Verdacht, dass Sie das Grundrecht auf Versammlungsfreiheit endgültig beerdigen wollen",,,1000,
2022-02-16 00:00:00,18:00:00,21:00:00,Karlsruhe gegen Krieg,Beginn/Ende Marktplatz,x,500,
2022-02-17 00:00:00,18:00:00,19:00:00,"Maskenfreie Feststellung: Masken waren unnötig, Lockdowns waren unnötig - die Demokratie, Grund-, Freiheits- und Menschenrechte wurden im höchsten Maß beschädigt.",Schlossbezirk,,47,
2022-02-17 00:00:00,17:00:00,19:00:00,"Impfpflicht und Impfzwang stoppen! Für Frieden, Freiheit, Souveränität ",Am Wetterbach und Wiesenstraße,,60,
2022-02-19 00:00:00,,,Gedenken an die Opfer der rassisitschen Morde in Hanau am 19.02.2020,Beginn/Ende Marktplatz /Friedrichsplatz ,x,250,
2022-02-20 00:00:00,16:00:00,20:00:00,Bewegungsmeditation für den inneren und äußeren frieden und gegen die Erstarrung der Herzen,Park Alter Friedhof,,80,
2022-02-20 00:00:00,16:00:00,17:00:00,Mahnwache: Für mehr Zäune an Hundewiesen,Ludwig-Marum-Str. ,,30,
2022-02-21 00:00:00,08:00:00,09:00:00,Gegen die Kriminalisierung von Kurdisten - Solidarität,Freier Platz am Brunnen Ecke Waldstr. / Hans-Thomas-Str.,,25,
2022-02-21 00:00:00,17:30:00,18:00:00,Multireligiöses Gebet für eine solidarische Gesellschaft,Marktplatz,,100,
2022-02-24 00:00:00,18:00:00,19:00:00,"Maskenfreie Feststellung: Es scheint so, als ob es möglicher Weise sein könnte, dass den Richtern des Bundesverfassungsgerichtes nicht klar ist, dass wir in Deutschland, nach der Pandemie-Regelung von 2008, in den letzten beiden Jahren keine Pandemie hatten.",Schlossbezirk,,47,
2022-02-24 00:00:00,17:00:00,22:00:00,Karlsruhe gegen Krieg - Nein zum Krieg in der Ukraine,Marktplatz - Kaiserstraße - Kronenplatz - Fritz-Erler-Straße - Kriegsstraße - Karl-Friedrich-Straße - Marktplatz,x,1000,
2022-02-24 00:00:00,10:00:00,17:00:00,Frieden für die Ukraine und Sicherheit für Europa,Marktplatz,,20,
2022-02-25 00:00:00,11:00:00,11:30:00,Fotoshooting zum Auftakt der Tarifrunde Sozial- und Erziehungsdienst,Marktplatz,,20,
2022-02-25 00:00:00,11:00:00,15:00:00,Informationsstand zur Betriebsratswahlen 2022 am Städtischen Klinikum Karlsruhe,Ecke Moltkestr. / Ecke Franz-Lust-Str.,,10,x
2022-02-25 00:00:00,18:00:00,19:30:00,Kundgebung der MLPD Karlsruhe: Gegen jede militärische Aggression - Jugend will Weltfrieden,Marktplatz,,30,x
2022-02-25 00:00:00,18:00:00,21:00:00,Frieden für die Ukraine und Sicherheit für Europa,Marktplatz,,100,
2022-02-25 00:00:00,17:30:00,23:59:00,Ende aller Pandemiemaßnahmen ,Stephanplatz,,200,
2022-02-26 00:00:00,13:00:00,16:00:00,Völkermord in Sri Lanka,Marktplatz,,50,
2022-02-26 00:00:00,15:00:00,19:00:00,Demonstration für Freiheit (Religion)/ findet nicht statt ,Marktplatz/ findet nicht statt,,20,x
2022-02-26 00:00:00,14:00:00,17:00:00,Frieden für die Ukraine und Sicherheit für Europa,Schlossplatz,,150,
2022-02-27 00:00:00,09:00:00,14:00:00,Radfahren für Justice (Den Haag nach Genf),Start Karlsruhe,,20,
2022-02-27 00:00:00,16:00:00,19:00:00,Karlsruhe gegen Krieg,Beginn/Ende Marktplatz,x,250,
2022-02-27 00:00:00,16:00:00,17:00:00,"Mahnwache: ""Für mehr Zäune an Hundewiesen""",Hildapromenade,,30,
2022-02-28 00:00:00,18:00:00,18:30:00,Mahnwache gegen den Krieg in der Ukraine ,"Durlach Rathaus, entlang Pfinztalstraße",x,50,
2022-02-28 00:00:00,18:00:00,20:00:00,"Marsch für Frieden, Freiheit, Selbstbestimmung und ohne Krieg weltweit! Für eine bessere Welt und eine diskriminierungsfreie Gesellschaft!",,,800,
2022-02-28 00:00:00,18:00:00,19:00:00,"Montagsdemo gegen HartzIV und Sozialabbau, Aktiver Widerstand für den Weltfrieden! Gegen jede imperialistische Aggression  und Krieg, egal ob von Russland oder USA/Nato!",,,50,
2022-03-01 00:00:00,18:00:00,19:00:00,Frieden in Europa und Solidarität mit der Ukraine,Marktplatz,,30,
2022-03-01 00:00:00,18:00:00,19:00:00,"Maskenfreie Feststellung: Ohne vorherige Debatte stimmt der Bundestag am Mittwoch, 16. März 2022, über die Überweisung eines von den Ampelkoalitionsfraktionen SPD, Bündnis 90/Die Grünen und FDP geplanten Gesetzentwurfs zu Änderung des Infektionsschutzgesetzes ab. Die Vorlage soll zur federführenden Beratung an den Gesundheitsausschuss überwiesen werden. Die Abstimmung wird live übertragen. ",Schlossbezirk ,,47,
2022-03-01 00:00:00,17:00:00,18:15:00,"Stille Mahnwache für Frieden, Demokratie und Menschenrechte",Schlossplatz Durlach,,8,
2022-03-02 00:00:00,16:30:00,20:00:00,Ampeldemo für Tierrechte,Reinhold-Frank-Straße,,10,
2022-03-03 00:00:00,17:30:00,19:30:00,"Impfpflicht und Impfzwang stoppen! Für Frieden, Freiheit, Souveränität ",Am Wetterbach und Wiesenstraße,,60,
2022-03-05 00:00:00,14:00:00,17:30:00,Bürgerbewegung Karlsruhe steht auf. Karlsruhe geht spazieren! Gegen Zwang jeglicher Art!,Beginn/Ende Platz der Menschenrechte,x,1500,
2022-03-05 00:00:00,15:00:00,19:00:00,Demonstration für Freiheit (Religion),Marktplatz,,20,
2022-03-05 00:00:00,13:00:00,18:00:00,Versammlung gegen Kindesmissbrauch,Kaiserstraße,,30,
