Versammlungen 2023,Unnamed: 1,Unnamed: 2,Unnamed: 3
Datum,Veranstalter,Thema,Angemeldete Teilnehmerzahl
2023-09-16 00:00:00,SIMAMA - STEH AUF e.V.,"JUGEND bewegt WELT: Wir wollen den interessierten Bürger*innen von Karlsruhe, insbesondere den
Jugendlichen die 17 Nachhaltigkeitsziele der vereinten Nationen (17 SDGs) bekannt machen und über Mit-Mach-
Aktionen Anregungen für ein nachhaltigeres Leben anbieten.",90
2023-06-04 00:00:00,,Kidical Mass Fahrradtour,120
2023-06-03 00:00:00,Fuß- und Radentscheid Karlsruhe,"Popup-Fahrradweg, Pfinztalstraße, Durlach",10
2023-06-01 00:00:00,,Für die Würde des Menschen,49
27.05.223,,Gegen die AfD,5
2023-06-02 00:00:00,,Für Frieden und Demokratie,75
2023-06-03 00:00:00,,Freiheit-Religion,10
2023-06-02 00:00:00,Catcalls of Karlsruhe,Catcalls of Karlsruhe kreiden an,2
2023-06-03 00:00:00,,"Freiheit Religion, mit  Rede Musik",4
2023-06-03 00:00:00,Catcalls of Karlsruhe,Catcalls of Karlsruhe kreiden an,7
2023-06-09 00:00:00,,Für Frieden und Demokratie,75
2023-03-03 00:00:00,,riedensmeditation für den inneren und äußeren Frieden bewegte Mahnwache,50
2023-06-10 00:00:00,,Bewegungsmeditation für den inneren und äußeren Frieden und gegen die Erstarrung der Herzen,60
2023-06-11 00:00:00,,Freiheit-Religion,15
2023-07-01 00:00:00,,Veganismus,12
2023-06-03 00:00:00,,Menschenrechtsverletzung im Iran,5
2023-06-03 00:00:00,Bündnis 90/Die Grünen Kreisverband Karlsruhe,Weltfahrradtag,3
2023-06-06 00:00:00,,"Stille Mahnwache für Frieden, Demokratie und Menschenrechte",10
2023-07-02 00:00:00,,Kidical Mass Fahrradtour,250
2023-06-10 00:00:00,,Das Jesus Wort Jesus Evangelisieren,10
2023-06-14 00:00:00,,Protesttag der Karlsruher Apotheken,30
2023-06-10 00:00:00,Fuß- und Radentscheid Karlsruhe,Popup-Fahrradstraße,150
2023-06-08 00:00:00,,Für  das Grundgesetz,49
2023-06-07 00:00:00,,Bitte handelt endlich: Klimaschutz und Naturschutz umsetzen statt Aktivisten kriminalisieren,10
2023-06-10 00:00:00,,Die muss an die frische Luft für bessere Standarts von Milchprodukten und Tierhaltung,8
2023-06-24 00:00:00,CZK Christliches Zentrum Karlsruhe,Informationen über den christlichen Glauben,15
2023-06-15 00:00:00,,Internationaler Tag der Gebäudereiniger*innen,40
2023-08-06 00:00:00,,Kidical Mass Fahrradtour,150
2023-06-13 00:00:00,Bürgerrechtsbewegung Solidarität ,Kooperation statt Konfrontation - Sicherheits- und Entwicklungsarchitektur für ganz Europa,3
2023-06-17 00:00:00,,Frieden und Grundrechte,19
2023-06-15 00:00:00,,Für das Grundgesetz,49
2023-06-16 00:00:00,,Für Frieden und Demokratie,75
2023-06-18 00:00:00,,Freiheit-Religion,15
2023-06-20 00:00:00,IG Metall Geschäftsstelle Karlsruhe,Aktive Mittagspause im Rahmen einer Tarifauseinandersetzung bei der Firma aluplast,250
2023-06-15 00:00:00,,Catcalls of Karlsruhe kreiden an,2
2023-06-17 00:00:00,,Das Wort Jesus evangelisieren,10
2023-06-17 00:00:00,,Menschensrecht Verletzugng im Iran,5
2023-06-17 00:00:00,,Bewegungsmeditation für den Frieden,20
2023-06-28 00:00:00,,Gegen rechte Hetze,30
2023-06-22 00:00:00,,Für das Grundgesetz,49
2023-07-08 00:00:00,,Zeitweise verkehrsberuhigter Bereich zwischen Spielplatz und Stadtkolster,50
2023-07-15 00:00:00,,Stadtgrün schützen - Leben retten,200
2023-06-23 00:00:00,Seebrücke Karlsruhe,Aktuelle Situation an den Grenzen Europas (Mittelmeer) und zur geplanten Verschärfung des Asylgesetzes,100
2023-07-02 00:00:00,,Freiheit-Religion,10
2023-06-24 00:00:00,,"Freiheit Religion, mit  Rede Musik",4
2023-08-05 00:00:00,,Gedenken zum Hiroshima-Tag,15
2023-09-01 00:00:00,,Gedenktag zum Ausbruch des 2. Weltkrieges (Antikriegstag),100
2023-07-01 00:00:00,,Bewegungsmeditation für den inneren und äußeren Frieden und gegen die Erstarrung der Herzen,60
2023-07-09 00:00:00,,Peta Streetteam Demo: Speziesmus Tötet,20
2023-06-24 00:00:00,,Menschenrechtsverletzungen im Iran,5
2023-06-29 00:00:00,,Für das Grundgesetz,49
2023-06-30 00:00:00,,Für Frieden und Demokratie,75
2023-07-04 00:00:00,,"Stille Mahnwache für Frieden, Demokratie und Menschenrechte",10
2023-09-15 00:00:00,Students for Future Karlsruhe Hochschulgruppe (stuff),Globaler Klimastreik von Fridays for future zum Thema Fossile Abhängigkeiten und Mobilitästswende,2000
2023-07-22 00:00:00,,Frieden und Grundrechte,19
2023-07-05 00:00:00,SOKO Tierschutz e.V.,Gänsestopleber Produkte sind Tierqualprodukte,15
2023-06-29 00:00:00,Fuß- und Radentscheid Karlsruhe,Unterschriftensammlung für das Bürgerbegehren Fuß- und Radentscheid,7
2023-07-21 00:00:00,Drogenbeauftragte der Stadt,Gedenkstunde zum Gedenktag für verstorbene Drogenabhängige,30
2023-07-01 00:00:00,,Das Jesus Wort Jesus Evangelisieren,10
2023-07-06 00:00:00,,Für das Grundgesetz,49
2023-07-01 00:00:00,B90 die Grünene,Kommunalwahlprogramm 2024,2
2023-07-02 00:00:00,,Friedensmeditation für den inneren und äußeren Frieden bewegte Mahnwache,20
2023-07-03 00:00:00,,"Montagsdemo gegen Hartz Gesetzte, et al.",50
2023-07-04 00:00:00,Catcalls of Karlsruhe,CatCallsofKarlsruhe kreiden an.,2
2023-08-15 00:00:00,,Willkommensangebot für Migranten,10
2023-09-22 00:00:00,,Justitia aufwecken,150
2023-09-22 00:00:00,,Justitia aufwecken,150
2023-07-08 00:00:00,,Menschensrechtverletzung im Iran,5
2023-07-14 00:00:00,,Für Frieden und Demokratie,75
2023-07-07 00:00:00,Catcalls of Karlsruhe,CatCallsofKarlsruhe kreiden an.,2
2023-09-23 00:00:00,,BildungswendeJetzt,100
15.-20.08.2023,,Willkommensangebot für Migranten,10
2023-07-13 00:00:00,,Für die Würde des Menschen, 5 - 49
2023-08-05 00:00:00,,Veganismus,12
2023-07-15 00:00:00,,Das Wort Jesus evangelisieren,10
2023-07-13 00:00:00,Fuß- und Radentscheid Karlsruhe,Unterschriftensammlung für das Bürgerbegehren Fuß- und Radentscheid,8
2023-07-22 00:00:00,,"für Frieden, Freiheit, Selbstbestimmung, Grundgesetz und deutsche Souveränität sowie außerparlamentarische Mitbestimmung. Für die Aufarbeitung der ""Corona-Pandemie"" und mRNA-Injektionen, den so genannten ""Covid-Impfungen"". Für freie Impfentscheidung, insbesondere wegen der weiterhin geltenden Impfpflicht für Beschäftigte der Bundeswehr. Für sofortigen Stopp der Russland-Sanktionen sowie dadurch künstlich erhöhte Energiepreise. Gegen jegliche Waffenlieferungen an die Ukraine und Kriegstreiberei. Für Aufklärung der terroristischen Attentate der Sprengungen der North stream 1 und North stream 2 Leitungen. Gegen Great Reset des WEF, des WHO-Diktats und des WHO-Pandemievertrags. Für die sofortige Freilassung sämtlicher rechtswidrig und unter unmenschlichen Zuständen inhaftierte politische Häftlinge in Deutschland und anderen Ländern. Für sofortigen Austritt aus der NATO, für die Schließung aller NATO-Einrichtungen und den vollständigen Abzug aller US-Soldaten und die Schließung aller US-Armee-Basen und Einrichtungen in Deutschland. Für eine Neuausrichtung der Öffentlich-Rechtlichen Medien und für eine grundlegende Reform der GEZ-Gebühren bzw. Wegfall derselben. Für die radikale Verkleinerung von Parlamenten in Bund und Ländern Deutschlands. Für eine kommunale Haushaltsführung der Einsparung und nicht der Verschwendung von Steuergeldern. Für die vorrangige Unterstützung von Kranken und Rentnern nach dem Einzahler-Prinzip. Für eine weisungsungebundene Justiz – Abschaffung/ Änderung der §§ 146 und 147 des Gerichtsverfassungsgesetzes",40
2023-07-22 00:00:00,CZK Christliches Zentrum Karlsruhe,Informationen über den christlichen Glauben,15
2023-07-15 00:00:00,,"Bewegungsmeditation für den inneren und äußeren Frieden und gegen die Erstarrung der Herzen
Art",60
2023-07-15 00:00:00,,Gegen den korrupten Bürgermeister Frank Mentrup und seine gekaufte Karlsruher Justiz! ,50
2023-07-16 00:00:00,,Die Bewegungsmeditation für den inneren und äußeren Frieden,20
2023-07-15 00:00:00,,Menschenrechtsverletzung im Iran,5
2023-08-02 00:00:00,,Earth Overshoot Day - Swarming,30
2023-07-19 00:00:00,ver.di Karlsruhe,Streikkundgebung an der Helios Klinik für Herzchirurgie Karlsruhe GmbH,50
2023-07-14 00:00:00,mutm. Letzte Generation,Klimakleber,3
2023-07-15 00:00:00,,Abseilaktion durch Klimaaktivisten,2
2023-07-15 00:00:00,Letzte Generation,Klimakleber,40
2023-07-23 00:00:00,,Freiheit Religion,10
2023-07-20 00:00:00,,Für das Grundgesetz […],  5 - 49
29.09 - 03.10.2023,,Eine Reicht! Zweite Rheinbrücke verhindern,50
2023-08-12 00:00:00,,Bewegungsmeditation für den inneren und äußeren Frieden und gegen die Erstarrung der Herzen,60
2023-07-28 00:00:00,,Frieden und Demokratie,75
2023-07-22 00:00:00,,Menschenrechtsverletzung im Iran,5
2023-07-22 00:00:00,DKP Karlsruhe,Frieden - Verhandeln statt Schießen,20
2023-08-04 00:00:00,DKP Karlsruhe,Frieden - Verhandeln statt Schießen,20
2023-07-26 00:00:00,Catcalls of Karlsruhe,Cat Calls of Karlsruhe kreiden an,2
2023-07-27 00:00:00,,Für die Würde des Menschen […], 5 - 49
2023-07-29 00:00:00,,Gegen die korrupte Stadtverwaltung des Bürgermeisters und seiner gekauften Justiz #freeSEXEDY,50
2024-06-01 00:00:00,CSD Karlsruhe e. V. ,CSD Karlsruhe 2024,7000
2023-09-30 00:00:00,,Eine Reicht! Zweite Rheinbrücke verhindern,200
2023-07-28 00:00:00,,Die Wiederherstellung der Grundrechte durch Johannes F. SEXEDY und seiner FREIKRATIE Bewegung,50
2023-08-12 00:00:00,,"Fleisch tötet, Speziesismus raus aus den Köpfen",15
2023-08-04 00:00:00,DKP Karlsruhe,Frieden - Verhandeln statt Schießen,15
2023-07-28 00:00:00,Fuß- und Radentscheid Karlsruhe,"Critical Mass - Eine Tangente ist nicht genug, Geld für Radwege statt kommunale Straßen!",700
2023-09-29 00:00:00,,Für Schutz und Seenotrettung von Geflüchteten,200
2023-08-07 00:00:00,,"Montagsdemo gegen die Hartz-Gesetze und Sozialabbau, Aktiver Widerstand für den Weltfrieden - gegen alle Kriegstreiber!",50
2023-08-06 00:00:00,,Freiheit Religion,10
2023-08-05 00:00:00,,Freiheit Religion,5
2023-08-03 00:00:00,,Für das Grundgesetz […], 5 - 49 
2023-08-01 00:00:00,verdi,Streik an der Herzchirurgie Karlsruhe,60
2023-08-02 00:00:00,verdi,Streik an der Herzchirurgie Karlsruhe,60
2023-08-24 00:00:00,Ukrainer in Karlsruhe. Deutsch-Ukrainischer Verein e.V.,Unabhängigkeir der Ukraine,
2023-08-01 00:00:00,,"Stille Mahnwache für Frieden, Demokratie und Menschenrechte",10
2023-08-10 00:00:00,,Für die Würde des Menschen […], 5 - 49
2023-09-16 00:00:00,,Iran im Aufruhr,200
2023-08-26 00:00:00,CZK Christliches Zentrum Karlsruhe,Informationen über den christlichen Glauben,15
2023-08-09 00:00:00,,Mahnwache zum Tag der indigenen Völker,6
"22-31.08.2023 (Karlsruhe, am 24. + 25.08)",Ohne Kerosin nach Berlin,Ohne Kerosin Nach Bayern - Klimagerechtigkeit mit Fokus auf die Mobilitätswende, 65 - 75 
2023-08-12 00:00:00,Fuß- und Radentscheid Karlsruhe,Unterschriftensammlung für das Bürgerbegehren Fuß- und Radentscheid,10
2023-08-09 00:00:00,,"Grundrecht auf Unversehrtheit für dmoestizierte Tiere, Aufruf zum Boikott von Ausbeutung und Grausamkeit gegen Tiere.",5
2023-08-12 00:00:00,,"Freiheit, Religion",7
2023-08-13 00:00:00,,Freiheit - Religion,10
2023-08-13 00:00:00,,Friedensmeditation für den inneren und äußeren Frieden bewegte Mahnwache,20
2023-08-24 00:00:00,,Kundgebung zur Verkehrswende,200
2023-08-12 00:00:00,,Menschenrechtsverletzung im Iran,5
2023-08-12 00:00:00,Fuß- und Radentscheid Karlsruhe,Unterschriftensammlung für das Bürgerbegehren Fuß- und Radentscheid,10
2023-08-20 00:00:00,,Tiere raus aus dem Zirkus,15
2023-08-20 00:00:00,,Tiere raus aus dem Zirkus,15
2023-08-23 00:00:00,,Tiere raus aus dem Zirkus,15
2023-08-23 00:00:00,,Tiere raus aus dem Zirkus,15
2023-08-27 00:00:00,,Tiere raus aus dem Zirkus,15
2023-08-27 00:00:00,,Tiere raus aus dem Zirkus,15
2023-08-30 00:00:00,,Tiere raus aus dem Zirkus,15
2023-08-30 00:00:00,,Tiere raus aus dem Zirkus,15
2023-09-03 00:00:00,,Tiere raus aus dem Zirkus,15
2023-09-03 00:00:00,,Tiere raus aus dem Zirkus,15
2023-09-08 00:00:00,,Frieden und Demokratie,120
2023-08-17 00:00:00,,für das Grundgesetz, 5 - 49
2023-08-17 00:00:00,Fuß- und Radentscheid Karlsruhe,Übergabe der Unterschriften des Fuß- und Radentscheid an die Stadtverwaltung,30
2023-09-01 00:00:00,,Antikriegstag 2023: Gegen Faschismus und Krieg,30
08.09. - 09.09. 2023,,Radfahren for Justice (Den Haag nach Genf),4
2023-08-17 00:00:00,,Karlsruher Plantanen bleiben,5
2023-08-19 00:00:00,,Menschenrechtsverletzung im Iran,5
2023-08-17 00:00:00,,Solidarität mit den Baumbesetzer:innen (Eilversammlung),30
2023-09-23 00:00:00,,Gegen die Anbindehaltung bei Kühen,15
2023-09-20 00:00:00,,Ampeldemo für Tierrechte,15
2023-09-03 00:00:00,,Freiheit Religion,10
2023-08-18 00:00:00,,Karlsruher Plantanen bleiben - Malaktion,10
2023-09-03 00:00:00,,Bewegungsmeditation für den inneren und äußeren Frieden und gegen die Erstarrung der Herzen,50
2023-08-25 00:00:00,DKP Karlsruhe,Mobilisierung zum Antikriegstag,15
2023-08-24 00:00:00,,Für das Grundgesetz […], 5 - 49
2023-08-23 00:00:00,Catcalls of Karlsruhe,Catcalls of Karlsruhe kreiden an,2
2023-08-27 00:00:00,,Freiheit-Religion,10
2023-08-25 00:00:00,,Critical Mass,200
2023-09-02 00:00:00,,"Freiheit Religion, mit Rede Musik",15
2023-08-27 00:00:00,,Friedensmeditation,100
2023-09-13 00:00:00,,Feministische Intevention,100
2023-08-31 00:00:00,,Für die Würde des Menschen […],49
2023-09-30 00:00:00,,Willkommensangebot für internationale Menschen/Migranten,100
2023-09-04 00:00:00,CZK Christliches Zentrum Karlsruhe,Informationen über den christlichen Glauben,20
2023-09-18 00:00:00,DFG-VK Karlsruhe,Stoppt das Töten in der Ukraine,100
2023-09-07 00:00:00,,Für das Grundgesetz […],49
2023-09-14 00:00:00,,Für die Würde des Menschn […],49
2023-09-17 00:00:00,,Zoos sind Gefägnisse für Tiere,15
2023-09-17 00:00:00,Fancy Women Bike Ride,#FancyWomenBikeRide,80
2023-09-05 00:00:00,,"Stille Mahnwache für Frieden, Demokratie und Menschenrechte",10
2023-09-06 00:00:00,ADFC-Kreisverband Karlsruhe,Infostand Umbau nördlericher Karlstraße,8
2023-09-04 00:00:00,,Montagsdemo,50
2023-09-09 00:00:00,ADFC-Kreisverband Karlsruhe,Infostand Umbau nördlericher Karlstraße,8
2023-09-16 00:00:00,,Freiheit - Religion,50
2023-09-30 00:00:00,,Veganismus,12
15.09.2023 - 16.09.2023,,Parking Day,6
2023-09-18 00:00:00,,Weltfrieden durch inneren Frieden,20
2023-09-09 00:00:00,,Menschenrecht Verletzung im Iran,5
2023-10-21 00:00:00,,"Flyer verteilen, singen und eine kurze Reflexion über Gottes Liebe.",25
2023-09-23 00:00:00,,Freiheit-Religion,15
2023-09-21 00:00:00,,Für die Grundgesetze […],49
2023-10-03 00:00:00,,Anwälte für Aufklärung,100
2023-09-24 00:00:00,,"für Frieden, Freiheit, Selbstbestimmung, Grundgesetz und deutsche Souveränität sowie außerparlamentarische Mitbestimmung.  [...]",40
2023-09-12 00:00:00,,"Fuß- und Radentscheid ernst nehmen, FFF Demo am Freitag",5
2023-09-29 00:00:00,,Critical Mass,300
2023-09-23 00:00:00,,"Frieden, Freiheit und Grudrechte",19
2023-09-22 00:00:00,,Frieden und Demokratie,75
2023-09-22 00:00:00,ver.di,Streikdemonstration im Rahmen der Tarifrunde 2023 des Einzel- und Versandhandels und des Großhandels,300
2023-09-22 00:00:00,ver.di,Streik - Kundgebung im Rahmen der Tarifrunde 2023,300
2024-09-15 00:00:00,Fancy Women Bike Ride,Fancy.Fierce.Free,80
2023-09-23 00:00:00,,Menschenrechtsverletzung im Iran,5
2023-11-09 00:00:00,GCJZ Karlsruhe,Mahnwache,250
2023-09-22 00:00:00,,CatCallsofKarlsruhe kreiden an.,2
2023-09-28 00:00:00,,Für das Grundgesetz […], 5 - 49
2023-09-28 00:00:00,Feministische Intervention,Demo zu save abortion day,200
2023-10-23 00:00:00,Markgrafen-Gymnasium,Gedenkgang zur Erinnerung an die Deportation der Durlacher Juden,40
2023-09-29 00:00:00,,Kundgebung anti AfD,50
2023-10-07 00:00:00,,Freiheit Religion,15
2023-10-05 00:00:00,,Für die Grundgesetze […],49
2023-09-30 00:00:00,,Bewegungsmeditation,60
2023-10-04 00:00:00,ADFC-Kreisverband Karlsruhe,Popup-Radweg westliche Kriegsstraße ,50
2023-10-04 00:00:00,Peta ,Aktion gegen Wolle und andere tierische Bekleidungsmaterialien,15
2023-10-25 00:00:00,Peta ,Ampeldemo für Tierrechte Peta Streetteam Karlsruhe,10
2023-09-29 00:00:00,BUND Orstverband Karlsruhe,Protest gegen Abriss und Neu des Landratsamtes ,10
2023-09-28 00:00:00,Catcalls of Karlsruhe,Carcalls of Karlsruhe kreiden an,2
2023-10-23 00:00:00,Erzdiözese Freiburg,Gedenkfeier am Mahnmal für die jüdischen Opfer des Nationalsozialismus,100
2023-10-12 00:00:00,,Für die Würde des Menschen […], 5 - 49
2023-10-03 00:00:00,Catcalls of Karlsruhe,CatCallsofKarlsruhe kreiden an.,4
2023-10-06 00:00:00,,Frieden und Demokratie,120
2023-10-02 00:00:00,,Montagsdemo,50
2023-12-10 00:00:00,,Verbrechen gegen die Menschheit,1000
2023-11-25 00:00:00,,Gewalt ist Alltag - nicht mit uns!,150
2023-10-10 00:00:00,,"Stille Mahnwache für Frieden, Demokratie und Menschenrechte",10
2023-10-12 00:00:00,,"Freiheit für İhsan Cibelik, Serkan Küpeli und Özgül Emre",10
2023-10-09 00:00:00,Jüdische Kultusgemeinde Karlsruhe K.d.ö.R.,Mahnwache zur aktuellen Situation in Israel,100
2023-10-27 00:00:00,Critical Mass Karlsruhe ,Critical Mass Fahrradtour […],200
2023-10-28 00:00:00,,"In einer sehr schnelllebigen Zeit mit vielen Kreisen wollen wir einen Botschaft der Hoffnung, Annahme und Liebe
weitergeben. Den Menschen Mut machen und ihnen in ihrem Alltag begegnen.",80
2023-10-19 00:00:00,,Für die Grundgesetze […],49
2023-10-14 00:00:00,,"Frieden, Freiheit und Grundrechte",19
2023-10-20 00:00:00,Fridays for Future,Rettet das Klimaschutzgesetz,200
2023-10-14 00:00:00,,Freiheit Religion,5
2023-11-18 00:00:00,,Veganismus,12
2023-10-21 00:00:00,,Veganismus,12
2023-10-14 00:00:00,,"Solidarität mit Israel, Gedenkmarsch für die Opfer des Hamas-Terrors",20
2023-10-14 00:00:00,,Pro Palästina,
2023-11-09 00:00:00,VVN-BdA Karlsruhe,Gedenken an die Opfer der Reichspogromnacht,30
2023-10-14 00:00:00,,"""Nein zu Gewalt und Krieg"". Solidarität mit allen Opfern und Zivilisten in Israel und Gaza und Ukraine.",15
2023-10-26 00:00:00,,Für die Grundgesetze […],49
2023-10-21 00:00:00,,"Nein zu Gewalt und Krieg. Solidarität mit Opfern und Zivilisten in Israel, Gaza, Ukraine, Syrien, Yemen und sonstigen Kriegsgebieten des nahen Osten. Solidarität mit Regimekritikern der islamischen Republik Iran.",30
2023-10-20 00:00:00,,Frieden und Demokratie,120
2023-10-20 00:00:00,,Kundgebung für Palestina,200
2023-11-04 00:00:00,Peta ,Umweltzerstörung durch Ernährung Peta Streetteam Karlsruhe,15
2023-11-22 00:00:00,,Ampeldemo für Tierrechte,15
2023-09-09 00:00:00,letzte Generation ,letzte Gerneration - unangemeldet,15
2023-11-20 00:00:00,,Gedenkveranstaltung zum Transgender day of Remembrance 2023,75
2023-10-21 00:00:00,,"Demo gegen Kolonialisierung, Rechte und Freiheiten der Palästina, für eine gerechte und friedliche Lösung des Konflikts",300
2023-11-09 00:00:00,OV Grötzingen,"Gedenkveranstaltung ""ökomenisches Gebet an der Stele""",50
2023-10-24 00:00:00,Ver.di Bezirk Mittelbaden-Nordschwarzwald,Tarifrunde bei der Atruvia AG,250
2023-10-27 00:00:00,Stadt Karlsruhe (Vertreten durch OB Dr. Mentrup,Mahnwache zum Nahostkonflikt,1000
2023-10-24 00:00:00,BUND Orstverband Karlsruhe,Protest gegen Abriss und Neubauplanung des Landratsamtes ,30
2023-11-02 00:00:00,,Für die Grundgesetze […],49
2023-12-04 00:00:00,,Mahnwache zur Personalsituation in Kitas,150
2023-11-01 00:00:00,,"""Ohne uns kein wir"" - Keine Kürzung der Kulturförderung in Karlsruhe, #BanksyStattLüpertz",80
2023-11-12 00:00:00,,Freiheit-Religion,20
2023-11-22 00:00:00,Evangelische Allianz Karlsruhe,Friedensgebet anlässlich des Buß und Bettages,150
2023-10-27 00:00:00,ver.di,Solidarität mit gekündigter Famile und Protest gegen schlechts Arbeitsklima bei dm,150
2023-10-26 00:00:00,,Protestcamp weist auf Wohnungsnot hin,7
2023-11-09 00:00:00,,Für die Grundgesetze […],49
2023-11-04 00:00:00,,Be Vegan Make Peace - Vegan für den Frieden,6
2023-11-03 00:00:00,,Frieden und Demokratie,120
2023-11-17 00:00:00,,Frieden und Demokratie,120
2023-12-01 00:00:00,,Frieden und Demokratie,120
2023-10-30 00:00:00,,Stoppt den Krieg in Gaza,25
2023-11-26 00:00:00,Deutsch-Israelische Gesellschaft Baden-Baden,"Solidaritätskundgebung für Israel, mit Mahnwache",250
2023-12-02 00:00:00,,Tierrechtsmarsch,100
2023-11-06 00:00:00,,Aufgrund der anstehenden Kürzungen im Freiwilligendienst möchten wir eine Mahnwache gegen die Kürzungen durchführen,6
2023-11-09 00:00:00,Elternbeirat der Grundschule Beiertheim,Laternenlauf der Schüler*innen und Eltern der Grundschule Beiertheim,150
2023-11-06 00:00:00,,"Montagsdemo gegen die Hartz-Gesetze und Sozialabbau, Aktiver Widerstand für den Weltfrieden - gegen alle Kriegstreiber!",50
2023-11-19 00:00:00,,"Für Frieden, Freiheit, Selbstbestimmung […]",50
2023-11-24 00:00:00,,Critical Lichter Mass,200
2023-11-25 00:00:00,ISKCON Heidelberg e.V.,Weltfrieden durch inneren Frieden,30
2023-11-07 00:00:00,,"Stille Mahnwache für Frieden, Demokratie und Menschenrechte",10
2023-11-14 00:00:00,Bürgerrechtsbewegung Solidarität ,Frieden durch Entwicklung - Oasenplan statt Krieg!,3
2023-11-24 00:00:00,Fridays for Future,Protest gegen unzureichende Klimaschutzpolitik der Bundesregierung Fridays For Future,250
2023-11-28 00:00:00,Gewerkschaft Erziehung und Wissenschaft (Bezirk Nordbaden),TVL-Tarifverhandlungen 2023: Profis brauchen mehr,500
2023-11-25 00:00:00,,Wilkommensangebot für Migranten,100
2023-11-10 00:00:00,Diakonie,Freiwilligendienste stärken - kürzt uns nicht weg,120
2023-11-26 00:00:00,,"Ein kritischer Blick auf den Bundesparteitag der Grünen - Mit Blicken auf verschiedene politische Themenfelder
der Ampelregierung (Klimaschutz, Migrationspolitik, Krieg, Armut, ...).",50
2023-11-10 00:00:00,letzte Generation,Sitzblockade,ca. 5
2023-11-18 00:00:00,,Menschenrechtsdemo Pro Palästina,1000
2023-11-18 00:00:00,,"Frieden, Freiheit, Grundrechte und Menschenrechte",19
2023-11-18 00:00:00,,Be Vegan Make Peace - Vegan für den Frieden,5
2024-01-05 00:00:00,,Beat the System - Solidarität statt Konkurrenz / Tanzdemo,76
2023-11-16 00:00:00,verdi,Streikposten in der Tarifrunde Atruvia AG,20
2023-12-02 00:00:00,Omas gegen Rechts,Mahnwache gegen Antisemitsmus,15
2023-11-25 00:00:00,ZONTA Club Karlsruhe e.V.,Tag gegen Gewalt an Frauen,15
2023-11-20 00:00:00,Gewerkschaft Erziehung und Wissenschaft (Bezirk Nordbaden),Hochschulaktionstag im Rahmend der TV-L Tarifrunde,10
2023-11-22 00:00:00,ver.di Bezirk Mittelbaden Nordschwarzwald,Tarifrunde bei der Atruvia AG,300
2023-12-09 00:00:00,CZK Christliches Zentrum Karlsruhe,Die Bibel und die christliche Religion,15
2023-11-26 00:00:00,,Untergrabung der Regulierung für Basismodelle im EU AI Act durch die deutsche Regierung,5
2023-11-24 00:00:00,,Konsumkritik Black Friday,30
2023-12-02 00:00:00,,Freiheit-Religion,10
2023-12-16 00:00:00,Peta Streetteam,Aktion Tiere sind keine Geschenke,10
2023-12-16 00:00:00,,Hoffnung,15
2023-11-23 00:00:00,,Für die Grundgesetze,49
2023-12-06 00:00:00,Gewerkschaft ver.di,Warnstreik der Beschäftigten im Länder Bereich (ÖD),750
2023-12-23 00:00:00,,Veganismus,10
2023-11-23 00:00:00,Catcalls of Karlsruhe,CatCallsofKarlsruhe kreiden an,5
2023-11-30 00:00:00,ver.di,Streikdemonstration im Rahmen der TV-L-Runde 2023,200
2023-11-30 00:00:00,ver.di,Streikkundgebung im Rahmen der Tarifrunde der Länder 2023,200
2023-11-25 00:00:00,,Be Vegan Make Peace - Vegan für den Frieden,7
2023-11-28 00:00:00,,"2,5 % reicht nicht - für eine realistische Kulturförderung ",10
2023-12-02 00:00:00,Die PARTEI Karlsruhe,Spenden statt kaufen - für gute Taten statt Konsum,10
2023-12-09 00:00:00,Die PARTEI Karlsruhe,Cannabis-Legalisierung jetzt - spart mindestens eine halbe Million Euro jährlich!,10
2023-11-30 00:00:00,,Für das Grundgesetz […], 5 - 49
2023-12-02 00:00:00,,Konzert,200
2023-12-04 00:00:00,,"Montagsdemo gegen die Hartz-Gesetze und Sozialabbau, Aktiver Widerstand für den Weltfrieden - gegen alle Kriegstreiber!",50
2023-12-07 00:00:00,ver.di Bezirk Mittelbaden Nordschwarzwald,Tarifrunde Atruvia Streikversammlung,300
2023-12-07 00:00:00,,Für die Grundgesetze […],49
2023-12-09 00:00:00,,"Frage: ""Was macht dich glücklich?""",8
2023-12-05 00:00:00,,"Stille Mahnwache für Frieden, Demokratie und Menschenrechte",8
2023-12-09 00:00:00,,Aktiv gegen die Umweltkatastrophe,30
2024-01-20 00:00:00,,Vegan ins neue Jahr Peta Streetteam Karlsruhe,15
2023-12-23 00:00:00,,Freiheit Religion,15
2023-12-24 00:00:00,,Freiheit Religion,15
2023-12-25 00:00:00,,Freiheit Religion,15
2023-12-09 00:00:00,,Freiheit Religion,3
2023-12-18 00:00:00,,Freiheit-Religion mit Rede Musik ,2
2023-12-19 00:00:00,,Freiheit-Religion mit Rede Musik ,2
2023-12-20 00:00:00,,Freiheit-Religion mit Rede Musik ,2
2023-12-21 00:00:00,,Freiheit-Religion mit Rede Musik ,2
2023-12-22 00:00:00,,"Freiheit Religion, mit Rede Musik",2
2023-12-14 00:00:00,,Für die Grundgesetze […],49
2023-12-16 00:00:00,,Be Vegan Make Peace - Vegan für den Frieden,5
2023-02-10 00:00:00,,Tierrechtsmarsch,200
2024-10-19 00:00:00,,Mad-Pride-Day 2024,500
2023-12-15 00:00:00,,Frieden und Demokratie,120
