Versammlungen Potsdam 2019,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
2019-05-27 00:00:00,18:00 - 20:00,Potsdam,Mahnwache für Frieden und Solidarität,30,Steubenplatz
2019-06-03 00:00:00,18:00 - 20:00,Potsdam,Mahnwache für Frieden und Solidarität,30,Steubenplatz
2019-06-17 00:00:00,18:00 - 20:00,Potsdam,Mahnwache für Frieden und Solidarität,30,Steubenplatz
2019-06-01 00:00:00,16:00 - 22:00,Potsdam,Mahnwache für Frieden und Solidarität,30,Steubenplatz
2019-05-22 00:00:00,17:00 - 18:30,Potsdam,Festung Europa einreißen,200,Brandenburger Straße
2019-05-08 00:00:00,13:30 - 14:30,Potsdam,"8. Mai, 74. Jahrestag der Befreiung…",150,"Bassinplatz, sowjetischer Ehrenfriedhof"
2019-05-08 00:00:00,18:30 - 19:00,Potsdam,74. Jahrestag der Befreiung Deutschlands - Gedenkveranstaltung,10 - 15,"Alter Markt 9, Gedenkstein der Vertriebenen"
2019-05-20 00:00:00,16:00 - 18:00,Potsdam,Weltbienentag,5,"Potsdam, Brandenburger Sraße 28"
2019-05-25 00:00:00,14:00 - 15:00,Potsdam,Fahrraddemo,600,Innenstadt Potsdam
2019-05-25 00:00:00,15:00 - 18:00,Potsdam,Straße für Alle Demo,600,Feuerbachstraße
2019-05-12 00:00:00,11:30 - 12:30,Potsdam,Europawahlkampftour 2019,30,Innenstadt Potsdam
2019-05-17 00:00:00,13:15 - 14:45,Potsdam,"Internationaler Tag gegen Homo-, Bi- und Trans*phobie",50-70,Innenstadt Potsdam
2019-05-18 00:00:00,12:45 - 17:15,Potsdam,Videoaktion zur Aufklärung über die Tierindustrie,20,Hegelallee 55
2019-05-11 00:00:00,09:00 - 11:00,Potsdam,Protest gegen den Gifteinsatz in Brandenburgs Wäldern,20,Am Luftschiffhafen 1 (Kongresshotel)
2019-05-11 00:00:00,09:00 - 11:00,Potsdam,Die Eckpunkte des Verkehrsministers müssen weg (Unsere Taxis…),20,Am Luftschiffhafen 1 (Kongresshotel)
2019-05-18 00:00:00,13:15 - 15:00,Potsdam,Seebrücke Potsdam - gegen das Sterben im Mittelmeer,100,Innenstadt Potsdam
2019-05-09 00:00:00,15:30 - 18:00,Potsdam,Eilversammlung gegen die Nichteinladung zum Europafest der BBB…,15-20,Steubenplatz an den Ringerkolonaden
2019-05-24 00:00:00,11:50 - 16:00,Potsdam,Fridays for Future,1200,Innenstadt Potsdam
2019-06-16 00:00:00,13:00 - 19:00,Potsdam,Potsdam for Future,500 - 1000,Innenstadt Potsdam
2019-06-06 00:00:00,09:00 - 09:30,Potsdam,Fahrraddemo - bundeseinheitliche Abschaffung des Schulgeldes…,1500,"Glienicker Brücke, weiter nach Berlin"
2019-08-18 00:00:00,13:00 - 17:00,Potsdam,Bootsdemo für den Kohleausstieg,600,auf der Havel in Potsdam
2019-06-12 00:00:00,14:00 - 15:30,Potsdam,Aktion für Klimaschutz,20,Gregor-Medel-Straße 3
2019-06-01 00:00:00,16:30 - 18:00,Potsdam,Fischen im Mittelmeer,10 - 20,Luisenplatz
2019-06-19 00:00:00,08:30 - 10:00,Potsdam,"Die Stadt Potsdam kann keine IT an Lenné-Gesamtschule
Mahnwache des Taxigewerbes gegen Reformpläne aus dem Bundesverkehrsministerium",100,"Potsdam, Friedrich-Ebert-Straße 79"
2019-06-11 00:00:00,09:00 - 11:30,Potsdam,,10 - 12,"Potsdam, Alter Markt"
2019-06-16 00:00:00,16:00 - 16:30,Potsdam,"Schutz der Ozeane, Gegen die Privatisierung von Wasserrechten",20,"Potsdam, Freundschaftsinsel"
2019-06-17 00:00:00,18:00 - 19:00,Potsdam,Gedenken 17.06.1953,15 - 20,"Potsdam, Friedrich-Engels-Straße 17, RAW"
2019-06-14 00:00:00,09:30 - 10:30,Potsdam,Landtagsabstimmung zum Ausrufen des Klimanotstandes im Land Brandenburg,3,"Potsdam, Alter Markt"
2019-06-15 00:00:00,09:00 - 09:55,Potsdam,Omas gegen rechts,7 - 15,"Potsdam, Alter Markt"
2019-08-15 00:00:00,10:00 - 12:00,Potsdam,Für eine bessere Finanzierung der freien Schulen seitens der Landesregierung Brandenburgs,7500,"Potsdam, Heinrich-Mann-Allee 107 bis Alter Markt"
2019-06-19 00:00:00,13:00 - 14:00,Potsdam,Klimaschutz,15,Am Kanal 47
2019-06-19 00:00:00,16:00 - 17:00,Potsdam,Klimanotstand,20,Friedrich-Ebert-Straße 80
2019-06-18 00:00:00,09:00 - 10:00,Potsdam,Deutsche Bahn AG - bessere Bahn,25,am Bahnhof Sanssouci
2019-06-19 00:00:00,08:30 - 10:00,Potsdam,Deutsche Bahn AG - bessere Bahn,26,am Bahnhof Sanssouci
2019-08-18 00:00:00,13:00 - 16:30,Potsdam,Coal & Boat Demo,500,Innenstadt Potsdam
2019-07-01 00:00:00,18:00 - 20:00,Potsdam,Mahnwache für Frieden und Solidarität,20,Steubenplatz
2019-07-08 00:00:00,18:00 - 20:00,Potsdam,Mahnwache für Frieden und Solidarität,20,Steubenplatz
2019-07-15 00:00:00,18:00 - 20:00,Potsdam,Mahnwache für Frieden und Solidarität,20,Steubenplatz
2019-07-22 00:00:00,18:00 - 20:00,Potsdam,Mahnwache für Frieden und Solidarität,20,Steubenplatz
2019-07-29 00:00:00,18:00 - 20:00,Potsdam,Mahnwache für Frieden und Solidarität,20,Steubenplatz
2019-08-05 00:00:00,18:00 - 20:00,Potsdam,Mahnwache für Frieden und Solidarität,20,Steubenplatz
2019-08-12 00:00:00,18:00 - 20:00,Potsdam,Mahnwache für Frieden und Solidarität,20,Steubenplatz
2019-08-19 00:00:00,18:00 - 20:00,Potsdam,Mahnwache für Frieden und Solidarität,20,Freifläche vor dem Filmmuseum
2019-08-26 00:00:00,18:00 - 20:00,Potsdam,Mahnwache für Frieden und Solidarität,20,Freifläche vor dem Filmmuseum
2019-09-02 00:00:00,18:00 - 20:00,Potsdam,Mahnwache für Frieden und Solidarität,20,Freifläche vor dem Filmmuseum
2019-09-09 00:00:00,18:00 - 20:00,Potsdam,Mahnwache für Frieden und Solidarität,20,Steubenplatz
2019-09-16 00:00:00,18:00 - 20:00,Potsdam,Mahnwache für Frieden und Solidarität,20,Steubenplatz
2019-09-23 00:00:00,18:00 - 20:00,Potsdam,Mahnwache für Frieden und Solidarität,20,Steubenplatz
2019-09-30 00:00:00,18:00 - 20:00,Potsdam,Mahnwache für Frieden und Solidarität,20,Steubenplatz
2019-06-22 00:00:00,13:45 - 17:00,Potsdam,Protest gegen Massentierhaltung,15,Luisenplatz
2019-06-26 00:00:00,13:00 - 14:00,Potsdam,Klimawandel,12,Am Kanal 47
2019-07-03 00:00:00,13:00 - 14:00,Potsdam,Klimawandel,12,Am Kanal 47
2019-08-14 00:00:00,14:00 - 20:00,Potsdam,Klimanotfall in Potsdam ausrufen!,50,F.-Ebert-Straße 79/80
2019-07-18 00:00:00,16:00 - 18:00,Potsdam,Omas gegen rechts,50,
2019-07-20 00:00:00,10:00 - 13:00,Potsdam,Stadtspaziergang - Erinnerung an den deutschen Widerstand am 20.Juli 1944,50,Innenstadt Potsdam
2019-08-26 00:00:00,08:00,Potsdam,We4Future-Klimacamp,50-100,Neuer Lustgarten
2019-07-02 00:00:00,14:00 - 16:00,Potsdam,Mahnwache #FreeCarola,20,Vorplatz BRB-Tor
2019-07-10 00:00:00,13:00 - 14:00,Potsdam,Klimaschutz,10,Am Kanal 47
2019-07-15 00:00:00,10:00 - 14:00,Potsdam,Wahlkampfversammlung,50-100,Alter Markt
2019-08-18 00:00:00,12:00 - 16:00,Potsdam,Gegen Rechtspopulismus und für eine befreite Gesellschaft,1000,Innenstadt Potsdam
2019-08-30 00:00:00,11:00 - 18:00,Potsdam,Protestaktion für den Klimaschutz,3000,Innenstadt Potsdam
2019-10-06 00:00:00,09:00 - 13:00,Potsdam,Mahn- und Gedenkfahrt für tödlich verunglückte Motorradfahrer,1000,Innenstadt Potsdam
2019-08-13 00:00:00,15:00 - 15:45,Potsdam,11. Potsdamer Mauerlauf zum 58. Jahrestag des Mauerbaus,100-160,"Glienicker Brücke, weiter nach Berlin"
2019-07-17 00:00:00,13:00 - 14:00,Potsdam,Klimaschutz,5-10,Am Kanal 47
2019-07-24 00:00:00,13:00 - 14:00,Potsdam,Klimaschutz,5-10,Am Kanal 47
2019-07-31 00:00:00,13:00 - 14:00,Potsdam,Klimaschutz,5,Am Kanal 47
2019-08-18 00:00:00,09:00 - 13:00,Potsdam,Radeln zur Coal&Boat,60-200,Innenstadt Potsdam (aus Berlin kommend)
2019-08-20 00:00:00,20:00 - 22:00,Potsdam,Wahlveranstaltung,100,Marlene-Dietrich-Allee
2019-10-08 00:00:00,11:30 - 13:00,Potsdam,"allgemeiner Protest, Flyerverteilung",10,H.-v.-Tresckow-Straße 2-13
2019-11-10 00:00:00,13:00 - 14:30,Potsdam,30. Jahrestag der Wiedereröffnung der Glienicker Brücke,80 - 100,Berliner Straße / Glienicker Brücke
2019-11-04 00:00:00,17:00 - 18:30,Potsdam,Zur Erinnerung an die friedliche Revolution von 1989,100,Luisenplatz
2019-11-09 00:00:00,18:00 - 19:15,Potsdam,Gedenkveranstaltung,200,Innenstadt Potsdam
2019-08-13 00:00:00,20:00 - 21:30,Potsdam,Gedenken zum Mauerbau,20,Glienicker Brücke
2019-08-30 00:00:00,16:00 - 18:30,Potsdam,Spielt nicht mit unserer Zukunft - Landtagswahl,150,Innenstadt Potsdam
2019-08-14 00:00:00,14:30 - 16:30,Potsdam,Klimanotstand in Potsdam,30,F.-Ebert-Straße 79/80
2019-08-16 00:00:00,17:00 - 19:00,Potsdam,Gegen das Nichtvergessen der problembeladenen deutschen Geschichte,15-25,Innenstadt Potsdam
2019-09-01 00:00:00,15:30 - 16:30,Potsdam,Weltfriedens- und Antikriegstag,100,Platz der Einheit - Deserteurdenkmal
2019-08-27 00:00:00,16:00 - 19:00,Potsdam,Solidarität mit den Hohenzollern,150,Alter Markt (Fortunaportal)
2019-08-15 00:00:00,14:30 - 17:30,Potsdam,Landtagswahlkampf 2019,20,Platz der Einheit 1
2019-08-13 00:00:00,17:30 - 22:00,Potsdam,Mahnwache als Protest gegen Veranstaltung der AfD,100,Heinrich-Mann-Allee 103
2019-08-27 00:00:00,14:00 - 18:00,Potsdam,Gerechtigkeit für Rita Awour Ojunge,50 - 100,H.-v.-Tresckow-Straße 9-13
2019-08-20 00:00:00,09:45 - 12:00,Potsdam,Demo gegen rassistische Äußerungen der AfD,8,Schopenhauer Straße 27
2019-08-21 00:00:00,13:30 - 17:00,Potsdam,Gegendemo zum AfD-Infostand,2,Luisenplatz
2019-08-20 00:00:00,18:30 - 20:00,Potsdam,Begrüßung der Besucher der Wahlarena,10 -20,Schiffbauergasse
2019-08-29 00:00:00,16:00 - 19:00,Potsdam,Klimakrise,75,Brandenburger Straße ???
2019-08-31 00:00:00,17:00 - 21:00,Potsdam,"Für das leben, für die Freiheit - In Gedenken an Micha",50,Innenstadt Potsdam
2019-08-31 00:00:00,16:00 - 18:00,Potsdam,AKK = Absolute Klima Krise,10,Schopenhauer Straße (Stirnseite Sparkassengebäude)
2019-09-27 00:00:00,15:00 - 20:00,Potsdam,Aktion zum Tag des Flüchtlings,100,Innenstadt Potsdam
2019-09-20 00:00:00,12:00 - 16:00,Potsdam,Klimakrise,1000,Innenstadt Potsdam
2019-09-15 00:00:00,17:00 - 17:25,Potsdam,Spontanversammlung zu Koalitionsverhandlungen,3,Alleestraße 3 (Regine-Hildebrandt-Haus)
2019-09-22 00:00:00,10:30 - 12:00,Potsdam,"Verkehrswende, Mehr Platz fürs Rad, Autos als Gefährder",10 - 100,Innenstadt Potsdam
2019-10-07 00:00:00,18:00 - 20:00,Potsdam,"Für Frieden, Solidarität und Menschenrechte",20,Steubenplatz
2019-10-07 00:00:00,18:00 - 20:00,Potsdam,"Für Frieden, Solidarität und Menschenrechte",20,Steubenplatz
2019-10-14 00:00:00,18:00 - 20:00,Potsdam,"Für Frieden, Solidarität und Menschenrechte",20,Steubenplatz
2019-10-21 00:00:00,18:00 - 20:00,Potsdam,"Für Frieden, Solidarität und Menschenrechte",20,Steubenplatz
2019-10-28 00:00:00,18:00 - 20:00,Potsdam,"Für Frieden, Solidarität und Menschenrechte",20,Steubenplatz
2019-11-04 00:00:00,18:00 - 20:00,Potsdam,"Für Frieden, Solidarität und Menschenrechte",20,Steubenplatz
2019-11-11 00:00:00,18:00 - 20:00,Potsdam,"Für Frieden, Solidarität und Menschenrechte",20,Steubenplatz
2019-11-18 00:00:00,18:00 - 20:00,Potsdam,"Für Frieden, Solidarität und Menschenrechte",20,Steubenplatz
2019-11-25 00:00:00,18:00 - 20:00,Potsdam,"Für Frieden, Solidarität und Menschenrechte",20,Steubenplatz
2019-12-02 00:00:00,18:00 - 20:00,Potsdam,"Für Frieden, Solidarität und Menschenrechte",20,Steubenplatz
2019-12-09 00:00:00,18:00 - 20:00,Potsdam,"Für Frieden, Solidarität und Menschenrechte",20,Steubenplatz
2019-12-16 00:00:00,18:00 - 20:00,Potsdam,"Für Frieden, Solidarität und Menschenrechte",20,Steubenplatz
2019-12-21 00:00:00,16:00 - 20:00,Potsdam,"Für Frieden, Solidarität und Menschenrechte",20,Steubenplatz
2019-09-23 00:00:00,17:00 - 19:00,Potsdam,"Ice Landscapes (Week4Climate)“. Ice Landscapes (Week4Climate)“. Ice Landscapes (Week4Climate)“. Ice Landscapes (Week4Climate)“.
Ice Landscapes (Week4Climate)“.",20,Steubenplatz - Hbf - Steubenplatz
2019-09-24 00:00:00,17:00 - 19:00,Potsdam,,20,Steubenplatz - Hbf - Steubenplatz
2019-09-25 00:00:00,17:00 - 19:00,Potsdam,,20,Steubenplatz - Hbf - Steubenplatz
2019-09-26 00:00:00,17:00 - 19:00,Potsdam,,20,Steubenplatz - Rathaus - Steubenplatz
2019-09-27 00:00:00,17:55 - 20:00,Potsdam,,20,H.-Elflein-Straße 1/ Innenstadt
2019-09-20 00:00:00,16:00 - 19:00,Potsdam,Sondierungsgespräche SPD/Grünen/Linken nicht mutig,2+,Brandenburger Tor
2019-09-25 00:00:00,09:00 - 10:00,Potsdam,Stille Kundgebung für Demokratie und gesellschaftliche Vielfalt anläßlich der konstituierenden Sitzung des Landtages Brandenburg,30,Steubenplatz
2019-10-01 00:00:00,15:30 - 20:00,Potsdam,"Verkehrswende, Mehr Platz fürs Rad, Autos als Gefährder",80,Georg-Hermann-Allee
2019-10-09 00:00:00,13:00 - 14:00,Potsdam,Klimastreik,5-10,Am Kanal 47
2019-11-29 00:00:00,12:00 - 18:00,Potsdam,Klimapaket der Bundesregierung,1000,Innenstadt Potsdam
2019-10-11 00:00:00,11:00 - 12:00,Potsdam,Artenvielfalt retten - Aufnahme in den Koalitionsvertrag,20,Alleestraße 9
2019-10-12 00:00:00,15:00 - 18:00,Potsdam,Gegen den Krieg in Syrien,200,Innenstadt Potsdam
2019-10-10 00:00:00,18:30 - 19:15,Potsdam,Gedenken an die Opfer anlässlich des Angriffes auf die Synagoge in Halle,300-500,Werner-Selenbinder-Straße 4 (Synagoge)
2019-10-24 00:00:00,17:00 - 18:00,Potsdam,"Freiheit für Kurdistan, Türkische Invasion in Syrien und Nordirak stoppen",50,Alleestraße 3 (Regine-Hildebrandt-Haus)
2019-10-30 00:00:00,16:00 -19:00,Potsdam,Weltspartag - keine Unterstützung mehr duch die Sparkassefür Rüstung u. Kohleabb.,10,Dortustraße/Ecke Brandenburger Straße
2019-11-15 00:00:00,17:30 - 18:00,Potsdam,Klimaschutz - Landesparteitag der SPD,10-20,Am Luftschiffhafen 1 (Kongresshotel)
2019-11-12 00:00:00,17:00 - 18:00,Potsdam,Max-Dortu-Gedenksteine-Werfen,50,"Alter Markt, Fortunaportal"
2019-11-25 00:00:00,18:00 - 20:00,Potsdam,Internationaler Tag zur Beseitigung von Gewalt gegen Frauen,35,Schopenhauer Straße 10-12
2019-11-01 00:00:00,15:30 - 18:00,Potsdam,Geplante Abholzung des örtlichen Waldes,50,"Waldstadt 2, Heinrich-Mann-Allee 94"
2019-11-02 00:00:00,11:00 - 13:00,Potsdam,Auskommen mit dem Einkommen,50-100,Vorplatz Brandenburger Tor
2019-11-06 00:00:00,14:30 - 16:30,Potsdam,Kritik an weiteren stadtplanerischen Projekten in Potsdam,50,Friedrich-Ebert-Straße 80 (vor dem Stadthaus)
2019-11-16 00:00:00,16:00 - 18:00,Potsdam,Demo gegen Erdogan und den Krieg in Nordsyrien,200,Alter Amarkt
2019-12-04 00:00:00,14:30 - 16:00,Potsdam,"""Sicherer Hafen vermisst""",20,Friedrich-Ebert-Straße 80 (vor dem Stadthaus)
2019-12-01 00:00:00,10:00 - 20:00,Potsdam,Mahnwache zum Klimaschutz,5,
2019-12-04 00:00:00,12:00 - 14:00,Potsdam,Aufstehen gegen Rechtspopulismus u. Klimakatastrophe,2 -30,Otto-Braun-Platz
2019-12-05 00:00:00,12:00 - 14:00,Potsdam,Aufstehen gegen Rechtspopulismus u. Klimakatastrophe,2 -30,Otto-Braun-Platz
2019-12-06 00:00:00,12:00 - 14:00,Potsdam,Aufstehen gegen Rechtspopulismus u. Klimakatastrophe,2 -30,Otto-Braun-Platz
2019-12-09 00:00:00,12:00 - 14:00,Potsdam,Aufstehen gegen Rechtspopulismus u. Klimakatastrophe,2 -30,Otto-Braun-Platz
2019-12-10 00:00:00,12:00 - 14:00,Potsdam,Aufstehen gegen Rechtspopulismus u. Klimakatastrophe,2 -30,Otto-Braun-Platz
2019-12-11 00:00:00,12:00 - 14:00,Potsdam,Aufstehen gegen Rechtspopulismus u. Klimakatastrophe,2 -30,Otto-Braun-Platz
2019-12-12 00:00:00,12:00 - 14:00,Potsdam,Aufstehen gegen Rechtspopulismus u. Klimakatastrophe,2 -30,Otto-Braun-Platz
2019-12-13 00:00:00,12:00 - 14:00,Potsdam,Aufstehen gegen Rechtspopulismus u. Klimakatastrophe,2 -30,Otto-Braun-Platz
2019-12-16 00:00:00,12:00 - 14:00,Potsdam,Aufstehen gegen Rechtspopulismus u. Klimakatastrophe,2 -30,Otto-Braun-Platz
2019-12-17 00:00:00,12:00 - 14:00,Potsdam,Aufstehen gegen Rechtspopulismus u. Klimakatastrophe,2 -30,Otto-Braun-Platz
2019-12-18 00:00:00,12:00 - 14:00,Potsdam,Aufstehen gegen Rechtspopulismus u. Klimakatastrophe,2 -30,Otto-Braun-Platz
2019-12-19 00:00:00,12:00 - 14:00,Potsdam,Aufstehen gegen Rechtspopulismus u. Klimakatastrophe,2 -30,Otto-Braun-Platz
2019-12-20 00:00:00,12:00 - 14:00,Potsdam,Aufstehen gegen Rechtspopulismus u. Klimakatastrophe,2 -30,Otto-Braun-Platz
2019-12-06 00:00:00,13:00 - 15:30,Potsdam,Verlegung von Stolpersteinen,80,Innenstadt Potsdam (4 Standorte)
2019-12-13 00:00:00,14:00 - 16:00,Potsdam,letzter Tag der Klimakonferenz - XR - Protesttanz,10-20,Otto-Braun-Platz
2019-12-19 00:00:00,18:00 - 20:00,Potsdam,"2. Weihnachtssingen gegen Rassismus, Haß und Gewalt…""",200,Alter Markt (Fortunaportal)
