Versammlungen Potsdam 2022,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
15.01.2022,16:00 - 21:00,Potsdam,Kerzen für Zusammenhalt in Potsdam,100,Vorplatz Brandenburer Tor Potsdam
17.01.2022,18:00 - 20:00,Potsdam,Mit Solidarität und Aufklärung durch die Corona-Pandemie,100,Brandenburger Straße 18 -19
17.01.2022,18:00 - 19:30,Potsdam,Gemeinsam für ein solidarisches Potsdam - Gemeinsam gegen Rechts und Schwurbelei,50,Nauener Tor
27.01.2022,15:00 - 16:00,Potsdam,Gedenkveranstaltung - Tag des Gedenkens an die Opfer des Nationalsozialismus,100,Willi-Frohwein-Platz
14.02.2022,15:30 - 20:30,Potsdam,One Billion Rising,100,Brandenburger Tor / Brandenburger Str. 72
17.01.2022,18:00 - 20:00,Potsdam,Wir sind mehr: Für Solidarität und Demokratie. Gegen Schwurbelei und rechte Hetze!,150,Steubenplatz Potsdam
24.01.2022,18:00 - 20:00,Potsdam,Freie Impfentscheidung Potsdam,400,Innenstadt Potsdam
24.01.2022,18:00 - 21:00,Potsdam,Mit Solidarität und Aufklärung durch die Corona-Pandemie,100,Filmmuseum Potsdam
24.01.2022,17:30 - 19:30,Potsdam,Gemeinsam für ein solidarisches Potsdam - Gemeinsam gegen Rechts und Schwurbelei,50,Innenstadt Potsdam - Am Bassin/Gutenbergstraße
24.01.2022,17:30 - 20:30,Potsdam,Potsdam bleibt bunt,100,Steubenplatz Potsdam
27.01.2022,15:00 - 17:00,Potsdam,Energiestrategie,15,Heinrich-Mann-Allee 107
03.02.2022,15:00 - 18:00,Potsdam,Sichere Bildung für Brandenburg,5,Am Alten Markt 1
10.02.2022,15:00 - 18:00,Potsdam,Sichere Bildung für Brandenburg,5,Am Alten Markt 1
24.02.2022,15:00 - 18:00,Potsdam,Sichere Bildung für Brandenburg,5,Am Alten Markt 1
31.01.2022,18:00 - 21:00,Potsdam,"Für Solidarität und Demokratie, gegen Verschwörungsglauben und rechte Hetze!",100,Vorplatz Nauener Tor
31.01.2022,18:00 - 20:00,Potsdam,Freie Impfentscheidung Potsdam,700,Am Bassin 7
28.01.2022,18:00 - 20:00,Potsdam,Für ein solidarisches Miteinander - gegen Egoismus...,50,Innenstadt Potsdam - Am Bassin/Gutenbergstraße
07.02.2022,18:00 - 20:00,Potsdam,Mahnwache,50,Filmmuseum Potsdam
19.02.2022,16:00 - 20:00,Potsdam,Gedenkkundgebung anlässlich des 2. Jahrestages von Hanau,300,Vorplatz Brandenburger Tor in Potsdam
05.02.2022,13:00 - 14:30,Potsdam,Gegen Isisangriffe auf das Isisgefängnis in Hasaka Syrien,100,Brandenburger Straße 72
07.02.2022,18:00 - 20:00,Potsdam,Freie Impfentscheidung Potsdam,700,Innenstadt Potsdam
20.02.2022,14:00 - 18:00,Potsdam,Kinder sind Zukunft,10,Innenstadt Potsdam
07.02.2022,17:30 - 20:00,Potsdam,"Kein Platz für wissenschaftsfeindliche, rechtsoffene Schwurbler*innen in Potsdam! Kritik ja, aber solidarisch, global und antikapitalistisch!",50,Gutenbergstr. / Ecke Bassinplatz
12.02.2022,14:00 - 16:00,Potsdam,Klimamahnwache,5,Nauener Tor
10.03.2022,10:00 - 12:00,Potsdam,Tarifverhandlungen,50,Investitionsbank des Landes Brandenburg
13.02.2022,15:00 - 16:00,Potsdam,"Wir kommen, damit sie bleiben können!",25,Vorplatz Josephinen-Wohnanlage
14.02.2022,18:00 - 20:00,Potsdam,Freie Impfentscheidung Potsdam,800,Innenstadt Potsdam
25.03.2022,14:00 - 17:00,Potsdam,"""Reicht halt nicht"" und ""People over Profit""",1000,Innenstadt Potsdam
16.02.2022,18:00 - 21:00,Potsdam,Stoppt die Impfpflicht!,100,Alter Markt / Landtag
14.02.2022,15:30 - 17:00,Potsdam,Nur eine nimmt IN den Arm - Demo gegen die lieblose Politik,15,Platz der Einheit
14.02.2022,18:00 - 20:00,Potsdam,"Für Frieden, Freiheit und Freundschaft. Nein zum drohenden Krieg gg. Russland [...]",50,Platz zwischen Filmmuseum und Haltestelle Schloß
14.02.2022,17:30 - 20:00,Potsdam,Solidarische Antworten statt rechter Schwurbelei,50,südlicher Vorplatz Wilhelm-Galerie
16.02.2022,17:30 - 20:00,Potsdam,Rechte Hetze stoppen - Gemeinsam solidarisch gegen Corona,100,Alter Markt vor dem Alten Rathaus
21.02.2022,18:00 - 20:00,Potsdam,Freie Impfentscheidung Potsdam,800,Innenstadt Potsdam
,,,,,
05.03.2022,11:00 - 13:00,Potsdam,Potsdam bekennt Farbe. Potsdam zeigt Haltung.,100,Alter Markt
21.02.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit und Freundschaft. Nein zur NATO an der Grenze zu Russland [...]",50,Platz zwischen Filmmuseum und Haltestelle Schloß
26.02.2022,11:11 - 13:00,Potsdam,Karneval,,Park Sanssouci
21.02.2022,17:30 - 20:00,Potsdam,"Gemeinsam für eine solidarische Lösung in der Krise - Gemeinsam gegen Verschwörungsideologien, gegen Rechts und Schwurbelei",50,Gutenbergstr. / Ecke Bassinplatz
12.03.2022,13:00 - 19:00,Potsdam,Feministischer Aktionstag (Fahrraddemo),300,Innenstadt Potsdam
18.03.2022,13:00 - 14:30,Potsdam,Für mehr Verkehrsgerechtigkeit und Sicherheit auf Potsdams Straßen,300,Innenstadt Potsdam
08.03.2022,07:00 - 15:00,Potsdam,Streikkundgebung im Zusammenhang [...]Tarifkonflikt im Sozial- u. Erziehungsbereich,200,Alter Markt
24.02.2022,18:00 - 20:00,Potsdam,Die Waffen nieder - Frieden in der Ukraine!,200,Alter Markt
28.02.2022,18:00 - 20:00,Potsdam,Freie Impfentscheidung Potsdam,700,Innenstadt Potsdam
13.03.2022,11:00 - 12:00,Potsdam Schwielowsee,"Klimaschutz, Walderhalt, Nachpflanzaktion, Rettet die Waldsiedlung",50,Zum Birkengrund 7a
03.03.2022,15:30 - 18:30,Potsdam,Sichere Bildung für Brandenburg,5,Alter Markt
10.03.2022,15:30 - 18:30,Potsdam,Sichere Bildung für Brandenburg,5,Alter Markt
17.03.2022,15:30 - 18:30,Potsdam,Sichere Bildung für Brandenburg,5,Alter Markt
24.03.2022,15:30 - 18:30,Potsdam,Sichere Bildung für Brandenburg,5,Alter Markt
31.03.2022,15:30 - 18:30,Potsdam,Sichere Bildung für Brandenburg,5,Alter Markt
28.02.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Platz zwischen Filmmuseum und Haltestelle Schloß
28.02.2022,18:00 - 19:00,Potsdam,Krieg in der Ukraine,10,Alter Markt
02.03.2022,18:00 - 19:00,Potsdam,Krieg in der Ukraine,10,Alter Markt
06.03.2022,14:00 - 18:00,Potsdam,Kinder sind Zukunft,5,Innenstadt Potsdam
21.03.2022,08:15 - 09:30,Potsdam,Tarifverhandlungen für den Sozial- und Erziehungsdienst 2. Verhandlungsrunde,100,Am Luftschiffhafen
04.03.2022,18:00 - 19:00,Potsdam,Stop dem Krieg in der Ukraine,8,Alter Markt
07.03.2022,18:00 - 20:00,Potsdam,Freie Impfentscheidung Potsdam,800,Innenstadt Potsdam
07.03.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Platz zwischen Filmmuseum und Haltestelle Schloß
09.03.2022,18:00 - 19:00,Potsdam,Stop dem Krieg in der Ukraine,8,Alter Markt
12.03.2022,12:00 - 22:00,Potsdam,Wir sind wach - Solidarität mit der Ukraine,100,Brandenburger Tor Potsdam
09.03.2022,09:30 - 12:00,Potsdam,Seenot Gerettete,20,Alter Markt
08.03.2022,16:00 - 17:30,Potsdam,Frauentagsaktion,15,Vorplatz Brandenburger Tor in Potsdam
08.03.2022,14:00 - 17:00,Potsdam,Ukraine-Krieg und Weltfrauentag,200,Luisenplatz
19.03.2022,15:00 - 16:30,Potsdam,Protest gegen Tierbenutzung im Zirkus,15,"Kirchsteigfeld, Ricarda-Huchstr. / Konrad Wolf-Allee"
20.03.2022,10:00 - 11:30,Potsdam,Protest gegen Tierbenutzung im Zirkus,15,"Kirchsteigfeld, Ricarda-Huchstr. / Konrad Wolf-Allee"
12.03.2022,16:00 - 17:00,Potsdam,Gegen den Krieg in der Ukraine,8,Alter Markt
15.03. - 16.03 15:00 - 15:00,,Potsdam,Mahnwache gegen die Impfpflicht,10,Vorplatz Branenburger Tor
14.03.2022,18:00 - 20:00,Potsdam,Freie Impfentscheidung Potsdam,700,Innenstadt Potsdam
14.03.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Platz zwischen Filmmuseum und Haltestelle Schloß
21.03.2022,08:00 - 10:00,Potsdam,Streikaktion im Zusammenhang mit der Ttraifauseinandersetzung SuE TVÖD,100,Luftschiffhafen
24.03.2022,10:00 - 14:00,Potsdam,Kundgebung zum Volksbegehren Sandpisten [...],100,Alter Markt
09.04.2022,14:30 - 17:30,Potsdam,21. Potsdamer Ostermarsch,100,Innenstadt Potsdam
21.03.2022,18:00 - 20:00,Potsdam,Freie Impfentscheidung Potsdam,700,Innenstadt Potsdam
20.03.2022,14:00 - 18:00,Potsdam,Kinder sind Zukunft,10,Innenstadt Potsdam
21.03.2022,08:00 - 10:00,Potsdam,Streikaktion im Zusammenhang mit der Ttraifauseinandersetzung SuE TVÖD,200,Luftschiffhafen
21.03.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Platz zwischen Filmmuseum und Haltestelle Schloß
24.03.2022,15:00 - 19:00,Potsdam,Ein- und Ausreisezentrum am Flughafen BER,30,Alter Markt
27.03.2022,14:00 - 18:00,Potsdam,Kinder sind Zukunft,5,Innenstadt Potsdam
28.03.2022,17:45 - 20:00,Potsdam,Freie Impfentscheidung Potsdam,700,Innenstadt Potsdam
28.03.2022,12:10 - 12:40,Potsdam,Aufklärung über Impfen und Demokratie in Deutschland,6,Innenstadt Potsdam
28.03.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Filmmuseum Potsdam
31.03.2022,13:00 - 15:00,Potsdam,Kundgebung zu Tarifverhandlungen zum TV-Ärzte / VKA,50,Charlottenstraße 80
03.04.2022,15:00 - 18:00,Potsdam,Kinder sind Zukunft,5,Innenstadt Po
07.04.2022,15:30 - 18:30,Potsdam,Mahnwache Sichere Bildung für Brandenburg,5,Am Alten Markt 1
09.11.2022,19:00 - 21:30,Potsdam,Tag des Mauerfalls - 33. Jahrestag,100,Berliner Str. 86
04.04.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit und Freundschaft. Nein zur NATO an der Grenze zu Russland [...]",50,Platz zwischen Filmmuseum und Haltestelle Schloß
04.04.2022,17:45 - 20:00,Potsdam,Potsdam für eine freie Impfentscheidung,700,Innenstadt Potsdam
25.04.2022,15:00 - 17:30,Potsdam,Gegen die Jagd ...,15,Steubenplatz Potsdam
28.04.2022,15:30 - 18:30,Potsdam,Mahnwache Sichere Bildung für Brandenburg,5,Alter Markt
11.04.2022,17:45 - 20:00,Potsdam,Potsdam für eine freie Impfentscheidung,700,Innenstadt Potsdam
11.04.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Platz zwischen Filmmuseum und Haltestelle Schloß
01.05.2022,10:00 - 16:00,Potsdam,Gemeinsam Zukunft gestalten.,2000,Innenstadt Potsdam
08.05.2022,12:00 - 16:00,Potsdam,Friedensveranstaltung,150,Platz der Einheit 1-8
11.04.2022,14:00 - 16:00,Potsdam,Wahre Bedeutung von Ostern,12,Platz der Einheit
16.04.2022,11:00 - 12:00,Potsdam,Gedenken und Aufstellung eines Geisterrades,50,Luisenplatz
,,,,,
16.05.2022,08:15 - 10:00,Potsdam,3. Verhandlungsrunde für den Sozial- und Erziehungsdienst,100,"Am Luftschiffhafen 1, Kongresshotel"
08.05.2022,14:00 - 14:30,Potsdam,Gedenken zum 77. Jahrestag der Befreiung vom Nationalsozialismus und zum Ende des Zweiten Weltkrieges in Europa,200,"Bassinplatz, Sowjetischer Ehrenfriedhof"
24.04.2022,15:00 - 18:00,Potsdam,Kinder sind die Zukunft,10,Innenstadt Potsdam
01.05.2022,11:00 - 14:00,Potsdam,Kundgebung zum 1. Mai,200,Erlenhof Schlaatz
25.04.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft, Hartz IV, Krieg in der Ukraine",50,Innenstadt Potsdam
07.05.2022,14:00 - 18:00,Potsdam,Klimaschutz bzw. Erdgasausstieg,300,Luisenplatz
19.08.2022,08:00 - 00:00,Potsdam,Klimacamp anlässlich der fortschreitenden Klimakrise und dem verantwortungslosen Handeln der Entscheidungsträger*innen,100,Innenstadt Potsdam neuer Lustgarten
08.05.2022,10:30 - 11:30,Potsdam,Kranzniederlegung 77. Jahrestag Ende des 2. Weltkrieges,20,Alter Markt
18.05.2022,12:00 - 13:30,Potsdam,Änderung des Beamtengesetzes. Kein neuer Radikalenerlass,20,Alter Markt
29.04.2022,17:00 - 22:00,Potsdam,Ausstellungseröffnung,500,Neuer Markt 9 Potsdam
02.05.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Filmmuseum Potsdam
30.04.2022,10:00 - 13:30,Potsdam,Mahnwache,,"Bassinplatz, an der Kirche"
04.05.2022,14:30 - 15:00,Potsdam,Klimaneutralität 2035,10,Olympischer Weg 6
01.05.2022,10:00 - 15:00,Potsdam,Antifaschismus ist notwendig: Keinen Meter der AfD,15,Innenstadt Potsdam
06.05.2022,14:00 - 20:00,Potsdam,Wer sich keine Wohnung leisten kann baut sich ein Haus.,20,Platz der Einheit
03.05.2022,15:00 - 16:30,Potsdam,Tag der Pressefreiheit - Freiheit für Marlene F und Matej K.,10,Jägerstraße 18
05.05.2022,15:30 - 18:00,Potsdam,Sichere Bildung für Brandenburg,5,Alter Markt
12.05.2022,15:30 - 18:00,Potsdam,Sichere Bildung für Brandenburg,5,Alter Markt
19.05.2022,15:30 - 18:00,Potsdam,Sichere Bildung für Brandenburg,5,Alter Markt
07.05.2022,12:00 - 14:30,Potsdam,CSD Potsdam,100,Innenstadt Potsdam
18.05.2022,12:00 - 13:30,Potsdam,Änderung des Beamtengesetzes in Brandenburg,20,Alter Markt
06.05.2022,15:00 - 17:00,Potsdam,Gegen Polizeigewalt - In Gedenken an den ermordeten 47-Jährigen in Mannheim,50,Henning von Trsckow-Str.
07.05.2022,10:00 - 13:30,Potsdam,Stoppt den fossilen Wahnsinn,8,Breite Straße 25-27
09.05.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Platz zwischen Filmmuseum und Haltestelle Schloß
16.05.2022,08:30 - 11:00,Potsdam,Tarifverhandlungen Sozial- und Erziehungsdienst,1000,Innenstadt Potsdam
15.05.2022,15:00 - 18:00,Potsdam,Kinder sind die Zukunft,5,Innenstadt Potsdam
15.05.2022,14:00 - 16:00,Potsdam,Kidical Maas,500,Innenstadt Potsdam
18.05.2022,14:00 - 16:00,Potsdam,Fortsetzung der Kitarechtsreform im Land Brandenburg,500,Alter Markt
18.05.2022,15:00 - 17:00,Potsdam,Kitarechtsreform des Landes Brandenburg,200,Innenstadt Potsdam
28.05.2022,14:00 - 17:00,Potsdam,Gegen Atomwaffen in Belutschistan,,Innenstadt Potsdam
27.06.2022,10:00 - 12:00,Potsdam,Inklusion rockt und rollt,100,Innenstadt Potsdam
16.05.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Platz zwischen Filmmuseum und Haltestelle Schloß
24.05.2022,11:00 - 12:00,Potsdam,Ich brauche eine Wohnung,5,Friedrich-Ebert-Straße 79
23.05.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Platz zwischen Filmmuseum und Haltestelle Schloß
07.06.2022,17:00 - 19:30,Potsdam,Gegen das Projekt Garnisonskirche,300,Innenstadt Potsdam
11.06.2022,14:00 - 18:00,Potsdam,Widerstand lebt,50,Innenstadt Potsdam
30.05.2022,18:00 -20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Platz zwischen Filmmuseum und Haltestelle Schloß
04.06.2022,09:00 - 18:00,Potsdam,Corona Informationen (Galerie),10,Brandenburger Tor
02.06.2022,15:30 - 18:00,Potsdam,Sichere Bildung für Brandenburg,5,Alter Markt
23.06.2022,15:30 - 18:00,Potsdam,Sichere Bildung für Brandenburg,5,Alter Markt
30.06.2022,15:30 - 18:00,Potsdam,Sichere Bildung für Brandenburg,5,Alter Markt
14.06.2022,07:20 - 08:00,Potsdam,Für mehr Sicherheit und Rücksichtsnahme auf Kinder im Straßenverkehr,10,"Goethe Grundschule, Stephensonstr. 1"
09.06.2022,08:30 - 09:00,Potsdam,Solidarisch mit den angeklagten Garnisionskirchengegnern,50,Hegelallee 8 Potsdam
10.06.2022,11:00 - 19:00,Potsdam,Gegendemonstration zum Volksfest von Reichsbürgern,50,Am Neuen Palais
13.06.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Platz zwischen Filmmuseum und Haltestelle Schloß
17.06.2022,17:30 - 18:30,Potsdam,Kranzniederlegung zum 69. Jahrestag des Volksaufstandes der DDR,15,"gegenüber Friedrich-Engels-Str. 18, an der Mauer zum RAW neben der Bushaltestelle"
20.06.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Platz zwischen Filmmuseum und Haltestelle Schloß
02.07.2022,14:00 - 18:00,Potsdam,Widerstand lebt,50,Innenstadt Potsdam
22.07.2022,15:30 - 20:00,Potsdam,"Konsumkritik, Kritik an der Verkehrspolitik",50,"Horstweg 12, Teltower Vorstadt"
27.06.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Platz vor dem Filmmuseum
01.07.2022,12:30 - 14:00,Potsdam,Taxonomie Entscheidung auf der EU Ebene,10,Gregor-Mendel-Straße 3
04.07.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Platz zwischen Filmmuseum und Haltestelle Schloß
26.08.2022,15:00 - 16:00,Potsdam,(Tier-)Babys gehören nicht auf den Grill,8,Vorplatz Brandenburger Tor in Potsdam
26.08.2022,12:00 - 15:30,Potsdam,Friday for Future,1000,Innenstadt Potsdam
11.07.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft, Inflation",50,Filmmuseum Potsdam
31.08.2022,16:00 - 18:00,Potsdam,Ohne Kerosin nach Berlin,300,Innenstadt Potsdam
14.07.2022,18:00 - 20:00,Potsdam,Mahnwache für Ehrlichkeit und Unabhänigkeit in den Medien,20,Dietrich-Allee 20
18.07.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Platz vor dem Filmmuseum
13.08.2022,14:00 - 17:00,Potsdam,Gedenken an die Opfer der Mauer an der NIKE vor der Glienicker Brücke,130,NIKE / Glienicker Brücke Potsdam
10.09.2022,14:00 - 17:00,Potsdam,Gemeinsam für Mieterhöhung und Verdrängung,500,Innenstadt Potsdam
,,,,,
25.07.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Platz vor dem Filmmuseum
13.08.2022,20:00 - 21:30,Potsdam,Gedenken an den Mauerbau,50,Glienicker Brücke
31.07.2022,11:00 - 12:00,Potsdam,Gedenkveranstaltung 173. Todestag Max Dortu,30,Dortustraße 28/29
13.08.2022,10:00 - 12:00,Potsdam,Gedenktag des Mauerbaus 1961,30,NIKE / Glienicker Brücke Potsdam
14.09.2022,11:00 - 14:30,Potsdam,"Kitarechtsreform umsetzen, jetzt",10,Am Alten Markt 1
22.08.2022,09:00 - 19:00,Potsdam,Mahnwache vom bis zum 01.09.2022 - Fortsetzung der Kita-Rechtsreform,2-3,Am Alten Markt 1
23.08.2022,09:00 - 19:00,Potsdam,Mahnwache vom bis zum 01.09.2022 - Fortsetzung der Kita-Rechtsreform,2-3,Am Alten Markt 1
24.08.2022,09:00 - 19:00,Potsdam,Mahnwache vom bis zum 01.09.2022 - Fortsetzung der Kita-Rechtsreform,2-3,Am Alten Markt 1
25.08.2022,09:00 - 19:00,Potsdam,Mahnwache vom bis zum 01.09.2022 - Fortsetzung der Kita-Rechtsreform,2-3,Am Alten Markt 1
26.08.2022,09:00 - 19:00,Potsdam,Mahnwache vom bis zum 01.09.2022 - Fortsetzung der Kita-Rechtsreform,2-3,Am Alten Markt 1
27.08.2022,09:00 - 19:00,Potsdam,Mahnwache vom bis zum 01.09.2022 - Fortsetzung der Kita-Rechtsreform,2-3,Am Alten Markt 1
28.08.2022,09:00 - 19:00,Potsdam,Mahnwache vom bis zum 01.09.2022 - Fortsetzung der Kita-Rechtsreform,2-3,Am Alten Markt 1
29.08.2022,09:00 - 19:00,Potsdam,Mahnwache vom bis zum 01.09.2022 - Fortsetzung der Kita-Rechtsreform,2-3,Am Alten Markt 1
30.08.2022,09:00 - 19:00,Potsdam,Mahnwache vom bis zum 01.09.2022 - Fortsetzung der Kita-Rechtsreform,2-3,Am Alten Markt 1
31.08.2022,09:00 - 19:00,Potsdam,Mahnwache vom bis zum 01.09.2022 - Fortsetzung der Kita-Rechtsreform,2-3,Am Alten Markt 1
01.09.2022,09:00 - 19:00,Potsdam,Mahnwache vom bis zum 01.09.2022 - Fortsetzung der Kita-Rechtsreform,2-3,Am Alten Markt 1
04.08.2022,18:00 - 20:00,Potsdam,Mahnwache für Rundfunkbeitrag,20,Marlene-Dietrich-Allee 20
08.08.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft,67 Jahre Atombomben auf Hiroschima / Nagasaki",50,Filmmuseum Potsdam
11.08.2022,18:00 - 20:00,Potsdam,Mahnwache für Rundfunkbeitrag,20,Marlene-Dietrich-Allee 20
27.08.2022,12:00 - 15:00,Potsdam,Schwimmdemo für ein freies Ufer am Groß Glienicker See!,20,Seepromenade 5
10.09.2022,11:00 - 15:00,Potsdam,"Gedenken an die ehemaligen ""Heeres Reit- und Fahrschule und Kavallerieschule Krampnitz"" ...",25,Fahrland
10.09.2022,14:00 - 18:00,Potsdam,"Aufwachen, Antworten zur Krise, Linke stehn auf",100,Innenstadt Potsdam
15.08.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft, Hartz IV",50,Platz vor dem Filmmuseum
25.08.2022,15:30 - 18:00,Potsdam,Mahnwache für sichere und digitale Bildung,5,Am Alten Markt 1
18.08.2022,18:00 - 20:00,Potsdam,Mahnwache für Rundfunkfreiheit,20,Marlene-Dietrich-Allee 20
25.08.2022,18:00 - 20:00,Potsdam,Mahnwache für Rundfunkfreiheit,20,Marlene-Dietrich-Allee 20
01.09.2022,18:00 - 20:00,Potsdam,Mahnwache für Rundfunkfreiheit,20,Marlene-Dietrich-Allee 20
08.09.2022,18:00 - 20:00,Potsdam,Mahnwache für Rundfunkfreiheit,20,Marlene-Dietrich-Allee 20
15.09.2022,18:00 - 20:00,Potsdam,Mahnwache für Rundfunkfreiheit,20,Marlene-Dietrich-Allee 20
22.09.2022,18:00 - 20:00,Potsdam,Mahnwache für Rundfunkfreiheit,20,Marlene-Dietrich-Allee 20
29.09.2022,18:00 - 20:00,Potsdam,Mahnwache für Rundfunkfreiheit,20,Marlene-Dietrich-Allee 20
06.09.2022,09:00 - 15:00,Potsdam,Alarmstufe ROT: Krankenhäuser in Gefahr,400,Am Neuen Lustgarten
22.08.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Feundschaft [...]",50,Platz vor dem Filmmuseum
01.09.2022,15:30 - 18:00,Potsdam,Mahnwache für sichere und digitale Bildung,5,Am Alten Markt 1
08.09.2022,15:30 - 18:00,Potsdam,Mahnwache für sichere und digitale Bildung,5,Am Alten Markt 1
15.09.2022,15:30 - 18:00,Potsdam,Mahnwache für sichere und digitale Bildung,5,Am Alten Markt 1
22.09.2022,15:30 - 18:00,Potsdam,Mahnwache für sichere und digitale Bildung,5,Am Alten Markt 1
29.09.2022,15:30 - 18:00,Potsdam,Mahnwache für sichere und digitale Bildung,5,Am Alten Markt 1
01.09.2022,17:00 - 18:30,Potsdam,Interrelgiöses Gebet / Friedensfest der Religionen,100,Brandenburger Tor Potsdam
05.09.2022,10:00 - 11:30,Potsdam,Unzuverlässigkeit der Ausländerbehörde und Einbürgerungsbehörde,100,Friedrich-Ebert-Straße 79
