Demonstrationen / Versammlungen / Aufzüge 2023,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Lfd Nr.,Datum der Veranstaltung,,Art,Thema,Versammlungsort,Erwartete TN
,,Uhrzeit,,,,
135,2023-04-20 00:00:00,16:15 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,ZDF,5-15
136,2023-04-27 00:00:00,16:15 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,ZDF,5-15
137,2023-04-06 00:00:00,15:30 - 16:15,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,VRM,5-15
138,2023-04-13 00:00:00,15:30 - 16:15,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,VRM,5-15
139,2023-04-20 00:00:00,15:30 - 16:15,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,VRM,5-15
140,2023-04-27 00:00:00,15:30 - 16:15,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,VRM,5-15
141,2023-04-29 00:00:00,13:00 - 16:00,Versammlung,"Tierrechte / gegen Massentierhaltung, Albert Schweizer Stiftung für unsere Mitwelt",Ecke Kirschgarten vor Nr. 60/62 Mainz 55116,8-10
142,2023-04-10 00:00:00,18:30 - 20:30,Versammlung mit Aufzug,71. MAINZER SCHILDERLAUF,Strecke,20
143,2023-04-18 00:00:00,10:00 - 12:00,Versammlung,Kundgebung/Versammlung der IKK Süd-West Beschäftigten,Münsterplatz 2-6,100
144,2023-04-26 00:00:00,12:00 - 15:00,Versammlung,Tschernobyl Jahrestag,Leichhof,10
145,2023-04-15 00:00:00,16.30 - 01.00,Versammlung,Kundgebung zum Besuch Gaulands,"gegenüber der Athener Allee 6, 55129 Mainz",150
146,2023-04-22 00:00:00,14:00 - 18:00,Aufzug,Walk in Maskottchen,Strecke,10
147,2023-05-20 00:00:00,13:00 - 20:00,Aufzug,Monatslauf für Frieden,Strecke,150-300
148,2023-04-22 00:00:00,13:00 - 15:00 ,Versammlung,Einweihung der Wegweiser Mainz,Gartenfeldplatz,20
149,2023-06-03 00:00:00,13:00 - 17:00,Versammlung mit Aufzug,Queer-radikaler CSD,Ernst-Ludwig-Platz,500
150,2023-05-06 00:00:00,16:00 - 19:00,Versammlung,Christliche Werte unserer Gesellschaft ,Markt,20-25
151,2023-05-06 00:00:00,12:30 - 15:00,Versammlung,Christliche Werte unserer Gesellschaft ,Emmeransstraße,15-18
152,2023-05-07 00:00:00,11:00 - 14:30,Versammlung,Werte unserer Gesellschaft ,Bahnhofsvorplatz,20
153,2023-05-08 00:00:00,14:30 - 18:00,Versammlung,Werte unserer Gesellschaft ,Emmeransstraße,15-18
154,2023-05-09 00:00:00,11:30 - 14:30,Versammlung,Werte unserer Gesellschaft ,Bahnhofsvorplatz,20
155,2023-05-20 00:00:00,13:30 - 18:00,Versammlung,Mainz - kein Raum für Verschwörungsphantasien,Schillerplatz/Osteiner Hof,200
156,2023-05-06 00:00:00,16:00 - 19:00,Versammlung,Christliche Werte in der Gesellschaft,Malakoff-Terrasse,20
157,2023-04-29 00:00:00,13:45 - 17:15,Versammlung,"Massentierhaltung, Tierrechte, Tierethik, Umwelt, Klimawandel, Veganismus, Ernährung und Gesundheit",Bahnhofsvorplatz,10
158,2023-04-21 00:00:00,08:30 - 10:30,Versammlung mit Aufzug,EVG Streik,Bahnhofsvorplatz + Strecke,100
159,2023-05-05 00:00:00,10:00 - 14:00,Versammlung mit Aufzug,Wanrstreik der Universitätsmedizin Mainz,Strecke ,1000
160,2023-05-13 00:00:00,21:00 - 23:00,Versammlung mit Aufzug,Wir beten für Frieden - Kerzenlichterprozession durch die Altstadt,Strecke,150
161,2023-05-16 00:00:00,17:30 - 18:30,Versammlung,Gedenkveranstaltung für Mainzer Sinti ,Altenauergasse 7-9 (55116 Mainz),50
162,2023-05-04 00:00:00,16:00 - 19:00 ,Versammlung,Finanzierung der Psychotherapie-Weiterbildung,Gutenbergplatz ,50
163,2023-04-29 00:00:00,13:00 - 14:30,Versammlung mit Aufzug,1. Mai Warm-Up: Solidarität mit den Arbeitskämpfen,Bahnhofsplatz,15
164,2023-05-04 00:00:00,19:00 - 20:00,Versammlung,Gedenkversammlung der Aleviten,Domplatz,
165,2023-05-12 00:00:00,13:00 - 14:00,Versammlung,"Symbolische Übergabe der Petition gegen den A 643-Ausbau an einen Volker Wissing aus Pappe (aufgrund der Weigerung Wissings, die von 13.376 Menschen unterzeichnete Petition entgegenzunehmen)",Schillerstraße 11 a ,30
166,2023-06-20 00:00:00,17:00 - 20:00,Versammlung mit Aufzug,Marche des parapluies anlässlich des Weltflüchtlingstags,Strecke,150
167,2023-05-04 00:00:00,15:00 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,SWR,5-20
168,2023-05-11 00:00:00,15:00 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,SWR,5-20
169,2023-05-18 00:00:00,15:00 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,SWR,5-20
170,2023-05-25 00:00:00,15:00 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,SWR,5-20
171,2023-05-04 00:00:00,16:15 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,ZDF,5-20
172,2023-05-11 00:00:00,16:15 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,ZDF,5-20
173,2023-05-18 00:00:00,16:15 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,ZDF,5-20
174,2023-05-25 00:00:00,16:15 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,ZDF,5-20
175,2023-05-04 00:00:00,15:30 - 16:15,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,VRM,5-20
176,2023-05-11 00:00:00,15:30 - 16:15,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,VRM,5-20
177,2023-05-18 00:00:00,15:30 - 16:15,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,VRM,5-20
178,2023-05-25 00:00:00,15:30 - 16:15,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,VRM,5-20
179,2023-06-02 00:00:00,12:00 - 14:00,Versammlung,"Kundgebung zur Unterschriftenübergabe ""Passbeschaffung Eritrea""",Ernst-Ludwig-Platz,50
180,2023-05-16 00:00:00,10:30 - 14:00,Versammlung mit Aufzug,Warnstreik der Eisenbahn- und Verkehrgewerkschaft EVG,Strecke,500
181,2023-09-22 00:00:00,18:00 - 11:11,Versammlung,"Mainz bleibt Mainz - trotz Krieg, Klima, Kapital","Hartmühlenweg, Wiese(n) daneben",100
182,2023-06-23 00:00:00,10:30 -13:30,Versammlung,"DGB-Aktionstag zum Tag d. öffentlichen Dienstes mit den DGB-Gewerkschaften des öffentlichen Dienstes: GdP, ver.di, GEW, IG BAU",LM der Finanzen Rh.-Pf. Kaiser-Freidrich-Str. 5,100
183,2023-06-14 00:00:00,11:00 - 14:00,Versammlung,Informationsstand der IG Metall für Beschäftigte der Sensitec GmBH,,
184,2023-05-27 00:00:00,13:00 - 16:30,Versammlung,Activists for the victims e. V. Cube of truth (Tierrechte),Bahnofsplatz,20
185,2023-06-01 00:00:00,14:00 - 18:00,Versammlung,Werte unserer Gesellschaft ,Markt,25
186,2023-06-02 00:00:00,13:00 - 18:00,Versammlung,Werte unserer Gesellschaft ,Emmeransstraße/Pfandhausstraße,20
187,2023-06-04 00:00:00,11:00 - 14:30,Versammlung,Werte unserer Gesellschaft ,Markt,25
188,2023-06-05 00:00:00,13:00 - 18:00,Versammlung,Werte unserer Gesellschaft ,Bahnofsplatz,23
189,2023-06-07 00:00:00,14:00 - 18:00,Versammlung,Werte unserer Gesellschaft ,Markt,25
190,2023-06-17 00:00:00,13.00 - 20.00,Aufzug,Monatslauf für Frieden,Strecke,150-300
191,2023-05-30 00:00:00,17:00 - 22:00,Versammlung mit Aufzug,"Gegen § 129 StGB, CDU und Kriminalisierung von Klimaprotesten",Hauptbahnhof,200
192,2023-05-31 00:00:00,18:00 - 21:00,Versammlung mit Aufzug,Solidarität mit Lina E.,Strecke,50
193,2023-06-03 00:00:00,13:45 - 17:15,Versammlung,"Massentierhaltung, Tierrechte, Tierethik, Umwelt, Klimawandel, Veganismus, Ernährung und Gesundheit","Gutenbergplatz, 55116 Mainz",10
194,2023-06-19 00:00:00,08:00 - 18:00,Versammlung,Mahnwache und Demo für und von Impfgeschädigten,"An der Goldgrube, Ecke Jägerstraße, 55131 Mainz",100
195,2023-06-23 00:00:00,11:00 - 15:00,Versammlung,"Mahnwache gegen Fuchs- und Baujagd, sowie gegen Schliefeanlagen",Dr.-Günther-Storch-Platz,40
196,2023-06-01 00:00:00,15:00 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,SWR,5-15
197,2023-06-08 00:00:00,15:00 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,SWR,5-15
198,2023-06-15 00:00:00,15:00 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,SWR,5-15
199,2023-06-22 00:00:00,15:00 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,SWR,5-15
200,2023-06-29 00:00:00,15:00 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,SWR,5-15
201,2023-06-01 00:00:00,16:15 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,ZDF,5-15
202,2023-06-08 00:00:00,16:15 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,ZDF,5-15
203,2023-06-15 00:00:00,16:15 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,ZDF,5-15
204,2023-06-22 00:00:00,16:15 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,ZDF,5-15
205,2023-06-29 00:00:00,16:15 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,ZDF,5-15
206,2023-06-01 00:00:00,15:30 - 16:15,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,VRM,5-15
207,2023-06-08 00:00:00,15:30 - 16:15,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,VRM,5-15
208,2023-06-15 00:00:00,15:30 - 16:15,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,VRM,5-15
209,2023-06-22 00:00:00,15:30 - 16:15,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,VRM,5-15
210,2023-06-29 00:00:00,15:30 - 16:15,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,VRM,5-15
211,2023-09-23 00:00:00,16:30 - 18.00,Versammlung,Bildungswende JETZT!,Marktplatz,200
212,2023-06-24 00:00:00,13:00 - 16:00,Versammlung,"Tierrechte / gegen Massentierhaltung, Albert Schweitzer Stiftung für unsere Mitwelt",Augustinerstraße/Höhe Kirschgarten ,10
213,2023-07-22 00:00:00,13:00 - 16:00,Versammlung,"Tierrechte / gegen Massentierhaltung, Albert Schweitzer Stiftung für unsere Mitwelt",Leichhof,10
214,2023-06-07 00:00:00,19:00 - 20:30,Versammlung,Stand with Ukraine. Dammsprengung in Cherson- ökologische Katastrophe,Gutenbergplatz,200
215,2023-06-30 00:00:00,9:00 - 15:00,Versammlung mit Aufzug,Demozug mit Kundgebung Einzelhandel RLP-S,Münsterplatz bis Ernst-Ludwig-Platz,500
216,2023-06-10 00:00:00,14:00 - 16:00,Versammlung,Frieden ohne Gewalt,Bahnhofsvorplatz,15-20
217,2023-05-31 00:00:00,,Aufzug,Letzte Generation,Strecke,100
218,2023-07-08 00:00:00,11:00 - 14:00,Versammlung mit Aufzug,Rechten Eliten keine Plattform bieten,Strecke ,250
219,2023-06-21 00:00:00,12:00 - 14:00,Versammlung,Aufnahme statt Abschottung ,Helmut Kohl Platz,10
220,2023-06-17 00:00:00,13:30 - 18:00,Versammlung,Verschwörungsmythen Wiederlegen,,30
221,2023-06-22 00:00:00,10:00 - 13:00,Versammlung,Kundgebung unserer Mitglieder des Einzelhandels ,,
222,2023-07-15 00:00:00,13:00 - 20:00,Versammlung mit Aufzug,Monatslauf für Frieden,Strecke,150-300
223,2023-08-19 00:00:00,13:00 - 20:00,Versammlung mit Aufzug,Monatslauf für Frieden,Strecke,150-300
224,2023-09-16 00:00:00,13:00 - 20:00,Versammlung mit Aufzug,Monatslauf für Frieden,Strecke,150-300
225,2023-10-21 00:00:00,13:00 - 20:00,Versammlung mit Aufzug,Monatslauf für Frieden,Strecke,150-300
226,2023-11-18 00:00:00,13:00 - 20:00,Versammlung mit Aufzug,Monatslauf für Frieden,Strecke,150-300
227,2023-12-16 00:00:00,13:00 - 20:00,Versammlung mit Aufzug,"Fahrzeugkorso Maut, CO2 Abgabe",Strecke,150
228,2023-07-01 00:00:00,16:00 - 18:00,Versammlung mit Aufzug,Stand with Ukraine,Salvador-Straße/Ecke Abtsgasse - Rheinstraße - Holzhofstraße - Weißliliengasse - Ludwigstraße - Gutenbergplatz (AK),300
229,2023-06-29 00:00:00,18:00 - 00:00,Versammlung,Über Palästina reden,Ernst-Ludwig-Platz,40
230,2023-07-16 00:00:00,14:30 - 18:00,Versammlung,aufräumen mit Verschwörungsmythen,Theater,50
231,2023-07-15 00:00:00,14:30 - 18:00,Versammlung,aufräumen mit Verschwörungsmythen,Alte Universität ,50
232,2023-09-15 00:00:00,13:00 - 18:00,Versammlung mit Aufzug,Fridays for Future - globaler Klimastreik,Strecke + Gutenbergplatz,2000
233,2023-07-13 00:00:00,15:30-16:15,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,VRM,5-15
234,2023-07-13 00:00:00,15:30-17:30,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,SWR,5-15
235,2023-07-13 00:00:00,16:35-17:30,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,ZDF,5-15
236,2023-07-20 00:00:00,15:30-16:15,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,VRM,5-15
237,2023-07-20 00:00:00,15:30-17:30,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,SWR,5-15
238,2023-07-20 00:00:00,16:35-17:30,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,ZDF,5-15
239,2023-07-27 00:00:00,15:30-16:15,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,VRM,5-15
240,2023-07-27 00:00:00,15:30-17:30,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,SWR,5-15
241,2023-07-27 00:00:00,16:35-17:30,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,ZDF,5-15
242,2023-07-15 00:00:00,16:45 - 20:15,Versammlung,"Massentierhaltung, Tierrechte, Tierethik, Umwelt, Klimawandel, Veganismus, Ernährung und Gesundheit",Gutenbergplatz,10
243,2023-07-19 00:00:00,12:30 - 14:30,Versammlung,Landesaufnahmeprogramm sofort,Helmut Kohl Platz,10
244,2023-07-19 00:00:00,12:00 - 14:00,Versammlung mit Aufzug,Bundesweiter Aktionstag für ein Faires PJ (=Praktisches Jahr),Strecke,60
245,2023-08-06 00:00:00,11:00 - 13:00,Versammlung,Hiroshima-Gedenken,Leichhof,20
246,2023-09-20 00:00:00,11:00 - 15:00,Versammlung,Bündnis für eine gute Krankenhausversorgung in ganz RLP,Markt/Liebfrauenplatz,2000
247,2023-09-01 00:00:00,12:00- 17:00,Versammlung,Christliche Werte in der Gesellschaft,Emmeranstraße/ Ecke Pfandhausstraße,18
248,2023-08-29 00:00:00,16:15- 19:00,Versammlung,Christliche Werte in der Gesellschaft,Markt,18
249,2023-08-29 00:00:00,14:00- 16:00,Versammlung,Christliche Werte in der Gesellschaft,Emmeranstraße/ Ecke Pfandhausstraße,18
250,2023-08-06 00:00:00,14:00 - 16:00,Versammlung,Friedenskundgebung zum Jahrestag von Hiroshima,"Gutenbergplatz, Theaterseite, Richtung WMF",50
251,2023-08-20 00:00:00,10:00 - 16:30,Versammlung mit Aufzug,Ohne Kerosin nach Bayern - Klimagerechtigkeit mit Fokus auf die Mobilitätswende,Strecke,75
252,2023-09-16 00:00:00,10:00 - 15:00,Versammlung,Frauen Leben Freiheit/ 1 Jahr Widerstand im Iran,Alte Universität ,30
253,2023-08-03 00:00:00,15:30 - 16:15,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,VRM,5-20
254,2023-08-03 00:00:00,15:30 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,SWR,5-20
255,2023-08-03 00:00:00,16:15 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,ZDF,5-20
256,2023-08-10 00:00:00,15:30 - 16:15,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,VRM,5-20
257,2023-08-10 00:00:00,15:30 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,SWR,5-20
258,2023-08-10 00:00:00,16:15 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,ZDF,5-20
259,2023-08-17 00:00:00,15:30 - 16:15,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,VRM,5-20
260,2023-08-17 00:00:00,15:30 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,SWR,5-20
261,2023-08-17 00:00:00,16:15 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,ZDF,5-20
262,2023-08-24 00:00:00,15:30 - 16:15,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,VRM,5-20
263,2023-08-24 00:00:00,15:30 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,SWR,5-20
264,2023-08-24 00:00:00,16:15 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,ZDF,5-20
265,2023-08-31 00:00:00,15:30 - 16:15,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,VRM,5-20
266,2023-08-31 00:00:00,15:30 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,SWR,5-20
267,2023-08-31 00:00:00,16:15 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,ZDF,5-20
268,2023-08-24 00:00:00,19:00 - 21:00,Versammlung,Jahrestag der Unabhängigkeit der Ukraine,Adenauer-Ufer/Höhe Landtag,500
269,2023-08-26 00:00:00,13:00 - 16:00,Versammlung,"Tierrechte / gegen Massentierhaltung, Albert Schweizer Stiftung für unsere Mitwelt",Seppel-Glückert-Passage / Betzelsstr.,10
270,12:08.2023,14:00 - 16:00,Versammlung,Frieden ohne Gewalt,Bahnhofsvorplatz,20
271,2023-09-01 00:00:00,17:30 - 19:30,Versammlung mit Aufzug,Antikriegstag 1. September 2023: Rüstungsschmieden schließen statt Krankenhäuser!,Strecke,40
272,2023-09-09 00:00:00,15:00 - 19:00,Versammlung,Demonstration für christliche Werte,Bahnhof,40
273,2023-09-22 00:00:00,18:30 - 20:30,Versammlung mit Aufzug,Rheinland - Marsch für die Ukraine / Invite Ukraine to NATO,Strecke ,400
274,2023-09-02 00:00:00,10:00 - 14:00,Versammlung,OMAS GEGEN RECHTS,Gutenbergplatz,8
275,2023-09-23 00:00:00,10:30 - 11:30,Versammlung mit Aufzug,Samstags frei für die Polizei,Strecke ,500
276,2023-08-26 00:00:00,13:00 - 14:30,Versammlung,Soziale Umgestaltung des Bildungswesens,"Lessingplatz, 55118 Mainz",10
277,2023-08-29 00:00:00,11:00 - 13:30,Versammlung,Streikation Einzel- und Versandhandel,"Am Brand, 55116 Mainz",60
278,2023-09-27 00:00:00,12:00 - 15:00,Versammlung,Information über den Bau einer Schwerlasttrasse durch die Vorderpfalz,"Platz der Mainzer Republik, 55116 Mainz",6
279,21.11. - 22.11.2023,,Versammlung mit Aufzug,Demo gegen den Fleischkongress am 21. und 22.11.2023 an der Rheingoldhalle,Jockel-Fuchs-Platz oder Adenauer-Ufer,
280,2023-09-07 00:00:00,15:30 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,VRM,5-20
281,2023-09-07 00:00:00,15:30 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,SWR,5-20
282,2023-09-07 00:00:00,15:30 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,ZDF,5-20
283,2023-09-14 00:00:00,15:30 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,VRM,5-20
284,2023-09-14 00:00:00,15:30 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,SWR,5-20
285,2023-09-14 00:00:00,15:30 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,ZDF,5-20
286,2023-09-21 00:00:00,15:30 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,VRM,5-20
287,2023-09-21 00:00:00,15:30 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,SWR,5-20
288,2023-09-21 00:00:00,15:30 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,ZDF,5-20
289,2023-09-28 00:00:00,15:30 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,VRM,5-20
290,2023-09-28 00:00:00,15:30 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,SWR,5-20
291,2023-09-28 00:00:00,15:30 - 18:00,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,ZDF,5-20
292,2023-09-22 00:00:00,18:30 - 20:30,Versammlung mit Aufzug,Rheinland - Marsch für die Ukraine / Invite Ukraine to NATO,Strecke ,400
293,2023-09-23 00:00:00,13:00 - 16:00,Versammlung,"Tierrechte / gegen Massentierhaltung, Albert Schweitzer Stiftung für unsere Mitwelt",Leichhof oder Augustinerstraße/ Ecke Kirschgarten,8-10
294,2023-10-28 00:00:00,13:00 - 16:00,Versammlung,"Tierrechte / gegen Massentierhaltung, Albert Schweitzer Stiftung für unsere Mitwelt",Leichhof oder Augustinerstraße/ Ecke Kirschgarten,8-10
295,2023-09-22 00:00:00,11:00 - 17:00,Versammlung,Ukrainekrieg,Alte Universität ,100
296,2023-09-13 00:00:00,12:30 - 14:30,Versammlung,Schulverteilung (Faschismus in Schulen),Frauenlobplatz,5
297,2023-10-13 00:00:00,15:30 - 18:00,Versammlung mit Aufzug,Aktionsmarsch anlässlich des Weltmädchentags 2023 (Veranstaltung der Mädchenkreise Mainz und Wiesbaden),Strecke,400
298,2023-09-24 00:00:00,14:30 -16:30,Versammlung mit Aufzug,"Förderung des Fahrradfahrens von Kindern in Mainz, Förderung des Fahrradbewusstseins",Strecke,100
299,2023-09-20 00:00:00,14:20 - 15:30,Versammlung,Tarifrunde 2023 Univeritätsmedizin Mainz,Augustusplatz,200
300,2023-10-07 00:00:00,11:00 - 16:00,Versammlung,GEAS Reform,Gutenbergplatz,10
301,2023-10-16 00:00:00,14:00 - 17:00,Versammlung mit Aufzug,"Trauergang mit Liegenddemonstration: Aufmerksamkeit für Krankheitsbilder MEICFS, Post- und Longcovid, PostVac",Platz d. dt. Republik - Mittlere Bleiche 61,70
302,2023-10-03 00:00:00,10:30 - 13:00,Versammlung,Für eine offene Flüchtlingspolitik - keine Festung Europa,Athener Allee Gehwg gegenüber Hausnr. 6,20
303,2023-09-28 00:00:00,11:00 - 16:00,Versammlung,Aktion zum Safe Abortion Day 2023,Gutenbergplatz,20
304,2023-10-13 00:00:00,16:30 - 19:00,Versammlung,"Ortsfeste Mahnwache sichtbar vor Lildl-Filiale, Mahnwache soll dessen schlechte Tierschutzbedingungen aufzeigen",Große Bleiche/Höhe Lidl-Filiale,10
305,2023-10-11 00:00:00,12:30 - 15:00,Versammlung,"Bildungssystem, Unterfinanzierung von Schulen, Probleme in Schulen.",Frauenlobplatz,7
306,2023-10-05 00:00:00,15:30 - 16:15,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,VRm,5-20
307,2023-10-05 00:00:00,16:15 - 17:30,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,ZDF,5-20
308,2023-10-05 00:00:00,15:30 - 17:30,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,SWR,5-20
309,2023-10-12 00:00:00,15:30 - 16:15,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,VRM,5-20
310,2023-10-12 00:00:00,16:15 - 17:30,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,ZDF,5-20
311,2023-10-12 00:00:00,15:30 - 17:30,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,SWR,5-20
312,2023-10-19 00:00:00,15:30 - 16:15,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,VRM,5-20
313,2023-10-19 00:00:00,16:15 - 17:30,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,ZDF,5-20
314,2023-10-19 00:00:00,15:30 - 17:30,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,SWR,5-20
315,2023-10-26 00:00:00,15:30 - 16:15,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,VRM,5-20
316,2023-10-26 00:00:00,16:15 - 17:30,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,ZDF,5-20
317,2023-10-26 00:00:00,15:30 - 17:30,Versammlung,Mahnwache für ehrliche und freie Berichterstattung,SWR,5-20
318,2023-10-06 00:00:00,17:30 - 19:00,Versammlung,Situation im Iran,Gutenbergplatz,50
319,2023-10-12 00:00:00,16:00 - 18:00,Versammlung mit Aufzug,Abgabe einer Stellungnahme zum neuen Jagdgesetz,Strecke,150
320,2023-11-08 00:00:00,11:00 - 15:00,Versammlung mit Aufzug,Protest Einführung eines Gehörlosengeld in Rheinland-Pfalz,Strecke,50-100
321,2023-10-11 00:00:00,19:00 - 20:00,Versammlung,Solidarität mit Israel,Dr.-Günther-Storch-Platz,300
322,2023-12-04 00:00:00,10:00 - 14:30,Versammlung mit Aufzug,Warnstreik- und Protest-Demonstration Ländereikommensrunde öffentlicher Dienst 2023,Strecke,1000
323,2023-10-14 00:00:00,14:00 - 18:00,Versammlung,Bekenntnis als demokratischer Wähler,Bahnhofplatz,3
324,2023-11-25 00:00:00,14:00 - 16:00,Versammlung,Tag gegen Gewalt gegen Frauen,"Gutenbergplatz, 55116 Mainz",150
325,2023-11-21 00:00:00,18:00 - 21:00,Versammlung,Demo für Tierrechte,"Jockel-Fuchs-Platz, 55116 Mainz",20
326,2023-11-21 00:00:00,08:00 - 10:00,Versammlung,Demo für Tierrechte,"Jockel-Fuchs-Platz, 55116 Mainz",20
327,2023-10-21 00:00:00,10:00 - 14:00,Versammlung,Gegen rechte Vernetzung in Mainz,Athener Allee 6,200
328,2023-11-18 00:00:00,13:00 - 16:00,Versammlung,Tierrechte / Wen streicheln Wen essen?,Augustinerstraße/Höhe Kirschgarten ,10
329,2023-10-26 00:00:00,07:30 - 09:00,Versammlung,Mahnwachen gegen den Kollaps des Kita-Systems,"Deutschhausplatz, 55116 Mainz",6
330,2023-11-02 00:00:00,07:30 - 09:00,Versammlung,Mahnwachen gegen den Kollaps des Kita-Systems,"Deutschhausplatz, 55116 Mainz",6
331,2023-11-09 00:00:00,07:30 - 09:00,Versammlung,Mahnwachen gegen den Kollaps des Kita-Systems,"Deutschhausplatz, 55116 Mainz",6
332,2023-10-21 00:00:00,13:45 - 17:15,Versammlung,"Massentierhaltung, Tierrechte, Tierethik, Umwelt, Klimawandel, Veganismus, Ernährung und Gesundheit",Bahnhofplatz,10
