Demonstrationen / Versammlungen / Aufzüge 2018,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
36,2018-03-19 00:00:00,Versammlung,"Aufklärung, Anerkennung, und Erforschung von ME/CFS",2018-02-27 00:00:00,Dr. Günther-Storch Platz,2-5
37,2018-03-26 00:00:00,Versammlung,"Aufklärung, Anerkennung, und Erforschung von ME/CFS",2018-02-27 00:00:00,Dr. Günther-Storch Platz,2-5
38,2018-03-08 00:00:00,,Internationaler Frauentag,2018-02-28 00:00:00,,10
39,2018-03-09 00:00:00,Versammlung,Afrin,2018-03-07 00:00:00,Bahnhofplatz,100-150
40,2018-03-10 00:00:00,Aufzug,Afrin,2018-03-07 00:00:00,Strecke,200
41,2018-03-12 00:00:00,Aufzug,Solidarität mit Kurdistan,2018-03-11 00:00:00,Strecke,100
42,2018-05-03 00:00:00,Versammlung,Werte in unserer Gesellschaft,2018-03-05 00:00:00,Höfchen,35-45
43,2018-03-17 00:00:00,Versammlung,Mahnwache 3-Platanen Liebfrauenplatz,2018-03-13 00:00:00,Liebfrauenplatz,20
44,2018-03-24 00:00:00,Versammlung,Mahnwache 3-Platanen Liebfrauenplatz,2018-03-13 00:00:00,Liebfrauenplatz,20
45,2018-03-31 00:00:00,Versammlung,Mahnwache 3-Platanen Liebfrauenplatz,2018-03-13 00:00:00,Liebfrauenplatz,20
46,2018-04-07 00:00:00,Versammlung,Mahnwache 3-Platanen Liebfrauenplatz,2018-03-13 00:00:00,Liebfrauenplatz,20
47,2018-04-14 00:00:00,Versammlung,Mahnwache 3-Platanen Liebfrauenplatz,2018-03-13 00:00:00,Liebfrauenplatz,20
48,2018-05-01 00:00:00,Aufzug,1. Mai Demonstration,2018-03-14 00:00:00,Strecke,400
49,2018-03-22 00:00:00,Versammlung,Verdi Tarifrunde,2018-03-15 00:00:00,Strecke,500
50,2018-03-22 00:00:00,Aufzug,Kurdischer Feiertag,2018-03-19 00:00:00,Strecke,50
51,2018-06-30 00:00:00,Aufzug,25. Sommerschwüle - CSD Mainz,2017-12-12 00:00:00,Strecke,1000
52,2018-04-13 00:00:00,Versammlung,Pro und Contra Bibelturm,,,
53,2018-03-26 00:00:00,Versammlung,Kundgebung zur Demokratie,2018-03-26 00:00:00,Bahnhofplatz,20
54,2018-05-17 00:00:00,Versammlung,IDAHOT,2018-03-21 00:00:00,Höfchen,150
55,2018-03-24 00:00:00,Aufzug,Tierschutz / Massentierhaltung,2018-03-01 00:00:00,Strecke,
56,2018-03-31 00:00:00,Versammlung,High Noon für 'Johanny G. - Kulturpolitische Mahnwache an der Gutenbergstatue,2018-03-26 00:00:00,Gutenbergplatz,20
57,2018-04-07 00:00:00,Versammlung,High Noon für 'Johanny G. - Kulturpolitische Mahnwache an der Gutenbergstatue,2018-03-26 00:00:00,Gutenbergplatz,20
58,2018-03-29 00:00:00,Aufzug,Afrin,2018-03-27 00:00:00,Strecke,100-150
59,2018-04-09 00:00:00,Versammlung,Merkel muss weg,2018-03-28 00:00:00,Markt,150
60,2018-04-16 00:00:00,Versammlung,Merkel muss weg,2018-03-28 00:00:00,Markt,150
61,2018-04-23 00:00:00,Versammlung,Merkel muss weg,2018-03-28 00:00:00,Markt,150
62,2018-04-30 00:00:00,Versammlung,Merkel muss weg,2018-03-28 00:00:00,Markt,150
63,2018-04-09 00:00:00,Versammlung,Mainz kein Platz für Menschenfeinde - Refugees welcome,2018-04-03 00:00:00,Bahnhofplatz,50
64,2018-04-16 00:00:00,Versammlung,Mainz kein Platz für Menschenfeinde - Refugees welcome,2018-04-03 00:00:00,Bahnhofplatz,50
65,2018-04-23 00:00:00,Versammlung,Mainz kein Platz für Menschenfeinde - Refugees welcome,2018-04-03 00:00:00,Bahnhofplatz,50
66,2018-04-22 00:00:00,Versammlung,Veganismus,2018-03-29 00:00:00,Bahnhofplatz,25
67,2018-04-10 00:00:00,Versammlung,Mahnwache Bibelturm,2018-04-04 00:00:00,Liebfrauenplatz,
68,2018-05-04 00:00:00,Versammlung,Protest gegen die aktuellen Ausbildungsbedingungen der Psychotherapeuten,2018-04-03 00:00:00,Gutenbergplatz (Theaterseite),50
69,2018-04-09 00:00:00,Versammlung,Auch in Mainz keine Kundgebung zur Verbreitung rechter rückwärtsgewandter Gesinnung - Refugees are welcome,2018-04-05 00:00:00,Gutenbergplatz (Denkmalseite),60
70,2018-04-14 00:00:00,Versammlung,Grrenpeace Mainz will auf alternative Nutzungsmöglichkeiten von Parkflächen hinweisen.,2018-04-04 00:00:00,Parkplatz an Luftmessstation Parcusstraße,6
71,2018-04-12 00:00:00,Versammlung,DRK Tarifrunde 2018 ,2018-04-10 00:00:00,Bahnhofplatz 8 ,30
72,2018-04-16 00:00:00,Versammlung,Auch in Mainz keine Kundgebung zur Verbreitung rechter rückwärtsgewandter Gesinnung - Refugees are welcome,2018-04-10 00:00:00,Gutenbergplatz (Denkmalseite),100
73,2018-04-16 00:00:00,Versammlung,Gegen den Rechtsruck,2018-04-11 00:00:00,Schillerplatz,50-100
74,2018-05-27 00:00:00,Versammlung,Pulse of Europe,2018-04-12 00:00:00,Gutenbergplatz,300
75,2018-04-14 00:00:00,Versammlung,Mainz kein Platz für Menschenfeinde,2018-04-12 00:00:00,Alte Universität,50
76,2018-04-19 00:00:00,Versammlung,Warnstreick GdS,2018-04-16 00:00:00,"Isaac-Fulda-Allee 7, IKK-Südwest",40-60 
77,2018-04-28 00:00:00,Aufzug,Tierschutz / Massentierhaltung,2018-04-16 00:00:00,Strecke,3-8
78,2018-04-23 00:00:00,Versammlung,Auch in Mainz keine Kundgebung zur Verbreitung rechter rückwärtsgewandter Gesinnung - Refugees are welcome,2018-04-17 00:00:00,Gutenbergplatz (Theaterseite),60
79,2018-04-30 00:00:00,Versammlung,Auch in Mainz keine Kundgebung zur Verbreitung rechter rückwärtsgewandter Gesinnung - Refugees are welcome,2018-04-23 00:00:00,Gutenbergplatz (Denkmalseite),100
80,2018-05-11 00:00:00,Versammlung,Veganismus,2018-04-24 00:00:00,Gutenbergplatz (Denkmalseite),20
81,2018-05-09 00:00:00,Versammlung,Arbeitsbedingungen,2018-04-19 00:00:00,Markt,70
82,2018-04-30 00:00:00,Versammlung,Mainz bleibt bunt,2018-04-26 00:00:00,Liebfrauenplatz,50-100
83,2018-04-30 00:00:00,Versammlung,Kampf der rechten Meinungshegemonie - Für Freiheit und Demokratie,2018-04-26 00:00:00,Schillerplatz,50-200
84,2018-05-07 00:00:00,Versammlung,Kampf der rechten Meinungshegemonie - Für Freiheit und Demokratie,2018-04-26 00:00:00,Schillerplatz,50-200
85,2018-05-14 00:00:00,Versammlung,Kampf der rechten Meinungshegemonie - Für Freiheit und Demokratie,2018-04-26 00:00:00,Schillerplatz,50-200
86,2018-05-21 00:00:00,Versammlung,Kampf der rechten Meinungshegemonie - Für Freiheit und Demokratie,2018-04-26 00:00:00,Schillerplatz,50-200
87,2018-05-28 00:00:00,Versammlung,Kampf der rechten Meinungshegemonie - Für Freiheit und Demokratie,2018-04-26 00:00:00,Schillerplatz,50-200
88,2018-05-07 00:00:00,Versammlung,Demo gegen Rechts,2018-04-26 00:00:00,Markt,100
89,2018-05-14 00:00:00,Versammlung,Demo gegen Rechts,2018-04-26 00:00:00,Markt,100
90,2018-05-22 00:00:00,Versammlung,Demo gegen Rechts,2018-04-26 00:00:00,Markt,100
91,2018-05-28 00:00:00,Versammlung,Demo gegen Rechts,2018-04-26 00:00:00,Markt,100
92,2018-04-30 00:00:00,Versammlung,Mainz kein Platz für Menschenfeinde - Refugees welcome,2018-04-27 00:00:00,Bahnhofplatz,50
93,2018-05-07 00:00:00,Versammlung,Mainz kein Platz für Menschenfeinde - Refugees welcome,2018-04-27 00:00:00,Bahnhofplatz,50
94,2018-05-14 00:00:00,Versammlung,Mainz kein Platz für Menschenfeinde - Refugees welcome,2018-04-27 00:00:00,Bahnhofplatz,50
95,2018-05-21 00:00:00,Versammlung,Mainz kein Platz für Menschenfeinde - Refugees welcome,2018-04-27 00:00:00,Bahnhofplatz,50
96,2018-04-30 00:00:00,Versammlung,Antifaschismus,2018-04-27 00:00:00,Leichhof,25-30
97,2018-05-07 00:00:00,Versammlung,Antifaschismus,2018-04-27 00:00:00,Leichhof,25-30
98,2018-05-14 00:00:00,Versammlung,Antifaschismus,2018-04-27 00:00:00,Leichhof,25-30
99,2018-05-21 00:00:00,Versammlung,Antifaschismus,2018-04-27 00:00:00,Leichhof,25-30
100,2018-05-28 00:00:00,Versammlung,Antifaschismus,2018-04-27 00:00:00,Leichhof,25-30
101,2018-05-16 00:00:00,Versammlung,Mahnwache für Sinti und Roma,2018-04-27 00:00:00,Altenauergasse,5-10
102,2018-04-30 00:00:00,Versammlung,"Schutz der Geflüchteten im Alianzhaus vor der Kundgebung der rassistscihen, ausländerfeindlichen ""Merkel muss weg"" Kundgebung",2018-04-30 00:00:00,Petersplatz,60
103,2018-07-31 00:00:00,Versammlung,Truck You- Tiertransporte unzensiert,2018-04-27 00:00:00,Marktbrunnen,20
104,2018-05-07 00:00:00,Versammlung,Auch in Mainz keine Kundgebung zur Verbreitung rechter rückwärtsgewandter Gesinnung - Refugees are welcome,2018-04-26 00:00:00,Gutenbergplatz (Theaterseite),100
105,2018-05-14 00:00:00,Versammlung,Auch in Mainz keine Kundgebung zur Verbreitung rechter rückwärtsgewandter Gesinnung - Refugees are welcome,2018-04-26 00:00:00,Gutenbergplatz (Theaterseite),100
106,2018-05-21 00:00:00,Versammlung,Auch in Mainz keine Kundgebung zur Verbreitung rechter rückwärtsgewandter Gesinnung - Refugees are welcome,2018-04-26 00:00:00,Gutenbergplatz (Theaterseite),100
107,2018-05-28 00:00:00,Versammlung,Auch in Mainz keine Kundgebung zur Verbreitung rechter rückwärtsgewandter Gesinnung - Refugees are welcome,2018-04-26 00:00:00,Gutenbergplatz (Theaterseite),100
108,2018-05-07 00:00:00,Versammlung,Gewerkschaftlicher Montag Mainz ,2018-04-30 00:00:00,Alte Universität,40-60
109,2018-05-14 00:00:00,Versammlung,Gewerkschaftlicher Montag Mainz ,2018-04-30 00:00:00,Alte Universität,40-60
110,2018-05-21 00:00:00,Versammlung,Gewerkschaftlicher Montag Mainz ,2018-04-30 00:00:00,Alte Universität,40-60
111,2018-05-28 00:00:00,Versammlung,Gewerkschaftlicher Montag Mainz ,2018-04-30 00:00:00,Alte Universität,40-60
112,2018-06-04 00:00:00,Versammlung,Gewerkschaftlicher Montag Mainz ,2018-04-30 00:00:00,Alte Universität,40-60
113,2018-05-13 00:00:00,Versammlung,Beweg Was!,2018-05-02 00:00:00,Ernst-Ludwig-Platz,150
114,2018-05-27 00:00:00,Versammlung,Beweg Was!,2018-05-02 00:00:00,Ernst-Ludwig-Platz,150
150,2018-06-09 00:00:00,Versammlung,Deutschlands Zukunft ist die Neue Seidenstraße,2018-06-07 00:00:00,Seppel-Glückert-Passage,3
116,2018-06-17 00:00:00,Versammlung,Beweg Was!,2018-05-02 00:00:00,Ernst-Ludwig-Platz?,150
117,2018-07-01 00:00:00,Versammlung,Beweg Was!,2018-05-02 00:00:00,Ernst-Ludwig-Platz?,150
118,2018-07-15 00:00:00,Versammlung,Beweg Was!,2018-05-02 00:00:00,Ernst-Ludwig-Platz?,150
119,2018-07-29 00:00:00,Versammlung,Beweg Was!,2018-05-02 00:00:00,Ernst-Ludwig-Platz,150
120,2018-08-12 00:00:00,Versammlung,Beweg Was!,2018-05-02 00:00:00,Ernst-Ludwig-Platz,150
121,2018-08-26 00:00:00,Versammlung,Beweg Was!,2018-05-02 00:00:00,Ernst-Ludwig-Platz,150
122,2018-05-05 00:00:00,Versammlung,Der Kampf gegen die Ausbeutung durch Amazon,2018-05-04 00:00:00,Alte Universität,50
123,2018-05-12 00:00:00,Versammlung,Antarktis Mahnwache,2018-05-04 00:00:00,An der TH Brücke,12
124,2018-06-20 00:00:00,Versammlung,Wir sind mehr wert! Bessere Bezahlung für die Beamtinnen und Beamten,2018-05-04 00:00:00,Helmut-Kohl-Platz,1000
125,2018-05-13 00:00:00,Versammlung,Mainz kein Platz für Menschenfeinde-Refugees welcome,2018-05-07 00:00:00,Petersplatz,50
126,2018-05-28 00:00:00,Versammlung,"Aufklärung, Anerkennung, und Erforschung von ME/CFS",2018-05-08 00:00:00,Dr. Günther-Storch Platz,3-5
127,2018-06-04 00:00:00,Versammlung,"Aufklärung, Anerkennung, und Erforschung von ME/CFS",2018-05-08 00:00:00,Dr. Günther-Storch Platz,3-5
151,2018-06-09 00:00:00,Versammlung,Es reicht! Endlich Konsequenzen ziehen!,2018-06-07 00:00:00,Platz der Mainzer Republik,100
129,2018-06-18 00:00:00,Versammlung,"Aufklärung, Anerkennung, und Erforschung von ME/CFS",2018-05-08 00:00:00,Dr. Günther-Storch Platz,3-5
130,2018-06-25 00:00:00,Versammlung,"Aufklärung, Anerkennung, und Erforschung von ME/CFS",2018-05-08 00:00:00,Dr. Günther-Storch Platz,3-5
131,2018-05-13 00:00:00,Versammlung,"Keine Verbreitung rückwärtsgewandter, rassistischer, ausländerfeindlichen Gesinnung-Refugees are welcome",2018-05-08 00:00:00,Gutenbergplatz-Theaterseite,60
132,2018-05-26 00:00:00,Versammlung,Tierschutz/Gegen Massentierhaltung,2018-05-11 00:00:00,Strecke,3-8
133,2018-06-01 00:00:00,Versammlung,Veganismus,2018-05-15 00:00:00,Seppel-Glückert-Passage Ecke Franziskanerstraße,20-30
134,2018-05-27 00:00:00,Versammlung,"Kundgebung gegen die Verbreitung rückwärtsgewandter, rassistischer, ausländerfeindlicher Gesinnung - Refugees are welcome",2018-05-17 00:00:00,Rheinufer,10
135,2018-05-27 00:00:00,Versammlung,Mainz kein Platz für Menschenfeinde - Refugees welcome,2018-05-19 00:00:00,Petersplatz,50
136,2018-08-18 00:00:00,Versammlung,Organraub Falun-Gong,2018-05-20 00:00:00,Leichhof,10
137,2018-06-04 00:00:00,Versammlung,"Für eine nicht-rassistische, nicht-fremdenfeindliche Gesellschaft und globale Mobilität - Geflüchtete sind willkommen",2018-05-23 00:00:00,Gutenbergplatz,10
138,2018-08-01 00:00:00,Versammlung,Ressourcenverbrauch der Weltbevölkerung,2018-05-23 00:00:00,Gutenbergplatz,50
139,2018-06-02 00:00:00,Versammlung,Gegen Rechtspopulismus und Kriegspropagande,2018-05-29 00:00:00,Sporthalle Mainz-Gonsenheim,50
154,2018-06-09 00:00:00,Versammlung,Trauerkundgebung für Susanna,2018-06-08 00:00:00,Petersplatz,150
141,2018-06-17 00:00:00,Versammlung,"""buntermontagmainz"" - Gegen Fremdenfeindlichkeit und Rassismus - Refugees are welcome",2018-06-06 00:00:00,Gutenbergplatz,100
142,2018-06-24 00:00:00,Versammlung,"""buntermontagmainz"" - Gegen Fremdenfeindlichkeit und Rassismus - Refugees are welcome",2018-06-06 00:00:00,Gutenbergplatz,100
115,2018-06-10 00:00:00,Versammlung,Beweg Was!,2018-05-02 00:00:00,Helmut-Kohl-Platz,150
140,2018-06-10 00:00:00,Versammlung,"""buntermontagmainz"" - Gegen Fremdenfeindlichkeit und Rassismus - Refugees are welcome",2018-06-06 00:00:00,Schlosstor,100
145,2018-06-17 00:00:00,Versammlung,Mainz kein Platz für Menschenfeinde-Refugees welcome,2018-06-07 00:00:00,Petersplatz,
146,2018-06-17 00:00:00,Versammlung,Mainz kein Platz für Menschenfeinde-Refugees welcome,2018-06-07 00:00:00,Platz der Mainzer Republik,
147,2018-08-06 00:00:00,Versammlung,Hiroshima Gedenktag,2018-06-07 00:00:00,Gutenbergplatz (Denkmalseite),20
143,2018-06-10 00:00:00,Versammlung,Mainz kein Platz für Menschenfeinde-Refugees welcome,2018-06-07 00:00:00,Petersplatz,
149,2018-06-15 00:00:00,Versammlung,Veganismus,2018-05-30 00:00:00,Gutenbergplatz,
144,2018-06-10 00:00:00,Versammlung,Mainz kein Platz für Menschenfeinde-Refugees welcome,2018-06-07 00:00:00,Grünfläche/Graben Kurfürstl. Schloss,
152,2018-06-10 00:00:00,Versammlung,Mainz gegen Rechts,2018-06-07 00:00:00,Markt,50
128,2018-06-11 00:00:00,Versammlung,"Aufklärung, Anerkennung, und Erforschung von ME/CFS",2018-05-08 00:00:00,Dr. Günther-Storch Platz,3-5
148,2018-06-11 00:00:00,Versammlung,Mahnwache Kandel ist überall (Spontane Kundgebung),2018-06-07 00:00:00,Markt,
153,2018-06-11 00:00:00,Versammlung,Für Vielfalt und Toleranz - gegen Hass und Gewalt,2018-06-07 00:00:00,Gutenbergplatz,600
155,2018-06-10 00:00:00,Aufzug,Stop the violence,2018-06-08 00:00:00,Strecke,200
156,2018-06-13 00:00:00,Aufzug,"Schweigemarsch für Susanna ""Ein Licht für Susanna"" ",2018-06-12 00:00:00,Strecke,100
157,2018-07-01 00:00:00,Aufzug,Gegen Gentrifizierung - Für Vielfalt,2018-06-11 00:00:00,Strecke,500
158,2018-06-16 00:00:00,Versammlung,Protest gegen Verschandelung Deutschhaus / Eltzer Hof ,2018-06-12 00:00:00,Emmeransstraße/Ecke Pfandhausstraße ,3
159,2018-06-17 00:00:00,Versammlung,Für Toleranz und eine offene Gesellschaft,2018-06-12 00:00:00,Helmut-Kohl-Platz,50
160,2018-06-17 00:00:00,Versammlung,"""buntermontagmainz"" - Gegen Fremdenfeindlichkeit und Rassismus - Refugees are welcome",2018-06-12 00:00:00,Fischtorplatz,50
161,2018-06-18 00:00:00,Versammlung,Pulse of Europe - Asylstreit in der Union - Für eine europäische Lösung,2018-06-18 00:00:00,Schillerplatz,50
162,2018-06-28 00:00:00,Aufzug,Tierschutz/Gegen Massentierhaltung,2018-06-08 00:00:00,Strecke,3-8
163,2018-06-30 00:00:00,Versammlung,Veganismus,2018-06-19 00:00:00,Neubrunnenplatz,25
164,2018-07-21 00:00:00,Aufzug,Gegen die Folgen der illegalen Massenmigration. Für mehr Sicherheit und Schutz!,2018-06-19 00:00:00,Strecke,100
165,2018-06-20 00:00:00,Versammlung,Für den Erhalt des Haus Mainusch,2018-06-19 00:00:00,Uni Campus,20
166,2018-07-01 00:00:00,Versammlung,Mainz kein Platz für Menschenfeinde-Refugees welcome,2018-06-25 00:00:00,Petersplatz,50
167,2018-07-01 00:00:00,Versammlung,Mainz kein Platz für Menschenfeinde-Refugees welcome,2018-06-25 00:00:00,Platz der Mainzer Republik,50
168,2018-07-21 00:00:00,Versammlung,Integrationskrise,2018-06-25 00:00:00,Ernst-Ludwig-Platz,50
169,2018-07-13 00:00:00,Versammlung,Werte in unserer Gesellschaft,2018-06-26 00:00:00,Bahnhofplatz,20-40
170,2018-07-14 00:00:00,Versammlung,Werte in unserer Gesellschaft,2018-06-26 00:00:00,Gutenbergplatz (Theaterseite),20-40
171,2018-07-15 00:00:00,Versammlung,Werte in unserer Gesellschaft,2018-06-26 00:00:00,Bahnhofplatz,20-40
172,2018-07-01 00:00:00,Versammlung,"Gegen Versammlung rechter Gesinnung, Rassimus und Fremdenfeindlichkeit",2018-06-27 00:00:00,Rheinufer,10
173,2018-07-07 00:00:00,Versammlung,Atomwaffenverbotsabkommen,2018-06-28 00:00:00,Alte Universität,10
174,2018-07-13 00:00:00,Versammlung,Veganismus,2018-07-02 00:00:00,Gutenbergplatz (Denkmalseite),20-30
175,2018-07-14 00:00:00,Aufzug,Seebrücke: Schafft sichere Höfen. Gegen die Kriminalisierung der Seenotrettung,2018-07-09 00:00:00,Strecke,80
176,2018-11-10 00:00:00,Versammlung,Für ein Europa der Regionen - The European Balcony Project,2018-07-12 00:00:00,Gutenbergplatz,300
177,2018-07-14 00:00:00,Versammlung,Gegen Rechtspopulismus und Kriegspropagande,2018-07-11 00:00:00,d,50
178,2018-08-08 00:00:00,Versammlung,Unterhaltungsprogramm des ZDF,2018-06-29 00:00:00,ZDF,50
179,2018-07-21 00:00:00,Versammlung,Alternative Benutzung von Parkräumen,2018-06-26 00:00:00,Parcusstraße Mittelstreifen,8
180,2018-07-29 00:00:00,Versammlung,Veganismus,2018-07-16 00:00:00,Fischtorstraße,20-30
181,2018-07-21 00:00:00,Aufzug,Kinder-Lebens-Lauf,2018-07-12 00:00:00,Strecke,22
182,2018-07-21 00:00:00,Versammlung,Mainz kein Platz für Menschenfeinde-Refugees welcome,2018-07-13 00:00:00,Petersplatz,50
183,2018-07-21 00:00:00,Versammlung,Mainz kein Platz für Menschenfeinde-Refugees welcome,2018-07-13 00:00:00,Helmut-Kohl-Platz,50
184,2018-07-28 00:00:00,Versammlung,Tierschutz/Gegen Massentierhaltung,2018-07-17 00:00:00,Gutenbergplatz (Theaterseite),10-15
185,2018-07-24 00:00:00,Versammlung,Kranzniederlegung am türkischen Konsulat,2018-07-23 00:00:00,TGK,50
186,2018-08-04 00:00:00,Aufzug,Seebrücke - Rettung kann nicht illegal sein,2018-07-25 00:00:00,Strecke,500
187,2018-08-25 00:00:00,Versammlung,Save the Internt,2018-07-25 00:00:00,Bahnhofplatz,
188,2018-09-08 00:00:00,Aufzug,Rise for Climate,2018-07-30 00:00:00,Strecke,300
189,2018-08-25 00:00:00,Versammlung,"Kundgebung für Mütter verschollener Angehöriger , 700. Tag",2018-07-30 00:00:00,Neubrunnenplatz,50
190,2018-08-18 00:00:00,Versammlung,Veganismus,2018-07-31 00:00:00,Bahnhofplatz,20-25
191,2018-09-01 00:00:00,Versammlung,Antikriegstag,2018-08-06 00:00:00,Gutenbergplatz (Denkmalseite),40
192,2018-08-14 00:00:00,Versammlung,"Umwelt, Tierschutz, Gesundheit",2018-08-10 00:00:00,Gutenbergplatz (Denkmalseite),15
193,2018-08-30 00:00:00,Aufzug,Tierschutz/Gegen Massentierhaltung,2018-08-14 00:00:00,Strecke,3-8
195,2018-09-01 00:00:00,Versammlung,Gegenprotest gegen Gauland und Münzenmaier,2018-08-16 00:00:00,Schlossgraben,200
194,2018-09-01 00:00:00,Aufzug,Kein Gauland in Mainz,2018-08-16 00:00:00,Strecke,800
196,2018-09-07 00:00:00,Versammlung,BDM on Tour - Milchmarkt mit Aussicht,2018-08-16 00:00:00,"Kaiser-Friedrich-Straße, Ernst-Ludwig-Platz",50
197,2018-09-22 00:00:00,Versammlung,Beweg was….,2018-08-24 00:00:00,Bahnhofplatz,150
198,2018-09-03 00:00:00,Versammlung,"Aufklärung, Anerkennung, und Erforschung von ME/CFS",2018-09-29 00:00:00,Dr. Günther-Storch Platz,2-5
199,2018-09-10 00:00:00,Versammlung,"Aufklärung, Anerkennung, und Erforschung von ME/CFS",2018-09-29 00:00:00,Dr. Günther-Storch Platz,2-5
200,2018-09-17 00:00:00,Versammlung,"Aufklärung, Anerkennung, und Erforschung von ME/CFS",2018-09-29 00:00:00,Dr. Günther-Storch Platz,2-5
