Demonstrationen / Versammlungen / Aufzüge 2022,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
26,2022-02-28 00:00:00,Versammlung,"Solidarität in Zeiten der Pandemie, wider Fake und Verschwörungsmythen",2022-01-18 00:00:00,Gutenbergplatz/Theaterseite,30
27,2022-01-29 00:00:00,Versammlung,Tierrechte / gegen Massentierhaltung,2022-01-19 00:00:00,Augustinerstr./Kirschgarten,
28,2022-01-27 00:00:00,Versammlung,Mahnwache zum Gedenken an die Opfer des Nationalsozialismus (Omas gegen Rechts),2022-01-19 00:00:00,Kaiserstraße Ecke Leibnizstraße ,6
29,2022-01-31 00:00:00,Aufzug,Schilderlauf gegen gesellschaftliche Spaltung,2022-01-19 00:00:00,Strecke,350
30,2022-02-07 00:00:00,Aufzug,Schilderlauf gegen gesellschaftliche Spaltung,2022-01-20 00:00:00,Strecke,350
31,2022-02-14 00:00:00,Aufzug,Schilderlauf gegen gesellschaftliche Spaltung,2022-01-21 00:00:00,Strecke,350
32,2022-01-20 00:00:00,Versammlung,Gedenktag 20.01.1990,2022-01-19 00:00:00,Gutenbergplatz,10
33,2022-01-22 00:00:00,Versammlung,Kundgebung 1. Jahrestag Atomwaffenverbotsvertrag,2022-01-21 00:00:00,Martin-Kirchner-Str. 38,20
34,2022-01-24 00:00:00,Versammlung,Wissenschaft statt Querdenken ,2022-01-21 00:00:00,Neubrunnenplatz ,65
35,2022-02-12 00:00:00,Versammlung,"Für die Freigabe der Impfpatente, gegen die Corona-Leugner ",2022-01-21 00:00:00,Grünfläche Ecke Jägerstr./An der Goldgrube ,2020-10-01 00:00:00
36,2022-01-31 00:00:00,Versammlung,"Veranstaltung gegen das Ablehnen des Impfangebots und für das Recht auf Leben und körperliche Unversehrtheit (Artikel 2 GG) von u.a. vulnerable Gruppen, welches mittelbar durch diverse Anti-Corona Demo gefährdet wird.",2022-01-21 00:00:00,Platz der Mainzer Republik,50
37,2022-03-08 00:00:00,Versammlung mit Aufzug,"Organisatoren: Bündnis Pflegeaufstand Rheinland-Pfalz & Gewerkschaft ver.di 
Delegierten-Demonstration für Krankenhäuser und Pflegeeinrichtungen in Rheinland-Pfalz, Titel: ",2022-01-25 00:00:00,Strecke,80
38,2022-02-12 00:00:00,Versammlung,"Massentierhaltung, Tierrechte, Tierethik, Umwelt, Klimawandel, Veganismus, Ernährung und Gesundheit",2022-01-25 00:00:00,Bahnhofplatz ,10
39,2022-01-31 00:00:00,Versammlung,Keinen Millimeter nach rechts,2022-01-28 00:00:00,Neubrunnenplatz ,50
40,2022-02-01 00:00:00,Versammlung,Coronaregeln in den Bildungseinrichtungen - so geht es nicht!!!,2022-01-30 00:00:00,ELP,300
41,2022-02-02 00:00:00,Versammlung,Protestkundgebung gegen die Verlagerung von ca. 150 Arbeitsplätzen der DB Cargo Zentrale aus dem Rhein Main Gebiet nach Duisburg,2022-01-31 00:00:00,"Rheinstraße 2, Bürgersteig vor dem Gebäude der Cargo Zentrale",50
42,2022-01-24 00:00:00,Versammlung,Kundgebung gegen den Schilderlauf,2022-01-24 00:00:00,Große Bleiche (Höhe Rathaus),10
43,2022-01-24 00:00:00,Versammlung,Kundgebung gegen den Schilderlauf,2022-01-24 00:00:00,Schusterstraße (Höhe Biomarkt Denns),40
44,2022-01-31 00:00:00,Versammlung,Kundgebung gegen den Schilderlauf,2022-01-31 00:00:00,Große Bleiche (Höhe Hnr. 31-33),100
45,2022-01-31 00:00:00,Versammlung,Kundgebung gegen den Schilderlauf,2022-01-31 00:00:00,Große Langgasse/Höhe Kreisel,10
46,2022-02-07 00:00:00,Versammlung,"Gegen Schwurbeler:innen, Querdenker:innen. Esos, Faschos",2022-02-02 00:00:00,Dr.-Günther-Storch-Platz,80
47,2022-02-14 00:00:00,Versammlung,"Gegen Schwurbeler:innen, Querdenker:innen. Esos, Faschos",2022-02-02 00:00:00,Dr.-Günther-Storch-Platz,80
48,2022-02-21 00:00:00,Versammlung,"Gegen Schwurbeler:innen, Querdenker:innen. Esos, Faschos",2022-02-02 00:00:00,Dr.-Günther-Storch-Platz,80
49,2022-02-28 00:00:00,Versammlung,"Gegen Schwurbeler:innen, Querdenker:innen. Esos, Faschos",2022-02-02 00:00:00,Dr.-Günther-Storch-Platz,80
50,2022-02-02 00:00:00,Versammlung,Luftangriffe der türkischen Regierung ,2022-02-02 00:00:00,Bahnhofplatz,100
51,2022-02-07 00:00:00,Versammlung,Nachdenken statt Querdenken,2022-02-03 00:00:00,Neubrunnenplatz ,50
52,2022-07-16 00:00:00,Versammlung mit Aufzug,Kampfkultur - Hol dir deine Stadt und dein Land zurück!,2022-01-27 00:00:00,Strecke ,100
53,2022-02-28 00:00:00,Aufzug,Erster Mainzer Maskenaufzug. Für den Erhalt der Fastnachtskultur,2022-02-04 00:00:00,Strecke,4000
54,2022-03-30 00:00:00,Versammlung,17/17 - Auf dem Weg zur Schule der Zukunft,2022-02-08 00:00:00,Gutenbergplatz,100
55,2022-03-30 00:00:00,Versammlung,Landesaufnahmeprogramm sofort,2022-02-07 00:00:00,Helmut-Kohl-Platz,20
56,2022-03-05 00:00:00,Versammlung,Abstand halten gegen Rechts,2022-02-07 00:00:00,Gutenbergplatz / Denkmalseite,100
57,2022-02-17 00:00:00,Versammlung,Protestkundgebung gegen die Verlagerung von ca. 150 Arbeitsplätzen der DB Cargo Zentrale aus dem Rhein Main Gebiet nach Duisburg,2022-01-31 00:00:00,"Rheinstraße 2, Bürgersteig vor dem Gebäude der Cargo Zentrale",50
58,2022-02-14 00:00:00,Versammlung,Nachdenken statt Querdenken - keinen Milimeter nach rechts,2022-02-10 00:00:00,Neubrunnenplatz ,150
59,2022-03-13 00:00:00,Versammlung,Kundgebung zum feministischen Kampftag ,2022-02-10 00:00:00,"Adenauer-Ufer, Höhe Peter-Altmeier-Allee",400
60,2022-02-19 00:00:00,Versammlung,Stand with Ukraine- Solidarität mit der Ukraine,2022-02-13 00:00:00,Gutenbergplatz,100
61,2022-07-16 00:00:00,Versammlung,Weltoffenes Mainz - Unsere Solidarität ist stärker,2022-02-11 00:00:00,?,500
62,2022-03-08 00:00:00,Aufzug,Veranstltung anlässlich des Weltfrauentags,2022-02-14 00:00:00,Strecke,250
63,2022-02-15 00:00:00,Versammlung,Frieden jeztz - Kein Einmarsch in die Ukraine,2022-02-14 00:00:00,Gutenbergplatz,50
64,2022-02-26 00:00:00,Versammlung,"Tierrechte / gegen Massentierhaltung, Albert Schweitzer Stiftung für unsere Mitwelt",2022-02-14 00:00:00,Leichhof,10
65,2022-02-21 00:00:00,Versammlung,Nachdenken statt Querdenken - keinen Millimeter nach rechts,2022-02-15 00:00:00,Neubrunnenplatz ,150
66,2022-02-28 00:00:00,Versammlung mit Aufzug,Mainzer Schilderlauf,2022-02-16 00:00:00,Strecke,350
67,2022-02-21 00:00:00,Versammlung mit Aufzug,Mainzer Schilderlauf,2022-02-17 00:00:00,Strecke,350
68,2022-02-19 00:00:00,Versammlung,Mahnwache anlässlich des 2. Jahrestages der rassistischen Morde von Hanau,2022-02-17 00:00:00,Bahnhofplatz ,50
69,2022-03-05 00:00:00,Versammlung,Aktion Maria 2.0 - Erneuerung der Kath. Kirche,2022-02-18 00:00:00,Markt,100
70,2022-02-22 00:00:00,Versammlung,Ukraine Konflikt,2022-02-22 00:00:00,Gutenbergplatz,50
71,2022-02-21 00:00:00,Versammlung,Kundgebung gegen den Schilderlauf,2022-01-21 00:00:00,Schusterstraße/ Ecke Quintinstraße,20
72,2022-02-26 00:00:00,Versammlung,Gegen eienen neuen Weltkrieg,2022-02-23 00:00:00,Rebstockplatz,5
73,2022-09-03 00:00:00,Versammlung mit Aufzug,Demonstration für die Schließung aller Schlachthäuser,2022-02-23 00:00:00,Strecke,150
74,2022-02-24 00:00:00,Versammlung,Stand with Ukraine,2022-02-24 00:00:00,Gutenbergplatz,200
75,2022-03-26 00:00:00,Versammlung,"""das rausfliegende Klassenzimmer"" Unterricht im Freien!",2022-01-21 00:00:00,Gutenbergplatz,45
76,2022-03-25 00:00:00,Aufzug,Klimastreik Fridays For Future #ReichtHaltNicht,2022-02-24 00:00:00,Strecke ,2500
77,2022-02-28 00:00:00,Versammlung,"Nein zum ""Maskenzug"" - Kein Rosenmontag für Querdenken, ""Freie Pfälzer"" und co.!",2022-02-24 00:00:00,Gutenbergplatz ,50
78,2022-03-07 00:00:00,Aufzug,Schilderlauf gegen gesellschaftliche Spaltung,2022-02-24 00:00:00,Strecke ,350
79,2022-02-28 00:00:00,Versammlung,Nachdenken satt Querdenken-kein Millimeter nach rechts ,2022-02-25 00:00:00,Neubrunnenplatz ,150
80,2022-02-28 00:00:00,Versammlung,Stopp Hegemonie des russischen Präsidenten Wladimir Putin,2022-02-26 00:00:00,Schillerplatz ,10
81,2022-02-28 00:00:00,Versammlung,Krieg in der Ukraine,2022-02-27 00:00:00,Markt,30
82,2022-03-07 00:00:00,Versammlung,"Gegen Schwurbeler:innen, Querdenker:innen. Esos, Faschos",2022-03-01 00:00:00,Dr.-Günther-Storch-Platz,80
83,2022-03-14 00:00:00,Versammlung,"Gegen Schwurbeler:innen, Querdenker:innen. Esos, Faschos",2022-03-01 00:00:00,Dr.-Günther-Storch-Platz,80
84,2022-03-21 00:00:00,Versammlung,Kein Platz für den Schilderlauf ,2022-03-01 00:00:00,Synagogen Platz ,80
85,2022-03-28 00:00:00,Versammlung,Kein Platz für den Schilderlauf ,2022-03-01 00:00:00,Synagogen Platz ,80
86,2022-03-04 00:00:00,Versammlung mit Aufzug,"Arbeitsbedingungen bei ""Mainz liefert"" (Gewerkschaftsversammlung FAU - Freie Arbeiter*innen Union)",2022-03-01 00:00:00,Stecke ,20
87,2022-03-06 00:00:00,Versammlung,Stoppt den Krieg in der Ukraine. Internationale Solidarität mit den Antikriegs-Protesten in Russland.,2022-03-01 00:00:00,Gutenbergplatz,100
88,2022-03-06 00:00:00,Versammlung,Frieden jetzt! Stoppt den Krieg! Frieden für die Ukrainie und ganz Europa!,2022-03-01 00:00:00,Gutenbergplatz,400
89,2022-03-08 00:00:00,Versammlung mit Aufzug,Bündnis Pflegeaufstand RLP,2022-02-24 00:00:00,Strecke,80
90,2022-03-26 00:00:00,Versammlung,Tierleidfrei Ostern feiern,2022-03-03 00:00:00,Gutenbergplatz,6
91,2022-03-07 00:00:00,Versammlung,Nachdenken statt Querdenken-keinen Millimeter nach rechts,2022-03-03 00:00:00,Neubrunnenplatz ,120
92,2022-03-07 00:00:00,Versammlung,"Solidarität in Zeiten der Pandemie, wider Fake- und Verschwörungsmythen",2022-03-03 00:00:00,Gutenbergplatz,30
93,2022-03-14 00:00:00,Versammlung,"Solidarität in Zeiten der Pandemie, wider Fake- und Verschwörungsmythen",2022-03-03 00:00:00,Gutenbergplatz,30
94,2022-03-21 00:00:00,Versammlung,"Solidarität in Zeiten der Pandemie, wider Fake- und Verschwörungsmythen",2022-03-03 00:00:00,Gutenbergplatz,30
95,2022-03-28 00:00:00,Versammlung,"Solidarität in Zeiten der Pandemie, wider Fake- und Verschwörungsmythen",2022-03-03 00:00:00,Gutenbergplatz,30
96,2022-03-08 00:00:00,Versammlung mit Aufzug,Warnstreik Tarifrunde Sozial- und Erziehungsdienste,2022-03-04 00:00:00,ELP / Strecke ,500
97,2022-03-30 00:00:00,Versammlung,Forderungen zum Azubi-Ticket im Land Rheinland-Pfalz,2022-03-04 00:00:00,Platz der Mainzer Republik,50
98,2022-03-12 00:00:00,Versammlung,"Solidarität mit der Pflege heißt doppeltes Gehalt, statt durch Betretungsverbote die Versorungslage zu verschlechtern",2022-03-03 00:00:00,Markt,400
99,2022-03-12 00:00:00,Versammlung,"Massentierhaltung, Tierrechte, Tierethik, Umwelt, Klimawandel, Veganismus, Ernährung und Gesundheit",2022-03-08 00:00:00,Emmeransstr./Ecke Pfandhausstr.,10
100,2022-03-14 00:00:00,Versammlung mit Aufzug,Mainzer Schilderlauf ,2022-03-08 00:00:00,Strecke ,200
101,2022-03-12 00:00:00,Versammlung,Stand with Ukraine,2022-03-10 00:00:00,Gutenbergplatz ,150
102,2022-04-04 00:00:00,Aufzug,Stärkung der Demokratie und des Rechtsstaates - Gedenken an Yasmin und Alexander,2022-03-14 00:00:00,Strecke,1000
103,2022-03-26 00:00:00,Versammlung,Tierrechte / gegen Massentierhaltung ,2022-03-09 00:00:00,Alte Universität ,10
104,2022-03-31 00:00:00,Aufzug,Tarifrunde Sozial- und Erziehungsdienst im TVöD,2022-03-15 00:00:00,Strecke,100
105,2022-03-18 00:00:00,Versammlung,Internationale Arbeiter:innenbewegung gegen Krieg und Aufrüstung ,2022-03-15 00:00:00,Neubrunnenplatz ,10
106,2022-03-21 00:00:00,Aufzug,Mainzer Schilderlauf ,2022-03-17 00:00:00,Strecke ,130
107,2022-03-28 00:00:00,Aufzug,Mainzer Schilderlauf ,2022-03-17 00:00:00,Strecke ,130
108,2022-03-20 00:00:00,Versammlung,Friedensdemo gegen de russischen Angriffskrieg auf die Ukaraine,2022-03-17 00:00:00,Gutenbergplatz,600
109,2022-03-19 00:00:00,Versammlung,Demonstration gegen das Assad-Regime,2022-03-16 00:00:00,Bahnhofvorplatz,50
110,2022-03-26 00:00:00,Versammlung,"Massentierhaltung, Tierrechte, Tierethik, Umwelt, Klimawandel, Veganismus, Ernährung und Gesundheit",2022-03-21 00:00:00,Emmeransstr./Ecke Pfandhausstr.,10
111,2022-03-25 00:00:00,Aufzug,Friedensgang der IGS Auguste Cornelius Hechstheim,2022-03-21 00:00:00,Strecke,900
112,2022-03-26 00:00:00,Aufzug,Earthhour 2022,2021-11-03 00:00:00,Strecke ,8
113,2022-05-12 00:00:00,Versammlung,Internationaler Tag der Pflege ,2022-03-25 00:00:00,Marktplatz um die Heunensäule,60
114,2022-03-28 00:00:00,Versammlung,Schilderlauf entgegentreten,2022-03-25 00:00:00,Gutenbergpaltz ,50
115,2022-03-31 00:00:00,Versammlung,Winterhafen für alle ,2022-03-25 00:00:00,Winterhafen ,200
116,2022-04-02 00:00:00,Versammlung,Aktion Maria 2.0 - Erneuerung der Kath. Kirche,2022-03-26 00:00:00,Marktplatz ,50-100
117,2022-05-07 00:00:00,Versammlung,Aktion Maria 2.0 - Erneuerung der Kath. Kirche,2022-03-26 00:00:00,Marktplatz ,50-100
118,2022-04-09 00:00:00,Versammlung mit Aufzug,Demo gegen Gentrifizierung am Winterhafen,2022-03-28 00:00:00,Strecke ,500
119,2022-04-23 00:00:00,Versammlung,"Massentierhaltung, TierrechteMassentierhaltung, Tierrechte, Tierethik, Umwelt, Klimawandel, Veganismus, Ernährung und Gesundheit",2022-03-28 00:00:00,Pfandhausstraße Ecke Emmeranstraße ,15
120,2022-04-02 00:00:00,Versammlung,Omas gegen rechts,2022-03-28 00:00:00,Alte Universität ,5
121,2022-04-04 00:00:00,Aufzug,Mainzer Schilderlauf ,2022-03-29 00:00:00,Strecke ,130
122,2022-03-30 00:00:00,Versammlung,Bauerndemo,2022-03-28 00:00:00,Gutenbergplatz,50
123,2022-04-04 00:00:00,Versammlung,Kein Platz für den Schilderlauf ,2022-03-30 00:00:00,Synagogen Platz ,80
124,2022-04-11 00:00:00,Versammlung,Kein Platz für den Schilderlauf ,2022-03-30 00:00:00,Synagogen Platz ,80
125,2022-04-18 00:00:00,Versammlung,Kein Platz für den Schilderlauf ,2022-03-30 00:00:00,Synagogen Platz ,80
126,2022-04-25 00:00:00,Versammlung,Kein Platz für den Schilderlauf ,2022-03-30 00:00:00,Synagogen Platz ,80
127,2022-04-19 00:00:00,Versammlung,Nicht auf unserem Rücken ,2022-03-29 00:00:00,Gutenbergplatz ,30
128,2022-04-06 00:00:00,Versammlung,Winterhafen für alle ,2022-03-30 00:00:00,Jockel-Fuchs-Platt,50
129,2022-04-09 00:00:00,Versammlung,Mahnwache für getötete Kinder in der Ukraine,2022-03-31 00:00:00,Gutenbergplatz,100
130,2022-04-11 00:00:00,Aufzug,Mainzer Schilderlauf ,2022-03-29 00:00:00,Strecke ,130
131,2022-04-16 00:00:00,Versammlung,Frieden ohne Gewalt,2022-03-31 00:00:00,Bahnhofplatz,15-20
132,2022-04-18 00:00:00,Aufzug,Mainzer Schilderlauf gegen gesellschaftliche Spaltung für ein friedvolles Miteinander,2022-04-08 00:00:00,Strecke ,150
133,2022-04-30 00:00:00,Versammlung mit Aufzug,FreiwilligenFAIRdienst- wer nehmen will muss auch geben,2022-04-09 00:00:00,Strecke,150
134,2022-05-17 00:00:00,Versammlung,Kundgebung zum internationalen Tag gegen Homophobie,2022-04-06 00:00:00,Marktplatz,150
135,2022-04-29 00:00:00,Versammlung,Auf zur Klimawende - Vom Versprechen des RLP Indexes zum politischen Puppentheater,2022-04-05 00:00:00,Strecke ,1500
136,2022-05-12 00:00:00,Versammlung,"Gleiche Rechte für Alle, Schutzsuchende aufnehmen ",2022-04-11 00:00:00,Helmut-Kohl-Platz,15
137,2022-05-11 00:00:00,Versammlung,"Gleiche Rechte für Alle, Schutzsuchende aufnehmen ",2022-04-11 00:00:00,Helmut-Kohl-Platz,30
138,2022-04-16 00:00:00,Versammlung,Für die Schaffung einer neuen Sicherheits- und Entwicklungsarchitektur für alle Nationen ,2022-04-11 00:00:00,Alte Universität ,4
139,2022-05-01 00:00:00,Aufzug,Nicht auf unserem Rücken! Heraus zum 1. Mai,2022-03-02 00:00:00,Strecke,300
140,2022-04-23 00:00:00,Versammlung,"Tierrechte/gegen Massentierhaltung, Albert-Schweitzer Stiftung für unsere Mitwelt",2022-04-11 00:00:00,Alte Universität ,10
141,2022-04-25 00:00:00,Aufzug,Mainzer Schilderlauf ,2022-04-14 00:00:00,Strecke ,100
142,2022-04-23 00:00:00,Versammlung mit Aufzug,"Ukraine Krieg, Ölembargo",2022-04-19 00:00:00,Strecke,8
143,2022-04-21 00:00:00,,Bewerben der Anti-Kriegs-Jugendkonferenz ,2022-04-21 00:00:00,Bahnhofplatz ,5
144,2022-04-22 00:00:00,,Bewerben der Anti-Kriegs-Jugendkonferenz ,2022-04-21 00:00:00,"Am Judensand 12, 55122 Mainz",5
145,2022-04-30 00:00:00,,Winterhafenfrühstück GRÜNE Mainz ,2022-04-20 00:00:00,Winterhafen ,75
146,2022-04-30 00:00:00,Versammlung mit Aufzug,"overshootday, Erdüberlastungstag",2022-04-26 00:00:00,Strecke ,7
147,2022-04-29 00:00:00,Versammlung,Angriffe auf Süd-Kurdistan/Nord-Irak,2022-04-28 00:00:00,Gutenbergplatz,100
148,2022-05-04 00:00:00,Versammlung,Streikdemo/-Kundgebung Tarifrunde Sozial- und Erziehungsdienst,2022-05-02 00:00:00,Strecke ,300
149,2022-05-15 00:00:00,Versammlung,Solidarität mit der Ukraine ,2022-05-02 00:00:00,Strecke ,300
150,2022-05-02 00:00:00,Versammlung,Mainzer Schilderlauf ,2022-03-29 00:00:00,Strecke ,100
151,2022-05-21 00:00:00,Versammlung,Tierversuche stoppen!,2022-05-02 00:00:00,Emmeransstr./Ecke Pfandhausstr.,5
152,2022-05-15 00:00:00,Aufzug,"Förderung des Fahrradfahrens von Kindern in Mainz, Förderung des Fahrradbewusstseins",2022-05-03 00:00:00,Strecke ,150
153,2022-05-09 00:00:00,Aufzug,Mainzer Schilderlauf ,2022-05-03 00:00:00,Strecke,100
154,2022-05-15 00:00:00,Versammlung,Kundgebung für Kriegsdienstverweigerung und Desertion und für Asyl für Deserteur:innen und Kriegsdienstverweigerer,2022-05-03 00:00:00,Markt,5
155,2022-05-06 00:00:00,Aufzug,Anti-Polizeigewalt Demo,2022-05-03 00:00:00,Strecke,100
156,2022-05-12 00:00:00,Versammlung mit Aufzug,Mehr braucht Mehr - Streik im Sozial und Erziehungsbereich,2022-05-05 00:00:00,Strecke,800
157,2022-05-20 00:00:00,Versammlung,Fridays for Future (Public Climate School),2022-05-06 00:00:00,Kaiserstraße Grünfläche vor DGB,100
158,2022-05-28 00:00:00,Versammlung,"Tierrechte / gegen Massentierhaltung, Albert Schweitzer Stiftung für unsere Mitwelt",2022-05-09 00:00:00,Leichhof,10
159,2022-06-18 00:00:00,Versammlung mit Aufzug,Gegen grünes Gaga,2022-05-10 00:00:00,Strecke/Marktplatz/Frauenlobplatz,300
160,2022-06-25 00:00:00,Versammlung mit Aufzug,Gegen grünes Gaga,2022-05-10 00:00:00,Strecke/Marktplatz/Frauenlobplatz,300
161,2022-05-14 00:00:00,Versammlung,Keine Konfrontation mit Russland,2022-05-12 00:00:00,Rebstockplatz,3
162,2022-05-23 00:00:00,Aufzug,Mainzer Schilderlauf gegen Ausgrenzung & Spaltung & für einen friedlichen Austausch ,2022-05-12 00:00:00,Strecke ,100
163,2022-05-16 00:00:00,Versammlung,Mainzer Schilderlauf gegen Ausgrenzung & Spaltung & für einen friedlichen Austausch ,2022-05-13 00:00:00,Ernst-Ludwig-Platz,100
164,2022-05-21 00:00:00,Versammlung,"Massentierhaltung, TierrechteMassentierhaltung, Tierrechte, Tierethik, Umwelt, Klimawandel, Veganismus, Ernährung und Gesundheit",2022-05-15 00:00:00,Römerpassage,10
165,2022-08-06 00:00:00,Versammlung mit Aufzug,CSD Mainz - Sommerschwüle - Jetzt Farbe bekennen ,2022-05-15 00:00:00,Strecke ,1000
166,2022-05-15 00:00:00,Versammlung,Gegen antipalästinensischer Rassismus ,13:05.2022,Bahnhofsplatz,??
167,2022-06-11 00:00:00,Versammlung,Werte in unserer Gesellschaft ,2022-05-16 00:00:00,Neubrunnenplatz/Emmeranstraße,25-30
168,2022-07-02 00:00:00,Versammlung,Werte in unserer Gesellschaft ,2022-05-16 00:00:00,,
169,2022-05-28 00:00:00,Versammlung,Friede+G173:Q173n ohne Gewalt,2022-05-17 00:00:00,Bahnhofplatz,30-40
170,2022-06-04 00:00:00,Versammlung,Frieden ohne Gewalt,2022-05-17 00:00:00,Bahnhofplatz,30-40
171,2022-05-30 00:00:00,Aufzug,"Mainzer Schilderlauf für einen friedlichen Austausch gegen Krieg, Ausgrenzung, Spaltung + Impflicht",2022-05-19 00:00:00,Strecke,50-100
172,2022-07-16 00:00:00,Versammlung,Weltoffenes Mainz - Unsere Solidarität ist stärker,2022-05-18 00:00:00,Kaiserstr./Grünfläche ,500
173,2022-06-04 00:00:00,Versammlung,Maria 2.0,2022-05-20 00:00:00,Markt ,80
174,2022-07-16 00:00:00,Versammlung,Nie wieder Faschismus,2022-05-19 00:00:00,Schillerplatz ,150
175,2022-06-06 00:00:00,Aufzug,Mainzer Schilderlauf gegen gesellschaftliche Spaltung und für ein friedvolles Miteinander ,2022-05-20 00:00:00,Strecke,100
176,2022-05-25 00:00:00,Versammlung,Todestag Goerge Floyd,2022-05-23 00:00:00,Bahhofvorplatz,50
177,2022-07-16 00:00:00,Versammlung,Mainzer Jugend gegen Rechts,2022-05-24 00:00:00,Bonifaziusstraße/in Richtung HBF,
178,2022-07-16 00:00:00,Versammlung,Kundgebung GEGEN RECHTS (wg. Der von einer Nazigruppe angekündigten Demo in Mainz am 16. Juli),2022-05-24 00:00:00,Neubrunnenplatz,100
179,2022-07-16 00:00:00,Versammlung,Keinen Fußbreit den Faschisten,2022-05-25 00:00:00,HBF West Ausgang ,50
180,2022-07-16 00:00:00,Versammlung,Mainz stellt sich quer,2022-05-25 00:00:00,Münsterplatz,500
181,2022-07-16 00:00:00,Versammlung mit Aufzug,Mainz stellt sich quer,2022-05-25 00:00:00,Strecke,500
182,2022-07-16 00:00:00,Versammlung,Gegendemonstration zum Aufzug der NSP,2022-05-31 00:00:00,Alicenstraße in Richtung Alicenplatz,50
