Demonstrationen / Versammlungen / Aufzüge 2021,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
26,2021-02-13 00:00:00,Versammlung,Frieden ohne Gewalt ,2021-02-06 00:00:00,Bahnhofplatz + Gutenbergplatz,7
27,2021-02-19 00:00:00,Versammlung,1 Jahr Terroranschlag in Hanau - Gedenkverasntaltung,2021-02-08 00:00:00,Schillerplatz ,100
28,2021-02-13 00:00:00,Versammlung,Büchel goes Mainz - Mayors for Peace,2021-02-08 00:00:00,Alte Universität,10
29,2021-02-13 00:00:00,Versammlung,Büchel goes Mainz - Mayors for Peace,2021-02-08 00:00:00,"Christophstraße, St. Christoph",10
30,2021-02-13 00:00:00,Versammlung,Büchel goes Mainz - Mayors for Peace,2021-02-08 00:00:00,"Rheinufer, Fischtorplatz",10
31,2021-02-10 00:00:00,Versammlung,"Mahnwache anlässlich der Rettung des Waldstücks am heiligenhaus, welches in der parallel stattfindenden Stadtratsversammlung am 10.02. diskutiert wird",2021-02-09 00:00:00,Jockel-Fuchs-Platz ,5
32,2021-04-03 00:00:00,Versammlung mit Aufzug,Ostermarsch 2021,2021-02-08 00:00:00,Strecke,400
33,2021-05-29 00:00:00,Versammlung mit Aufzug,Demo für die Schließung aller Schlachthaeuser,2021-02-11 00:00:00,Strecke,120
34,2021-03-08 00:00:00,Versammlung mit Aufzug,55 für 43.000 - Pflegekräftesituation,2021-01-18 00:00:00,Strecke,60
35,2021-02-20 00:00:00,Versammlung,Für regionalen Anbau,2021-02-11 00:00:00,Schillerplatz,
36,2021-02-27 00:00:00,Versammlung,Mehr Applaus für die Pflege,2021-02-11 00:00:00,Schillerplatz,
37,2021-03-06 00:00:00,Versammlung,Hambi bleibt!,2021-02-11 00:00:00,Schillerplatz,
38,2021-03-13 00:00:00,Versammlung,DIE PARTEI für den Landtag ,2021-02-11 00:00:00,Schillerplatz,
39,2021-02-13 00:00:00,Versammlung,Situation Fitnesstudio,2021-02-11 00:00:00,Untere Zahlbacher Str 64bb,30
40,2021-02-20 00:00:00,Versammlung,Ein Mietendeckel für RLP,2021-02-12 00:00:00,ELP,40
41,2021-02-19 00:00:00,Versammlung,Fridays For Future - Mahnwache,2021-02-15 00:00:00,"Rheinufer, gegenüber Jockel-Fuchs-Platz",3
42,2021-02-26 00:00:00,Versammlung,"Menschenkette vor der LTW, Aufmerksam machen auf Klimawandel",2021-02-16 00:00:00,Adenauer-Ufer,40
43,2021-02-25 00:00:00,Versammlung,Solidarität mit Herrn Abdullah Öcalan,2021-02-17 00:00:00,Gutenbergplatz,50
44,2021-02-27 00:00:00,Versammlung,Organraub in China ,2021-02-18 00:00:00,Emmeransstr./Ecke Stadthausstraße ,6
45,2021-02-24 00:00:00,Versammlung,Hoffnungslichter für das Gastgewerbe: Wir können. Wir wollen. Lasst uns öffnen!,2021-02-19 00:00:00,Gutenbergplatz,100
46,2021-03-02 00:00:00,Versammlung,Hoffnungslichter für das Gastgewerbe: Wir können. Wir wollen. Lasst uns öffnen!,2021-02-19 00:00:00,Schillerplatz,100
47,2021-02-26 00:00:00,Versammlung,Sicherer Hafen RLP,2021-02-21 00:00:00,Alte Universität,20
48,2021-02-27 00:00:00,Versammlung,Sicherer Hafen RLP,2021-02-21 00:00:00,Alte Universität,20
49,2021-02-27 00:00:00,Versammlung,Mahnwache zum 75. Jahrestag der Zerstörung der Stadt Mainz und der Opfer des Nationalsozialismus,2021-02-22 00:00:00,Gutenbergplatz,10
50,2021-02-28 00:00:00,Aufzug,Alarmstufe rot,2021-02-22 00:00:00,Strecke,50
51,2021-03-05 00:00:00,Versammlung,"Massentierhaltung, Tierrechte, Tierethik, Umwelt, Klimawandel, Veganismus, Ernährung und Gesundheit",2021-02-24 00:00:00,Bahnhofplatz ,15
52,2021-03-13 00:00:00,Versammlung,"Ein Jahr lockdown - es reicht, Deutschland steht zusammen ",2021-02-27 00:00:00,Markt,200
53,2021-04-09 00:00:00,Versammlung,Petition vor ZDF,2021-03-01 00:00:00,Vor ZDF,30
54,2021-03-05 00:00:00,Versammlung,Mahnwache zur gesundheitlichen Aufklärung - TV-Beiträge zum Nachdenken und Hineinfühlen,2021-03-02 00:00:00,Rebstockplatz,10
55,2021-03-08 00:00:00,Versammlung mit Aufzug,Frauenkampftag am 08. März 2021,2021-03-03 00:00:00,"Gutenbergplatz, Strecke",200
56,2021-03-13 00:00:00,Versammlung,Querdenken in die Schranken weisen. Für ein solidarisches Miteinander ,2021-03-03 00:00:00,Schillerplatz vor Osteiner Hof ,100
57,2021-03-13 00:00:00,Versammlung,Querdenken in die Schranken weisen. Für ein solidarisches Miteinander ,2021-03-03 00:00:00,"Domplatz, vor Salamander",100
58,2021-03-13 00:00:00,Versammlung,Mahnwache gegen Wahnmache,2021-03-04 00:00:00,Liebfrauenplatz,30
59,2021-03-12 00:00:00,Versammlung,Corona: Jetzt Impfstofflinzenzen freigeben!,2021-03-04 00:00:00,Schillerplatz vor Osteiner Hof ,50
60,2021-03-12 00:00:00,Versammlung mit Aufzug,IG-Metall-Warnstreik,2021-03-05 00:00:00,Strecke,200
61,2021-03-08 00:00:00,Versammlung,"Warnstreik der Eisenbahn- und Verkehrsgewerkschaft EVG, Montag, 08.03.2021",2021-03-05 00:00:00,Mombacher Straße 54 + 36,5
62,2021-03-11 00:00:00,Versammlung,Vaccines without Borders,,"An der Goldgrube 12, 55131 Mainz",5
63,2021-03-19 00:00:00,Versammlung mit Aufzug,Fridays For Future Fahrraddemonstration,2021-03-08 00:00:00,Strecke,350
64,2021-03-13 00:00:00,Versammlung,Frieden ohne Gewalt ,2021-03-08 00:00:00,Bahnhofvorplatz,10
65,2021-03-12 00:00:00,Versammlung,Mahnwache FFF,2021-03-10 00:00:00,Rheinufer,3
66,2021-03-13 00:00:00,Aufzug,Querdenken versenken,2021-03-12 00:00:00,Strecke,100
67,2021-03-14 00:00:00,Versammlung,Für mehr transparente Politik,2021-03-12 00:00:00,Grünfläche neben Parkhaus Deutschausplatz,20
68,2021-03-19 00:00:00,Versammlung,"Massentierhaltung, Tierrechte, Tierethik, Umwelt, Klimawandel, Veganismus, Ernährung und Gesundheit",2021-03-15 00:00:00,Bahnhofplatz,10
69,2021-04-28 00:00:00,Versammlung,"Politische Kundgebung gegen Rechtsextremismus, Antisemitismus und Rassismus",2021-03-16 00:00:00,Schillerplatz,250
70,2021-03-21 00:00:00,Versammlung,Solidarität grenzenlos,2021-03-16 00:00:00,Markt,60
71,2021-03-27 00:00:00,Versammlung,Situation der Flüchtlingslager auf den griechischen Inseln,2021-03-23 00:00:00,alte Universität,5
72,2021-03-26 00:00:00,Versammlung mit Aufzug,Wohnraum für Obdachlose,2021-03-23 00:00:00,Strecke,30
73,2021-03-27 00:00:00,Versammlung,Klimmawandel,2021-03-23 00:00:00,Fischtorplatz,50
74,2021-03-27 00:00:00,Versammlung,Frieden ohne Gewalt ,2021-03-23 00:00:00,"Bahnhofvorplatz, Gutenbergplatz",15
75,2021-04-17 00:00:00,Aufzug,"Ein Jahr lockdown - es reicht, Deutschland steht zusammen ",2021-03-26 00:00:00,Strecke,500
76,2021-04-17 00:00:00,Versammlung,Querdenken in die Schranken weisen. Für ein solidarisches Miteinander ,2021-03-29 00:00:00,Raimunditor,100
77,2021-04-17 00:00:00,Versammlung,Gegen Rechtsextremismus,2021-03-30 00:00:00,Kurfürstliches Schloss,90
78,2021-04-06 00:00:00,Versammlung mit Aufzug,Ausgangssperre,2021-04-01 00:00:00,Strecke,75
79,2021-04-11 00:00:00,Versammlung,Denkmalschutz für das Domgerüst,2021-04-07 00:00:00,Markt,20
80,2021-04-17 00:00:00,Versammlung,für wissenschaftliche Corona-Politik,2021-04-07 00:00:00,"Kaiserstraße, Ecke Bauhofstraße ",50
81,2021-04-10 00:00:00,Versammlung,Keine Ausgangssperre! Menschen schützen statt Profite,2021-04-03 00:00:00,Schillerplatz,30
82,2021-04-10 00:00:00,Versammlung,Frieden ohne Gewalt ,2021-04-03 00:00:00,Bahnhofplatz,15
83,2021-04-17 00:00:00,Versammlung,Fürsorge für Schwerkranke,2021-04-03 00:00:00,Schillerplatz,100
84,2021-04-24 00:00:00,Versammlung,Religionsfreiheit,2021-04-03 00:00:00,Schillerplatz,15
85,2021-04-17 00:00:00,Versammlung,DENKmalSCHUTZ,2021-04-07 00:00:00,Grünfläche an THB,20
86,2021-04-17 00:00:00,Versammlung,Für eine solidarische Pandemiebekämpfung,2021-04-12 00:00:00,Neubrunnenplatz,20
87,2021-04-17 00:00:00,Versammlung,Gegen Verschwörungsideologien,2021-04-14 00:00:00,Neubrunnenplatz,20
88,2021-04-17 00:00:00,Versammlung,Für einen solidarischen Zero-Covid-Lockdown,2021-04-13 00:00:00,Hiltonbrunnen,30
89,2021-04-16 00:00:00,Versammlung,Fora Bolsonaro!,2021-04-15 00:00:00,"Landtagsgebäude, St. Peter, Domplätze",4
90,2021-04-23 00:00:00,Versammlung,FFF - Kundgebung,2021-04-15 00:00:00,Schillerplatz,50
91,2021-04-24 00:00:00,Versammlung mit Aufzug,Greenpeace Klimakundgebung,2021-04-19 00:00:00,Strecke,4
92,2021-05-01 00:00:00,Aufzug,Kapitalismus macht krank,2021-04-15 00:00:00,Strecke,200
93,2021-05-08 00:00:00,Aufzug,Campen mit Abstand,2021-04-22 00:00:00,Strecke,1000
94,2021-05-21 00:00:00,Versammlung mit Aufzug,Public Climate School 4.0,2021-04-26 00:00:00,Strecke,300
95,2021-05-15 00:00:00,Versammlung,Schluss mit Pflegenotstand,2021-04-26 00:00:00,Schillerplatz,30
96,2021-05-18 00:00:00,Versammlung,Geplante Stellenverteilung an der Uni Koblenz,2021-04-23 00:00:00,ELP,75
97,2021-05-15 00:00:00,Aufzug,Es reicht!,2021-04-28 00:00:00,Strecke,300
98,2021-04-30 00:00:00,Aufzug,Rettet das Ostfeld,2021-04-27 00:00:00,Strecke,30
99,2021-05-08 00:00:00,Versammlung,Frieden ohne Gewalt ,2021-05-03 00:00:00,Bahnhofplatz,15
100,2021-05-15 00:00:00,Versammlung,Menschenleben vor Profite. Corona-Politik muss antikapitalistisch sein,2021-04-30 00:00:00,Ernst-Ludwig-Platz,150
101,2021-05-07 00:00:00,Versammlung,FFF - Kundgebung Earthovershoot-Day,2021-05-03 00:00:00,Ernst-Ludwig-Platz,50
102,2021-05-12 00:00:00,Versammlung,Tag der Pflege - Protest gegen die Ablehnung des allgemeinverbindlichen Tarifsvertrages des Altenpflege durch die Caritas,2021-05-03 00:00:00,Markt,25
103,2021-05-15 00:00:00,Versammlung,Impfpatente freigeben und Menschenleben retten,2021-05-03 00:00:00,Rheinufer gegenüber Landtag,250
104,2021-05-18 00:00:00,Versammlung,"Wertschätzungskampagne ""100% Einsatz verdienen 100 % Einsatz"" der Gewerkschaft der Polizei",2021-05-04 00:00:00,Dr.-Günther-Storch-Platz,20
105,2021-06-11 00:00:00,Versammlung,Kundgebung Todenhöfer Partei,2021-04-23 00:00:00,Adenauer-Ufer,500
106,2021-05-15 00:00:00,Versammlung,DENKmalSCHUTZ,2021-05-06 00:00:00,Helmut-Kohl-Platz,50
107,2021-05-15 00:00:00,Versammlung,Gegen Verschwörungstheorien und Antisemitismus ,2021-05-07 00:00:00,Grünfläche An der Goldgrube/Jägerstr.,100
108,2021-06-05 00:00:00,Versammlung,Lebenswertes Mainz - Autofreie Grünachse,2021-03-24 00:00:00,Neubrunnenstraße,100
109,?,,Solidarität mit dem palästinensischen Volk in Jerusalem,2021-05-10 00:00:00,,
110,2021-05-17 00:00:00,Versammlung,Auftaktkundgebung mit Flashmob der StudentsforFuture Mainz zum Beginn der Public Climate School 4.0,2021-05-10 00:00:00,Gutenbergplatz,50
111,2021-05-12 00:00:00,Versammlung,Protest gegen den Unzureichenden Voschlag der Neuauflage des Klimaschutzgesetzes durch FFF Mainz,2021-05-11 00:00:00,Gutenbergplatz,15
112,2021-05-18 00:00:00,Versammlung,Schulen ohne Lobby - handelt endlich - mehr Geld für Bildung,2021-05-12 00:00:00,"Adenauer-Ufer, Höhe Rheingoldhalle",20
113,2021-05-18 00:00:00,Versammlung,Landesaufnahme Programm jetzt,2021-05-12 00:00:00,Jockel-Fuchs-Platz; Rheinufer,20
114,2021-05-14 00:00:00,Versammlung,Solidaritäsbekundung mit dem Staate Israel,2021-05-14 00:00:00,"Neue Synagoge Mainz, Synagogenplatz 1, 55118 Mainz ",30-60
115,2021-05-28 00:00:00,Versammlung,#Free Palestine STAND UP FOR PAELSTINE,2021-05-17 00:00:00,HBF - Gutenbergplatz ,2000
116,2021-05-21 00:00:00,Versammlung,"Massentierhaltung, Tierrechte, Tierethik, Umwelt, Klimawandel, Veganismus",2021-05-17 00:00:00,"HBF, Vorplatz",15
117,2021-05-21 00:00:00,Versammlung,Internationale Hilfe gegen staatlichen Gewalt in Kolumbien,2021-05-18 00:00:00,Gutenbergplatz,60
118,2021-05-26 00:00:00,Versammlung,"Kundgebung gegen jeden Antisemitismus und für mehr Solidarität mit Israel Mittwoch, den 26.05.2021",2021-05-18 00:00:00,Gutenbergplatz,50
119,2021-05-25 00:00:00,Versammlung mit Aufzug,1. Todestag von George Floyd,2021-05-21 00:00:00,Strecke,700
120,2021-06-16 00:00:00,Versammlung,Gesundheitsministerkonferenz,2021-05-20 00:00:00,Ernst-Ludwig-Platz,100
121,2021-05-26 00:00:00,Versammlung,Amazon soll für die Krise zahlen,2021-05-26 00:00:00,"Stresemann-Ufer, Höhe Rathaus",10
122,2021-05-29 00:00:00,Versammlung,Frieden ohne Gewalt ,2021-05-21 00:00:00,Bahnhofsvorplatz,15-20
123,2021-06-20 00:00:00,Versammlung,#unblock Cuba - Für ein Ende der US-Blockade gegen Kuba,2021-05-25 00:00:00,Malakoffterrasse,15
124,2021-06-04 00:00:00,Aufzug,Critical Mass,2021-05-26 00:00:00,,
125,2021-05-29 00:00:00,Versammlung,Mahnwache zum 79. Jahrestag der Kapitulation der Sowjetarmee bei Charkow,26.05..21,Bischofsplatz,60
126,2021-06-05 00:00:00,Versammlung,"Massentierhaltung, Tierethik, Tierrechte, Klimawandel, Veganismus",2021-05-27 00:00:00,Höfchen,15
127,2021-06-11 00:00:00,Versammlung,"Massentierhaltung, Tierethik, Tierrechte, Klimawandel, Veganismus",2021-05-27 00:00:00,"HBF, Vorplatz",15
128,2021-06-05 00:00:00,Versammlung,"Aktionstag ""Verkehrswende"" ",2021-05-18 00:00:00,Raimunditor,50
129,2021-06-10 00:00:00,Versammlung,Warnstreikaktion im Rahmen der Tarifrunde KFZ-Handwerk Rheinland-Rheinhessen,2021-05-27 00:00:00,Mercedesstraße,
130,2021-08-06 00:00:00,Versammlung,Hiroshima-Gedenktag am 06.08.2021,2021-05-24 00:00:00,Gutenbergplatz/Theaterseite ,30
131,2021-06-06 00:00:00,Versammlung,Aussetzung von Patenten auf Covid-19-Gesundheitsgüter,2021-05-31 00:00:00,Bahnhofsvorplatz,50
132,2021-09-05 00:00:00,Versammlung,Team Todenhöfer - Die Gerechtigkeitspartei,2021-05-31 00:00:00,Adenauer-Ufer/Höhe Kaisertor ,900
133,2021-07-07 00:00:00,Versammlung,Aufbruch in ein gerechtes Land!,2021-05-31 00:00:00,Gutenbergplatz/Theaterseite ,50
134,2021-06-05 00:00:00,Versammlung mit Aufzug,Fahrrademonstration für mehr Klimaschutz und bessere Radinfrastruktur ,2021-05-31 00:00:00,Strecke,40
135,2021-06-05 00:00:00,Versammlung mit Aufzug,Raddemo im Rahmen des Aktionstags für ein autofreies Mainz,2021-05-31 00:00:00,Strecke,40
136,2021-06-05 00:00:00,Versammlung mit Aufzug,Fridays For Future Fahrraddemo,2021-05-31 00:00:00,Strecke,40
137,2021-06-23 00:00:00,Versammlung,Tilgung der kommunalen Altschulden ,2021-05-31 00:00:00,Deutschhausplatz ,4
138,2021-06-07 00:00:00,Versammlung,"Übergabe der Unterschriften des Bürgerbegehrens an Bürgermeister Ebling - Termin um 11:00 Uhr am Stadthaus Große Bleiche""",2021-06-02 00:00:00,Dr.-Günther-Storch-Platz,40
139,2021-06-20 00:00:00,Versammlung,Menschrechte unverhandelbar,2021-06-07 00:00:00,Adenauer-Ufer/Höhe Kaisertor ,40
140,2021-06-20 00:00:00,Versammlung,Die Vergessenen - 21000 Ertrunkenen ,2021-06-08 00:00:00,Petersplatz,50
141,2021-06-12 00:00:00,Versammlung,"Greenpeace; Waldschutz für den Lennebergwald, gegen den Ausbau der A643",2021-06-09 00:00:00,Strecke ,6
142,2021-06-12 00:00:00,Aufzug,Greenpeace; Waldschutz für den Lennebergwald - Aufzug ,2021-06-11 00:00:00,Strecke ,6
143,2021-06-17 00:00:00,Aufzug,CDU verkauft unsere Zukunft,2021-06-11 00:00:00,Strecke,100
144,2021-06-18 00:00:00,Aufzug,Für ein Leben in Freiheit und Sicherheit - Rechte Polizeistrukturen aufdecken und zerschlagen!,2021-06-11 00:00:00,Strecke,100
145,2021-06-19 00:00:00,Versammlung,"Massentierhaltung, Tierethik, Tierrechte, Klimawandel, Veganismus",2021-06-14 00:00:00,Geschwister-Heinevetter-Platz ,15
146,2021-06-25 00:00:00,Versammlung,"Massentierhaltung, Tierethik, Tierrechte, Klimawandel, Veganismus",2021-06-14 00:00:00,Malakoffterrasse,15
147,2021-06-25 00:00:00,Versammlung,Klima- und Kunst-Kundgebung ,2021-06-14 00:00:00,Adenauer-Ufer/Höhe Kaisertor ,300
148,2021-06-19 00:00:00,Versammlung,Frieden ohne Gewalt ,2021-06-15 00:00:00,Bahnhofsvorplatz,20-30
149,2021-10-08 00:00:00,Aufzug,Aktionsmarsch anässlich des Weltmädchentags 2021 (Veranstaltung der Mädchenarbeitskreise Mainz und Wiesbaden),2021-06-14 00:00:00,Strecke,400
150,2021-06-18 00:00:00,Versammlung,"25 Jahre Widerstand gegen die Atomwaffen in Büchel, auch in Mainz",2021-06-17 00:00:00,"Christophsplatz, vor der Kirchenruine",20
151,2021-06-23 00:00:00,Versammlung,Solidarität mit dem ukrainischen Pazifisten Ruslan Kotsaba,2021-06-15 00:00:00,Schillerplatz,10
152,2021-06-17 00:00:00,Versammlung,Solidarität mit der HDP ,2021-06-17 00:00:00,ELP,100
153,2021-06-25 00:00:00,Versammlung,"pö,",2021-06-17 00:00:00,Ernst-Ludwig-Platz/Helmut-Kohl-Platz,1000
154,2021-06-26 00:00:00,Versammlung,Kundgebung anlässlich des 50. Jubiläums des BAföG,2021-06-21 00:00:00,Schloßtor,100
155,2021-06-26 00:00:00,Versammlung,Kundgebung gegen geplante Schließung von KVB in Nieder-Olm,2021-06-18 00:00:00,Weberstraße/Bürgerstraße ,45
156,2021-07-10 00:00:00,Versammlung,EU - Afd fordert den Austritt - was spricht dagegen?,2021-06-22 00:00:00,Alte Universität,4
157,2021-08-21 00:00:00,Versammlung,Klimaschutz,2021-06-22 00:00:00,Alte Universität,4
158,2021-09-25 00:00:00,Versammlung,Demokratie,2021-06-22 00:00:00,Alte Universität,4
159,2021-07-02 00:00:00,Aufzug,Critical Mass: Mehr Fläche für Radverkerhr,2021-06-22 00:00:00,"Strecke, Start und Ende Staatstheater",200
160,2021-07-10 00:00:00,Versammlung,ARGE-SEB: Schulen ohne Lobby – handelt endlich - mehr Geld für die Schulen,2021-06-22 00:00:00,Gutenbergplatz/Theaterseite ,50
161,2021-08-11 00:00:00,Versammlung,Greenpeace Versammlung zum Thema Bundestagswahlkampf und Generationengerechtigkeit,2021-06-24 00:00:00,Gutenbergplatz,10
162,2021-07-03 00:00:00,Versammlung,"Massentierhaltung, Tierethik, Tierrechte, Klimawandel, Veganismus",2021-06-25 00:00:00,Rebstockplatz,15
163,2021-07-08 00:00:00,Versammlung,Tarifrunde Sparda-Banken,2021-06-29 00:00:00,"Emmernstr. 21, vor der Sparda-Bank",50
164,2021-09-17 00:00:00,Versammlung,Hypnose,2021-06-30 00:00:00,Markt,6
165,2021-07-09 00:00:00,Versammlung,"Massentierhaltung, Tierethik, Tierrechte, Klimawandel, Veganismus",2021-07-05 00:00:00,Bahnhof,15
166,2021-07-20 00:00:00,Versammlung,Werte in unserer Gesellschaft,2021-07-05 00:00:00,Emmeransstr./Ecke Stadthausstraße ,30
167,2021-07-20 00:00:00,Versammlung,Werte in unserer Gesellschaft,2021-07-05 00:00:00,Markt,30
168,2021-07-21 00:00:00,Versammlung,Werte in unserer Gesellschaft,2021-07-05 00:00:00,Emmeransstr./Ecke Stadthausstraße ,30
169,2021-07-21 00:00:00,Versammlung,Werte in unserer Gesellschaft,2021-07-05 00:00:00,Markt,30
170,2021-08-08 00:00:00,Aufzug,CSD Mainz - Sommerschwüle Fahrraddemo,2021-07-07 00:00:00,Strecke ,250
171,2021-08-22 00:00:00,Aufzug,Ohne Kerosin Nach Berlin 2021 - Suedwesttour,2021-07-07 00:00:00,Strecke,60
172,2021-09-09 00:00:00,Versammlung,Mensch wähl mich - mit Bundestagskandidat*Innen 2021,2021-07-07 00:00:00,Liebfrauenplatz,60
173,2021-09-08 00:00:00,Versammlung,ARGE-SEB: Schulen ohne Lobby – handelt endlich - mehr Geld für die Schulen,2021-07-08 00:00:00,Ernst-Ludwig-Platz,500
174,2021-07-24 00:00:00,Versammlung,Tierrechte/gegen Massentierhaltung,2021-07-08 00:00:00,Augustinerstr./Ecke Kirschgarten ,10
175,2021-07-25 00:00:00,Aufzug,Klimaschäden Lennebergwald,2021-07-08 00:00:00,Strecke,100
176,2021-07-17 00:00:00,Versammlung,"Massentierhaltung, Tierethik, Tierrechte, Klimawandel, Veganismus",2021-06-25 00:00:00,Rebstockplatz,15
177,2021-07-15 00:00:00,Versammlung,Solidaritätsdemo mit den Protesten auf Kuba,2021-07-13 00:00:00,Bahnhofvorplatz,50
178,2021-07-23 00:00:00,Versammlung,Fridays For Future Klimafolgenstreik,2021-07-13 00:00:00,Ernst-Ludwig-Platz,50
179,2021-08-20 00:00:00,Versammlung mit Aufzug,"Klimademo der Fridays For Future und StudentsForFuture Mainz mit anschließender Kundgebung mit Reden und
Musik",2021-07-13 00:00:00,Adenauer-Ufer/Höhe TH-Brücke + Strecke,500
180,2021-08-15 00:00:00,Versammlung,"Bühnensterben, Aufmerksammachen auf Live-Bars und Kneipen, die keine Bands mehr auftretenlassen können, sowie engagierte Bands, die nirgends (mehr) spielen können",2021-07-14 00:00:00,Schillerplatz,150
181,2021-07-15 00:00:00,Versammlung,Hands off Cuba - Schluss mit der US-Blockade!,2021-07-15 00:00:00,Bahnhof,15
182,2021-07-18 00:00:00,Versammlung,Sommerpicknick DIE LINKE.,2021-07-13 00:00:00,Volkspark,60
183,2021-09-11 00:00:00,Versammlung mit Aufzug,Pflegeaufstand RLP,2021-07-19 00:00:00,Strecke ,500
184,2021-07-23 00:00:00,Versammlung,"Massentierhaltung, Tierethik, Tierrechte, Klimawandel, Veganismus",2021-07-19 00:00:00,Malakoffterrasse,15
185,2021-07-24 00:00:00,Versammlung,Frieden ohne Gewalt ,2021-07-19 00:00:00,Bahnhofvorplatz,30
186,2021-07-23 00:00:00,Versammlung,Kundgebung über Situation im Iran,2021-07-20 00:00:00,Gutenbergplatz/Theaterseite ,50
187,2021-07-26 00:00:00,Versammlung,Internationaler Erdüberlastungstag - move the date,2021-07-20 00:00:00,Gutenbergplatz/Theaterseite ,25
188,2021-07-30 00:00:00,Versammlung,Ohne uns kein Geschäft Tarifrunde 2021 Handel,2021-07-21 00:00:00,Hilton ,60
189,2021-08-02 00:00:00,Versammlung,Gegen die politisch motivierte Verfolgung des Pazifisten Ruslan Kozaba in der Ukraine,2021-07-22 00:00:00,"Schillerplatz, neben Fastnachtsbrunnen ",8
