Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
Datum,Uhrzeit,Thema,Standort,Personenzahl
2021-09-10 00:00:00,?,Turning the Tide for Climate Justice,Leuchtturm Friedrichsort,20
2021-09-10 00:00:00,17.00-20.00,"Klimagerechtigketsaktivist*innenvernetzung ""Turning the Tiide for Climate Justice""",Bahnhofs-/Querkai,100
2021-09-11 00:00:00,14.00-22.00,Wilhelminenstraße ist bunt,Wilhelminenstraße 11-17,100
2021-09-11 00:00:00,14.00-16.00,Queere Themen bei der Bundestagswahl,Aufzug/Vinetaplatz,300
2021-09-11 00:00:00,12.00-14.00,Demo in Solidarität mit Afghanistan,Aufzug/Sophienblatt (CDU),200-300
2021-09-11 00:00:00,16.00-18.00,Turning the Tide ,Hafen vor Lovis,50-100
2021-09-12 00:00:00,14.30-00.00,Interkulturelle Parade,Aufzug/Sport- und Begegnungspark,1.000
2021-09-12 00:00:00,11.00-12.30,Gedenken an den Todesmarsch Hamburg-Kiel 1945,Gedenkstätte am Russee,100
2021-09-12 00:00:00,?,Team Todenhöfer,Platz der Kieler Matrosen,500-700
2021-09-15 00:00:00,18.00-22.00,Wahlkampf mit Musik,Schrevenpark,100-150
2021-09-15 00:00:00,21.45.22.45,Ruhestörung und Lärmbelästigung im öffetlichen Raum nach 22 Uhr,Aufzug-Goethstr./Gutenbergstr.,50
2021-09-16 00:00:00,5.00-17.00,Tarifverhandlungen Städtisches KKH Service GmbH - Streikversammlung,Städt. KKH Haupteingang/ab 14.30 Aufzug,70
2021-09-17 00:00:00,14.00-16.00,Klimakrise und Gegenmaßnahmen,Kiellilnie/Landtag/LT vorne?,15-50
2021-09-17 00:00:00,14.00-17.00,Klimakrise allgemein,Holtenauer Straße 27-43 Parkstreifen,15-50
2021-09-17 00:00:00,16.00-22.00,Dub for Solidarity (kein Abschiebegefängnis in Glückstadt),Skatepark Gaarden,100
2021-09-17 00:00:00,16.00-19.00,Inklusion und Lehrermangel,"Ministerium für Bildung, Wissenschaft und Kultur",???
2021-09-17 00:00:00,14.30-18.00,Zukunft für die Industrie - Kiel steht auf für Caterpillar,Aufzug/Exerzierplatz,1.000
2021-09-17 00:00:00,13.00-18.00,Internationaler Parking Day,Holtenauer Straße 158,100
2021-09-17 00:00:00,12.00-17.00,Parking Day - Nachbarschaft statt Auto,Mittelstraße 23,150
2021-09-17 00:00:00,15.00-17.00,"Wahl der sotialistischen Alternative ""Internationalistische Liste/MLPD""",Aufzug/ Elisabethstraße,10
2021-09-17 00:00:00,18.00-19.30,"Wahl der sotialistischen Alternative ""Internationalistische Liste/MLPD""",Vinetaplatz,20
2021-09-18 00:00:00,15.00-23.59,Raven gegen Kreuzfahrt,Ostseekai,500
2021-09-18 00:00:00,11.00-13.00,Kinder auf's Rad! - Kidical Mass in Kiel,Aufzug/Exerzierplatz,100-200
2021-09-19 00:00:00,14.00-19.00,Wahlkampf Team Todenhöfer,Platz der Kieler Matrosen,500
2021-09-24 00:00:00,12.00-16.00,Klimagerechtigkeit und Bundestagswahl,Aufzug/Exerzierplatz,5.000
2021-09-24 00:00:00,11.00-12.00,Zubringerdemo zum globalen Klimastreik FFF,Aufzug/Blücherplatz,100
2021-09-24 00:00:00,10.30-12.00,Zubringerdemo Seebrücke Kiel zum globalen Klimastreik,Aufzug/Campus der CAU,100-200
2021-09-24 00:00:00,11.00-12.00,"Klimaschutz und Kohleausstieg, FFF",Aufzug/Vinetaplatz,5-15
2021-09-24 00:00:00,15.00-16.00,Wahlkampfkundgebung Die Linke,Vinetaplatz,50
2021-09-24 00:00:00,17.00-20.00,Wahlveranstaltung Die Basis,Rathausplatz,200
2021-09-24 00:00:00,12.00-14.00,Kampagne Armutsschatten,Platz der Kieler Matrosen,100
2021-09-24 00:00:00,17.00-22.00,Fredagsbar/Wahlkampfabschluss SSW-Jugend,Schrevenpark,20-25
2021-09-25 00:00:00,14.00-18.00,"Lockdown für immer? Es endet nicht, wenn wir es nicht beenden!",Reventlouwiese/Aufzug,500
2021-09-25 00:00:00,17.00-20.00,Wahlkampfabschluss der SPD SH,Werftpark ,100
2021-09-25 00:00:00,12.00-14.00,Tierschutz/gegen Massentierhaltung,Holstenbrücke,20-30
2021-09-28 00:00:00,17.00-20.00,Safe Abortion Day,Schevenbrücke,100
2021-09-28 00:00:00,13.15-14.15,Aktion zur Tarifrunde im privaten/öffentlichen Bankgewerbe,Holstenstraße/Einmündung Hafenstraße,25-30
2021-10-04 00:00:00,10.00-12.00/14.00,Wasserdemo zu illegalen Holzimporten (Gorch Fock),"""Aufzug"" ab Sporthafen Wik",ca. 30
2021-10-06 00:00:00,11.00-12.00,Chemische Angriffe der Türkei aus Südkurdistan,Landtag,30-50.
2021-10-12 00:00:00,14.00-15.00,Hände weg vom Arbeitsvorgang! - Tarifverhandlungen  im öffentlichen Dienst,Landeshaus,25
2021-10-16 00:00:00,14.00-18.00,Keine Zweiklassengesellschaft! Wir halten zusammen.,Aufzug/Reventlouwiese,500
2021-10-17 00:00:00,16.00-19.00,Menschen im Dialog - Wie geht es dir in der Krise?,Exerzierplatz,100-300
ab 15.10.2021,11.00-17.00,Mahnwache Förderung Klimaschutz,Lorentzendamm 24/WTSH,3
2021-10-19 00:00:00,05.00-14.30,Streikversammlung,Städtisches Krankenhaus/Haupteingang,ca. 40
2021-10-21 00:00:00,09.00-12.00,Jetzt ist Schicht!  IG Metall Warnstreik,Uferstraße 80/Voith,bis 50
2021-10-22 00:00:00,06.00-08.00/20.00,An- und Abreise Globaler Klimastreik Berlin (FFF),Exerzierplatz,100
2021-10-28 00:00:00,12.00-13.00,Einkommensrunde 2021 mit der Tarifgemeinschaft deutscher Länder,Finanzministerium,ca. 50
2021-10-28 00:00:00,15.30-16.30,Tarifverhandlungen Städtisches Krankenhaus Service GmbH,Rathausplatz,50
2021-10-28 00:00:00,15.45-16.45,Tarifverhandlungen Johann-Stiftung/Schule für Physiotherapie-Ausbildung,Aufzug/Gwerkschaftshaus,ca. 30
2021-10-29 00:00:00,07.00-11.30,Fairwandel konkret! Wir gestlten Zukunft! Perspektive und Sicherheit bei CATERPILLAR,Falckensteiner Str. 2-4/Werkstor,ca. 50
2021-10-29 00:00:00,18.00-21.00,Kunst im öffetlichen Raum ermöglichen (statt Parkplätze),Weimarer Straße 3 (Kiez-Kiosk),50
2021-10-30 00:00:00,12.00-15.00,Grünes Image ist nicht käuflich ,Westring/Möbel Höffner,150-250
2021-10-30 00:00:00,15.00-19.00,Chemische Angriffe der Türkei auf Südkurdistan,Aufzug/Platz der Kieler Matrosen,200
2021-10-31 00:00:00,14.00-16.00,Standing with the Earth,Bahnhofskai/Hörnbrücke,ca. 40
2021-11-04 00:00:00,19.00-21.00,Kein Schlussstrich! 10. Jahrestag der Enttarnung der Terrorgruppe NSU,Platz der Kieler Matrosen ,200
2021-11-11 00:00:00,09.15-12.15,Für eine solidarische Hochschule - bessere Studien- und Arbeitsbedingungen für alle!,Aufzug/Landtag,150
2021-11-11 00:00:00,13.00-17.00,Chemische Angriffe der Türkei aus Südkurdistan,Platz der Kieler Matrosen,20
2021-11-16 00:00:00,05.30-08.15,Tarifverhandlungen TVL/Streik,UKSH Haupteingang + Aufzug,200
2021-11-16 00:00:00,10.00-12.00,Tarifverhandlungen TVL/Streik,Aufzug/Gewerkschftshaus,300
2021-11-16 00:00:00,2015-08-01 07:45:00,Tarifverhandlungen TVL/Streik - UKSH + Akademie,Kieler Schloss/Aufzug,50
2021-11-18 00:00:00,11.00-15.00,Gemeinsam für unsere Kinder - bessere Arbeitsbedingungen als Fundament für verlässliche Bildung,Aufzug/CAU,100-200
2021-11-19 00:00:00,11.00-14.00,Deutschlandweite FFF-Streiks vor Parteizentralen wegen Koalitionsverhndlungen,"Eichhofstraße/Landesge-
schäftsstelle FDP",15-60
2021-11-20 00:00:00,15.00-17.00,Solidartät für die Flüchtlinge an der EU-Grenze,Platz der Kieler Matrosen,100
2021-11-22 00:00:00,11.30-13.30,Tarifverhandlungen im öffentlichen Dienst,Polizeizentrum Eichhof,ca. 200
2021-11-23 00:00:00,18.00-20.00,29. Jahrestag der Möllner Brandanschläge,Bahide Arslan-Platz,100
2021-11-24 00:00:00,12.30-14.00,Menschenkette und Kundgebung anlässlich der Einkommensrunde im öffetlichen Dienst,Reventloubrücke,ca. 300
2021-11-25 00:00:00,18.00-20.00,Mahnwache anlässlich des internationalen Tages gegen Gewalt an FLINTA-Personen,Holstenstraße,100-200
2021-11-25 00:00:00,5.30-8.15,Tarifverhandlungen TVL,Aufzug UKSH,300
2021-11-25 00:00:00,10.00-12.00,Tarifverhandlungen TVL,Aufzug/Gewerkschaftshaus,400
2021-11-25 00:00:00,7.45-8.45,Tarifverhandlungen Länder-UKSH/UKSH Akademie,Aufzug/Schlossplatz,35
2021-11-26 00:00:00,16.00-17.30,Für mehr Klimaschutz im Koalitionsvertrag,Aufzug/Schrevenpark,ca. 100
26.11.201,08.45-10.15,Die Kuh muss vom Eis -Mehr Gehalt ist echte Anerkennung.,Finanzministerium,max. 50
2021-11-27 00:00:00,12.00-14.00,Tierschutz - gegen Massentierhaltung,Berliner Platz,10-25
2021-11-27 00:00:00,13.00-16.00,Für Evidenz-basierte Pandemie-Maßnahmen und Studienbegleitung aller Maßnahmen,Aufzug/Gablenzbrücke,20-50
2021-12-01 00:00:00,18.00-19.00,Lichtergang zum Gedenken an HIV-Kranke und an AIDS verstorbenen Menschen,Aufzug/Welcome Center,30
2021-12-01 00:00:00,08.00-10.00,Atomwaffenverbotsvertrag der UNO,Landeshaus/Mahnwache,5
2021-12-02 00:00:00,18:30-20.30,"Lichtermarsch für Frieden, Freiheit und Demokratie",Aufzug/Exerzierplatz,100-150
2021-12-09 00:00:00,18.30-21.30,Lichterumzug als Zeichen für den menschlichen und gesellschaftlichen Zusammenhalt,Aufzug/Exerzierplatz,300-500
2021-12-11 00:00:00,15.00-?,Freiheit für Abdullah Öcalan,Aufzug /Platz der Kieler Matrosen,ca. 250
2021-12-12 00:00:00,17.00-20.00,Schilderwald - Solidarität mit Geflüchteten an den Europäischen Außengrenzen,Holstenstraße,100
2021-12-16 00:00:00,18:30-max.21.30,Lichterumzug für den Zusammenhalt der Menschen & Gesellschaft,Aufzug/Exerzierplatz,300-500
2021-12-18 00:00:00,12.00-14.00,Tierschutz - gegen Massentierhaltung,Berliner Platz,10-25
2021-12-18 00:00:00,11.30-16.00,Motorradfahrer für mehr Anerkennung und Würdigung der Pflegekräfte,Motorradaufzug/Konrad Adenauer-Damm,500
2021-12-19 00:00:00,14:00-18.00,Grünes Licht für Aufnahme - Solidarität mit den Geflüchteten an der polnisch-belarussischen Grenze,Aufzug/Platz der Kieler Matrosen,400
2021-12-23 00:00:00,18.30-21.30,Lichterlauf als Zeichen für unseren menschlichen und gesellschaftlichen Zusammenhalt,Aufzug/Exerzierplatz,500-1000
2021-12-30 00:00:00,18.30-21.30,Lichterumzug für den menschlichen und gesellschaftlichen Zusammenhalt,Aufzug/Exerzierplatz,500-1000
2021-12-31 00:00:00,19.00-22.00,Jahreswechselunzug mit Lichtern als Zeichen des Zusammenhalts,Aufzug/Exerzierplatz,500-800
