Datum,Ort,Art,ang. TN-Zahl
2022-05-23 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2022-05-23 00:00:00,Do-Eving,Stationär,50
2022-05-23 00:00:00,Innenstadt,Aufzug,200 - 250
2022-05-23 00:00:00,Borsigplatz,Stationär,4-6
2022-05-23 00:00:00,Willy-Brandt-Platz (Lünen),Stationär,20
2022-05-25 00:00:00,Reinoldikirche,Stationär,20
2022-05-25 00:00:00,Reinoldikirchplatz,Stationär,10 - 20
2022-05-27 00:00:00,Robert-Koch-Straße 16-28,Stationär,200-300
2022-05-28 00:00:00,Im Spähenfelde,Stationär,40 - 50
2022-05-28 00:00:00,Platz der Deutschen Einheit,Stationär,10
2022-05-28 00:00:00,Westfalenhallen,Stationär,50
2022-05-29 00:00:00,Westfalenhallen,Stationär,50
2022-05-29 00:00:00,Cinestar - Nordstadt - Katharinenstraße,Aufzug,100 - 150
2022-05-30 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2022-05-30 00:00:00,Wißstraße/Hansaplatz,Stationär,30
2022-05-30 00:00:00,Do-Eving,Stationär,35
2022-05-30 00:00:00,Willy-Brandt-Platz Lünen,Stationär,15 - 20
2022-06-01 00:00:00,Platz von Leeds,Stationär,20
2022-06-01 00:00:00,DSW21-Vorplatz,Stationär,10
2022-06-01 00:00:00,Huckarder Marktplatz (Rundweg),Aufzug,25
2022-06-02 00:00:00,Vorplatz Hauptbahnhof,Stationär,20
2022-06-04 00:00:00,Vorplatz Bhf - Wall  - Brückstraße - Platz von Leeds,Aufzug,30 - 50
2022-06-04 00:00:00,Platz von Buffalo - Innenstadt - DSW 21,Aufzug,60 - 80
2022-06-06 00:00:00,Willy-Brandt-Platz Lünen (Rundweg),Aufzug,50 - 80
2022-06-07 00:00:00,Westfalenhallen,Stationär,10
2022-06-07 00:00:00,Oesterholzstraße - Borsigplatz - Oesterholzstraße,Aufzug,400
2022-06-08 00:00:00,DSW21-Vorplatz,Stationär,10
2022-06-09 00:00:00,Platz von Buffalo,Stationär,20
2022-06-10 00:00:00,Rheinlanddamm/BVB-Brücke,Stationär,10
2022-06-11 00:00:00,Evertstraße,Stationär,40 - 50
2022-06-11 00:00:00,Westfalenhalle,Stationär,10 - 40
2022-06-11 00:00:00,Westfalenhallen,Stationär,10
2022-06-12 00:00:00,Westpark,Stationär,20 - 30
2022-06-13 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2022-06-13 00:00:00,Friedensplatz - Sonnenplatz - Friedensplatz,Aufzug,50-100
2022-06-13 00:00:00,Do-Eving,Stationär,30
2022-06-15 00:00:00,DSW21-Vorplatz,Stationär,10
2022-06-15 00:00:00,Brückstraße/Westenhellweg,Stationär,20
2022-06-15 00:00:00,Platz der Deutschen Einheit,Stationär,25-50
2022-06-15 00:00:00,Huckarder Marktplatz - Varziner Straße - Huckarder Marktplatz,Aufzug,25
2022-06-17 00:00:00,Rheinische Straße 76,Stationär,20
2022-06-17 00:00:00,Rheinische Straße 76 - Platz von Bufallo,Aufzug,40
2022-06-18 00:00:00,Platz der Deutschen Einheit,Stationär,10
2022-06-18 00:00:00,Platz von Bufallo - Westenhellweg - DSW 21,Aufzug,60 - 80
2022-06-20 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2022-06-20 00:00:00,Friedensplatz - Innenstadt - Friedensplatz,Aufzug,100 - 150
2022-06-20 00:00:00,Do-Eving,Stationär,40
2022-06-20 00:00:00,Willy-Brandt-Platz (Lünen),Stationär,50-60
2022-06-20 00:00:00,RKP,Stationär,20-40
2022-06-21 00:00:00,Platz von Amiens,Stationär,100
2022-06-22 00:00:00,DSW21-Vorplatz,Stationär,10
2022-06-22 00:00:00,Gedenkstein Westfalenhallen,Stationär,50 - 100
2022-06-24 00:00:00,Rheinische Str. 76 - Platz von Bufallo,Aufzug,40
2022-06-25 00:00:00,Friedensplatz - Königswall - Dietrich-Keuning-Haus,Aufzug,300
2022-06-25 00:00:00,Platz von Bufallo - Westenhellweg - DSW 21,Aufzug,60 - 80
2022-06-27 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2022-06-27 00:00:00,Friedensplatz Rundweg,Aufzug,50 - 100
2022-06-28 00:00:00,Platz der Deutschen Einheit - Ostenhellweg - Friedensplatz,Aufzug,100
2022-06-29 00:00:00,DSW21-Vorplatz,Stationär,30
2022-06-29 00:00:00,Huckarder Marktplatz - Degener Straße - Huckarder Marktplatz,Aufzug,30-50
2022-07-01 00:00:00,Freigrafenweg 23,Stationär,70 - 90
2022-07-01 00:00:00,Rheinische Straße - Platz von Bufallo,Aufzug,40
2022-07-02 00:00:00,Reinoldikirche,Aufzug,200 - 300
2022-07-02 00:00:00,Steinstraße - Königswall - Katharinentreppe,Aufzug,30
2022-07-02 00:00:00,Platz von Bufallo - Westenhellweg - DSW 21,Aufzug,60 - 80
2022-07-02 00:00:00,Platz der Deutschen Einheit,Stationär,200
2022-07-04 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2022-07-04 00:00:00,Freigrafenweg 23,Stationär,70 - 90
2022-07-04 00:00:00,Friedensplatz Rundweg,Aufzug,50 - 100
2022-07-04 00:00:00,Langestraße/ Bäckerstraße (Lünen),Stationär,15 - 20
2022-07-08 00:00:00,Rheinische Straße - Platz von Bufallo,Aufzug,40
2022-07-09 00:00:00,Platz von Bufallo - Westenhellweg - DSW 21,Aufzug,60 - 80
2022-07-09 00:00:00,RKP Europabrunnen,Stationär,60 - 80
2022-07-09 00:00:00,Katharinentreppe,Stationär,15
2022-07-09 00:00:00,Greveler Straße 168,Stationär,4
2022-07-11 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2022-07-11 00:00:00,Friedensplatz - Innenstadt - Kaiserstraßenviertel - Friedensplatz ,Aufzug,50
2022-07-13 00:00:00,Huckarder Marktplatz - Walkmühlenweg - Huckarder Marktplatz,Aufzug,30
2022-07-13 00:00:00,Kampstraße/Katharinenstraße,Stationär,20
2022-07-13 00:00:00,Kaltbandstraße 4 - Amazon,Stationär,200
2022-07-15 00:00:00,Friedensplatz o. Willy-Brandt-Platz,Stationär,300
2022-07-16 00:00:00,Platz der Deutschen Einheit,Stationär,5-6
2022-07-17 00:00:00,Kreuzung Voßkuhle/B1,Stationär,80
2022-07-18 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2022-07-18 00:00:00,Borsigplatz,Stationär,4 - 6
2022-07-18 00:00:00,Friedensplatz - Kaiserstraße - Friedensplatz,Aufzug,40-60
2022-07-18 00:00:00,Bäckerstraße/Lange Straße Lünen,Stationär,15-25
2022-07-20 00:00:00,Kampstraße/Katharinenstraße,Stationär,20
2022-07-21 00:00:00,U-Bahn Haltestelle Stadtgarten,Stationär,80
2022-07-22 00:00:00,Rheinische Straße,Stationär,5-10
2022-07-22 00:00:00,Rheinische Straße - Platz von Bufallo,Aufzug,40 
2022-07-23 00:00:00,Reinoldikirche,Stationär,?
2022-07-23 00:00:00,Platz der Deutschen Einheit,Stationär,5-6
2022-07-25 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2022-07-25 00:00:00,Friedensplatz - Nordstadt - Friedensplatz,Aufzug,40 - 70 
2022-07-27 00:00:00,Kampstraße/Katharinenstraße,Stationär,20
2022-07-27 00:00:00,Huckarder Marktplatz - Walkmühlenweg - Huckarder Marktplatz,Aufzug,25
2022-07-27 00:00:00,Reinoldikirche,Stationär,10 - 20
2022-07-29 00:00:00,Platz der Deutschen Einheit,Stationär,20
2022-07-30 00:00:00,Platz der Deutschen Einheit,Stationär,5-6
2022-07-30 00:00:00,Platz der Deutschen Einheit,Stationär,20
2022-07-30 00:00:00,Platz der Deutschen Einheit - Innenstadt - Platz der Deutschen Einheit,Aufzug,300
2022-07-31 00:00:00,Platz der Deutschen Einheit,Stationär,20
2022-08-01 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2022-08-01 00:00:00,Bäckerstraße/Lange Straße Lünen,Stationär,20 - 25
2022-08-02 00:00:00,Weißenburger Straße/Gronaustraße,Stationär,100
2022-08-02 00:00:00,Weißenburger Straße/Gronaustraße,Stationär,200
2022-08-03 00:00:00,Katharinentreppe,Stationär,50
2022-08-03 00:00:00,Kamstraße/ Ecke Katharienstraße ,Stationär,10
2022-08-03 00:00:00,Reinoldikirche,Stationär,5 - 10
2022-08-05 00:00:00,Reinoldikirche,Stationär,3
2022-08-05 00:00:00,Rheinische Straße - Platz von Bufallo,Aufzug,40
2022-08-06 00:00:00,Platz von Hiroshima - Friedensplatz/Stadtgarten,Aufzug,20-30
2022-08-06 00:00:00,Platz der Deutschen Einheit,Stationär,5-6
2022-08-06 00:00:00,Reinoldikirche,Stationär,3
2022-08-08 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2022-08-08 00:00:00,Deutsche Straße 4-6,Stationär,30
2022-08-08 00:00:00,Friedensplatz (Rundweg),Aufzug,30-60
2022-08-09 00:00:00,Kurt-Piehl-Platz,Stationär,50-100
2022-08-10 00:00:00,Rundgang Huckarde,Aufzug,25
2022-08-10 00:00:00,Kamstraße/ Ecke Katharienstraße ,Stationär,10
2022-08-10 00:00:00,Reinoldikirchplatz,Stationär,10 - 20
2022-08-10 00:00:00,Freiherr-vom-Stein-Platz - Kleppingstraße - Polizeipräsidium,Aufzug,300
2022-08-12 00:00:00,Reinoldikirche,Stationär,3
2022-08-12 00:00:00,Burgholzstr. - Friedensplatz,Aufzug,500 - 1000
2022-08-13 00:00:00,Platz der Deutschen Einheit,Stationär,5-6
2022-08-13 00:00:00,Reinoldikirche,Stationär,3
2022-08-13 00:00:00,Blücherstraße,Stationär,40 - 50
2022-08-13 00:00:00,DSW21-Vorplatz,Stationär,100 - 150
2022-08-14 00:00:00,Herderstraße,Stationär,40 - 50
2022-08-14 00:00:00,Platz von Netanya,Stationär,15
2022-08-14 00:00:00,Dresdener Straße - Signal Iduna Park,Aufzug,30
2022-08-15 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2022-08-15 00:00:00,Bäckerstraße/Lange Straße Lünen,Stationär,15-25
2022-08-15 00:00:00,Deutsche Straße 4-6,Stationär,20
2022-08-15 00:00:00,Friedensplatz (Rundweg),Aufzug,30-60
2022-08-17 00:00:00,Kamstraße/ Ecke Katharienstraße ,Stationär,10
2022-08-19 00:00:00,Scharnhorst EKS,Stationär,6
2022-08-20 00:00:00,Reinoldikirche,Stationär,50
2022-08-20 00:00:00,Platz der Deutschen Einheit,Stationär,5-6
2022-08-20 00:00:00,Stahlwerkstraße,Stationär,40 - 50
2022-08-20 00:00:00,Hörder Burgstraße /Phoenixsee,Stationär,300
2022-08-20 00:00:00,Reinoldikirchplatz,Stationär,3
2022-08-20 00:00:00,DSW21-Vorplatz,Stationär,50
2022-08-21 00:00:00,Im Spähenfelde,Stationär,40 - 50
2022-08-22 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2022-08-22 00:00:00,Deutsche Straße 4-6,Stationär,30
2022-08-22 00:00:00,Kurt-Piehl-Platz,Stationär,20 - 30
2022-08-22 00:00:00,Friedensplatz (Rundweg),Aufzug,30 - 60
2022-08-23 00:00:00,Platz der Deutschen Einheit,Stationär,50
2022-08-23 00:00:00,Kampstraße/ Ecke Katharinenstraße,Stationär,20 - 30
2022-08-24 00:00:00,Kamstraße/ Ecke Katharienstraße ,Stationär,10
2022-08-24 00:00:00,Platz der Deutschen Einheit - Innenstadt - Friedensplatz,Aufzug,300
2022-08-24 00:00:00,Huckarde (Rundweg),Aufzug,50
2022-08-24 00:00:00,Reinoldikirche,Stationär,5 - 10
2022-08-26 00:00:00,Platz der Deutschen Einheit,Stationär,60-100
2022-08-26 00:00:00,Rheinische Straße - Platz von Bufallo,Aufzug,25
2022-08-27 00:00:00,Innenstadt - Dorstfeld,Aufzug,300
2022-08-27 00:00:00,Platz der Deutschen Einheit,Stationär,5-6
2022-08-27 00:00:00,Platz der Deutschen Einheit,Stationär,10
2022-08-27 00:00:00,Reinoldikirchplatz,Stationär,3
2022-08-27 00:00:00,Thusnelda-/Emscherstraße,Stationär,10 -15
2022-08-27 00:00:00,Reindoldikirche,Stationär,6
2022-08-27 00:00:00,Platz der Deutschen Einheit,Stationär,10
2022-08-29 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2022-08-29 00:00:00,Deutsche Straße 4-6,Stationär,25
2022-08-29 00:00:00,"Bäckerstraße/ Ecke Lange Straße, Lünen",Aufzug,25 - 30
2022-08-29 00:00:00,Platz von Netanya,Stationär,5
2022-08-29 00:00:00,Innenstadt,Aufzug,25 - 40
2022-08-30 00:00:00,Platz von Netanya,Stationär,5
2022-08-30 00:00:00,Amtsgericht Do,Stationär,20
2022-08-31 00:00:00,Kamstraße/ Ecke Katharienstraße ,Stationär,20
2022-08-31 00:00:00,Reinoldikirche,Stationär,5 - 10
2022-09-01 00:00:00,Mahn- und Gedenkstätte Steinwache,Stationär,100
2022-09-01 00:00:00,Reinoldikirche,Stationär,100-200
2022-09-01 00:00:00,"Lange Straße/ Bäckerstraße, Lünen",Stationär,3 - 5
2022-09-01 00:00:00,RKP,Stationär,6
2022-09-03 00:00:00,Platz von Xi'an - Freiherr-vom-Stein-Platz - Friedensplatz,Aufzug,3000
2022-09-03 00:00:00,Platz der Deutschen Einheit,Stationär,5-6
2022-09-03 00:00:00,RKP,Stationär,3
2022-09-04 00:00:00,Hörder Burgstraße /Phoenixsee,Stationär,10
2022-09-05 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2022-09-05 00:00:00,Do-Eving,Stationär,25
2022-09-05 00:00:00,Kurt-Piehl-Platz,Stationär,30 - 40
2022-09-05 00:00:00,Lünen,Aufzug,30
2022-09-06 00:00:00,Platz der Deutschen Einheit,Stationär,50-80
2022-09-07 00:00:00,DSW21-Vorplatz,Stationär,10
2022-09-07 00:00:00,Huckarde,Aufzug,50
2022-09-09 00:00:00,Rheinische Straße 76 - Platz von Bufallo,Aufzug,25
2022-09-10 00:00:00,Platz der Deutschen Einheit,Stationär,5-6
2022-09-10 00:00:00,Evertstraße,Stationär,40 - 50
2022-09-10 00:00:00,RKP,Stationär,3
2022-09-10 00:00:00,Platz der Deutschen Einheit,Stationär,8
2022-09-12 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2022-09-12 00:00:00,Do-Eving,Stationär,25
2022-09-12 00:00:00,Reinoldikirche,Stationär,100
2022-09-12 00:00:00,Friedensplatz (Rundweg),Aufzug,30-60
2022-09-12 00:00:00,Lünen,Aufzug,30 - 40
2022-09-13 00:00:00,Platz von Netanya,Stationär,5 - 10
2022-09-14 00:00:00,DSW21-Vorplatz,Stationär,10
2022-09-16 00:00:00,Harkortstraße 80a-84,Stationär,15
2022-09-17 00:00:00,Platz der Deutschen Einheit,Stationär,5-6
2022-09-17 00:00:00,RKP,Stationär,3
2022-09-19 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2022-09-19 00:00:00,Do-Eving,Stationär,25
2022-09-19 00:00:00,Friedensplatz (Rundweg),Aufzug,250
2022-09-19 00:00:00,"Bäckerstraße/ Ecke Lange Straße, Lünen (Rundweg)",Aufzug,50-60
2022-09-20 00:00:00,DKH - Nordstadt - Bülowstr. 15,Aufzug,300
2022-09-21 00:00:00,DSW21-Vorplatz,Stationär,10
2022-09-21 00:00:00,Huckarde,Aufzug,50
2022-09-21 00:00:00,Huckarder Marktplatz,Stationär,3-5
2022-09-21 00:00:00,Platz von Netanya,Stationär,5-10
2022-09-23 00:00:00,Innenstadt,Aufzug,900
2022-09-24 00:00:00,Platz der Deutschen Einheit,Stationär,5-6
2022-09-24 00:00:00,Platz der Deutschen Einheit,Stationär,10
2022-09-24 00:00:00,Hombrucher Marktplatz,Stationär,20
2022-09-24 00:00:00,Kreuzung Immermannstr./ Schützenstraße,Stationär,30
2022-09-24 00:00:00,Kreuzung Immermannstr./ Schützenstraße,Stationär,30
2022-09-24 00:00:00,Kopenhagerner Straße 1,Stationär,200
2022-09-24 00:00:00,RKP,Stationär,3
2022-09-24 00:00:00,Kurt-Piehl-Platz - Holsteiner Straße 31 - Kurt-Piehl-Platz,Aufzug,100-200
2022-09-24 00:00:00,Platz der Deutschen Einheit,Stationär,400
2022-09-24 00:00:00,Katharinenstraße,Stationär,100
2022-09-24 00:00:00,Katharinenstraße,Stationär,50-80
2022-09-25 00:00:00,Friedensplatz,Stationär,1500 - 2500
2022-09-25 00:00:00,Friedensplatz - Hoeschpark,Aufzug,1000
2022-09-25 00:00:00,Kreuzung Immermannstr./ Schützenstraße,Stationär,30
2022-09-25 00:00:00,Wambel - Hansaplatz,Aufzug,60
2022-09-25 00:00:00,Eving - Hansaplatz,Aufzug,30
2022-09-25 00:00:00,Hörde - Hansaplatz,Aufzug,100
2022-09-25 00:00:00,Marten - Hansaplatz,Aufzug,30
2022-09-26 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2022-09-26 00:00:00,Do-Eving ,Stationär,25
2022-09-26 00:00:00,"Bäckerstraße/ Ecke Lange Straße, Lünen (Rundweg)",Aufzug,50-60
2022-09-26 00:00:00,Friedensplatz (Rundweg),Aufzug,30-60
2022-09-27 00:00:00,Platz der Deutschen Einheit,Stationär,100
2022-09-28 00:00:00,DSW21-Vorplatz,Stationär,10
2022-09-28 00:00:00,Platz von Netanya o. Reinoldikirche,Stationär,5 - 10
2022-09-30 00:00:00,Rheinische Straße (Rewe),Stationär,5-10
2022-09-30 00:00:00,Rheinische Straße 76 - Platz von Bufallo,Aufzug,25
2022-10-01 00:00:00,RKP,Stationär,20
2022-10-01 00:00:00,Platz der Deutschen Einheit (Rundweg),Aufzug,30-50
2022-10-01 00:00:00,Reinoldikirche,Stationär,3
2022-10-01 00:00:00,Platz der Deutschen Einheit,Stationär,3
2022-10-03 00:00:00,Kurt-Piehl-Platz - Missundestraße,Aufzug,30 - 40
2022-10-03 00:00:00,Gegenüber Sonnenstraße 112,Stationär,25
2022-10-03 00:00:00,Kathatrinenstraße 14,Stationär,3 - 8
2022-10-03 00:00:00,"Bäckerstraße/ Ecke Lange Straße, Lünen (Rundweg)",Aufzug,50-60
2022-10-04 00:00:00,Platz der Deutschen Einheit,Stationär,500
2022-10-05 00:00:00,Huckarder Marktplatz (Rundweg),Aufzug,60
2022-10-05 00:00:00,Kampstraße/ Ecke Katharinenstraße,Stationär,10 - 20
2022-10-05 00:00:00,S-Bahn-Haltestelle TU Dortmund,Stationär,100
2022-10-05 00:00:00,Eropabrunnen,Stationär,10
2022-10-07 00:00:00,Platz der Deutschen Einheit,Stationär,10 - 50
2022-10-07 00:00:00,Lortzingstraße 4,Stationär,25 - 50
2022-10-08 00:00:00,RKP,Stationär,20
2022-10-08 00:00:00,Reinoldikirche,Stationär,3
2022-10-10 00:00:00,Friedensplatz (Rundweg),Aufzug,50-60
2022-10-10 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2022-10-10 00:00:00,Gegenüber Sonnenstraße 112,Stationär,25
2022-10-10 00:00:00,"Bäckerstraße/ Ecke Lange Straße, Lünen (Rundweg)",Aufzug,50 - 60
2022-10-10 00:00:00,Eving,Stationär,20
2022-10-11 00:00:00,Platz der Deutschen Einheit,Stationär,500
2022-10-11 00:00:00,BVB-Fanwelt,Stationär,100
2022-10-12 00:00:00,Kampstraße/ Ecke Katharinenstraße,Stationär,10 - 20
2022-10-12 00:00:00,Europabrunnen,Stationär,10
2022-10-14 00:00:00,Vinckeplatz - Westpark,Aufzug,300
2022-10-14 00:00:00,Platz von Netanya,Stationär,20
2022-10-15 00:00:00,Rundgang Huckarde,Aufzug,250
2022-10-15 00:00:00,Platz von Hiroshima,Stationär,20
2022-10-15 00:00:00,Reinoldikirche,Stationär,3
2022-10-15 00:00:00,Huckarder Marktplatz,Stationär,3 - 5
2022-10-15 00:00:00,Platz der Deutschen Einheit (Rundweg),Aufzug,500
2022-10-15 00:00:00,Friedensplatz,Stationär,1000
2022-10-17 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2022-10-17 00:00:00,Friedensplatz,Stationär,100
2022-10-17 00:00:00,Friedensplatz (Rundweg),Aufzug,30 - 60
2022-10-17 00:00:00,"Bäckerstraße/ Ecke Lange Straße, Lünen (Rundweg)",Aufzug,50 - 60
2022-10-17 00:00:00,Vogelpothsweg 76,Stationär,90 - 100
2022-10-17 00:00:00,Do-Eving ,Stationär,15 - 25
2022-10-18 00:00:00,Platz der Deutschen Einheit,Stationär,500
2022-10-19 00:00:00,Kampstraße/ Ecke Katharinenstraße,Stationär,10 - 20
2022-10-19 00:00:00,Rundgang Huckarde,Aufzug,60
2022-10-20 00:00:00,Platz der Deutschen Einheit,Stationär,50 - 80
2022-10-22 00:00:00,Reinoldikirche,Stationär,3
2022-10-22 00:00:00,Kampstraße,Stationär,3 - 10
2022-10-23 00:00:00,Nordmarkt,Stationär,20 - 30
2022-10-24 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2022-10-24 00:00:00,Do-Eving ,Stationär,15 - 25
2022-10-24 00:00:00,Friedensplatz (Rundweg),Aufzug,50 - 80
2022-10-24 00:00:00,"Bäckerstraße/ Ecke Lange Straße, Lünen (Rundweg)",Aufzug,50 - 60
2022-10-25 00:00:00,Hörder Burgstraße /Phoenixsee,Stationär,100
2022-10-25 00:00:00,Platz der Deutschen Einheit - St. Joseph Kirche ,Aufzug,150
2022-10-26 00:00:00,Kampstraße/ Ecke Katharinenstraße,Stationär,10 - 20
2022-10-28 00:00:00,Rheinische Straße - Platz von Bufallo,Aufzug,45
2022-10-29 00:00:00,Platz der Deutschen Einheit,Stationär,10
2022-10-29 00:00:00,Reinoldikirche,Stationär,3
2022-10-29 00:00:00,Europabrunnen,Stationär,60
2022-10-31 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2022-10-31 00:00:00,Innenstadt,Aufzug,30 - 60
2022-10-31 00:00:00,Lange Straße (Rundeweg),Aufzug,50 - 60
2022-11-01 00:00:00,Platz der Deutschen Einheit,Stationär,150
2022-11-02 00:00:00,Huckarder Marktplatz (Rundweg),Aufzug,60
2022-11-02 00:00:00,Kampstraße/Katharinenstraße,Stationär,10 - 20
2022-11-02 00:00:00,Wilopark 1,Stationär,300
2022-11-02 00:00:00,Platz der Deutschen Einheit,Stationär,100
2022-11-03 00:00:00,Feineisenstraße 5,Stationär,300
2022-11-03 00:00:00,Dortmunder Feld 51 und Tremoniastraße 5-11 ,Aufzug,300
2022-11-03 00:00:00,Platz der Deutschen Einheit,Stationär,10
2022-11-04 00:00:00,Bornstraße 144,Stationär,30
2022-11-05 00:00:00,Katharinenstraße,Stationär,50
2022-11-05 00:00:00,Bornstraße 144,Stationär,30
2022-11-06 00:00:00,Bornstraße 144,Stationär,30
2022-11-07 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2022-11-07 00:00:00,Kurt-Piehl-Platz - Missundestraße,Aufzug,30 - 40
2022-11-07 00:00:00,Friedensplatz (Rundweg),Aufzug,50 - 80
2022-11-07 00:00:00,Do-Eving ,Stationär,15-25
2022-11-07 00:00:00,Lünen Rundweg,Aufzug,50 - 60
2022-11-08 00:00:00,Platz der Deutschen Einheit,Stationär,30 - 50
2022-11-09 00:00:00,Jüdisches Mahnmal Dorstfeld,Stationär,400
2022-11-09 00:00:00,Treppen Petrikirche,Stationär,50
2022-11-09 00:00:00,Kampstraße/Katharinenstraße,Stationär,10 - 20
2022-11-09 00:00:00,Mengede,Aufzug,15
2022-11-11 00:00:00,EKS Scharnhorst,Stationär,6
2022-11-13 00:00:00,Heinrich-Schmitz-Platz,Stationär,50
2022-11-13 00:00:00,Kurt-Piehl-Platz,Aufzug,30 - 50
2022-11-13 00:00:00,Frohlinder Straße 12 - Egilmarstraße/Westerwikstraße,Aufzug,150
2022-11-14 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2022-11-14 00:00:00,Do-Eving ,Stationär,15-25
2022-11-14 00:00:00,Friedensplatz (Rundweg),Aufzug,30 - 60
2022-11-14 00:00:00,Ecke Lange Straße/Bäckerstraße (Rundweg) Lünen,Aufzug,50 - 60
2022-11-15 00:00:00,Platz der Deutschen Einheit,Stationär,30 - 50
2022-11-16 00:00:00,Kampstraße/Katharinenstraße,Stationär,10 - 20
2022-11-16 00:00:00,Huckarde (Rundweg),Aufzug,60
2022-11-17 00:00:00,Prinz-Friedrich.Karl.Str. 14 - Ostwall 17 - 21,Aufzug,1500
2022-11-18 00:00:00,Rheinische Straße,Stationär,3 - 8
2022-11-19 00:00:00,Platz der Deutschen Einheit - Friedensplatz,Aufzug,500
2022-11-19 00:00:00,Missundestraße,Stationär,5 - 20
2022-11-19 00:00:00,Platz der Deutschen Einheit,Stationär,200
2022-11-19 00:00:00,Friedensplatz (Rundweg),Aufzug,30 - 60
2022-11-20 00:00:00,Bahnhof Steinstraße,Stationär,15 - 40
2022-11-21 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2022-11-21 00:00:00,Do-Eving ,Stationär,15-25
2022-11-21 00:00:00,Friedensplatz (Rundweg),Aufzug,50 - 80
2022-11-21 00:00:00,Lünen Rundweg,Aufzug,50 - 60
2022-11-22 00:00:00,Platz der Deutschen Einheit,Stationär,30 - 50
2022-11-22 00:00:00,Dietrich-Keuning-Haus,Stationär,5
2022-11-22 00:00:00,Dietrich-Keuning-Haus,Stationär,20
2022-11-23 00:00:00,Kampstraße/Katharinenstraße,Stationär,10 - 20
2022-11-25 00:00:00,Nordmarkt,Stationär,100
2022-11-25 00:00:00,Gerichtsstraße,Stationär,5
2022-11-25 00:00:00,Katharinenstraße o. Kampstraße,Stationär,150
2022-11-25 00:00:00,Katharinentreppen,Stationär,20
2022-11-25 00:00:00,Brückstraße 62,Stationär,20
2022-11-25 00:00:00,Hansastraße 5 - 7,Stationär,20
2022-11-25 00:00:00,U-Bahn-Haltestelle Reinoldikirche,Stationär,20
2022-11-26 00:00:00,Platz der Deutschen Einheit,Stationär,10
2022-11-26 00:00:00,Platz der Deutschen Einheit,Stationär,50
2022-11-26 00:00:00,Körner Hellweg,Stationär,15
2022-11-26 00:00:00,Platz der Deutschen Einheit - Gneisenaustraße 55,Aufzug,25
2022-11-26 00:00:00,Katharinenstraße,Stationär,10
2022-11-28 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2022-11-28 00:00:00,Baroper Bahnhofstraße (Rundweg),Aufzug,30
2022-11-28 00:00:00,Willy-Brandt-Platz (Lünen) (Rundweg),Aufzug,50 - 60
2022-11-29 00:00:00,Platz der Deutschen Einheit,Stationär,30 - 50
2022-11-30 00:00:00,Kampstraße/Katharinenstraße,Stationär,10 - 20
2022-11-30 00:00:00,Huckarder Marktplatz (Rundweg),Aufzug,60
2022-11-30 00:00:00,Körner Hellweg,Stationär,5
2022-11-30 00:00:00,Platz der Deutschen Einheit - Cine Star,Aufzug,150 - 200
2022-11-30 00:00:00,Martin Schmeißer Platz,Stationär,100
2022-11-30 00:00:00,Körner Hellweg 142,Stationär,20
2022-11-30 00:00:00,Martin Schmeißer Platz,Stationär,100
2022-12-03 00:00:00,Kleine Beurhausstraße,Stationär,100
2022-12-05 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2022-12-05 00:00:00,Kurt-Piehl-Platz - Missundestraße,Aufzug,30 - 40
2022-12-05 00:00:00,Willy-Brandt-Platz (Lünen) (Rundweg),Aufzug,50 - 60
2022-12-05 00:00:00,Barop Bahnhof (Rundweg),Aufzug,30
2022-12-06 00:00:00,Platz der Deutschen Einheit,Stationär,20 - 40
2022-12-07 00:00:00,Kampstraße/Katharinenstraße,Stationär,10 - 20
2022-12-10 00:00:00,Platz der Deutschen Einheit,Stationär,20 - 30
2022-12-11 00:00:00,Friedensplatz,Stationär,100
