Datum,Ort,Art,ang. TN-Zahl
2021-09-04 00:00:00,Reinoldikirchplatz,Stationär,ca. 20
2021-09-05 00:00:00,Haydnstraße 21-27,Stationär,40-50
2021-09-05 00:00:00,Platz der Alten Synagoge - Prinz Friedrich-Karl-Straße,Aufzug,100
2021-09-05 00:00:00,Westpark,Stationär,50
2021-09-06 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-09-09 00:00:00,Westenhellweg - Hansaplatz - RKP,Aufzug,25
2021-09-09 00:00:00,Innenstadt - FP - City - FP,Aufzug,2000
2021-09-09 00:00:00,Mehmet-Kubasik-Platz,Stationär,40
2021-09-09 00:00:00,Alter Hellweg Kirchlinde,Stationär,40
2021-09-10 00:00:00,Westpark - P&R Hafen,Aufzug,400
2021-09-10 00:00:00,Mallinckrodtbrücke/ Huckarder Straße,Stationär,300
2021-09-11 00:00:00,Nordstadt - Friedensplatz,Aufzug,2000
2021-09-11 00:00:00,Stolzestraße,Stationär,60-80
2021-09-11 00:00:00,RKP,Stationär,80
2021-09-12 00:00:00,Phoenixseestraße,Stationär,80
2021-09-12 00:00:00,Flughafen,Stationär,150-200
2021-09-13 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-09-13 00:00:00,Alter Hellweg Kirchlinde,Stationär,40
2021-09-14 00:00:00,Hansastr/Westenhellweg,Stationär,40
2021-09-14 00:00:00,Kuckelke/ Alter Burgwall,Stationär,50
2021-09-15 00:00:00,Westpark,Stationär,15
2021-09-16 00:00:00,Schlanke Mathilde Hörde,Stationär,8
2021-09-16 00:00:00,Ruhrallee/Landesbehördenhaus,Stationär,30
2021-09-16 00:00:00,Innenstadt,Aufzug,250
2021-09-17 00:00:00,Goebenstraße - Kaiserbrunnen,Aufzug,80-100
2021-09-17 00:00:00,Alter Hellweg Kirchlinde,Stationär,40
2021-09-17 00:00:00,Mallinckrodtstraße,Stationär,25
2021-09-17 00:00:00,Essener Straße,Stationär,10
2021-09-18 00:00:00,Friedensplatz - Westpark,Aufzug,800
2021-09-18 00:00:00,Westpark - Hansaplatz,Aufzug,150
2021-09-18 00:00:00,Schlanke Mathilde - Friedensplatz,Aufzug,50
2021-09-18 00:00:00,Haumannstraße - Friedensplatz,Aufzug,30
2021-09-18 00:00:00,Evinger Platz - Friedensplatz,Aufzug,50
2021-09-18 00:00:00,Pothecke - Friedensplatz,Aufzug,100
2021-09-18 00:00:00,Platz von Netanya,Stationär,8
2021-09-19 00:00:00,Witten - Dortmund,Aufzug,2000
2021-09-19 00:00:00,Oberrader Straße 20 - 34,Stationär,40-50
2021-09-19 00:00:00,Siegfriedstraße ,Stationär,80
2021-09-20 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-09-20 00:00:00,Platz von Netanya,Stationär,30
2021-09-22 00:00:00,Kampstraße/Katharinenstraße,Stationär,10
2021-09-22 00:00:00,Kaiserstraße 34,Stationär,30
2021-09-23 00:00:00,Kuckelke/ Alter Burgwall,Stationär,30
2021-09-24 00:00:00,Westpark - Hansaplatz,Aufzug,50
2021-09-24 00:00:00,Hansaplatz oder Friedensplatz,Stationär,2600
2021-09-24 00:00:00,Witten - Dortmund Hansaplatz,Aufzug,100
2021-09-24 00:00:00,Vinckeplatz - Hansaplatz,Aufzug,400
2021-09-24 00:00:00,Münsterstraße - Hansaplatz,Aufzug,300
2021-09-24 00:00:00,Unna Rathausplatz - Hansaplatz,Aufzug,150
2021-09-24 00:00:00,Lünen,Aufzug,600
2021-09-24 00:00:00,Huckarde - Südwall,Aufzug,100
2021-09-24 00:00:00,Lanstrop-Brackel,Aufzug,50
2021-09-24 00:00:00,Westpark,Stationär,5
2021-09-24 00:00:00,Platz von Hiroshima,Stationär,5
2021-09-24 00:00:00,Platz von Netanya,Stationär,50
2021-09-24 00:00:00,Alter Hellweg Kirchlinde,Stationär,15-20
2021-09-25 00:00:00,Platz von Netanya,Stationär,50 - 70
2021-09-27 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-09-27 00:00:00,Gerichtsstraße,Stationär,50
2021-09-28 00:00:00,Alter Markt,Stationär,15
2021-09-28 00:00:00,Ruhrallee 1 - 3 Bergbauamt,Stationär,40
2021-09-29 00:00:00,Reinoldikirchplatz,Stationär,30
2021-10-01 00:00:00,Reinoldikirchplatz,Stationär,20
2021-10-01 00:00:00,Do-Jungferntal,Aufzug,30
2021-10-02 00:00:00,Harkortstraße,Stationär,20
2021-10-02 00:00:00,Platz der Deutschen Einheit,Stationär,18
2021-10-02 00:00:00,Katharinenstraße,Stationär,15
2021-10-02 00:00:00,Reinoldikirchplatz,Stationär,8
2021-10-04 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-10-05 00:00:00,Dietrich Keuning Haus,Stationär,10
2021-10-05 00:00:00,RKP,Stationär,30
2021-10-05 00:00:00,Kaltbandstraße 1,Stationär,80
2021-10-06 00:00:00,Kuckelke/ Alter Burgwall,Stationär,15
2021-10-08 00:00:00,E 2 - Innenstadt - Unna - Holzwickede,Aufzug,150
2021-10-08 00:00:00,E 2 - Innenstadt - Nordstadt - E 2,Aufzug,30
2021-10-09 00:00:00,Harkortstraße,Stationär,20
2021-10-09 00:00:00,Katharinenstraße,Stationär,15
2021-10-09 00:00:00,Katharinenstraße - Wall - Reinische Str. - Dorstfeld,Aufzug,250
2021-10-09 00:00:00,Harkortstraße,Stationär,10
2021-10-09 00:00:00,Kampstraße/U-Bahn Westentor,Stationär,100
2021-10-09 00:00:00,Wall Höhe Rheinische Straße,Stationär,30
2021-10-09 00:00:00,Huckarder Straße/ Rheinische Straße,Stationär,100
2021-10-10 00:00:00,Feldherrnstraße,Stationär,50
2021-10-10 00:00:00,Hansaplatz - Innenstadt - Hansaplatz,Aufzug,250
2021-10-11 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-10-11 00:00:00,Italienisches Konsulat,Stationär,5
2021-10-13 00:00:00,Reinoldkirchplatz,Stationär,30
2021-10-14 00:00:00,Mehmet-Kubasik-Platz,Stationär,40
2021-10-15 00:00:00,Vinckeplatz - Westpark,Aufzug,100
2021-10-16 00:00:00,RKP,Stationär,20
2021-10-16 00:00:00,Nordmarkt,Stationär,40
2021-10-16 00:00:00,Reinoldikirchplatz,Stationär,8
2021-10-16 00:00:00,Potgasse/ Ecke Westenhellweg,Stationär,20
2021-10-17 00:00:00,Friedensplatz,Stationär,300
2021-10-18 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-10-20 00:00:00,Reinoldikirchplatz,Stationär,30
2021-10-21 00:00:00,Hansaplatz,Stationär,20
2021-10-22 00:00:00,Innenstadt,Aufzug,300
2021-10-22 00:00:00,Beurhausstraße U-Bahn,Stationär,7
2021-10-23 00:00:00,RKP,Stationär,20
2021-10-24 00:00:00,Mosselde 149 ,Stationär,15
2021-10-24 00:00:00,Flughafen,Aufzug,20
2021-10-24 00:00:00,RKP,Stationär,20
2021-10-25 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-10-26 00:00:00,Max-Ophüls-Platz - Westfalenhallen,Aufzug,30
2021-10-27 00:00:00,Kampstr/Katharinenstr.,Stationär,10
2021-10-27 00:00:00,RKP,Stationär,30
2021-10-29 00:00:00,Platz der Deutschen Einheit,Stationär,25
2021-10-29 00:00:00,Beurhausstraße U-Bahn,Stationär,7
2021-10-30 00:00:00,Herderstraße,Stationär,40-50
2021-10-30 00:00:00,Platz der Deutschen Einheit,Stationär,10
2021-10-31 00:00:00,Stahlwerkstraße,Stationär,40-50
2021-11-01 00:00:00,Platz der Deutschen Einheit,Stationär,50-80
2021-11-03 00:00:00,RKP,Stationär,30
2021-11-03 00:00:00,Kuckelke/ Alter Burgwall,Stationär,50
2021-11-04 00:00:00,Platz der Deutschen Einheit,Stationär, 10-15
2021-11-04 00:00:00,Platz der Deutschen Einheit,Stationär,100
2021-11-05 00:00:00,U-Bahn Haltestelle Wittener Straße,Stationär, 3-5
2021-11-06 00:00:00,Platz der Deutschen Einheit,Stationär,150
2021-11-06 00:00:00,Platz der Deutschen Einheit,Stationär, 2-3
2021-11-07 00:00:00,Friedensplatz - Westfalenhallen,Aufzug,100
2021-11-07 00:00:00,Vinckeplatz - Westfalenhallen,Aufzug,200
2021-11-08 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-11-09 00:00:00,Dorstfeld,Stationär,400
2021-11-10 00:00:00,RKP,Stationär,30
2021-11-10 00:00:00,Reinoldikirchplatz,Stationär,30
2021-11-10 00:00:00,Ostenhellweg 23,Stationär,5
2021-11-10 00:00:00,DSW 21- Kundencenter,Stationär,100 - 200 
2021-11-11 00:00:00,Fritz-Henßler-Haus - DSW21-Kundencenter,Aufzug,300
2021-11-11 00:00:00,Gerichtsstraße - Platz der Deutschen Einheit,Aufzug,120-180
2021-11-12 00:00:00,Aplerbeck,Aufzug,400
2021-11-13 00:00:00,Reinoldikirche - Friedensplatz,Aufzug,500-1000
2021-11-13 00:00:00,Platz vor dem DSW21 Kundencenter an der Kampstraße,Stationär,2
2021-11-14 00:00:00,Frohlinder Straße 12 - Ehrenmal Kirchlinde Westerwikstraße,Aufzug,50
2021-11-15 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-11-15 00:00:00,Platz der Deutschen Einheit - unterhalb der Katharinentreppe,Stationär,15 - 20
2021-11-17 00:00:00,RKP,Stationär,30
2021-11-17 00:00:00,Gerichtsstraße 22,Stationär, 10-15
2021-11-18 00:00:00,Westfalenhallen,Stationär,30
2021-11-19 00:00:00,Platz der Deutschen Einheit,Stationär, 8-25
2021-11-20 00:00:00,Platz von Xian,Stationär,100 - 400
2021-11-20 00:00:00,Kampstraße,Stationär, 4-20
2021-11-20 00:00:00,Platz der Alten Synagoge,Stationär,50
2021-11-20 00:00:00,Kampstraße,Stationär,50-80
2021-11-20 00:00:00,DSW21-Kundencenter,Stationär,2
2021-11-20 00:00:00,Platz der Deutschen Einheit,Stationär, 3-5
2021-11-20 00:00:00,In der Meile/ Martener Straße,Stationär, 3-5
2021-11-20 00:00:00,Westerfilderstraße 38,Stationär, 3-5
2021-11-20 00:00:00,Deutsche Straße 4,Stationär, 3-5
2021-11-20 00:00:00,Petrikirche,Stationär,8
2021-11-22 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-11-24 00:00:00,RKP,Stationär,30
2021-11-24 00:00:00,Möllerbrücke,Stationär,10
2021-11-24 00:00:00,"Katharinenstraße, Nähe Katharinentreppe",Stationär,10
2021-11-25 00:00:00,Cinestar - Katharinenstraße,Aufzug,150
2021-11-25 00:00:00,Nordmarkt,Stationär,100
2021-11-26 00:00:00,Lünen,Aufzug,80
2021-11-27 00:00:00,Platz der Deutschen Einheit,Stationär,10
2021-11-27 00:00:00,Platz der Partnerstädte - Friedensplatz,Aufzug,300
2021-11-27 00:00:00,Kampstraße,Stationär,2
2021-11-28 00:00:00,Cinestar-Vorplatz,Stationär,50
2021-11-29 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-11-30 00:00:00,Hörder Burgstraße,Stationär,100
2021-11-30 00:00:00,Hörder Burgstraße,Stationär,20
2021-12-01 00:00:00,RKP,Stationär,30
2021-12-02 00:00:00,Westfalenhallen vor Halle 1U,Stationär,20
2021-12-04 00:00:00,Platz der Deutschen Einheit,Stationär,10
2021-12-04 00:00:00,Kampstraße,Stationär, 4-20
2021-12-06 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-12-08 00:00:00,RKP,Stationär,30
2021-12-10 00:00:00,Platz der Deutschen Einheit,Stationär, 10-15
2021-12-10 00:00:00,Platz der Deutschen Einheit,Stationär,30
2021-12-11 00:00:00,Platz der Deutschen Einheit,Stationär,10
2021-12-11 00:00:00,Kampstraße,Stationär, 4-20
2021-12-11 00:00:00,Münsterstraße,Stationär,4
2021-12-13 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-12-15 00:00:00,RKP,Stationär,30
2021-12-15 00:00:00,Kuckelke/ Alter Burgwall,Stationär,60
2021-12-15 00:00:00,Ritterstraße/ Ecke Benno-Elkan-Allee,Stationär,20
2021-12-17 00:00:00,Platz der Deutschen Einheit,Stationär,50 - 100
2021-12-18 00:00:00,Platz der Deutschen Einheit,Stationär,10
2021-12-18 00:00:00,Park der Partnerstädte - Platz der Deutschen Einheit,Aufzug,150
2021-12-18 00:00:00,Münsterstraße,Stationär,4
2021-12-18 00:00:00,Katharinenstraße,Stationär,50
2021-12-18 00:00:00,Katharinenstraße,Stationär,10
2021-12-18 00:00:00,"Busbahnhof Wittener Straße, gegenüber des Wilhelmplatzes",Stationär,5-10
2021-12-18 00:00:00,Platz von Buffalo,Stationär,70
2021-12-19 00:00:00,Westfalenhallen,Stationär, 10-20
2021-12-20 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-12-20 00:00:00,Kuckelke/ Alter Burgwall,Stationär,15
2021-12-22 00:00:00,RKP,Stationär,30
2021-12-22 00:00:00,Möllerbrücke Hollestraße,Stationär, 5-10
2021-12-22 00:00:00,Amtsgericht,Stationär,10-15
2021-12-27 00:00:00,Kleppingstraße/Ostenhellweg,Stationär,40
2021-12-27 00:00:00,Friedensplatz - Wall,Aufzug,200
2021-12-27 00:00:00,Westenhellweg 112,Stationär,2
2021-12-29 00:00:00,RKP,Stationär,30
