Datum,Ort,Art
2019-09-25 00:00:00,RKP oder Katharinenstraße,Stationär
2019-09-25 00:00:00,Rathausplatz Lünen,Stationär
2019-09-26 00:00:00,U-Bahn Wittenerstraße,Stationär
2019-09-27 00:00:00,Friedensplatz,Aufzug
2019-09-28 00:00:00,Reinoldikirchplatz,Stationär
2019-09-28 00:00:00,Friedensplatz,Stationär
2019-09-28 00:00:00,Kleppingstr./Ostenhellweg,Stationär
2019-09-30 00:00:00,Europabrunnen,Stationär
2019-09-30 00:00:00,Brüderweg,Stationär
2019-09-30 00:00:00,Arbeitsamt - Haltestelle Lortzingstraße,Aufzug
2019-10-02 00:00:00,Postbankgebäude - FZW,Aufzug
2019-10-03 00:00:00,Park am Externberg Eving,Stationär
2019-10-04 00:00:00,Friedensplatz - Datteln,Aufzug
2019-10-04 00:00:00,Bergstraße in Eving,Stationär
2019-10-04 00:00:00,Friedensplatz,Aufzug
2019-10-05 00:00:00,Platz von Netanya,Stationär
2019-10-05 00:00:00,Friedensplatz,Stationär
2019-10-05 00:00:00,Platz von Netanya,Stationär
2019-10-05 00:00:00,Brauhausstraße,Stationär
2019-10-07 00:00:00,Europabrunnen,Stationär
2019-10-07 00:00:00,Brüderweg,Stationär
2019-10-07 00:00:00,Platz von Netanya,Stationär
2019-10-07 00:00:00,Arbeitsamt - Haltestelle Lortzingstraße,Aufzug
2019-10-07 00:00:00,Aufzug Nordstadt,Aufzug
2019-10-07 00:00:00,Scharnhorststr.,Stationär
2019-10-09 00:00:00,Katharinenstraße,Aufzug
2019-10-10 00:00:00,Katharinenstraße,Aufzug
2019-10-11 00:00:00,Bergstraße in Eving,Stationär
2019-10-11 00:00:00,Arbeitsamt - Kampstraße,Aufzug
2019-10-11 00:00:00,Friedensplatz,Aufzug
2019-10-12 00:00:00,Friedensplatz,Aufzug
2019-10-12 00:00:00,Kleppingstr./Ostenhellweg,Stationär
2019-10-12 00:00:00,Reinoldikirchplatz,Stationär
2019-10-12 00:00:00,Reinoldikirchplatz,Stationär
2019-10-12 00:00:00,Hombruch Hartkort/Domänen,Stationär
2019-10-12 00:00:00,Westenhellweg,Aufzug
2019-10-12 00:00:00,Platz von Leeds,Stationär
2019-10-12 00:00:00,Reinoldikirchplatz,Stationär
2019-10-12 00:00:00,Platz der Deutschen Einheit,Stationär
2019-10-13 00:00:00,Nordmarkt,Stationär
2019-10-13 00:00:00,Lünen,Stationär
2019-10-14 00:00:00,Europabrunnen,Stationär
2019-10-14 00:00:00,Brüderweg,Stationär
2019-10-14 00:00:00,Arbeitsamt - Haltestelle Brügmannplatz,Aufzug
2019-10-14 00:00:00,Hamburger Straße - Ostentor,Aufzug
2019-10-14 00:00:00,Betenstraße,Stationär
2019-10-14 00:00:00,Platz von Netanya ,Stationär
2019-10-14 00:00:00,Baumstraße,Stationär
2019-10-14 00:00:00,Kurfürstenstraße,Aufzug
2019-10-14 00:00:00,Steinstraße,Aufzug
2019-10-14 00:00:00,Borsigplatz - Steinwache,Aufzug
2019-10-14 00:00:00,Platz der Deutschen Einheit,Stationär
2019-10-14 00:00:00,Reinoldikirchplatz,Aufzug
2019-10-14 00:00:00,NSU Denkmal,Aufzug
2019-10-15 00:00:00,Friedhof,Aufzug
2019-10-15 00:00:00,Friedhof,Stationär
2019-10-16 00:00:00,Platz von Netanya ,Stationär
2019-10-16 00:00:00,Friedhof,Stationär
2019-10-17 00:00:00,Friedensplatz,Stationär
2019-10-17 00:00:00,Friedhof,Stationär
2019-10-18 00:00:00,Friedensplatz - RKP,Aufzug
2019-10-18 00:00:00,Friedhof,Stationär
2019-10-19 00:00:00,Innenstadt,Aufzug
2019-10-19 00:00:00,Reinoldikirchplatz,Stationär
2019-10-19 00:00:00,Hombruch Hartkort/Domänen,Stationär
2019-10-19 00:00:00,DSW 21 Kundencenter,Stationär
2019-10-21 00:00:00,Europabrunnen,Stationär
2019-10-21 00:00:00,Brüderweg,Stationär
2019-10-21 00:00:00,Arbeitsamt - Haltestelle Münsterstraße,Aufzug
2019-10-21 00:00:00,Platz von Netanya ,Stationär
2019-10-21 00:00:00,Steinstraße,Stationär
2019-10-21 00:00:00,Mehmet-Kubasik Platz,Stationär
2019-10-21 00:00:00,Mallinckrodtstraße,Stationär
2019-10-21 00:00:00,Friedhof,Stationär
2019-10-22 00:00:00,Platz der Deutschen Einheit,Stationär
2019-10-23 00:00:00,Platz von Netanya ,Stationär
2019-10-24 00:00:00,Friedhof,Stationär
2019-10-25 00:00:00,Evinger Straße,Stationär
2019-10-25 00:00:00,Platz der Deutschen Einheit,Aufzug
2019-10-25 00:00:00,Kampstr.  -  Friedhof,Aufzug
2019-10-26 00:00:00,Kleppingstr./Ostenhellweg,Stationär
2019-10-26 00:00:00,Platz von Netanya,Stationär
2019-10-26 00:00:00,Friedensplatz,Stationär
2019-10-26 00:00:00,Reinoldikirchplatz,Stationär
2019-10-26 00:00:00,Platz von Netanya ,Stationär
2019-10-26 00:00:00,Europabrunnen,Stationär
2019-10-27 00:00:00,Friedensplatz,Aufzug
2019-10-27 00:00:00,Friedensplatz,Stationär
2019-10-28 00:00:00,Europabrunnen,Stationär
2019-10-28 00:00:00,Brüderweg,Stationär
2019-10-28 00:00:00,Arbeitsamt - Haltestelle Münsterstraße,Aufzug
2019-10-28 00:00:00,Scharnhorststr.,Stationär
2019-10-28 00:00:00,Steinstraße,Stationär
2019-10-28 00:00:00,Nordmarkt,Stationär
2019-10-28 00:00:00,Mehmet-Kubasik Platz,Stationär
2019-10-29 00:00:00,Platz von Netanya ,Stationär
2019-10-31 00:00:00,Körner Hellweg ,Stationär
2019-11-01 00:00:00,Katharinenstraße - Platz der Deutschen Einheit,Aufzug
2019-11-02 00:00:00,Platz von Leeds,Stationär
2019-11-02 00:00:00,Friedensplatz,Aufzug
2019-11-02 00:00:00,Platz von Leeds,Stationär
2019-11-02 00:00:00,Hörde Platz an der schlanken Mathilde,Stationär
2019-11-02 00:00:00,Hombruch Hartkort/Domänen,Stationär
2019-11-02 00:00:00,Platz der Deutschen Einheit,Stationär
2019-11-02 00:00:00,Platz der Deutschen Einheit - RKP,Stationär
2019-11-04 00:00:00,Arbeitsamt - Haltestelle Brügmannplatz ,Aufzug
2019-11-04 00:00:00,Kampstraße DSW21Center,Stationär
2019-11-04 00:00:00,Brüderweg,Stationär
2019-11-04 00:00:00,Aufzug Nordstadt,Aufzug
2019-11-05 00:00:00,Evinger Straße,Stationär
2019-11-08 00:00:00,"Dorstfeld, jüd. Mahnmahl",Stationär
2019-11-08 00:00:00,Westfalenhalle,Stationär
2019-11-08 00:00:00,Stadtgarten,Aufzug
2019-11-09 00:00:00,Friedensplatz,Stationär
2019-11-09 00:00:00,Platz der Deutschen Einheit,Stationär
2019-11-09 00:00:00,Platz von Netanya,Stationär
2019-11-09 00:00:00,Platz an der Schlanken Mathilde,Stationär
2019-11-11 00:00:00,Arbeitsamt - Haltestelle Münsterstraße,Aufzug
2019-11-11 00:00:00,Rewe Körner Hellweg,Stationär
2019-11-11 00:00:00,Kleppingstr./Ostenhellweg,Stationär
2019-11-11 00:00:00,Emil-Moog-Platz,Stationär
2019-11-11 00:00:00,Brüderweg,Stationär
2019-11-15 00:00:00,Stadtgarten,Aufzug
2019-11-16 00:00:00,Propsteikirche,Aufzug
2019-11-16 00:00:00,Kampstraße Höhe DSW 21,Stationär
2019-11-16 00:00:00,Platz von Hiroshima,Stationär
2019-11-16 00:00:00,Petrikirchplatz,Aufzug
2019-11-16 00:00:00,Hombruch Hartkort/Domänen,Stationär
2019-11-16 00:00:00,Hombruch Hartkort/Domänen,Stationär
2019-11-16 00:00:00,Marktplatz Huckarde,Stationär
2019-11-18 00:00:00,Arbeitsamt - Haltestelle Münsterstraße,Aufzug
2019-11-18 00:00:00,Platz der Deutschen Einheit,Stationär
2019-11-18 00:00:00,Brüderweg,Stationär
2019-11-22 00:00:00,Europaplatz Lünen,Aufzug
2019-11-22 00:00:00,Stadtgarten,Aufzug
2019-11-22 00:00:00,Platz an der Schlanken Mathilde,Stationär
2019-11-23 00:00:00,Cinestar Vorplatz - Kampstraße,Aufzug
2019-11-23 00:00:00,Katharinenstraße oberhalb,Stationär
2019-11-23 00:00:00,Kampstraße DSW21Center,Stationär
2019-11-23 00:00:00,Platz der Deutschen Einheit,Stationär
2019-11-23 00:00:00,Hombruch Hartkort/Domänen,Stationär
2019-11-23 00:00:00,Hombruch Hartkort/Domänen,Stationär
2019-11-25 00:00:00,Arbeitsamt - Haltestelle Enscheder Straße,Aufzug
2019-11-25 00:00:00,Platz der Deutschen Einheit,Stationär
2019-11-25 00:00:00,Brüderweg,Stationär
2019-11-25 00:00:00,Parklätze Westfalendamm E1 + E2,Aufzug
2019-11-25 00:00:00,Park der Partnerstädte,Stationär
2019-11-27 00:00:00,Cinestarvorplatz - Bornstraße,Aufzug
2019-11-29 00:00:00,Friedensplatz,Aufzug
2019-11-29 00:00:00,Europaplatz Lünen,Aufzug
2019-11-30 00:00:00,Platz von Hiroshima,Stationär
2019-11-30 00:00:00,Katharinenstraße oberhalb,Stationär
2019-11-30 00:00:00,Kampstraße DSW21Center,Stationär
2019-11-30 00:00:00,Platz von Hiroshima,Stationär
2019-11-30 00:00:00,EKS Dortmund Scharnhorst,Stationär
2019-11-30 00:00:00,Platz der Deutschen Einheit,Stationär
2019-11-30 00:00:00,Hombruch Hartkort/Domänen,Stationär
2019-12-01 00:00:00,Stadtgarten - Gnadenort,Aufzug
2019-12-02 00:00:00,Platz der Deutschen Einheit,Stationär
2019-12-02 00:00:00,Arbeitsamt - Haltestelle Brügmannplatz,Aufzug
2019-12-02 00:00:00,Scharnhorst EKS,Stationär
2019-12-03 00:00:00,Katharinenstraße,Stationär
2019-12-04 00:00:00,Münsterstraße,Stationär
2019-12-06 00:00:00,Westfalenforum Kampstraße,Stationär
2019-12-06 00:00:00,Goebenstraße 25,Stationär
2019-12-07 00:00:00,Platz von Hiroshima,Stationär
2019-12-07 00:00:00,Platz von Hiroshima,Stationär
2019-12-09 00:00:00,Arbeitsamt - Arbeitsamt ,Aufzug
2019-12-09 00:00:00,Platz der Deutschen Einheit,Stationär
2019-12-09 00:00:00,Betenstraße,Stationär
2019-12-09 00:00:00,Vorplatz Hbf Lünen,Stationär
2019-12-11 00:00:00,Schützenstraße St. Pauluskirche,Stationär
2019-12-12 00:00:00,Friedensplatz,Stationär
2019-12-14 00:00:00,Platz von Hiroshima,Stationär
2019-12-14 00:00:00,Platz der Alten Synagoge,Stationär
2019-12-14 00:00:00,Hombruch Hartkort/Domänen,Stationär
2019-12-16 00:00:00,Platz der Deutschen Einheit,Stationär
2019-12-16 00:00:00,Arbeitsamt - Haltestelle Brügmannplatz,Aufzug
2019-12-18 00:00:00,Westenhellweg,Aufzug
2019-12-19 00:00:00,Brackeler Hellweg,Stationär
2019-12-20 00:00:00,Platz der Deutschen Einheit,Aufzug
2019-12-20 00:00:00,Westenhellweg/Hansaplatz,Stationär
2019-12-20 00:00:00,Brackeler Hellweg,Stationär
2019-12-21 00:00:00,Platz von Hiroshima,Stationär
2019-12-21 00:00:00,Hombruch Hartkort/Domänen,Stationär
2019-12-21 00:00:00,Westfalenhallen,Stationär
2019-12-21 00:00:00,Westenhellweg/Hansaplatz,Stationär
2019-12-21 00:00:00,Platz der Deutschen Einheit,Stationär
2019-12-21 00:00:00,Platz der Deutschen Einheit,Stationär
2019-12-21 00:00:00,Platz der Deutschen Einheit,Stationär
2019-12-22 00:00:00,Katharinenstraße,Stationär
2019-12-22 00:00:00,Westfalenhallen,Stationär
2019-12-23 00:00:00,Arbeitsamt - Haltestelle Lortzingstraße,Aufzug
2019-12-23 00:00:00,Nordmarkt,Stationär
2019-12-23 00:00:00,Schützenstraße,Stationär
2019-12-23 00:00:00,Kurfüstenstr./Steinstr. Arbeitsamt,Stationär
2019-12-28 00:00:00,Platz der Deutschen Einheit,Stationär
2019-12-28 00:00:00,Platz von Hiroshima,Stationär
2019-12-29 00:00:00,Platz der Deutschen Einheit,Stationär
2019-12-30 00:00:00,Platz der Deutschen Einheit,Stationär
