"Tabelle Übersicht Versammlungen 2022 (Kundgebungen und Demonstrationszüge)
Datum             KW     Beginn Uhr Ende Uh  Thema                                                                Demonstrationszug                                             Kundgebungsort                                                Min. Teilnah Max. Teilnehm Absage",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51
"29.05.2022    21             10:00      11:00 Autofreie Sonntage auf der A8 und allen
Autobahnen und Bundesstraßen, Tempolimit von 60 km/h auf der A8 und allen Autobahnen,
Rückbau der A8-Erweiterung für Klimagerechtigkeit und Frieden unter besonderer Beachtung des fatalen kontinuierlichen Ausbaus der fossilen kriegsbefeuernden Abhängigkeit von menschenrechtsverletzenden Staaten durch die Bundesrepublik Deutschland und durch fehlenden Umstieg auf den öffentlichen Personennahverkehr als Teil eines bundesweiten Aktionstags
für Klimagerechtigkeit und Frieden unter besonderer Berücksichtigung der besonderen Betroffenheit von Frauen bei gleichzeitig deutlich geringerem
Beitrag zur Klimakrise",,,,,,,,,,,,,,,,,,,"P+R Hammerschmiede, B2, A8, P+M Parkplatz
(Alte Bergstraße / Neue Bergstraße)",,,,,,,,,,,"P+R Hammerschmiede, P+M Parkplatz (Alte
Bergstraße / Neue Bergstraße)",,,,,,,,,,,,,500                    500,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"29.05.2022    21             13:00      14:00 Am morgigen Donnerstag führen wir um                                                                                       Rathausplatz                                                                                                                              27.05.2022
13:00 Uhr eine Versammlung vor dem Rathaus durch. Sie beginnt mit Redebeiträgen zur Klimakrise und zum heutigen Prozess. Anschließend stellen wir die Situation genau so nach, wie sie damals passierte, nur dieses Mal im Rahmen einer angemeldeten separaten Versammlung. Das heißt, dass zwei Personen beschädigungsfrei die Fassade beklettern und, ohne den Rathausbalkon zu betreten, von außen ein Banner befestigen werden. Zum Abschluss der Versammlung um etwa 14:00 Uhr wird das Banner wieder entfernt, sodass das Rathaus genau so verlassen wird, wie es vorgefunden wurde. Mit der Versammlung demonstrieren wir gegen das heutige Urteil im Speziellen und gegen die Kriminalisierung von friedlichem Klimagerechtigkeitsaktivismus im Allgemeinen. Zur Verwirklichung dieses Versammlungsziels ist es notwendig und verhältnismäßig, das Banner am Rathausbalkon zu befestigen, um den Bezug zum Gerichtsverfahren herzustellen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"29.05.2022    21             14:30      15:30 Bessere Unterstützung für Frauen im
Schwangerschaftskonflikt; Lebensschutz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rathausplatz                                                                       10                      20,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"29.05.2022    21             14:00      17:00 Eine Alternative zu einer rücksichtslos das                                                                                     Karlstraße zwischen Kesselmarkt und                             500                 1.000
Herz Augsburgs durchschneidenden ""Ost-                                                                                     Karolinenstraße West-Autoverkehrsachse"": Platz für
Menschen statt für Autos, Platz für Kommunikation und Regeneration von Menschen auf der Straße statt für Autos, unerträglichen Lärm, Feinstaubbelastung und Gestank: Raum für umwelt- und klimafreundliches Leben und Verkehr, Tram und autofreie Fahrradstraße und viel Platz für Natur und Leben gerade für Kinder und Familien statt einer lebensfeindlichen vierspurigen Lärm- und Gefahrenachse zwischen Staatstheater und Stadtbad.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-29 00:00:00,,,21,16:50,,,"18:30 Autofreie Innenstadt - Menschenfreundliche
Zukunft",,,,,,,,,,,,"Ludwigstraße / Karlstraße, Karolinenstraße,
Fischmarkt, Am Perlachberg, Metzgplatz, Barfüßerstraße, Mittlerer Graben, Leonhardsberg, Karlstraße, Ludwigstraße, Grottenau, Volkhartstraße, Klinkertorplatz, Schaezlerstraße, Am Alten Einlaß, Fuggerstraße, Königsplatz, Bgm.-Fischer- Straße, Maximilianstraße (Wende bei Herkulesbrunnen), Fischmarkt",,,,,,,,,,,"Karlstraße, Fischmarkt",,,,,,,,50,,,,,,,50,,,,,,
2022-05-29 00:00:00,,,21,17:00,,,"19:30 Offene Kommunikation mit Bürgern der
Stadt zu Themen die uns bewegen",,,,,,,,,,,,,,,,,,,,,,,Wittelsbacher Park,,,,,,,,10,,,,,,,20,,,,,,
2022-05-30 00:00:00,,,22,17:30,,,18:00 gemeinsames Singen,,,,,,,,,,,,,,,,,,,,,,,Holbeinplatz,,,,,,,,35,,,,,,,100,,,,,,
2022-05-30 00:00:00,,,22,18:00,,,19:30 Frieden beginnt bei der Wahrheit - gegen die einrichtungsbezogene Impfpflicht - für die Grundrechte - für den weltweiten Frieden für alle Menschen - gegen die Missstände in unserem Land - für die Aufhebung aller Corona-Maßnahmen und deren dafür eingeführten Gesetze - für die Wahrheit zu allen Themen - für eine sichere und stabile Zukunft in unserem Land - Corona muss wie eine Grippe behandelt werden und nie wieder zu Einschränkungen und Lockdowns führen,,,,,,,,,,,,Parkplatz Hallenbad Friedberger Straße - Gentnerstraße - Damaschkestraße - Damaschkeplatz - Alter Heuweg - Heinestraße - Eichendorffstraße - Herrenbachstraße - Reichenberger Straße - Fritz-Koelle-Straße - Wilhelm-Hauff-Straße - Überquerung Alter Heuweg - Wilhelm-Hauff-Straße - Alter Heuweg - Lotzbeckstraße - Ambergerstraße - Wolframstraße - Parkplatz Hallenbad Friedberger,,,,,,,,,,,Parkplatz Hallenbad Friedberger Straße,,,,,,,,500,,,,,,,500,,,,,,
2022-06-01 00:00:00,,,22,17:00,,,"20:00 ""Cube of Truth"" - Tierrechte/-befreiung,",,,,,,,,,,,,,,,,,,,,,,,Willy-Brandt-Platz,,,,,,,,6,,,,,,,20,,,,,,
"Aufklärung über Tierausbeutung(sindustrie),
Abschaffung/Überwindung von Karnismus & Speziesismus, vegane Lebensweise",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 00:00:00,,,22,9:30,,,"12:00 Autofreie Hallstraße für sichere Schulwege
und Pausen",,,,,,,,,,,,Hallstraße,,,,,,,,,,,,,,,,,,,700,,,,,,,700,,,,,,
2022-06-03 00:00:00,,,22,12:30,,,13:15 Für ein Rundum-Grün auf der Kreuzung,,,,,,,,,,,,Kreuzung Karlstraße / Karolinenstraße,,,,,,,,,,,,,,,,,,,100+,,,,100+,,,,,,2022-05-12,,,
,,,,,,,Karlstraße/Karolinenstraße als Teil einer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Umgestaltung der Stadt unter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Mobilitätswendeaspekten unter besonderer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Beachtung der Bedürfnisse von,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Schüler*innen, denn Mobilitätswende geht",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,nur mit attraktivem Fuß- und Radverkehr:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Pop-Up-Rundum-Grün an Kreuzungen für,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,mehr Sicherheit und weniger Unfälle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03 00:00:00,,,22,15:00,,,20:00 Schlachthof-Mahnwache mit Ampelaktion an,,,,,,,,,,,,"Am alten Schlachthof, Kreuzung Berliner",,,,,,,,,,,,,,,,,,,10,,,,,,,15,,,,,,
,,,,,,,der Kreuzung,,,,,,,,,,,,Allee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-04 00:00:00,,,22,12:30,,,17:30 Eine Gesellschaft im Widerspruch,,,,,,,,,,,,Königsplatz - gegenüber Deutsche Bank,,,,,,,,,,,,,,,,,,,2,,,,,,,10,,,,,,
2022-06-04 00:00:00,,,22,17:00,,,19:00 Frieden beginnt bei der Wahrheit - gegen die einrichtungsbezogene Impfpflicht - für die Grundrechte - für den weltweiten Frieden für alle Menschen - gegen die Missstände in unserem Land - für die Aufhebung aller Corona-Maßnahmen und deren dafür eingeführten Gesetze - für die Wahrheit zu allen Themen - für eine sichere und stabile Zukunft in unserem Land - Corona muss wie eine Grippe behandelt werden und nie wieder zu Einschränkungen und Lockdowns führen,,,,,,,,,,,,"Ladehofstr., Hermanstr., Stettenstr., Theodor- Heuss-Platz, Konrad-Adenauer-Allee, Hallstr., Maximilianstr., Karolinenstr., Karlstr., Ludwigstr., Grottenau, Kennedy-Platz, Volkhartstr., Klinkertorplatz, Schaezlerstr., Hermanstr., Ladehofstr.",,,,,,,,,,,Ladehofstraße,,,,,,,,3,,,,,,,3,,,,,,
2022-06-05 00:00:00,,,22,14:30,,,15:30 Bessere Unterstützung für Frauen im Schwangerschaftskonflikt; Lebensschutz,,,,,,,,,,,,,,,,,,,,,,,Rathausplatz,,,,,,,,10,,,,,,,20,,,,,,
2022-06-05 00:00:00,,,22,17:00,,,"19:30 Offene Kommunikation mit Bürgern der
Stadt zu Themen die uns bewegen",,,,,,,,,,,,,,,,,,,,,,,Wittelsbacher Park,,,,,,,,10,,,,,,,20,,,,,,
2022-06-06 00:00:00,,,23,7:30,,,9:00 Mahnwache gegen geplante,,,,,,,,,,,,,,,,,,,,,,,Werner-von-Siemens-Str.,,,,,,,,2,,,,,,,10,,,,,,
"Tierversuchslabore im Sigma Technopark ab
2022/2023, Motto: Augsburg muss tierversuchsfrei bleiben",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06.06.2022    23             18:00      20:00 Gegen Sozialabbau, Umweltzerstörung und                                                                                   Königsplatz - Manzú-Brunnen                                            10                      30
Kriegsgefahr, gegen Rassismus und Faschismus, für internationale Solidarität",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"06.06.2022    23             18:00      19:30 Frieden beginnt bei der Wahrheit - gegen die
einrichtungsbezogene Impfpflicht - für die",,,,,,,,,,,,,,,,,,,"Jakobsplatz – Jakoberstraße – b. d.
Jakobskirche - Lauterlech - Henisiusstraße -",,,,,,,,,,,Jakobsplatz                                                                       500                    500,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grundrechte - für den weltweiten Frieden für  Unterer Graben - Bert-Brecht-Straße -,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alle Menschen - gegen die Missstände in unserem Land - für die Aufhebung aller Corona-Maßnahmen und deren dafür eingeführten Gesetze - für die Wahrheit zu allen Themen - für eine sichere und stabile Zukunft in unserem Land - Corona muss wie eine Grippe behandelt werden und nie wieder zu Einschränkungen und Lockdowns führen,,,,,,,,,,,,,,,,,Klauckestraße - Reischlestraße - Brückenstraße - Bleichstraße - Bert-Brecht- Straße - Oblatterwallstraße - Gänsbühl - Untere Jakobermauer - Vorderes Kretzengäßchen - Jakoberstraße – Obere Jakobermauer - Vogelmauer - Auf dem Plätzchen - Kettengäßchen - Meister-Veits- Gäßchen - Lochgäßchen - Kappeneck/Jakobsplatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.06.2022    23             16:30      17:45 Gemeinsam gegen den russischen                    Moritzplatz, Bgm.-Fischer-Straße, Königsplatz,   Moritzplatz                                                                       150                    300
Angriffskrieg in der Ukraine                               Annastraße, Steingasse, Rathausplatz, Maximilianstraße, Moritzplatz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.06.2022    23             18:00      20:00 ""Support your local Antifa"" - Die
Notwendigkeit der Verbindung verschiedener lokaler, antikapitalistischer und antifaschistischer Kämpfe und Projekte, wie Unser Haus e.V. und die Ballonfabrik und die Verallgemeinerung ebendieser im Augsburger Kontext.",,,,,,,,,,,,,,,,,,"Königsplatz, Annastraße, Ludwigstraße, Am Katzenstadel, Wertachbrucker-Tor-Straße, Wertachstraße, Innere Uferstraße, Austraße",,,,,,,,,"Königsplatz, Austraße 19                                                   20                    150",,,,,,,,,,,,,,,,,,,,,,,,
2022-06-11 00:00:00,,,23,,11:00,,,17:00 Die Wahrheitserklärung von Falun Dafa:,,,,,,,,,,,,Moritzplatz,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,10.0,,,,
"Wahrhaftigkeit, Barmherzigkeit und Nachsicht. Gegen die Verfolgung von Falun Gong-Praktizierende und Organraub an Falun Gong-Praktizierende in China. Petition mit der Unterschriftensammlung an die deutsche Bundesregierung: Gegen Organraub an den lebenden Menschen. Zur sofortigen Beendigung der erzwungenen Organentnahmen von Falun Gong- Praktizierenden in der Volksrepublik China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-11 00:00:00,,,23,,12:30,,,17:30 Eine Gesellschaft im Widerspruch,,,,,,,,,,,,Königsplatz - gegenüber Deutsche Bank,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,10.0,,,,2022-06-08
2022-06-11 00:00:00,,,23,,13:30,,,16:30 Klimagerechtigkeit,,,,,,,,,,,,Bahnhofstraße 4 Ecke Schaezlerstraße,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,10.0,,,,
2022-06-11 00:00:00,,,23,,14:00,,,"17:00 ""Cube of Truth"" - Tierrechte/-befreiung,",,,,,,,,,,,,Willy-Brandt-Platz,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,20.0,,,,
"Aufklärung über Tierausbeutung(sindustrie),
Abschaffung/Überwindung von Karnismus & Speziesismus, vegane Lebensweise",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11.06.2022    23             15:00      17:30 Für die Sichtbarkeit queerer Frauen*                Königsplatz, Fuggerstraße, Grottenau,                Königsplatz, Haunstetter Straße                                      200                    200
Ludwigstraße, Karlstraße, Karolinenstraße,        (Brunnenbach Park) Maximilianstraße, Ulrichsplatz, Weite Gasse,
Konrad-Adenauer-Allee, Theodor-Heuss-Platz, Eserwallstraße, Haunstetter Straße (Brunnenbach Park)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11.06.2022    23             17:00      19:00 Frieden beginnt bei der Wahrheit - gegen die
einrichtungsbezogene Impfpflicht - für die",,,,,,,,,,,,,,,,,,Hallstraße – Maximilianstraße – Karolinenstraße – Leonhardsberg –,,,,Hallstraße                                                                      3.000                 3.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grundrechte - für den weltweiten Frieden für  Pilgerhausstraße – Jakoberstraße – Obere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alle Menschen - gegen die Missstände in unserem Land - für die Aufhebung aller Corona-Maßnahmen und deren dafür eingeführten Gesetze - für die Wahrheit zu allen Themen - für eine sichere und stabile Zukunft in unserem Land - Corona muss wie eine Grippe behandelt werden und nie wieder zu Einschränkungen und Lockdowns führen,,,,,,,,,,,,,,,,,Jakobermauer – Vogelmauer Am Vogeltor – Forsterstraße – Margaretenstraße – Milchberg – Ulrichsplatz – Maximilianstraße – Hallstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12.06.2022    23             10:00      11:00 Autofreie Sonntage auf der A8 und allen          P+R Hammerschmiede, B2, A8, P+M Parkplatz   P+R Hammerschmiede, P+M Parkplatz (Alte                  500                    500                          25.05.2022
Autobahnen und Bundesstraßen, Tempolimit  (Alte Bergstraße / Neue Bergstraße)                   Bergstraße / Neue Bergstraße) von 60 km/h auf der A8 und allen
Autobahnen,
Rückbau der A8-Erweiterung für Klimagerechtigkeit und Frieden unter besonderer Beachtung des fatalen kontinuierlichen Ausbaus der fossilen kriegsbefeuernden Abhängigkeit von menschenrechtsverletzenden Staaten durch die Bundesrepublik Deutschland und durch fehlenden Umstieg auf den öffentlichen Personennahverkehr als Teil eines bundesweiten Aktionstags
für Klimagerechtigkeit und Frieden unter besonderer Berücksichtigung der besonderen Betroffenheit von Frauen bei gleichzeitig deutlich geringerem
Beitrag zur Klimakrise",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12.06.2022    23             13:00      14:00 Am morgigen Donnerstag führen wir um
13:00 Uhr eine Versammlung vor dem Rathaus durch. Sie beginnt mit Redebeiträgen zur Klimakrise und zum heutigen Prozess. Anschließend stellen wir die Situation genau so nach, wie sie damals passierte, nur dieses Mal im Rahmen einer angemeldeten separaten Versammlung. Das heißt, dass zwei Personen beschädigungsfrei die Fassade beklettern und, ohne den Rathausbalkon zu betreten, von außen ein Banner befestigen werden. Zum Abschluss der Versammlung um etwa 14:00 Uhr wird das Banner wieder entfernt, sodass das Rathaus genau so verlassen wird, wie es vorgefunden wurde. Mit der Versammlung demonstrieren wir gegen das heutige Urteil im Speziellen und gegen die Kriminalisierung von friedlichem Klimagerechtigkeitsaktivismus im Allgemeinen. Zur Verwirklichung dieses Versammlungsziels ist es notwendig und verhältnismäßig, das Banner am Rathausbalkon zu befestigen, um den Bezug zum Gerichtsverfahren herzustellen.",,,,,,,,,,,,,,,,,,Rathausplatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-12 00:00:00,,,23,14:30,,,15:30 Bessere Unterstützung für Frauen im Schwangerschaftskonflikt; Lebensschutz,,,,,,,,,,,,Rathausplatz,,,,,,,,,,,,,,,,,,,10,,,,,,,20,,,,,,
2022-06-12 00:00:00,,,23,17:00,,,"19:30 Offene Kommunikation mit Bürgern der
Stadt zu Themen die uns bewegen",,,,,,,,,,,,Wittelsbacher Park,,,,,,,,,,,,,,,,,,,10,,,,,,,20,,,,,,
2022-06-13 00:00:00,,,24,18:00,,,"20:00 Gegen Sozialabbau, Umweltzerstörung und
Kriegsgefahr, gegen Rassismus und",,,,,,,,,,,,Königsplatz - Manzú-Brunnen,,,,,,,,,,,,,,,,,,,10,,,,,,,30,,,,,,
"Faschismus, für internationale Solidarität",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13.06.2022    24             18:00      19:30 Frieden beginnt bei der Wahrheit - gegen die
einrichtungsbezogene Impfpflicht - für die Grundrechte - für den weltweiten Frieden für alle Menschen - gegen die Missstände in unserem Land - für die Aufhebung aller Corona-Maßnahmen und deren dafür eingeführten Gesetze - für die Wahrheit zu allen Themen - für eine sichere und stabile Zukunft in unserem Land - Corona muss wie eine Grippe behandelt werden und nie wieder zu Einschränkungen und Lockdowns führen",,,,,,,,,,,,,,,,,,500                    500                          08.06.2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15.06.2022    24             17:00      20:00 ""Cube of Truth"" - Tierrechte/-befreiung,                                                                                        Königsplatz - Manzú-Brunnen                                              6                      20
Aufklärung über Tierausbeutung(sindustrie), Abschaffung/Überwindung von Karnismus & Speziesismus, vegane Lebensweise",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15.06.2022    24             20:00      23:00 Take Back The Night Demo & politischer
Rave gegen sexualisierte Gewalt speziell im Nachtleben",,,,,,,,,,,,,,,,,,,"Ulrichsplatz, Maximilianstraße, Hallstraße, Konrad-Adenauer-Allee, Königsplatz, Fuggerstraße, Grottenau, Ludwigstraße, Karlstraße, Karolinenstraße, Rathausplatz, Maximilianstraße, Ulrichsplatz",,,,,,,,,,,Ulrichsplatz                                                                      200                    200,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18.06.2022    24             10:00      13:00 Christopher Street Day                                      Königsplatz, Bgm.-Fischer-Straße,                       Königsplatz - kurz Bahnhofstraße                                    500                 1.000
Maximilianstraße, Karolinenstraße, Leonhardsberg, Oberer Graben, Forsterstraße, Margaretenstraße, Milchberg, Ulrichsplatz, Maximilianstraße, Karolinenstraße, Karlstraße, Ludwigstraße, Grottenau, Volkhartstraße, Frölichstraße, Viktoriastraße, Bahnhofstraße, Schaezlerstraße, Königsplatz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.06.2022    24             12:30      17:30 Eine Gesellschaft im Widerspruch                                                                                                   Fuggerplatz                                                                           2                      10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18.06.2022    24             15:00      17:00 Stand up Europe - Kandidatenstatus für die                                                                                   Moritzplatz                                                                       250                    300
Ukraine.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18.06.2022    24             17:00      19:00 Frieden beginnt bei der Wahrheit - gegen die
einrichtungsbezogene Impfpflicht - für die",,,,,,,,,,,,,,,,,,"Ladehofstr., Hermanstr., Stettenstr., Theodor- Heuss-Platz, Konrad-Adenauer-Allee, Hallstr.,",,,,,,,,,,,Ladehofstraße                                                               3.000                 3.000                          08.06.2022,,,,,,,,,,,,,,,,,,,,,,
"Grundrechte - für den weltweiten Frieden für  Maximilianstr., Karolinenstr., Karlstr.,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alle Menschen - gegen die Missstände in unserem Land - für die Aufhebung aller Corona-Maßnahmen und deren dafür eingeführten Gesetze - für die Wahrheit zu allen Themen - für eine sichere und stabile Zukunft in unserem Land - Corona muss wie eine Grippe behandelt werden und nie wieder zu Einschränkungen und Lockdowns führen,,,,,,,,,,,,,,,,,"Ludwigstr., Grottenau, Kennedy-Platz, Volkhartstr., Klinkertorplatz, Schaezlerstr., Hermanstr., Ladehofstr.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-19 00:00:00,,,24,11:00,,,"18:00 Autofreie Metzgplatz und Barfüßerstraße. Platz für Menschen, Begegnung und Musik statt Autoverkehr und Verkehrslärm.",,,,,,,,,,,,Übergang Metzgplatz und Barfüßerstraße,,,,,,,,,,,,,,,,,,,50,,,,,,,50,,,,,,
2022-06-19 00:00:00,,,24,14:30,,,15:30 Bessere Unterstützung für Frauen im Schwangerschaftskonflikt; Lebensschutz,,,,,,,,,,,,Rathausplatz,,,,,,,,,,,,,,,,,,,10,,,,,,,20,,,,,,
2022-06-19 00:00:00,,,24,17:00,,,"19:30 Offene Kommunikation mit Bürgern der
Stadt zu Themen die uns bewegen",,,,,,,,,,,,Wittelsbacher Park,,,,,,,,,,,,,,,,,,,10,,,,,,,20,,,,,,
2022-06-20 00:00:00,,,25,17:30,,,18:00 gemeinsames Singen,,,,,,,,,,,,Holbeinplatz,,,,,,,,,,,,,,,,,,,35,,,,,,,100,,,,,,
2022-06-20 00:00:00,,,25,18:00,,,19:30 Frieden beginnt bei der Wahrheit - gegen die,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,500,,,,,,2022-06-08
einrichtungsbezogene Impfpflicht - für die Grundrechte - für den weltweiten Frieden für alle Menschen - gegen die Missstände in unserem Land - für die Aufhebung aller Corona-Maßnahmen und deren dafür eingeführten Gesetze - für die Wahrheit zu allen Themen - für eine sichere und stabile Zukunft in unserem Land - Corona muss wie eine Grippe behandelt werden und nie wieder zu Einschränkungen und Lockdowns führen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21.06.2022    25               8:00      19:00 Nächstenpflege - stille Demo. Forderungen
zur Verbesserung der Situation in der häuslichen Pflege",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Königsplatz - kurze Bahnhofstraße                                    20                      20,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24.06.2022    25               9:20      12:00 Hallstraße autofrei: autofreie Zonen rund um                                                                                Hallstraße                                                                         200                    200
Kindergärten und Schulen, Sichere Schulwege, Platz für Menschen statt für Autos , sichere autofreie Fahrradstraße statt Autoposer und Autoraser, sicherer Aufenthaltsraum für Schüler*innen statt Parkplätze und Gefahren durch Autofahren.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-25 00:00:00,,,25,,12:00,,,"16:00 Kundgebung zum Queerfeindlichen Angriff
am CSD am 18.06.2022. Kundgebung gegen Hassverbrechen und Queerphobie und Hassverbrechen.",,,,,,,,,,,Königsplatz,,,,,,,,,,,,,,,200.0,,,,,,,,,,,,500.0,,,,,
2022-06-25 00:00:00,,,25,,12:30,,,17:30 Eine Gesellschaft im Widerspruch,,,,,,,,,,,Moritzplatz,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,10.0,,,,,
2022-06-25 00:00:00,,,25,,14:00,,,"17:00 ""Cube of Truth"" - Tierrechte/-befreiung, Aufklärung über Tierausbeutung(sindustrie), Abschaffung/Überwindung von Karnismus & Speziesismus, vegane Lebensweise",,,,,,,,,,,Königsplatz - Manzú-Brunnen,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,20.0,,,,,
2022-06-25 00:00:00,,,25,,17:00,,,"19:00 Frieden beginnt bei der Wahrheit - gegen die
einrichtungsbezogene Impfpflicht - für die",,,,,,,,,,,"Hallstraße – Maximilianstraße –
Karolinenstraße – Leonhardsberg –",,,,,Hallstraße,,,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,,2022-06-08
"Grundrechte - für den weltweiten Frieden für  Pilgerhausstraße – Jakoberstraße – Obere alle Menschen - gegen die Missstände in          Jakobermauer – Vogelmauer Am Vogeltor –
unserem Land - für die Aufhebung aller            Forsterstraße – Margaretenstraße – Milchberg Corona-Maßnahmen und deren dafür              – Ulrichsplatz – Maximilianstraße – Hallstraße eingeführten Gesetze - für die Wahrheit zu
allen Themen - für eine sichere und stabile Zukunft in unserem Land - Corona muss wie eine Grippe behandelt werden und nie wieder zu Einschränkungen und Lockdowns führen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
