region,city,date,organizer,topic,participants_registered,participants_actual
Bayern,München,2018-01-01,Gemeinschaft Sant Egidio,Friedenskundgebung,150.0,
Bayern,München,2018-01-04,Bündnis 90 / Die Grünen,Aktion Europa,30.0,
Bayern,München,2018-01-07,,Gedenken Todestag Oury Jalloh,200.0,
Bayern,München,2018-01-08,,Weg mit Hartz IV,35.0,
Bayern,München,2018-01-09,,"Wir fordern die Aufklärung der Morde an Sakine Cansiz, Fidan Dogan und Leyla Saylemez",15.0,
Bayern,München,2018-01-10,IG Metall München,Warnstreik,300.0,
Bayern,München,2018-01-10,,Solidarität mit dem iranischen Volk,10.0,
Bayern,München,2018-01-10,IG Metall München,Tarifrunde Metall und Elektroindustrie 2018,300.0,
Bayern,München,2018-01-10,IG Metall München,Warnstreik Metall und Elektro Tarifrunde 2018,1600.0,
Bayern,München,2018-01-12,HeimatGiesing,Mahnwache gegen den illegalen Abriss,25.0,
Bayern,München,2018-01-12,,Für einen gerechten Frieden im Nahen Osten,12.0,
Bayern,München,2018-01-12,,Anonymous for the Voiceless,14.0,
Bayern,München,2018-01-13,Koreanischer Verein München e.V.,Zugehörigkeit der Dok-Do Inseln zu Südkorea,100.0,
Bayern,München,2018-01-13,,gegen Präsident Kabila im Kongo,150.0,
Bayern,München,2018-01-13,Greenpeace e.V.,CO2-Budget und Energiewende,6.0,
Bayern,München,2018-01-16,,Solidarität mit den Protestierenden im Iran,50.0,
Bayern,München,2018-01-18,München ist bunt e.V.,Kein Platz für Rassismus und Fremdenfeindlichkeit!,25.0,
Bayern,München,2018-01-19,,Anonymous for the Voiceless,14.0,
Bayern,München,2018-01-19,Green City e.V.,Demonstration für saubere Luft,30.0,
Bayern,München,2018-01-19,,Solidarität mit den Protestierenden im Iran,50.0,
Bayern,München,2018-01-19,,Gegen die türkische Kriegspolitik,20.0,
Bayern,München,2018-01-20,,Womens March Munich 2018,400.0,
Bayern,München,2018-01-20,,Demokratie für Bolivien,30.0,
Bayern,München,2018-01-20,,"Alle für Rumänien, alle für die Justiz, München sagt Nein",30.0,
Bayern,München,2018-01-20,,Gegen die türkische Kriegspolitik,100.0,
Bayern,München,2018-01-22,,Weg mit Hartz IV,35.0,
Bayern,München,2018-01-22,Verdi Bezirk München,Tarifforderungen /Warnstreik bei der Thuga AG,250.0,
Bayern,München,2018-01-22,Taxiverband München,Gegen die Teilnahme des Uber-CEO bei der Veranstaltung DLD,100.0,
Bayern,München,2018-01-23,Bayerischer Flüchtlingsrat,Keine Abschiebungen nach Afghanistan,125.0,
Bayern,München,2018-01-23,IG Metall München,Tarifrunde Metall und Elektroindustrie 2018,3500.0,
Bayern,München,2018-01-24,,Anonymous for the Voiceless,14.0,
Bayern,München,2018-01-24,IG Metall München,Tarifrunde Metall und Elektroindustrie 2018,5000.0,
Bayern,München,2018-01-24,IG Metall München,Tarifrunde Metall und Elektroindustrie 2018,3000.0,
Bayern,München,2018-01-25,,wir sagen NEIN zur GroKo,50.0,
Bayern,München,2018-01-26,,Für einen gerechten Frieden im Nahen Osten,12.0,
Bayern,München,2018-01-26,,Hände weg von Afrin – Solidarität ist unsere Sache,30.0,
Bayern,München,2018-01-26,,Solidarität mit den Protestierenden im Iran,50.0,
Bayern,München,2018-01-27,DKP,Protest wegen PESCO,20.0,
Bayern,München,2018-01-27,KVPM Deutschland e.V.,Gedenken an die Opfer des Holocaust,7.0,
Bayern,München,2018-01-27,Verein zu Förderung ethnischer Minderheiten e.V.,Einmarsch der Türkei in Syrien,100.0,
Bayern,München,2018-01-27,Greenpeace e.V.,Antarktis,10.0,
Bayern,München,2018-01-27,,christliche Werte (Diskussionsanregung),60.0,
Bayern,München,2018-01-27,,Alles für die Justiz,50.0,
Bayern,München,2018-01-28,,gegen Circus Krone,20.0,
Bayern,München,2018-01-30,,Unterstützung Carles Puigdemont,20.0,
Bayern,München,2018-01-30,,Hände weg von Afrin – Solidarität ist unsere Sache,15.0,
Bayern,München,2018-01-31,Ökumenisches Büro für Frieden und Gerechtigkeit,Siemens Hauptversammlung,17.0,
Bayern,München,2018-01-31,Amnesty International,Menschenrechte in Russland,6.0,
Bayern,München,2018-01-31,IG Metall München,Protest gegen Siemens,300.0,
Bayern,München,2018-01-31,IG Metall München,Warnstreik,1000.0,
Bayern,München,2018-01-31,,Hände weg von Afrin – Solidarität ist unsere Sache,15.0,
Bayern,München,2018-02-01,,Hände weg von Afrin – Solidarität ist unsere Sache,15.0,
Bayern,München,2018-02-02,,Hände weg von Afrin – Solidarität ist unsere Sache,15.0,
Bayern,München,2018-02-02,DFG-VK,Stoppt den Waffenhandel,50.0,
Bayern,München,2018-02-02,IG Metall München,Warnstreik,1000.0,
Bayern,München,2018-02-03,,Hände weg von Afrin – Solidarität ist unsere Sache,200.0,
Bayern,München,2018-02-03,,Frieden,8.0,
Bayern,München,2018-02-03,Ariwa – Animal Rights Watch e.V.,Tierschutz,10.0,
Bayern,München,2018-02-03,DKP,Protest wegen PESCO,20.0,
Bayern,München,2018-02-03,,Protest gegen die Todesstrafe im Iran,10.0,
Bayern,München,2018-02-03,,gefallene Opfer in Asrin,60.0,
Bayern,München,2018-02-03,Greenpeace e.V.,Lidl lässt Schweine leiden,25.0,
Bayern,München,2018-02-03,Projekt Information – Münchner Positiven,10 Jahre EKAF,50.0,
Bayern,München,2018-02-03,Anonymous for the Voiceless,Anonymous for the Voiceless,14.0,
Bayern,München,2018-02-05,Pegida München e.V.,Islamkritik,,
Bayern,München,2018-02-05,,Weg mit Hartz IV,35.0,
Bayern,München,2018-02-05,Ostturkistanische Union in Europa,Menschenrechtsverletzungen in China,25.0,
Bayern,München,2018-02-05,GEW München,Entgeltordnung für kommunal angestellte Lehrkräfte,50.0,
Bayern,München,2018-02-06,Pegida München e.V.,Islamkritik,,
Bayern,München,2018-02-06,,Für mehr Geld für Bildung,5.0,
Bayern,München,2018-02-07,Pegida München e.V.,Islamkritik,,
Bayern,München,2018-02-07,,Überall ist Afrin,15.0,
Bayern,München,2018-02-08,,Überall ist Afrin,15.0,
Bayern,München,2018-02-09,,Überall ist Afrin,15.0,
Bayern,München,2018-02-09,,Mahnwache für die Tiere,10.0,
Bayern,München,2018-02-09,,Anonymous for the Voiceless,14.0,
Bayern,München,2018-02-09,HeimatGiesing,Mahnwache gegen den illegalen Abriss,25.0,
Bayern,München,2018-02-09,,Für einen gerechten Frieden im Nahen Osten,12.0,
Bayern,München,2018-02-10,,Gegen die erneuten türkischen Luftangriffe auf Afrin,100.0,
Bayern,München,2018-02-10,DKP,Protest wegen PESCO,20.0,
Bayern,München,2018-02-10,PETA,gegen Pelz,15.0,
Bayern,München,2018-02-11,Verein der Makedonier in München,Friedliche Lösung im Namensstreit zwischen Griechenland und EVROM,200.0,
Bayern,München,2018-02-12,,gegen Sea World,35.0,
Bayern,München,2018-02-14,EuroProLife e.V.,40 Tage für das Leben,41.0,
Bayern,München,2018-02-14,,Tierhaltung,2.0,
Bayern,München,2018-02-14,Pegida München e.V.,Islamkritik,,
Bayern,München,2018-02-14,One Billion Rising (Vorverein),One Billion Rising,300.0,
Bayern,München,2018-02-15,,gegen Stopfleber,20.0,
Bayern,München,2018-02-15,Pegida München e.V.,Islamkritik,,
Bayern,München,2018-02-15,PETA,Sea World,5.0,
Bayern,München,2018-02-16,Nationaler Widerstandsrat Iran,Protest gegen die Teilnahme vom Außenminister des iran. Regims an der MSC,100.0,
Bayern,München,2018-02-16,Falun Gong Gruppe München,Stopp Verfolgung von Falun Gong,10.0,
Bayern,München,2018-02-16,Pegida München e.V.,Islamkritik,,
Bayern,München,2018-02-16,Amnesty International,Menschenrechte in Russland; aktueller Anlass Ost Ghuta,2.0,
Bayern,München,2018-02-17,Anonymous for the Voiceless,Anonymous for the Voiceless,14.0,
Bayern,München,2018-02-17,,Politische Situation in Bahrain,25.0,
Bayern,München,2018-02-17,,Delivering a message of Peace and Solidarity,50.0,
Bayern,München,2018-02-17,Initiative Grundeinkommen,Das bedingungslose Grundeinkommen,5.0,
Bayern,München,2018-02-17,Baloch Republican Party,Protest gegen Pakistan,40.0,
Bayern,München,2018-02-17,,Afghanistan,400.0,
Bayern,München,2018-02-17,Aktionsbündnis gegen die NATO-Sicherheitskonferenz,Demonstration gegen die NATO-Kriegstagung in München im Jahr 2018,4000.0,
Bayern,München,2018-02-17,Aktionsbündnis gegen die NATO-Sicherheitskonferenz,Demonstration gegen die NATO-Kriegstagung in München im Jahr 2018,500.0,
Bayern,München,2018-02-18,,Politische Situation in Bahrain,25.0,
Bayern,München,2018-02-19,,Weg mit Hartz IV,35.0,
Bayern,München,2018-02-19,Münchner Mahnwache,Mahnwache für die Liebe – für den Frieden,30.0,
Bayern,München,2018-02-19,Pegida München e.V.,Islamkritik,12.0,
Bayern,München,2018-02-20,,Gerechtigkeit und sauberer Fußball,15.0,
Bayern,München,2018-02-20,Bayerischer Flüchtlingsrat,Keine Abschiebungen nach Afghanistan,200.0,
Bayern,München,2018-02-20,,gegen Circus Krone,6.0,
Bayern,München,2018-02-20,Radio Gong,Wir fordern 10.000 neue Organspender für München,10.0,
Bayern,München,2018-02-21,Pegida München e.V.,Islamkritik,12.0,
Bayern,München,2018-02-22,,Wir bringen die europäische Unionsflagge wieder zurück nach Rumänien,50.0,
Bayern,München,2018-02-22,Verdi,Tarifrunde Post,150.0,
Bayern,München,2018-02-23,,Geothe,26.0,
Bayern,München,2018-02-23,Anonymous for the Voiceless,Anonymous for the Voiceless,14.0,
Bayern,München,2018-02-23,,Für einen gerechten Frieden im Nahen Osten,12.0,
Bayern,München,2018-02-23,,Beendigung der Verfolgung FalunGong,6.0,
Bayern,München,2018-02-23,,Solidarität mit AtiK Gefangenen/Politischen Gefangenen,100.0,
Bayern,München,2018-02-23,,Hände weg von Afrin,20.0,
Bayern,München,2018-02-23,Pegida München e.V.,Islamkritik,12.0,
Bayern,München,2018-02-23,,Blockade Russlands zur Waffenstillstands-Resolution,2.0,
Bayern,München,2018-02-24,,"Hör auf, Zivilisten zu beschießen in Syrien",100.0,
Bayern,München,2018-02-24,Pulse of Europe e.V.,Pulse of Europe,175.0,
Bayern,München,2018-02-24,,gegen Mc Donalds,50.0,
Bayern,München,2018-02-24,,8. März – Frauen die kämpfen sind Frauen die Leben,100.0,
Bayern,München,2018-02-26,,Gedenken an russ. Politiker Boris Nemzov,15.0,
Bayern,München,2018-02-26,Pegida München e.V.,Islamkritik,12.0,
Bayern,München,2018-02-28,Bürgerrechtsbewegung Solidarität,Europas Zukunft mit der Neuen Seidenstraße statt neuer Kalter Krieg,4.0,
Bayern,München,2018-02-28,Pegida München e.V.,Islamkritik,12.0,
Bayern,München,2018-03-01,,Geothe,26.0,
Bayern,München,2018-03-01,Bündnis 90 / Die Grünen Landtagsfraktion,100 Jahre Frauenwahlrecht,5.0,
Bayern,München,2018-03-01,,Tierhaltung im Zirkus Krone,2.0,
Bayern,München,2018-03-01,Bürgerrechtsbewegung Solidarität,Europas Zukunft mit der Neuen Seidenstraße statt neuer Kalter Krieg,4.0,
Bayern,München,2018-03-02,Migrationsbeirat,Eklat im Migrationsbeirat mit Presseerklärung,100.0,
Bayern,München,2018-03-02,,Anonymous for the Voiceless,14.0,
Bayern,München,2018-03-02,Pegida München e.V.,Islamkritik,12.0,
Bayern,München,2018-03-02,,Revolutionären Aktionstage 2018,17.0,
Bayern,München,2018-03-02,,Revolutionären Aktionstage 2018,17.0,
Bayern,München,2018-03-02,,Revolutionären Aktionstage 2018,17.0,
Bayern,München,2018-03-02,,Revolutionären Aktionstage 2018,17.0,
Bayern,München,2018-03-02,,Beendigung der Verfolgung FalunGong,6.0,
Bayern,München,2018-03-03,Animals United,Protest gegen (Wild-)Tiere im Zirkus,400.0,
Bayern,München,2018-03-03,,gegen Tierausbeutung,6.0,
Bayern,München,2018-03-03,Initiative Grundeinkommen,Das bedingungslose Grundeinkommen,4.0,
Bayern,München,2018-03-03,,Revolutionären Aktionstage 2018,17.0,
Bayern,München,2018-03-04,Pulse of Europe e.V.,Pulse of Europe,225.0,
Bayern,München,2018-03-04,,Gedenken an verstorbene Frauen,17.0,
Bayern,München,2018-03-04,Pegida München e.V.,Islamkritik,12.0,
Bayern,München,2018-03-05,GEW München,Lehrkräfte-Entgeltordnung,80.0,
Bayern,München,2018-03-05,Cannabis Verband Bayern,Cannabis als Medizin,25.0,
Bayern,München,2018-03-05,Pegida München e.V.,Islamkritik,12.0,
Bayern,München,2018-03-05,,Weg mit Hartz IV,35.0,
Bayern,München,2018-03-06,Cannabis Verband Bayern,Cannabis als Medizin,25.0,
Bayern,München,2018-03-07,Trägerkreis Volksbegehren Betonflut eindämmen,Betonflut eindämmen,40.0,
Bayern,München,2018-03-07,Cannabis Verband Bayern,Cannabis als Medizin,25.0,
Bayern,München,2018-03-07,Pegida München e.V.,Islamkritik,12.0,
Bayern,München,2018-03-08,,Frauentag,10.0,
Bayern,München,2018-03-08,Amnesty International Hochschulgruppe München,Weltfrauentag 2018,20.0,
Bayern,München,2018-03-08,,"Frauen die kämpfen, sind Frauen die leben. Frieden, Freiheit und Demokratie für Afrin",400.0,
Bayern,München,2018-03-08,Cannabis Verband Bayern,Cannabis als Medizin,25.0,
Bayern,München,2018-03-09,HeimatGiesing,Mahnwache gegen den illegalen Abriss,25.0,
Bayern,München,2018-03-09,,Beendigung der Verfolgung FalunGong,6.0,
Bayern,München,2018-03-09,,Für einen gerechten Frieden im Nahen Osten,12.0,
Bayern,München,2018-03-09,,Anonymous for the Voiceless,14.0,
Bayern,München,2018-03-09,Cannabis Verband Bayern,Cannabis als Medizin,25.0,
Bayern,München,2018-03-09,Pegida München e.V.,Islamkritik,12.0,
Bayern,München,2018-03-09,,Stand behind Slovakia,100.0,
Bayern,München,2018-03-10,Tibet Initiative Deutschland e. V.,Demonstration anlässlich des Jahrestages des Tibetischen Aufstandes,50.0,
Bayern,München,2018-03-10,Cannabis Verband Bayern,Cannabis als Medizin,25.0,
Bayern,München,2018-03-10,,Hände weg von Afrin,20.0,
Bayern,München,2018-03-10,Amnesty International Jugendgruppe München,Mahnwache für die Meinungsfreiheit in der Türkei,10.0,
Bayern,München,2018-03-10,,Friedliche Mahnwache für die Tiere,15.0,
Bayern,München,2018-03-11,Junge Liberale München e.V.,Liberalisierung des Ladenschlussgesetzes,30.0,
Bayern,München,2018-03-12,Freie Deutsche Jugend,Wir sind die Gefährder ihrer Leitkultur,25.0,
Bayern,München,2018-03-12,Pegida München e.V.,Islamkritik,12.0,
Bayern,München,2018-03-12,,bevorstehender Angriff der türkischen Armee auf Afrin,20.0,
Bayern,München,2018-03-12,,"Stoppt das Massaker der türkischen Armee in Afrin,  YPG/PYD/YPJ-Fahnen",20.0,
Bayern,München,2018-03-13,Haus der Bayerischen Wirtschaft,Bauer sucht dich - Landwirtschaft hautnah,65.0,
Bayern,München,2018-03-13,verdi,Aktion Roter Teppich im Rahmen der Tarifrunde,50.0,
Bayern,München,2018-03-13,,"Stoppt das Massaker der türkischen Armee in Afrin,  YPG/PYD/YPJ-Fahnen",20.0,
Bayern,München,2018-03-13,,"Stoppt das Massaker der türkischen Armee in Afrin,  YPG/PYD/YPJ-Fahnen",20.0,
Bayern,München,2018-03-14,Pegida München e.V.,Islamkritik,12.0,
Bayern,München,2018-03-15,Weltkongress der Uiguren e. V.,Menschenrechtsverletzungen in China,50.0,
Bayern,München,2018-03-15,,Tierhaltung im Zirkus Krone,2.0,
Bayern,München,2018-03-15,,"Einhaltung der UN-Waffenruhe, YPG/PYD/YPJ-Fahnen",80.0,
Bayern,München,2018-03-16,DGB Region München,Equal Pay Day,20.0,
Bayern,München,2018-03-16,,Beendigung der Verfolgung FalunGong,6.0,
Bayern,München,2018-03-16,Stone Collective,Meinungsfreiheit und Demokratie,40.0,
Bayern,München,2018-03-16,Verein zur Förderung ethn. Minderheiten,Mahnwache zum Gedenken der Opfer in Halabja,50.0,
Bayern,München,2018-03-16,Pegida München e.V.,Islamkritik,12.0,
Bayern,München,2018-03-16,,Anonymous for the Voiceless,14.0,
Bayern,München,2018-03-16,,"Stoppt das Massaker der türkischen Armee in Afrin, YPG/PYD/YPJ-Fahnen",300.0,
Bayern,München,2018-03-16,,Stand behind Slovakia,50.0,
Bayern,München,2018-03-17,Pegida Förderverein e. V.,Pegida das Original in München,200.0,
Bayern,München,2018-03-17,Bellevue di Monaco e.G.,"NED WURSCHT! München gemeinsam gegen Neonationalismus, Rassismus, Antisemitismus und Ausgrenzung",500.0,
Bayern,München,2018-03-17,,Der Jahrestag der syrischen Revolution,100.0,
Bayern,München,2018-03-18,,Tag der syrischen Revolution,200.0,
Bayern,München,2018-03-18,,Stoppt Repression gegen Katalonien,15.0,
Bayern,München,2018-03-18,,Marielle Franco präsent!,70.0,
Bayern,München,2018-03-19,,Weg mit Hartz IV,35.0,
Bayern,München,2018-03-19,Freie Wähler Bayern e.V.,Übergabe Unterschriftenliste für Bürgerbegehren zu Straßenausbaubeiträgen,75.0,
Bayern,München,2018-03-19,Pegida München e.V.,Islamkritik,12.0,
Bayern,München,2018-03-20,,Nevroz Neujahrsfest der Kurden,300.0,
Bayern,München,2018-03-20,ver.di FB 09 München,Warnstreik der Beschäftigten der Deutschen Telekom,300.0,
Bayern,München,2018-03-21,AWO München,Lautstark gegen Rassismus,80.0,
Bayern,München,2018-03-21,IGEPA München,Keine Abschaffung des Beamtenstatus (Europ. Patentamt),2500.0,
Bayern,München,2018-03-21,Netzwerk Rassismus- und Diskriminierungsfreies Bayern e.V.,Internationaler Tag gegen Rassismus,300.0,
Bayern,München,2018-03-21,Pegida München e.V.,Islamkritik,12.0,
Bayern,München,2018-03-22,,Beendigung der Verfolgung FalunGong,6.0,
Bayern,München,2018-03-22,verdi,Tarifrunde 2018 für den öffentlichen Dienst,1250.0,
Bayern,München,2018-03-22,Ver.di München und Region,Warnstreik zur Tarifverhandlungen,500.0,
Bayern,München,2018-03-22,GEW München,Tarifrunde 2018 für den öffentlichen Dienst,10.0,
Bayern,München,2018-03-23,,Beendigung der Verfolgung FalunGong,6.0,
Bayern,München,2018-03-23,,Für einen gerechten Frieden im Nahen Osten,12.0,
Bayern,München,2018-03-23,Verein für vedische Kultur e.V.,Vegetarismus,17.0,
Bayern,München,2018-03-23,,Gegen die Verfolgung von RechtsanwältInnen in der Türkei,40.0,
Bayern,München,2018-03-23,Pegida München e.V.,Islamkritik,12.0,
Bayern,München,2018-03-24,Helfer für Gottes kostbare Kinder e.V.,Gebet für den Lebensschutz,50.0,
Bayern,München,2018-03-24,Democrast Abroad Munich,March for our Lives,100.0,
Bayern,München,2018-03-24,Community Activism To Save Nature e.V.,"Veganismus, Fleisch, Umwelt",100.0,
Bayern,München,2018-03-24,WWF,Earth Hour,20.0,
Bayern,München,2018-03-24,Bündnis 90 / Die Grünen,Solidarität mit Afrin,150.0,
Bayern,München,2018-03-25,,"Stop Russland, Stop Okupation",50.0,
Bayern,München,2018-03-26,,Bleiberecht für alle,100.0,
Bayern,München,2018-03-26,Bayerischer Flüchtlingsrat,Keine Abschiebungen nach Afghanistan,125.0,
Bayern,München,2018-03-26,Pegida München e.V.,Islamkritik,12.0,
Bayern,München,2018-03-27,,Anonymous for the Voiceless,19.0,
Bayern,München,2018-03-28,Pegida München e.V.,Islamkritik,12.0,
Bayern,München,2018-03-29,,Veganismus,30.0,
Bayern,München,2018-03-29,Pegida München e.V.,Islamkritik,12.0,
Bayern,München,2018-03-30,Piratenpartei,Abschaffung der Feiertagsruhe an Stillen Feiertagen,50.0,
Bayern,München,2018-03-30,,"gegen Fleisch-, Milch- und Eierkonsum",10.0,
Bayern,München,2018-03-30,Helfer für Gottes kostbare Kinder e.V.,Gebet in Gedenken an die im Medicare-Zentrum verstorbenen Kinder...,4.0,
Bayern,München,2018-03-31,Münchner Friedensbündnis und Friedensbüro e.V.,Ostermarsch 2018,50.0,
Bayern,München,2018-03-31,Amnesty International,Menschenrechte in Russland,6.0,
Bayern,München,2018-03-31,Münchner Friedensbündnis und Friedensbüro e.V.,Ostermarsch 2018,400.0,
Bayern,München,2018-03-31,,Tierschutz,50.0,
Bayern,München,2018-03-31,Soko Tierschutz,gegen Stopfleber,10.0,
Bayern,München,2018-03-31,,Katalanischer Frühling: Solidarität mit Katalonien,40.0,
Bayern,München,2018-03-31,Bündnis 90 / Die Grünen,100 Jahre Frauenwahlrecht,8.0,
Bayern,München,2018-04-01,Pulse of Europe e.V.,Pulse of Europe,225.0,
Bayern,München,2018-04-03,Alevitische Gemeinde München e. V.,Demo gg. willkürliche Inhaftierung und Menschenrechte in der Türkei,75.0,
Bayern,München,2018-04-03,Pegida München e.V.,Islamkritik,12.0,
Bayern,München,2018-04-04,,Freiheit für Abdullah Öcalan (Kundgebungsmittel: Portrait Abdullah Öcalan),10.0,
Bayern,München,2018-04-05,Ostturkanische Union e. V.,Menschenrechteverletzungen und KZ-Lager Uiguren,22.0,
Bayern,München,2018-04-05,Amnesty International,Menschenrechte in der Türkei,6.0,
Bayern,München,2018-04-06,,Beendigung der Verfolgung FalunGong,6.0,
Bayern,München,2018-04-06,Pegida München e.V.,Islamkritik,12.0,
Bayern,München,2018-04-06,,gegen tierische Milch,15.0,
Bayern,München,2018-04-06,,Für eine anständige Slowakei,50.0,
Bayern,München,2018-04-07,,Anonymous for the Voiceless,19.0,
Bayern,München,2018-04-07,Celebrity Centre Scientology Kirche München,Man kann immer etwas tun,25.0,
Bayern,München,2018-04-07,Soko Tierschutz,gegen Stopfleber,10.0,
Bayern,München,2018-04-07,,"Gerechtigkeit für die in Tschetschenien entführten, gefolterten und ermordeten homosexuellen Männer und Frauen",30.0,
Bayern,München,2018-04-09,,Weg mit Hartz IV,35.0,
Bayern,München,2018-04-09,,Demokratie an der Uni,30.0,
Bayern,München,2018-04-09,Pegida München e.V.,Islamkritik,,
Bayern,München,2018-04-09,KVPM Deutschland e. V.,Protest gegen Menschenrechtsverletzungen - Amoklauf in Münster,7.0,
Bayern,München,2018-04-10,Ver.di Region München,Tarifrunde 2018 für den öffentlichen Dienst,1000.0,
Bayern,München,2018-04-10,Ver.di Region München,Tarifrunde 2018 für den öffentlichen Dienst,1800.0,
Bayern,München,2018-04-10,Ver.di Region München,Tarifrunde 2018 für den öffentlichen Dienst,50.0,
Bayern,München,2018-04-10,GEW München,Tarifrunde 2018 für den öffentlichen Dienst,10.0,
Bayern,München,2018-04-10,KVPM Deutschland e. V.,Protest gegen Menschenrechtsverletzungen in der Psychiatrie – Mahnwache,7.0,
Bayern,München,2018-04-11,Grüne Jugend München,Aktion zum Polizeiaufgabengesetz,50.0,
Bayern,München,2018-04-11,ver.di FB 09 München,Tarifrunde Deutsche Telekom,550.0,
Bayern,München,2018-04-11,,Demokratie an der Uni,30.0,
Bayern,München,2018-04-11,Pegida München e.V.,Islamkritik,,
Bayern,München,2018-04-11,ver.di Bezirk München,Streikkundgebung Azubi,30.0,
Bayern,München,2018-04-11,KVPM Deutschland e. V.,Protest gegen Menschenrechtsverletzungen in der Psychiatrie – Mahnwache,7.0,
Bayern,München,2018-04-12,,Veganismus,40.0,
Bayern,München,2018-04-12,,Demokratie an der Uni,30.0,
Bayern,München,2018-04-12,IG Metall München,Warnstreik ATOS,600.0,
Bayern,München,2018-04-12,KVPM Deutschland e. V.,Protest gegen Menschenrechtsverletzungen in der Psychiatrie – Mahnwache,7.0,
Bayern,München,2018-04-13,HeimatGiesing,Mahnwache gegen den illegalen Abriss,25.0,
Bayern,München,2018-04-13,,Für einen gerechten Frieden im Nahen Osten,12.0,
Bayern,München,2018-04-13,,Beendigung der Verfolgung FalunGong,6.0,
Bayern,München,2018-04-13,Pegida München e.V.,Islamkritik,,
Bayern,München,2018-04-13,,Solidarität mit AtiK Gefangenen / Politischen Gefangenen,100.0,
Bayern,München,2018-04-13,attac münchen,Kurierdienst - Deliveroo lässst unter prekären Bedingungen arbeiten,10.0,
Bayern,München,2018-04-13,KVPM Deutschland e. V.,Protest gegen Menschenrechtsverletzungen - Amoklauf in Münster,7.0,
Bayern,München,2018-04-14,March for Science e.V.,March for Science,2000.0,
Bayern,München,2018-04-14,Amnesty International Jugendgruppe München,Mahnwache für die Meinungsfreiheit in der Türkei,10.0,
Bayern,München,2018-04-14,Soko Tierschutz,gegen Stopfleber,10.0,
Bayern,München,2018-04-14,Animals United,Aufklärung über Stadttauben,15.0,
Bayern,München,2018-04-14,,Solidarität mit Katalonien,40.0,
Bayern,München,2018-04-14,,Anonymous for the Voiceless,19.0,
Bayern,München,2018-04-14,KVPM Deutschland e. V.,Psychiatrie,5.0,
Bayern,München,2018-04-14,,Stoppt den Krieg in Syrien,50.0,
Bayern,München,2018-04-14,,"Syrien, Stoppen Sie den Krieg",25.0,
Bayern,München,2018-04-15,,Evangelisation Die Menschen auf Jesus Christus aufmerksam machen,70.0,
Bayern,München,2018-04-15,KVPM Deutschland e. V.,Psychiatrie,5.0,
Bayern,München,2018-04-15,,Information und Kundgebung zur Meinungsbildung über Sinn- und Glaubensfragen,50.0,
Bayern,München,2018-04-16,,Weg mit Hartz IV,35.0,
Bayern,München,2018-04-16,Antifaschismusreferat der LMU,Antifaschismusreferat der LMU,20.0,
Bayern,München,2018-04-16,Münchner Mahnwache,Mahnwache der Liebe – Für den Frieden,10.0,
Bayern,München,2018-04-16,KVPM Deutschland e. V.,Protest gegen Menschenrechtsverletzungen - Amoklauf in Münster,5.0,
Bayern,München,2018-04-16,Pegida München e.V.,Islamkritik,,
Bayern,München,2018-04-17,KVPM Deutschland e. V.,Protest gegen Menschenrechtsverletzungen - Amoklauf in Münster,5.0,
Bayern,München,2018-04-18,SEHICO Psychatrieerfahrene,InfoVA zum Entwurf des BayPsychKHG,60.0,
Bayern,München,2018-04-18,KVPM Deutschland e. V.,Protest gegen Menschenrechtsverletzungen - Amoklauf in Münster,5.0,
Bayern,München,2018-04-18,,Kammer! Jetzt! Zur Zukunft der Münchner Kammerspiele,75.0,
Bayern,München,2018-04-18,Pegida München e.V.,Islamkritik,,
Bayern,München,2018-04-19,,Fashion Revolution Week,5.0,
Bayern,München,2018-04-20,,Beendigung der Verfolgung FalunGong,6.0,
Bayern,München,2018-04-20,DKP,Protest gegen PESCO,20.0,
Bayern,München,2018-04-20,,Anonymous for the Voiceless,22.0,
Bayern,München,2018-04-20,DFG-VK München,Keine Militärmacht Europa,7.0,
Bayern,München,2018-04-20,Pegida München e.V.,Islamkritik,,
Bayern,München,2018-04-21,,Luftverschmutzung und Tierausbeutung,8.0,
Bayern,München,2018-04-21,Initiative Grundeinkommen,Das bedingungslose Grundeinkommen,5.0,
Bayern,München,2018-04-21,Münchner Bündnis gegen Krieg und Rassismus,Stoppt Erdogans Eroberungskrieg,1000.0,
Bayern,München,2018-04-21,,Direct Action Everywhere – gegen Tierversuche,12.0,
Bayern,München,2018-04-22,ADFC München e.V.,Gute und sichere Radinfrastruktur,500.0,
Bayern,München,2018-04-22,ADFC München e.V.,Gute und sichere Radinfrastruktur,500.0,
Bayern,München,2018-04-22,ADFC München e.V.,Gute und sichere Radinfrastruktur,500.0,
Bayern,München,2018-04-22,ADFC München e.V.,Gute und sichere Radinfrastruktur,500.0,
Bayern,München,2018-04-22,ADFC München e.V.,Gute und sichere Radinfrastruktur,2000.0,
Bayern,München,2018-04-22,,Solidarität mit den Häftlingen aus Palästina,50.0,
Bayern,München,2018-04-23,DEHOGA,Bedeutung des bayerischen Gastgewerbes,3000.0,
Bayern,München,2018-04-23,ver.di München und Region,Tarifrunde Buchhandel,4.0,
Bayern,München,2018-04-23,Pegida München e.V.,Islamkritik,,
Bayern,München,2018-04-24,Freie Wähler Bayern e.V.,Wohnen – Bildung – Sicherheit,50.0,
