region,city,date,organizer,topic,participants_registered,participants_actual
Bayern,München,2023-05-29,,Spaziergang für den Frieden,15.0,
Bayern,München,2023-05-30,,Activists for the Victims,17.0,
Bayern,München,2023-05-31,München steht auf.de,"Für Frieden - Kein Krieg, gewählte Freie unabhängige Medien, Wiederherstellung des GG auf den Stand vor der Pandemie, Freie Impfentscheidung, keine Digitale Kontrolle ala China",500.0,
Bayern,München,2023-05-31,,Die aktuelle Situation in Palästina,5.0,
Bayern,München,2023-05-31,Amnestey International,Mahnwache zu Menschenrechten in Russland und zur Invasion in der Ukraine,15.0,
Bayern,München,2023-05-31,Tibet Initiative Deutschland,Kritik an der Tibet Politik,20.0,
Bayern,München,2023-06-01,ANIMALS UNITED e.V.,Weltmilchtag,15.0,
Bayern,München,2023-06-01,Bundesverband Deutscher Milchviehhalter e.V.,"Milchbauern baden aus, was die Politik verschlafen/versäumt hat",50.0,
Bayern,München,2023-06-01,,Leuchtturm ARD,20.0,
Bayern,München,2023-06-01,,Leuchtturm ARD,11.0,
Bayern,München,2023-06-01,,Save Ukrainian Children,7.0,
Bayern,München,2023-06-01,,Kritik am Weltmilchtag,7.0,
Bayern,München,2023-06-01,,"Beendigung der 21 Jahre Folter, Organraubs und ;ord an Falun Gong Praktizierenden in China. Nieder mit dem Teufel der kommunistischen Partei Chinas",5.0,
Bayern,München,2023-06-02,,Solidarität mit kurdischen Flüchtlingslager Mexmur - Schluss mit der Gewalt der irakischen und türkischen Armeen!,20.0,
Bayern,München,2023-06-02,,"Internationale Kämpfe & Protestbewegungen vorstellen und Bezug zur Klimagerechtigkeit herstellen (z.B. Rojava, Chile, Iran,…) ",70.0,
Bayern,München,2023-06-02,Greenpeace München,Finanzielle Aspekte für das Klima,3.0,
Bayern,München,2023-06-02,,Friedliche Mahnwache für die Tiere,15.0,
Bayern,München,2023-06-03,,Christliche Werte in Gesellschaft und Politik,25.0,
Bayern,München,2023-06-03,,Active Love: Frieden anstatt Extremismus,10.0,
Bayern,München,2023-06-03,,"Das ""Wir gemeinsam Bündnis"" meldet an, zum Thema: ""Wir wollen leben""",300.0,
Bayern,München,2023-06-03,Evang. Christus Gemeinde e.V.,Freiheit in der Zukunftige welt,15.0,
Bayern,München,2023-06-03,Internationalistisches Bündnis / MLPD,Der Kaptialismus bedroht die Menschheit - Was können wir tun,4.0,
Bayern,München,2023-06-03,,Info`s auf d`Straß ,30.0,
Bayern,München,2023-06-03,,Activists for the Victims,12.0,
Bayern,München,2023-06-03,,"Christenverfolgung, christliche Werte",15.0,
Bayern,München,2023-06-03,,Demonstrieren gegen den Krieg im Sudan,95.0,
Bayern,München,2023-06-03,,"Radfahren an dem Weltfahrtag für Iranische und Afghanische Frauen, die nicht das Recht haben, in ihrem Land Rad zu fahren.",50.0,
Bayern,München,2023-06-03,,"Beendigung der Verfolgung und des Organraubs an Falun Gong Praktizierenden in China. Die Kommunistische Partei Chinas verfolgt Wahrhaftigkeit, Güte, Nachsicht. Der Kommuninistischen Partei Chinas ein Ende setzen.",30.0,
Bayern,München,2023-06-03,Greenpeace München,Tierhaltung bei Kühen,6.0,
Bayern,München,2023-06-03,Activists for the Victims,Activists for the Victims,17.0,
Bayern,München,2023-06-04,,Demo gegen Chatkontrolle,,
Bayern,München,2023-06-04,,Mahnwache für Julian Assange und Frieden,37.0,
Bayern,München,2023-06-04,Hongkong in Deutschland e.V.,Mahnwache zum Tiananmen-Massaker am 4. Juni,20.0,
Bayern,München,2023-06-04,Free Russians e.V.,Unterstützung von politisch Gefangenen in Russland,75.0,
Bayern,München,2023-06-05,,Weg mit Hatz IV! Nazipropaganda!,25.0,
Bayern,München,2023-06-05,Bangladesch Nationalist Party (BNP),Menschenrechte und Meinungsfreiheit in Bangladesch,62.0,
Bayern,München,2023-06-06,,Save Ukraine Zerstörte Wasserkraft in Kachowka,40.0,
Bayern,München,2023-06-07,"München steht auf.de, human&earth e.V.","Freie Rede, Freie Meinungsäußerung, keine Durchgriffsrechte der WHO ohne Absegnung durch den Souverän Free Assange - wo bleit die Solidarität der Journalisten. Freie Impfentscheidung, keine Digitale Kontrolle a la China",500.0,
Bayern,München,2023-06-07,,SOLIDARITÄT MIT Opfern sexueller Gewalt,2.0,
Bayern,München,2023-06-08,,KlimatreffPunkt der Parents for Future,15.0,
Bayern,München,2023-06-08,,Freiheit für Oberst a.D. Maximilian Eder Auf die Straße,150.0,
Bayern,München,2023-06-08,,Mahnwache vor dem Bayerischen Rundfunk: Schluss mit Propaganda und Desinformation Rückkehr zu einer ausgewogenen,20.0,
Bayern,München,2023-06-09,Frauen in Schwarz,Mahnwache der Frauen in Schwarz,,
Bayern,München,2023-06-09,,Der Zweck der Versammlung die Ursachen schützen unsere Senegalesische Demokratie Menschenwürde Wir sind aus Senegal wir leben hier in Deutschland Bitte wir wollen senden eine Nachricht in Senegal Danke,70.0,
Bayern,München,2023-06-09,München steht auf.de,Speakers Corner München - freie Meinungsäußerung,20.0,
Bayern,München,2023-06-09,Verein für vedische Kultur e.V.,Vedische Kultur,10.0,
Bayern,München,2023-06-09,,Eilversammlung Protest gegen die heute abend beschlossenen Asylrechtsverschärfungen ,40.0,
Bayern,München,2023-06-09,,Anti-Pelz Demonstration LHVM,15.0,
Bayern,München,2023-06-10,,Active Love: Frieden anstatt Extremismus,10.0,
Bayern,München,2023-06-10,,Mahsa Amini,400.0,
Bayern,München,2023-06-10,,Info`s auf d`Straß ,30.0,
Bayern,München,2023-06-10,,Activists for the Victims,12.0,
Bayern,München,2023-06-10,AK Stop Sexkauf,Umgang mit den Sperrbezirken in München Entkriminalisiserung der Frauen in der Prostitution Eindämmung der Nachfrage,15.0,
Bayern,München,2023-06-10,,SOLIDARITÄT MIT OPFERN SEXUELLER GEWALT ,100.0,
Bayern,München,2023-06-10,,Tierschutz. ,7.0,
Bayern,München,2023-06-10,,"Beendigung der Verfolgung und des Organraubs an Falun Gong Praktizierenden in China. Die Kommunistische Partei Chinas verfolgt Wahrhaftigkeit, Güte, Nachsicht. Der Kommuninistischen Partei Chinas ein Ende setzen.",30.0,
Bayern,München,2023-06-10,Activists for the Victims,Activists for the Victims,17.0,
Bayern,München,2023-06-11,KVPM Deutschland e.V.,Menschenrechtsverletzungen in der Psychiatrie,4.0,
Bayern,München,2023-06-11,,Gegen die Verfolgung queerer Menschen in Uganda und anderen Ländern. Schutz von Geflüchteten aus Ländern in denen geen LGBTIQA* gehetzt wird.,75.0,
Bayern,München,2023-06-11,,Kundgebung gegen das Rammstein-Konzert in Solidarität mit den Betroffenen sexualisierter Gewalt,30.0,
Bayern,München,2023-06-12,,Gegen ihre Klassenjustiz - Solidarisch zusammenstehen gegen politisch motivierte Repression,20.0,
Bayern,München,2023-06-12,,Montagsspaziergang für den Frieden auf die Straße,10.0,
Bayern,München,2023-06-13,,Stopp der Frühsexualisierung unserer Kinder,50.0,
Bayern,München,2023-06-13,,"die Zeit ist gekommen. Aufstehen für Gemeinschaft, Demokratie u. Werte die in Gesellschaft und Politik verloren gehen.",20.0,
Bayern,München,2023-06-13,,Activists for the Victims,17.0,
Bayern,München,2023-06-13,AfD-Kreisverband München Ost,Hände weg von unseren Kindern! Verbot von Genderpropaganda und anderen Perversionen!,200.0,
Bayern,München,2023-06-13,München ist bunt! e.V.,München ist bunt! ,50.0,
Bayern,München,2023-06-13,Stimme der Stillen e.V.,Gebet zum Schutz der Kinder vor Übergriffen und sexueller Gewalt,25.0,
Bayern,München,2023-06-13,,Drag Devels schleichts Euch = Finger weg von den Kindern,200.0,
Bayern,München,2023-06-13,,Der Westen ist bunt - eine Münchner Bürgerinitiative für Willkommenskultur,30.0,
Bayern,München,2023-06-13,Allach Living,"Rettet unsere Würmwiese. Erhalt von Naherholungsgebieten und Grünflächen, sozial-verträgliche Infrastruktur, lebenswertes Allach, Information zu diversen Bauvorhaben der Stadt München im 23. Bezirk",200.0,
Bayern,München,2023-06-14,,Verkehrswende jetzt!,15.0,
Bayern,München,2023-06-14,,Wo ist unser Altstadt-Radlring?,15.0,
Bayern,München,2023-06-14,isarlust e.V.,Kulturlieferdienst,50.0,
Bayern,München,2023-06-14,Ärzte gegen Tierversuche e.V.,Augsburg muss tierversuchsfrei bleiben!,6.0,
Bayern,München,2023-06-14,,"Protestkundgebung der Münchner Apotheken für bessere Patientenversorgung, weniger Bürokratie im Gesundheitswesen und bessere Vergütung",200.0,
Bayern,München,2023-06-15,,KlimatreffPunkt der Parents for Future,15.0,
Bayern,München,2023-06-15,,"Beendigung der 21 Jahre Folter, Organraubs und ;ord an Falun Gong Praktizierenden in China. Nieder mit dem Teufel der kommunistischen Partei Chinas",5.0,
Bayern,München,2023-06-15,,Mahnwache vor dem Bayerischen Rundfunk: Schluss mit Propaganda und Desinformation Rückkehr zu einer ausgewogenen,20.0,
Bayern,München,2023-06-15,,Mahnwache für Multipolare Ausgewogene Staatsferne Medien,11.0,
Bayern,München,2023-06-15,IG Metall München,Tarifrunde 2023 in der Leiharbeti - verhandlungsbegleitende Aktion,1000.0,
Bayern,München,2023-06-16,,Interaktives MÜNCHEN & GEDENKEN 2023 - 1976 Soweto Aufstand  JUNE 16 WEEK BILDUNGSCAMP OPEN SPACE NETZWERKTREFFEN,50.0,
Bayern,München,2023-06-16,,"diverse aktuelle, z.B. Frieden statt Krieg, keine Waffen liefern, Bargeld statt Digital, Corona-Aufarbeitung, keine Macht für WHO",100.0,
Bayern,München,2023-06-16,Münchner Friedensbüdnis,"Friedensmahnwache: ""Verhandeln statt Schießen!""",22.0,
Bayern,München,2023-06-16,,Bayerns Bildung bracht Veränderung,6.0,
Bayern,München,2023-06-16,,Gegen Hubert Aiwanger,25.0,
Bayern,München,2023-06-16,,Gegen den Krieg,,
Bayern,München,2023-06-16,,Gedenkveranstaltung June 16 - Bildungscamp,,
Bayern,München,2023-06-17,,Gegen den Tag der Bundeswehr!,5.0,
Bayern,München,2023-06-17,,Versammlung zur Aufnahme von Dyskalkulie,50.0,
Bayern,München,2023-06-17,,Info`s auf d`Straß ,30.0,
Bayern,München,2023-06-17,,Activists for the Victims,12.0,
Bayern,München,2023-06-17,SPD/Volt-Stadtratsfraktion,Weißenburger Str. als Fußgängerzone,10.0,
Bayern,München,2023-06-17,,"Christenverfolgung, christliche Werte",15.0,
Bayern,München,2023-06-17,,"Beendigung der Verfolgung und des Organraubs an Falun Gong Praktizierenden in China. Die Kommunistische Partei Chinas verfolgt Wahrhaftigkeit, Güte, Nachsicht. Der Kommuninistischen Partei Chinas ein Ende setzen.",30.0,
Bayern,München,2023-06-17,,Activists for the Victims,17.0,
Bayern,München,2023-06-17,,"Bundeswehr und Waffenboom NICHT MIT UNS, Demonstration gegen den Tag der Bundeswehr",80.0,
Bayern,München,2023-06-17,,"Frieden schaffen ohne Waffen, Bargel erhalten , keine zwangsfinanzierte Medienpropaganda",25.0,
Bayern,München,2023-06-18,,5 Jahre noPAG - Nein zum Polizeiaufgabengesetz,2000.0,
Bayern,München,2023-06-19,,Montagsspaziergang für den Frieden auf die Straße,50.0,
Bayern,München,2023-06-19,isarlust e.V.,Kulturlieferdienst,50.0,
Bayern,München,2023-06-19,,Performance zum Welttag zur Beseitigung sexueller Gewalt,15.0,
Bayern,München,2023-06-19,,Kundgebung gegen die Stationierung amerikanischer Streitkröfte in Peru,20.0,
Bayern,München,2023-06-20,Sea-Eye e.V.,"Weltflüchtlingstag 2023 Kundgebung zu Themen Seenotrettung, Flüchtende Menschen, Aufnahme v. Geflüchteten",100.0,
Bayern,München,2023-06-20,,Unterstützung des akademischen und kulturellen Austauschs zwischen Bayern und China,100.0,
Bayern,München,2023-06-20,,Unterstützung des akademischen und kulturellen Austauschs zwischen Bayern und China,100.0,
Bayern,München,2023-06-20,,Activists for the Victims,17.0,
Bayern,München,2023-06-20,,"Demo gegen Wildparkerei. Für die Umsetzung des BA-Beschljusses 14-20/B06641 des Stadtbezirkes 11 vom 31.07.2019, für die Absperrung des Olympiadorfes für Fremparker",3.0,
Bayern,München,2023-06-20,,"Demo gegen Wildparkerei. Für die Umsetzung des BA-Beschljusses 14-20/B06641 des Stadtbezirkes 11 vom 31.07.2019, für die Absperrung des Olympiadorfes für Fremparker",3.0,
Bayern,München,2023-06-20,,Unterstützung des akademischen und kulturellen Austauschs zwischen Bayern und China,100.0,
Bayern,München,2023-06-20,,Menschenrechtsverletzungen,30.0,
Bayern,München,2023-06-20,Falun Gong Gruppe München,Verfolgung und Organraub,40.0,
Bayern,München,2023-06-20,Falun Gong Gruppe München,Verfolgung und Organraub,40.0,
Bayern,München,2023-06-21,Steiger e. V.,Leben mit Vision; Für Christliche Werte / Soziale Gerechtigkeit in der postmodernen Gesellschaft,900.0,
Bayern,München,2023-06-21,Green City e. V.,Baumbegrünung in der Oberländerstr.,40.0,
Bayern,München,2023-06-21,,Mahnwache vor dem Bayerischen Rundfunk: Schluss mit Propaganda und Desinformation Rückkehr zu einer ausgewogenen,20.0,
Bayern,München,2023-06-21,,Unterstützung des akademischen und kulturellen Austauschs zwischen Bayern und China,100.0,
Bayern,München,2023-06-21,,Akademischer und wirtschaftlicher Austausch Bayern,50.0,
Bayern,München,2023-06-21,,Akademischer und wirtschaftlicher Austausch Bayern,100.0,
Bayern,München,2023-06-21,,Akademischer und wirtschaftlicher Austausch Bayern,50.0,
Bayern,München,2023-06-21,München steht auf.de,"Für Frieden - Kein Krieg, gewählte Freie unabhängige Medien, Wiederherstellung des GG auf den Stand vor der Pandemie, Freie Impfentscheidung, keine Digitale Kontrolle ala China",500.0,
Bayern,München,2023-06-21,München steht auf.de,"Für Frieden - Kein Krieg, gewählte Freie unabhängige Medien, Wiederherstellung des GG auf den Stand vor der Pandemie, Freie Impfentscheidung, keine Digitale Kontrolle ala China",500.0,
Bayern,München,2023-06-21,,Gegen die Aushändigung des Bay. Verdienstordens an die ehemalige B.-Kanzlerin Frau Angela Merkel,10.0,
Bayern,München,2023-06-22,,Mahnwache für Multipolare Ausgewogene Staatsferne Medien,11.0,
Bayern,München,2023-06-22,,KlimatreffPunkt der Parents for Future,15.0,
Bayern,München,2023-06-22,,Klimaschützen ist kein Verbrechen,20.0,
Bayern,München,2023-06-22,,"Beendigung der 21 Jahre Folter, Organraubs und ;ord an Falun Gong Praktizierenden in China. Nieder mit dem Teufel der kommunistischen Partei Chinas",5.0,
Bayern,München,2023-06-22,,Mahnwache vor dem Bayerischen Rundfunk: Schluss mit Propaganda und Desinformation Rückkehr zu einer ausgewogenen,20.0,
Bayern,München,2023-06-22,,Klimaschützen ist kein Verbrechen,150.0,
Bayern,München,2023-06-22,,Kuba,7.0,
Bayern,München,2023-06-23,ANIMALS United e.V.,Fuchsjagd,15.0,
Bayern,München,2023-06-23,Frauen in Schwarz,Mahnwache der Frauen in Schwarz,,
Bayern,München,2023-06-23,Münchner Friedensbüdnis,"Friedensmahnwache: ""Verhandeln statt Schießen!""",22.0,
Bayern,München,2023-06-23,,TINQmarch - Sichtbarkeit für trans*inter*nichtbinäre und genderqueere Menschen,300.0,
Bayern,München,2023-06-23,,Für ein schönes und billiges Sendling,50.0,
Bayern,München,2023-06-23,isarlust e.V.,Kulturlieferdienst,50.0,
Bayern,München,2023-06-23,München steht auf.de,Speakers Corner München - freie Meinungsäußerung,20.0,
Bayern,München,2023-06-23,,Bayerns Bildung bracht Veränderung,6.0,
Bayern,München,2023-06-23,,Minidemonstarion Pflegenotstand,3.0,
Bayern,München,2023-06-23,,Krieg in der Ukraine,8.0,
Bayern,München,2023-06-23,AFD Fraktion Landtag,Demokratie bewahren,10.0,
Bayern,München,2023-06-24,,"Völkerverständigung, Toleranz. Für Vielfalt und ein friedliches, multikulturelles, buntes Miteinander aller Völker ",250.0,
Bayern,München,2023-06-24,München steht auf.de,bundesweiter Gedenktag zur Würdigung der Impfgeschädigten,20.0,
Bayern,München,2023-06-24,Wähler*inneninitiative Rosa Liste e.V.,Christopher Street Day 2023 - Queerer Aktionsplan Bayern jetzt!,10000.0,
Bayern,München,2023-06-24,,Activists for the Victims,12.0,
Bayern,München,2023-06-24,,"Beendigung der Verfolgung und des Organraubs an Falun Gong Praktizierenden in China. Die Kommunistische Partei Chinas verfolgt Wahrhaftigkeit, Güte, Nachsicht. Der Kommuninistischen Partei Chinas ein Ende setzen.",30.0,
Bayern,München,2023-06-24,Activists for the Victims,Activists for the Victims,17.0,
Bayern,München,2023-06-24,Helfer Deutschland e. V.,"Gebet für die von vorgeburtlicher Tötung bedrohte Menschen, dere Eltern und für alle Menschen, die in die pränatale Kindstötung involviert sind, insbesondere Abtreibungsärzte, deren Tötung assistierendes Personal und den Tod des Kindes befürwortende Bertater/-innen der Mutter",25.0,
Bayern,München,2023-06-25,Besa Foundation e.V. ,Unterstützung derv Kosovo Regierung Schützt Demokratien Frieden Stoppt Autokraten und Ihre Unterstützer,2000.0,
Bayern,München,2023-06-26,,Sag NEIN zu Drogen (Scientology),,
Bayern,München,2023-06-26,isarlust e.V.,Kulturlieferdienst,50.0,
Bayern,München,2023-06-26,,"AfD-Wahlkampfauftakt antifaschistisch entgegenstehen! Gegen rechte Hetze, Rassismus, Sexismus, Queer-Feindlichkeit",80.0,
Bayern,München,2023-06-27,,Activists for the Victims,17.0,
Bayern,München,2023-06-28,München steht auf.de,"Für Frieden - Kein Krieg, gewählte Freie unabhängige Medien, Wiederherstellung des GG auf den Stand vor der Pandemie, Freie Impfentscheidung, keine Digitale Kontrolle ala China",500.0,
Bayern,München,2023-06-28,isarlust e.V.,Kulturlieferdienst,50.0,
Bayern,München,2023-06-28,Greenpeace,Greenwashing bei der Deutschen Bank / DWS,3.0,
Bayern,München,2023-06-29,,Protest gegen den Auftritt von Hubert Aiwanger in Folge des Auftritts am 10.06. in Erding.,30.0,
Bayern,München,2023-06-29,,KlimatreffPunkt der Parents for Future,15.0,
Bayern,München,2023-06-29,,"Beendigung der 21 Jahre Folter, Organraubs und ;ord an Falun Gong Praktizierenden in China. Nieder mit dem Teufel der kommunistischen Partei Chinas",5.0,
Bayern,München,2023-06-29,,"Rettet unsere Würmwiese. Erhalt von Naherholungsgebieten und Grünflächen, sozial-verträgliche Infrastruktur, lebenswertes Allach, Information zu diversen Bauvorhaben der Stadt München im 23. Bezirk",33.0,
Bayern,München,2023-06-29,,"Rettet unsere Würmwiese. Erhalt von Naherholungsgebieten und Grünflächen, sozial-verträgliche Infrastruktur, lebenswertes Allach, Information zu diversen Bauvorhaben der Stadt München im 23. Bezirk",34.0,
Bayern,München,2023-06-29,,"Fördert das Heizungsgesetz! Stoppt Hubert ""Hubsi"" Aiwanger!",500.0,
Bayern,München,2023-06-29,,Leuchttumr ARD,20.0,
Bayern,München,2023-06-29,,Der Westen ist bunt! Informationen und Engagement statt Panikmache und Gezank,80.0,
Bayern,München,2023-06-30,,Anti-Pelz Demonstration LVMH,20.0,
Bayern,München,2023-06-30,Münchner Friedensbüdnis,"Friedensmahnwache: ""Verhandeln statt Schießen!""",22.0,
Bayern,München,2023-06-30,,Bayerns Bildung bracht Veränderung,6.0,
Bayern,München,2023-06-30,,"Schilderaktion - div aktuelle z.B. Corona-Aufarbeitung, keine Waffenlieferungen, keine Ermächchtigung der WHO, Bargelderhalt, Grüne Ampelpolitik ruiniert DEU, Great Rest stoppen ",50.0,
Bayern,München,2023-06-30,,"""Free Azov"" Nach Schlacht um Mariupol: 22 Aswo-Kämpfer in Ruslland vor Gericht. Schon seit über einem Jahr befinden sich die Mitglieder des Asow-Regiments in Gefangenschaft",9.0,
Bayern,München,2023-07-01,,Frieden anstatt Extremismus,10.0,
Bayern,München,2023-07-01,,Versammlung zur Unterstützung der Proteste gegen Gewalt in Serbien.,,
Bayern,München,2023-07-01,,"Christliche Werte / Glaube, Christenverfolgung",15.0,
Bayern,München,2023-07-01,,Demonstration für die Menschen im Iran,,
Bayern,München,2023-07-01,Soapbox Science Munich e.V.,Wissenschaftskommunikation; Förderung und Sichtbarmachen von Wissenschaftlerinnen+ihrer Forschungsprojekte,200.0,
Bayern,München,2023-07-01,,Info`s auf d`Straß ,30.0,
Bayern,München,2023-07-01,,Mahsa Amini,400.0,
Bayern,München,2023-07-01,,"Beendigung der Verfolgung und des Organraubs an Falun Gong Praktizierenden in China. Die Kommunistische Partei Chinas verfolgt Wahrhaftigkeit, Güte, Nachsicht. Der Kommuninistischen Partei Chinas ein Ende setzen.",30.0,
Bayern,München,2023-07-01,ARIWA München,Tierrechte / Agrarindustrie / Veganismus,10.0,
Bayern,München,2023-07-01,Landesverband BayernSPD,Zusammenhalt und Zukunft - statt Rückschritt und Rechtsruck!,10000.0,
Bayern,München,2023-07-01,Christliche EU Volksunion i. G.,Stoppt das Heizungsgesetz I Wird in Bayern die Demokratie abgeschafft?,12500.0,
Bayern,München,2023-07-01,isarlust e.V.,Kulturlieferdienst,50.0,
Bayern,München,2023-07-02,,Mahnwacahe für Julian Assange und Frieden,37.0,
Bayern,München,2023-07-02,,"Diese Versammlung ist eine Demonstration gegen die Israelische Regirung, und die undemokratischen Aktionen, die die verfahrt.",10.0,
Bayern,München,2023-07-03,,Weg mit Hatz IV! Nazipropaganda!,25.0,
Bayern,München,2023-07-03,isarlust e.V.,Kulturlieferdienst,50.0,
Bayern,München,2023-07-03,München-steht-auf.de,Geburtstags-Mahnwache für Julian Assange,20.0,
Bayern,München,2023-07-04,,Activists for the Victims,17.0,
Bayern,München,2023-07-05,,Beendet die Isolationshaft von Abdullah Öcalan,30.0,
Bayern,München,2023-07-05,,Feministische Verkehrspolitik,30.0,
Bayern,München,2023-07-05,Ostturkistanische Union in Europa,Kundgebung anlässlich des Jahrestages des Massakers vom 5. Juli 1999 in Urumqi,27.0,
Bayern,München,2023-07-05,isarlust e.V.,Kulturlieferdienst,50.0,
Bayern,München,2023-07-05,München steht auf,"Für Frieden - Kein Krieg, gewählte Freie unabhängige Medien, Wiederherstellung des GG auf den Stand vor der Pandemie, Freie Impfentscheidung, keine Digitale Kontrolle ala China",500.0,
Bayern,München,2023-07-05,KAB Diözesanverband München und Freising e. V.,"""Mensch wähl mich!"" Ein Spieleabend mit Landtagskandidat*innen. Sozialpädagogische Podiumsdiskussion unter freiem Himmel im Spielformat. Kandidat*innen der Parteien zur Landtagswahl würfeln, ziehen auf das Spielfeld und nehmen je nach Themenfeld Stellung.",40.0,
Bayern,München,2023-07-05,,"Kundgebung gegen die Abrissmaßnahme beidseits der Karlingerstraße durch die GWG gegen das Bauvorhaben ""Botanikum"", für den Erhalt der Kultureinrichtung ""Botanikum""",10.0,
Bayern,München,2023-07-06,,Für Bezahlbares Wohnen in Sendling,50.0,
Bayern,München,2023-07-06,,KlimatreffPunkt der Parents for Future,15.0,
Bayern,München,2023-07-06,,"Beendigung der 21 Jahre Folter, Organraubs und ;ord an Falun Gong Praktizierenden in China. Nieder mit dem Teufel der kommunistischen Partei Chinas",5.0,
Bayern,München,2023-07-06,Aktionsbündnis www.LeuchtturmARD.de,Mahnwache vor dem Bayerischen Rundfunk: Schluss mit Propaganda und Desinformation Rückkehr zu einer ausgewogenen,20.0,
Bayern,München,2023-07-06,,"Mahnwache für Multipolare Ausgewogene Staatsferne Medien, Aktionsbündnis www.LeuchtturmARD.de",11.0,
Bayern,München,2023-07-07,Münchner Friedensbüdnis,"Friedensmahnwache: ""Verhandeln statt Schießen!""",22.0,
Bayern,München,2023-07-07,IGFM München AG,Verteidigung der Menschenrechte in den arabischen und asiatischen Ländern Gleichberechtigung von Frauen und Männern Foirderung nach demokratischen Wahlen in den Staate des Nahen Osten ,50.0,
Bayern,München,2023-07-07,München steht auf.de,Speakers Corner München - freie Meinungsäußerung,20.0,
Bayern,München,2023-07-07,,"Gnua is gnua, liebes Kultusministerium… Bayerns Bildung braucht Veränderung...",6.0,
Bayern,München,2023-07-07,ver.di Vereinte Dienstleistungsgewerkschaft,Tarifrunde Handel 2023,600.0,
Bayern,München,2023-07-07,,Fridays for Future Streik zum Thema Klimaflucht und EU-Asylreform,80.0,
Bayern,München,2023-07-08,,Frieden anstatt Extremismus,10.0,
Bayern,München,2023-07-08,Kids in emotion e.V.,"Für ein besseres Gesundheitswesen, siehe auch www.kids-in-emotion.de",300.0,
Bayern,München,2023-07-08,,Info`s auf d`Straß ,30.0,
Bayern,München,2023-07-08,Free Russians e.V.,"Kundgebung ""500 Tage Krieg in der Ukraine"" ",75.0,
Bayern,München,2023-07-08,,Gemeinsam gegen den Krieg,400.0,
Bayern,München,2023-07-08,,"Beendigung der Verfolgung und des Organraubs an Falun Gong Praktizierenden in China. Die Kommunistische Partei Chinas verfolgt Wahrhaftigkeit, Güte, Nachsicht. Der Kommuninistischen Partei Chinas ein Ende setzen.",30.0,
Bayern,München,2023-07-08,,Beendigung der Verfolgung an Falun Gong Praktizierenden in China! END CCP - Der bösartigen Kommunistischen Partei Chinas ein Ende setzen!,15.0,
Bayern,München,2023-07-08,,Freilassung von Can Atalay (türkische Abgeordnete im Gefägnis). Can Atalay wurde kürzlich zum Abgeordneten gewählt. Er genießt parlamentarische Immunität und soll freigelassen werden. Das Erdogan-Regime hält ihn unrechtmäßig im Gefängnis fest.,10.0,
Bayern,München,2023-07-08,,Activists for the Victims,17.0,
Bayern,München,2023-07-09,BKZ Fedzr e. V.,Gedenken der Opfer des Genozids in Srebrenica,500.0,
Bayern,München,2023-07-09,,"#FREEMAXEDER , Für den politisch eingesperrten Oberst a.D. Maximilian Eder",150.0,
Bayern,München,2023-07-09,,"Gegen ungerechte Gerichtsverhandlung für Toomaj Salehi, den iranischen Rapper",200.0,
Bayern,München,2023-07-09,,Wahlkampfveranstaltung des Direktkandidaten Fabian Sauer (Bündnis 90/DIE GRÜNEN),30.0,
Bayern,München,2023-07-10,Bioland e.V. Landesverband Bayern,Kein Patent auf Natur - Für Ernährungssouveränität und züchterische Vielfalt. Protestkundgebung gegen eine Deregulierung neuer Gentechniken und für eine gentechnikfreie Landwirtschaft.,100.0,
Bayern,München,2023-07-10,isarlust e.V.,Kulturlieferdienst,100.0,
Bayern,München,2023-07-11,,"Weckruf an die Politik, Heilpädagogik",60.0,
Bayern,München,2023-07-11,,Activists for the Victims,17.0,
Bayern,München,2023-07-12,isarlust e.V.,Kulturlieferdienst,100.0,
Bayern,München,2023-07-12,,Für Bezahlbares Wohnen in Sendling,50.0,
Bayern,München,2023-07-12,München steht auf.de,"Für Frieden - Kein Krieg, gewählte Freie unabhängige Medien, Wiederherstellung des GG auf den Stand vor der Pandemie, Freie Impfentscheidung, keine Digitale Kontrolle ala China",500.0,
Bayern,München,2023-07-13,,"Beendigung der 21 Jahre Folter, Organraubs und ;ord an Falun Gong Praktizierenden in China. Nieder mit dem Teufel der kommunistischen Partei Chinas",5.0,
Bayern,München,2023-07-13,,gegen Abrissmaßnahmen,10.0,
Bayern,München,2023-07-13,,"Mahnwache für Multipolare Ausgewogene Staatsferne Medien, Aktionsbündnis www.LeuchtturmARD.de",11.0,
Bayern,München,2023-07-13,,Mahnwache vor dem Bayerischen Rundfunk: Schluss mit Propaganda und Desinformation Rückkehr zu einer ausgewogenen,20.0,
Bayern,München,2023-07-14,Münchner Friedensbüdnis,"Friedensmahnwache: ""Verhandeln statt Schießen!""",22.0,
Bayern,München,2023-07-14,Frauen in Schwarz,Gerechter Frieden in Nahost,11.0,
Bayern,München,2023-07-14,Jugendorganisation BUND Naturschutz,"Vote 16, Wahlalterabsenkung",20.0,
Bayern,München,2023-07-14,,"Gnua is gnua, liebes Kultusministerium… Bayerns Bildung braucht Veränderung...",6.0,
Bayern,München,2023-07-14,,Digitalisierung,10.0,
Bayern,München,2023-07-14,,Candidplatz für Alle,,
Bayern,München,2023-07-15,,"Christliche Werte / Glaube, Christenverfolgung",15.0,
Bayern,München,2023-07-15,,Versammlung zur Aufnahme von Dyskalkulie,50.0,
