Datum,Von,Bis,Thema,Strasse,Nr,PLZ,Aufzugsstrecke,Teilnehmende (angemeldet),Teilnehmende (tatsächlich)
29.07.2022,10:00,12:00,"""Klimamahnwache zum Pariser Abkommen; FridayForFuture"" (vom 06.05. bis 28.10.2022 - jeweils Fr.)",Platz der Republik,1,10557.0,,12.0,3.0
29.07.2022,10:00,13:00,"""Protest gegen die Verzögerung des Familienzusammenführungsvisums für pakistanische Antragsteller/innen.""",Werderscher Markt,,10117.0,,150.0,70.0
29.07.2022,10:30,13:00,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,4.0
29.07.2022,11:45,00:00,"""LGBTQ""",Kurfürstendamm,236,10719.0,,6.0,
29.07.2022,13:00,15:00,"""Aufmerksamkeit schaffen, um auf die Problematik von Plastikmüll für unsere Umwelt hinzuweisen""",Rathausstr.,15,10178.0,,15.0,12.0
29.07.2022,16:45,19:00,"""KlimaAfterWork. Politisches Event mit Sprechern, Freunden und Familie vor dem Klimaministerium für die jetzt dringend nötige Klimapolitik""",Scharnhorststr.,,10115.0,,200.0,40.0
29.07.2022,18:00,20:00,"""Solidaritätskundgebung mit den palästinensischen Gefangenen in Israel""",Karl-Marx-Str.,83,12043.0,,100.0,55.0
29.07.2022,19:00,22:00,"""Gerechtigkeit für Zohra!, Gerechtigkeit für alle!""",Maximilianstr.,,13187.0,,30.0,30.0
30.07.2022,00:00,24:00,"""Stop Putin´s Neo-NaZism now!"" (vom 28.07. bis 30.08.2022 - täglich)",Heinrich-von-Gagern-Str.,,10557.0,,500.0,10.0
30.07.2022,11:00,22:00,"""Für den Fortbestand regionaler Landwirtschaft ohne Enteignungen“ + „Für zuverlässige Energie-Lieferungen ohne Klima-Lügen“ + „Für Friedensverhandlungen mit Russland ohne Kriegstreiberei durch Nato-Scholz“ + „Für die Sicherstellung bezahlbaren Wohnraums ohne Wucher“ + „Für eine freie Impf-Entscheidung ohne Erpressung“ + „Gegen künstlich inszenierte Inflation und der daraus folgenden Massenarbeitslosigkeit""",,,,NEU (Stand 28.07.22): Aufzugsstrecke 1 - Runde 1 Marzahner Promenade (Kundenparkplatz EASTGATE – AP) – Marzahner Promenade - Landsberger Allee - Landsberger Chaussee - Stendaler Str. - Riesaer Str. - Hönower Str. - Ridbacher Str. - Wernerstr. - Gülzower Str. - Hellersdorfer Str. – Hellersdorfer Str. in Höhe / Alte Hellersdorfer Str. wenden - Hellersdorfer Str. - Gülzower Str. - Altentreptower Str. - Blumberger Damm - Köpenicker Str. – Köpenicker Str in Höhe P+R Elsterwerdaer Platz (ZK) - Köpenicker Str. - Rudolf-Rühl-Allee - Verlängerte Waldowallee - Köpenicker Allee - Wiesengrundstr. - Ehrenfelsstr. - Königswinterstr. - Rheingoldstr. - Marksburgstr. - Walkürenstr. - Odinstr. - Tannhäuserstr. - Walkürenstr. - Ilsestr. - Wallensteinstr. - Sangeallee - Hönower Str. - Cäserstr. - Römerweg - Treskowallee - Am Tierpark - Alt-Friedrichsfelde - Frankfurter Allee - Karl-Marx-Allee - Otto-Braun-Str. - Greifswalder Str. - Danziger Str. - Petersburger Str. – Bersarinplatz - Warschauer Str. - Boxhagener Str. - Neue Bahnhofstr. - Gürtelstr. - Möllendorffstr. - Weißenseer Weg - Landsberger Str. - Marzahner Promenade – Marzahner Promenade (Kundenparkplatz EASTGATE - EP) Aufzugstrecke 2 - Runde 2 Marzahner Promenade (Kundenparkplatz EASTGATE - AP) – Marzahner Promenade - Landsberger Allee - Allee der Kosmonauten - Rhinstr. - Wartenberger Str. - Gehrenseestr. - Gottfriedstr. - Wartenberger Str. - Malchower Weg - Hansastr. - Buschallee - Berliner Allee - Greifswalder Str. - Grellstr. - Wichertstr. - Schönhauser Allee – Berliner Str. - Mühlenstr. - Breite Str. - Schönholzer Str. - Grabbeallee - Hermann-Hesse-Str. - Blankenburger Str. – Blankenburger Str. in Höhe 84-92 (ZK) - Blankenburger Str. - Pasewalker Str. - Berliner Str. – Blankenfelder Str.- Rosenthaler Weg - Dietzgenstr. - Hermann-Hesse-Str. - Pastor-Niemöller-Platz - Friedrich-Engels-Allee - Hauptstr. - Kopenhagener Str. - Residenzstr. - Markstr. - Reinickendorfer Str. - Müllerstr. - Scharnweberstr. - Seidelstr. - Berliner Str. - Karolinenstr. - Waidmannsluster Damm - Oraniendamm - Oranienburger Str. - Ollenhauerstr. - Lindauer Allee - Residenzstr. - Emmentaler Str. - Arosa Allee - Barfusstr. - Schwyzer Str. - Walderseestr. - Markstr. - Osloer Str. - Bornholmer Str. . Wisbyer Str. - Ostseestr. - Michelangelostr. - Kniprodestr. - Am Friedrichshain - Otto-Braun-Str. - Mollstr. - Karl-Liebknecht-Str. - Memhardstr. – Münzstr. – Alte Schönhauser Str. – Torstraße - Karl-Liebknecht-Str. - Schloßplatz - Unter den Linden – Unter den Linden / Wilhelmstr (EP) ALT (Stand 25.07.22): Hammarskjöldplatz (AP) – Masurenallee - Theodor-Heuss-Platz (1 x umrunden) - Kaiserdamm - Bismarckstr. - Ernst-Reuter-Platz (1 x umrunden) - Str. des 17. Juni - Großer Stern (1 x umrunden) - Str. des 17. Juni - Ebertstr. - Voßstr. - Wilhelmstr. - Leipziger Str. - Kleine Gertraudenstr. - Grunerstr. - Otto-Braun-Str. - Alexanderstr. - Karl-Liebknecht-Str. - Schloßplatz - Unter den Linden – Unter den Linden/Wilhelmstr. (ZK) - Unter den Linden - Schloßplatz - Karl-Liebknecht-Str. - Alexanderstr. - Otto-Braun-Str. - Grunerstr. - Kleine Gertraudenstr. - Leipziger Str. / Wilhelmstr. - Voßstr. - Ebertstr. - Str. des 17. Juni - Großer Stern (1 x umrunden) - Hofjägerallee - Klingelhöferstr. - Lützowplatz - Schillstr. - Kurfürstenstr. - Nürnberger Str. - Tauentzienstr. - Kurfürstendamm - Westfälische Str. - Joachim-Friedrich-Str. - Kurfürstendamm - Joachimsthaler Str. - Hardenbergstr. - Ernst-Reuter-Platz (1 x umrunden) - Bismarckstr. - Kaiserdamm - Theodor-Heuss-Platz (1 x umrunden) – Masurenallee – Hammerskjöldplatz (EP) ALT: Parkplatz Olympischer Platz - Olympische Str. - Reichsstr. - Theodor-Heuss-Platz (1x umrunden) - Kaiserdamm - Bismarckstr. - Ernst-Reuter-Platz (1x umrunde) - Str. des 17. Juni - Großer Stern (1x umrunden) - Str. des 17. Juni - Ebertstr. - Potsdamer Platz - Leipziger Platz (1x umrunden) - Leipziger Str. - Kleine Gertraudenstr. - Grunerstr. - Otto-Braun-Str. - Mollstr. - Karl-Liebknecht-Str. - Schloßplatz - Unter den Linden - Pariser Platz (ZK) - Unter den Linden - Schloßplatz - Karl-Liebknecht-Str. - Memhadstr. - Rosa-Luxemburg-Str. - Torstr. - Karl-Liebknecht-Str. - Schloßplatz - Unter den Linden - Pariser Platz (1x umrunden) - Unter den Linden - Wilhelmstr. - Dorotheenstr. - Ebertstr. - Potsdamer Platz - Potsdamer Str. - Ben-Gurion-Str. - Kemperplatz - Lennestr. - Ebertstr. - Str. des 17. Juni - Großer Stern (1x umrunden) - Str. des 17. Juni - Ernst-Reuter-Platz (1x umrunden) - Bismarckstr. - Kaiserdamm - Theodor-Heuss-Platz (1x umrunden) - Reichsstr. - Olympische Str. - Parkplatz Olympischer Platz,25.0,25.0
30.07.2022,11:00,24:00,"""Friedenscamp Berlin"" (vom 30.07. bis 20.09.2022 - täglich)",John-Foster-Dulles-Allee,10,10557.0,,30.0,20.0
30.07.2022,11:30,14:30,"""Kritik an der Energie-, Wirtschafts-, Sozial- und Krisenpolitik der Bundesregierung""",Frankfurter Tor,3,10243.0,,50.0,35.0
30.07.2022,12:00,14:00,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,3.0
30.07.2022,12:00,16:00,"""Versammlung mit politischen und sozialen Hintergrund. Zur Erinnerung und Klarstellung der christlichen Werte. Um die Lage der christlichen Menschen in Islamischen dominierten Ländern aufmerksam zu machen.""",Tauentzienstr.,9,10789.0,,5.0,2.0
30.07.2022,12:00,20:00,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden und anderen unschuldigen Menschen in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 26.03. bis 26.11.2022 - jeweils Sa.)",Pariser Platz,,10117.0,,20.0,20.0
30.07.2022,13:00,14:00,"""We demand to apply sanctions on the Russian house of culture in Berlin (Russisches Haus der Wissenschaft und Kultur) since it serves as a vehicle for russian Propaganda in Europe and is directly influenced by Putin.""",Friedrichstr.,176,10117.0,,3.0,3.0
30.07.2022,13:00,19:00,"""Fahrzeug und Fahrradkorso - Wir, die FREIEN GEISTER, fahren für unsere Kinder und gegen die Spaltung unserer Gesellschaft. Wir lassen uns nicht spalten. Zusammenhalt und Gleichberechtigung für ALLE ! / Jung und Alt, Groß und Klein, KEINE G - Regeln, für ALLE. Wir sind Menschen aus der Mitte unserer Bevölkerung. Das ist für unsere Kinder, sie sollen nicht in Ketten leben, ohne Angst und ohne Tränen. Meinungsfreiheit und Diskurs um die Bevölkerung zu einen. Wir informieren die Bevölkerung über Daten, Zahlen und Fakten sowie die Entwicklungen und Auswirkungen der Corona-Maßnahmen und decken Hintergründe im Zusammenhang mit dem Infektionsschutzgesetz auf. Ein klares Nein zur Impfpflicht. Wir sind für Frieden auf der ganzen Welt und klären über Probleme in unserem Land und die daraus resultierenden Kollateralschäden auf.""",,,,Am Feuchten Winkel (AK Park and Ride Pankow Heinersdorf) - Am Feuchten Winkel - Pasewalker Str. - Damerowstr. - Breite Str. - Berliner Str. (ZK) - Granitzstr. - Rothenbachstr. - Romain Rolland Str. - Rennbahnstr. - Berliner Allee (ZK) - Berliner Allee - Greifswalder Str. - Grellstr. - Wichertstr. - Schönhauser Allee - Alte Schönhauser Str. - Münzstr. - Rosa-Luxenburg-Str. - Hirtenstr. - Almstadtstr. - Rosa-Luxenburg-Str.,40.0,
30.07.2022,13:00,22:00,"""Uneingeschränkte Wiederherstellung sämtlicher Grundrechte.""",,,,neu: Platz des 18. März - Ebertstr. - Dorotheenstr. - Wilhelmstr. - Unter den Linden - Friedrichstr. - Torstr. - Rosa-Luxemburg-Str. - Rosa-Luxemburg-Platz alt 2: Platz des 18. März - Ebertstr. - Dorotheenstr. - Wilhelmstr. - Unter den Linden - Friedrichstr. - Torstr. - Mollstr. - Otto-Braun-Str. - Alexanderstr. - Spandauer Str. - Karl-Liebknecht-Str. - Memhardstr. - Rosa-Luxemburg-Str. - Rosa-Luxemburg-Platz (alt) Brandenburger Tor - …. - Brandenburger Tor,10000.0,
30.07.2022,13:15,14:00,"""Kritik an der Mitwirkung der (Commerz-) Bank an der US-Blockade gegen Cuba""",Friedrichstr.,79,10117.0,,10.0,10.0
30.07.2022,13:30,15:00,"„Es ist geschehen, und folglich kann es wieder geschehen: Darin liegt der Kern dessen, was wir zu sagen haben. “ Primo Levi - Kundgebung für Erinnerungskultur",Ebertstr.,,10117.0,,100.0,
30.07.2022,14:00,17:00,"""Animal Rights Square: Video-Aktion zur Aufklärung über die Tierindustrie""",Alexanderplatz,9,10178.0,,15.0,10.0
30.07.2022,14:00,17:30,"""Kein US-Krieg gegen Venezuela USA Unblock Venezuela USA Unblock Kuba Kein Amerika-Gipfel ohne Kuba, Venezuela und Nicaragua Gegen Intervention und Blockade, Schluß mit der Kriegstreiberei Kein Krieg vom deutschen Boden, keine Waffenlieferungen, keine Kriegsbeteiligung Hände weg vom Donbass Save Donbass People Solidarität mit Sandinistischen Revolution Solidarität mit den fortschrittlichen Menschen in Chile, Peru und allen anderen Ländern Lateinamerikas Frente Nacional por la Democracia y la Gobernabilidad Berlin"" (vom 04.06. bis 27.08.2022 - jeweils Sa.)",Pariser Platz,2,10117.0,,50.0,
30.07.2022,14:00,18:00,"""Nein zum Krieg heißt Nein zur NATO!""",Elise-und-Otto-Hampel-Weg,,13353.0,,20.0,6.0
30.07.2022,14:00,21:30,"""Protest für die Rechte und Daseinsberechtigung von Trans* Personen""",,,,Kottbusser Tor - Adalbertstr. - Oranienstr. - Mariannenstr. - Mariannenplatz,1500.0,1000.0
30.07.2022,14:00,22:00,"""Heimat, Freiheit, Wohlstand Wir sind die 99%""",,,,"Wegstrecke (neu): Platz.des 18. März - Ebertstr. - Scheidemannstr. - Platz der Republik - Scheidemannstr. - Yitzhak-Rabin-Str. - Straße des 17. Juni - Platz.des 18. März - Ebertstr. - An den Ministergärten – An den Ministergärten 10 - Ebertstr. – Ebertstr./Behrenstr. - Behrenstr. - Glinkastr. - Unter den Linden - Pariser Platz - Unter den Linden – Unter den Linden/Friedrichstraße - Karl-Liebknecht-Str. – Karl-Liebknecht-Str./Dircksenstr. Wegstrecke (alt): Alexanderplatz (AK an der Weltzeituhr) - Karl-Liebknecht-Str. - Unter den Linden - Am Zeughaus - Bodestraße 1-3 (ZK am Pergamon-Museum) - Am Zeughaus - Unter den Linden - Unter den Linden 63-65 (ZK an der russischen Botschaft) - Pariser Platz - Glinkastr. - Behrenstr. - Ebertstr. - An den Ministergärten 10 (ZK) - Ebertstr. - platz des 18. März - Ebertstr. - Scheidemannstr. - Platz der Republik (ZK) - Scheidemannstr. - Yitzhak-Rabin-Str. - Straße des 17. Juni - Großer Stern (ZK) - Spreeweg, Paulstr. - Markus-Hirschfeld-Ufer - Rahel-Hirsch-Str. - Washingtonplatz (EK)",51.0,
30.07.2022,14:30,17:30,"""Stand with Ukraine""",Platz der Republik,1,10557.0,,150.0,750.0
30.07.2022,15:00,15:30,"""Mahnwache für eine im Straßenverkehr tödlich verunglückte Fußgängerin""",Bahnhofplatz,,13467.0,,20.0,12.0
30.07.2022,15:00,16:00,"""Freiheit für Ali Osman Köse""",Oranienplatz,,10999.0,,10.0,10.0
30.07.2022,15:00,17:00,"""Weltfrieden, Freiheit, Souveränität"" (vom 07.05. bis 31.12.2022 - jeweils Sa.)",Pariser Platz,1,10117.0,,50.0,15.0
30.07.2022,15:00,17:00,"""Heimat und Weltfrieden"" (vom 08.01. bis 31.12.2022 - jeweils Sa.)",Platz der Republik,1,10557.0,,20.0,15.0
30.07.2022,15:00,18:00,"""Singen von christlichen Liedern in ukrainischer und russischer Sprache.""",Marzahner Promenade,55,12679.0,,20.0,21.0
30.07.2022,15:00,18:00,Singen von christlichen Liedern in ukrainischer und russischer Sprache.,Marzahner Promenade,55,12679.0,,20.0,
30.07.2022,15:00,18:00,Singen von christlichen Liedern in ukrainischer und russischer Sprache.,Marzahner Promenade,55,12679.0,,20.0,
30.07.2022,15:10,15:55,"""Gegen Massentierhaltung""",Nollendorfplatz,8,10777.0,,13.0,
30.07.2022,15:30,23:00,"""2 plus 2 ist gleich 4, und die Erde ist keine Scheibe! Gemeinsam gegen Querdenker, Nazis und Antisemiten - Ihr seid nicht der Widerstand!""",Rosa-Luxemburg-Platz,1,10178.0,,1000.0,
30.07.2022,17:00,17:30,"""Mahnwache für eine im Straßenverkehr tödlich verunglückte Fußgängerin""",Allee der Kosmonauten,,12683.0,,20.0,10.0
30.07.2022,17:00,19:00,"""Das Wort zum letzten Sonntag - Alleinerziehende organisieren sich -""",Alexanderplatz,,10178.0,,20.0,10.0
30.07.2022,18:00,20:00,"""The Silenced Widows - Honoring Ukrainian Widows & Their Fallen Soldiers""",Lustgarten,,10178.0,,50.0,65.0
31.07.2022,00:00,24:00,"""Stop Putin´s Neo-NaZism now!"" (vom 28.07. bis 30.08.2022 - täglich)",Heinrich-von-Gagern-Str.,,10557.0,,500.0,3.0
31.07.2022,00:00,24:00,"""Friedenscamp Berlin"" (vom 30.07. bis 20.09.2022 - täglich)",John-Foster-Dulles-Allee,10,10557.0,,30.0,16.0
31.07.2022,12:00,14:00,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,
31.07.2022,13:00,22:00,"""Für den Fortbestand regionaler Landwirtschaft ohne Enteignungen + Für zuverlässige Energie-Lieferungen ohne Klima-Lügen + Für Friedensverhandlungen mit Russland ohne Kriegstreiberei durch Nato-Scholz + Für die Sicherstellung bezahlbaren Wohnraums ohne Wucher + Für eine freie Impf-Entscheidung ohne Erpressung + Gegen künstlich inszenierte Inflation, Massenarbeitslosigkeit und Enteignungen durch das Umlagegesetz""",,,,"NEU (Stand 28.07.22, 15:52 Uhr): Marzahner Promenade (Kundenparkplatz EASTGATE) – Marzahner Promenade - Landsberger Allee - Liebenwalder Str. - Werneuchener Str. - Konrad-Wolf-Str. - Suermondtstr. – Degnerstr.- Gerzlower Str. – Am Faulensee - Drossener Str. - Malchower Weg - Degnerstr. - Suermondtstr. - Buschallee - Berliner Allee - Falkenberger Str. - Giersstr. - Hansastr. - Indira-Gandhi-Str. - Berliner Allee - Pistoriusstr. – Mirbachplatz - Roelckestr. - Hosemannstr.- Grellstr. - Gubitzstr. - Ostseestr. - Prenzlauer Promenade - Gustav-Adolf-Str. - Hamburger Platz - Pistoriusstr. - Am Steinberg – Prenzlauer Promenade - Kissingenstr. - Neumannstr. - Stahlheimer Str. - Pappelallee – Schönhauser Str. – Cantianstr. – Schönhauser Str. - Eberswalder Str. - Bernauerstr. - Gartenstr. - Torstr. – Friedrichstr. – Reinhardtstr. – Kapelle Ufer – Hugo-Preuß-Brücke – Rahel-Hirsch-Str. - Alt-Moabit – Beusselstr. – Huttenstr. - Neues Ufer - Sickingbrücke - Gaußstr. - Olbersstr. - Tegeler Weg - Schloßbrücke - Luisenplatz - Spandauer Damm - Reichsstr. - Theodor-Heuss-Platz - Masurenallee - Masurenallee in Höhe Parkplatz Hammarskjöldplatz ZK – Masurenallee wenden - Masurenallee – Theodor-Heuss-Platz - Kaiserdamm - Bismarckstr. – Ernst-Reuter-Platz - Str. des 17. Juni - Großer Stern - Hofjägerallee - Klingelhöferstr. – Lützowplatz- Schillstr. - Kurfürstenstr. - Budapester Str. – Hardenbergstr. – Joachimsthaler Str. - Kantstr. - Neue Kantstr. - Messedamm - Halenseestr. - Kurfürstendamm - Tauentzienstr. - Wittenbergplatz - Kleiststr. - An der Urania - Schillstr. - Lützowplatz - Klingelhöferstr. - Hofjägerallee - Großer Stern - Str. des 17. Juni - Ebertstr. - Voßstr. - Wilhelmstr. - Leipziger Str. - Gertraudenstr. - Kleine Gertraudenstr. - Mühlendamm - Grunerstr. - Otto-Braun-Str. - Alexanderstr. - Karl-Liebknecht-Str. - Schloßplatz - Unter den Linden - Pariser Platz (1x umrunden) - Pariser Platz ALT: Marzahner Promenade (Kundenparkplatz EASTGATE) – Marzahner Promenade - Landsberger Allee - Liebenwalder Str. - Werneuchener Str. - Konrad-Wolf-Str. - Suermondtstr. - Am Faulen See - Drossener Str. - Malchower Weg - Degner Str. - Suermondtstr. - Buschallee - Berliner Allee - Falkenberger Str. - Giersstr. - Hansastr. - Indira-Gandhi-Str. - Berliner Allee - Pistoriusstr. – Mirbachplatz - Roelckestr. - Hosemannstr.- Grellstr. - Gubitzstr. - Ostseestr. - Prenzlauer Promenade - Gustav-Adolf-Str. - Hamburger Platz - Pistoriusstr. - Am Steinberg – Prenzlauer Promenade - Kissingenstr. - Neumannstr. - Stahlheimer Str. - Pappelallee – Schönhauser Str. – Cantianstr. – Schönhauser Str. - Eberswalder Str. - Bernauerstr. - Gartenstr. - Torstr. – Friedrichstr. – Reinhardtstr. – Kapelle Ufer – Hugo-Preuß-Brücke – Rahel-Hirsch-Str. - Alt-Moabit - Rathenower Str. - Turmstr. - Huttenstr. - Neues Ufer - Sickingbrücke - Gaußstr. - Olbersstr. - Tegeler Weg - Schloßbrücke - Luisenplatz - Spandauer Damm - Reichsstr. - Theodor-Heuss-Platz - Masurenallee - Masurenallee in Höhe Parkplatz Hammarskjöldplatz ZK – Masurenallee wenden - Masurenallee – Theodor-Heuss-Platz - Kaiserdamm - Bismarckstr. – Ernst-Reuter-Platz - Str. des 17. Juni - Großer Stern - Hofjägerallee - Klingelhöferstr. – Lützowplatz- Schillstr. - Kurfürstenstr. - Budapester Str. - Kantstr. - Neue Kantstr. - Messedamm - Halenseestr. - Kurfürstendamm - Tauentzienstr. - Wittenbergplatz - Kleiststr. - An der Urania - Schillstr. - Lützowplatz - Klingelhöferstr. - Hofjägerallee - Großer Stern - Str. des 17. Juni - Ebertstr. - Voßstr. - Wilhelmstr. - Leipziger Str. - Gertraudenstr. - Kleine Gertraudenstr. - Mühlendamm - Grunerstr. - Otto-Braun-Str. - Alexanderstr. - Karl-Liebknecht-Str. - Schloßplatz - Unter den Linden - Pariser Platz (1x umrunden) - Pariser Platz ALT: Marzahner Promenade (Kundenparkplatz EASTGATE) – Marzahner Promenade - Landsberger Allee - Liebenwalder Str. - Werneuchener Str. - Konrad-Wolf-Str. - Suermondtstr. - Am Faulen See - Drossener Str. - Malchower Weg - Degner Str. - Suermondtstr. - Buschallee - Berliner Allee - Falkenberger Str. - Giersstr. - Hansastr. - Indra-Gandhi-Str. - Berliner Allee - Pistoriusstr. – Mirbachplatz - Roelckestr. - Hosemannstr.- Grellstr. - Gubitzstr. - Ostseestr. - Prenzlauer Promenade - Gustav-Adolf-Str. - Hamburger Platz (1x umrunden) - Pistoriusstr. - Am Steinberg – Tino-Schwierzina-Str. - Romain-Rolland-Str. - Rennbahnstr. - Große Seestr. - Parkstr. - Berliner Allee - Langhansstr. - Prenzlauer Promenade - Kissingenstr. - Neumannstr. - Stahlheimer Str. - Pappelallee - Eberswalder Str. - Bernauerstr. - Gartenstr. - Torstr. - Brunnenstr. - Invalidenstr. - Alt-Moabit - Rathenower Str. - Turmstr. - Huttenstr. - Neues Ufer - Sickingbrücke - Gaußstr. - Olbersstr. - Tegeler Weg - Schloßbrücke - Luisenplatz - Spandauer Damm - Reichsstr. - Theodor-Heuss-Platz - Masurenallee - Masurenallee in Höhe Parkplatz Hammarskjöldplatz ZK – Masurenallee wenden - Masurenallee – Theodor-Heuss-Platz (1x umrunden) - Kaiserdamm - Bismarckstr. – Ernst-Reuter-Platz (1x umrunden) - Str. des 17. Juni - Großer Stern (1x umrunden) - Hofjägerallee - Klingelhöferstr. – Lützowplatz- Schillstr. - Kurfürstenstr. - Budapester Str. - Kantstr. - Neue Kantstr. - Messedamm - Halenseestr. - Kurfürstendamm - Tauentzienstr. - Wittenbergplatz - Kleiststr. - An der Urania - Schillstr. - Lützowplatz - Klingelhöferstr. - Hofjägerallee - Großer Stern (1x umrunden) - Str. des 17. Juni - Ebertstr. - Voßstr. - Wilhelmstr. - Leipziger Str. - Gertraudenstr. - Kleine Gertraudenstr. - Mühlendamm - Grunerstr. - Otto-Braun-Str. - Alexanderstr. - Karl-Liebknecht-Str. - Schloßplatz - Unter den Linden - Pariser Platz (1x umrunden) - Pariser Platz",50.0,35.0
31.07.2022,14:00,17:00,„Save Cruelty Free Cosmetics – Für ein Europa ohne Tierversuche“,Hardenbergplatz,,10623.0,,8.0,6.0
31.07.2022,14:00,17:00,"""Unterstützung der friedlichen, algerischen Revolution hin zu einem demokratischen Staat"" (vom 17.07.2022 bis 01.01.2023 - jeweils So.)",Pariser Platz,,10117.0,,10.0,4.0
31.07.2022,14:00,22:00,"""Die Berliner dieBasis Partei wird 2 Jahre alt - Wir fordern Frieden, Freiheit und Selbstbestimmung für ein demokratisches Deutschland! Du bist die Basis!""",Rathausstr.,21,10178.0,,150.0,350.0
31.07.2022,15:00,18:00,"""Die Alevitische Gemeinde ist in der Geschichte von vielen Angriffen geprägt. Gestern wurden laut Pressemitteilungen(u.a.: ""https://technisch24.com/nachricht/angriff-auf-dreialevitische- einrichtungen-in-ankara-erklaerung-derpolizeibehoerde- von-ankara/)"" in den Abendstunden in mindestens drei Alevitischen Gemeinden in der Hauptstadt der Türkei und näherer Umgebung erneut Angriffe verübt. Wir möchten uns als Alevitische Gemeinde vor der Türkischen Botschaft versammeln und um 16 Uhr vor Ort eine Pressemitteiliung abgeben und unsere Solidarität mit unseren alevitischen Landsleuten kundtun und die türkische Regierung bitten die Sachlage umgehend zu beruhigen und die Angriffe schnell aufzuklären"".",Tiergartenstr.,19-21,10785.0,"Türkische Botschaft, Tiergartenstraße 19-21, 10785 Berlin",200.0,100.0
01.08.2022,00:00,24:00,"""Stop Putin´s Neo-NaZism now!"" (vom 28.07. bis 30.08.2022 - täglich)",Heinrich-von-Gagern-Str.,,10557.0,,500.0,8.0
01.08.2022,00:00,24:00,"""Friedenscamp Berlin"" (vom 30.07. bis 20.09.2022 - täglich)",John-Foster-Dulles-Allee,10,10557.0,,30.0,30.0
01.08.2022,09:00,12:00,"""Rückzahlung der wertbeständigen Goldmark für Reparationen vom erstem Weltkrieg"" (vom 01.08. bis 31.08.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,So.)",Konrad-Adenauer-Str.,1,10557.0,,2.0,
01.08.2022,10:30,13:00,"""Stoppt die Verfolgung von FALUN DAFA / FALUN GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,5.0
01.08.2022,11:00,12:30,"""9-Euro-Ticket""",Wilhelmstr.,97,10117.0,,20.0,30.0
01.08.2022,14:00,16:00,"""Protest gegen Gewalt in Sierra Leone""",Herwarthstr.,4,12207.0,,55.0,7.0
01.08.2022,14:00,17:00,"""Rückzahlung der wertbeständigen Goldmark für Reparationen vom ersten Weltkrieg"" (vom 01.08. bis 31.08.2022 - jeweils Mo.,Di.,Mi.,Do.,Fr.,So.)",Konrad-Adenauer-Str.,1,10557.0,,2.0,
01.08.2022,14:00,22:00,"""Antifaschistische Busfahrt ""Wir sind Vielfalt"" zur öffentlichen Verteidigung der guten Nachricht und der Solidarität""",,,,1. Rosa- Luxemburg-Platz - 2. Wilhelmstraße 67a - 3. Unter den Linden 36 - 4. Friedrichstr. 67-70 - 5. Askanischer Pl. 3 - 6. Friedrichstr. 21 - 7. Gendarmenmarkt - 8. Scheidemannstr./Platz der Republik - 9. Rosa-Luxemburg-Platz,80.0,35.0
01.08.2022,14:00,22:00,"""Free People - Freie Menschen - &#1057;&#1074;&#1086;&#1073;&#1086;&#1076;&#1085;&#1099;&#1077; &#1051;&#1102;&#1076;&#1080;"" (vom 01.08. bis 07.08.2022 - täglich)",Platz der Republik,1,10557.0,,300.0,
