Datum,Von,Bis,Thema,Strasse,Nr,PLZ,Aufzugsstrecke,Teilnehmende (angemeldet),Teilnehmende (tatsächlich)
2023-09-18,0 days 07:24:00,0 days 07:24:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Schönhauser Allee,45,10435.0,Protestaktion VA 14 – Kastanienallee/Schönhauser Allee,7.0,
2023-09-18,0 days 07:24:00,0 days 08:36:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",A 103 BAB Abzweig Zehlendorf,,10829.0,"100 AK Schöneberg Verb-Fb v 100 Nord n 103 Süd / 103 AK Schöneberg Hauptfahrbahn >SW / 103 z AK Schöneberg u AS Saarstr Hauptfahrbahn / A 100 BAB Stadtring / A 103 BAB Abzweig Zehlendorf , VA 7",50.0,
2023-09-18,0 days 07:26:00,0 days 10:40:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Raumerstr.,25,10437.0,Protestaktion VA 8 –Fröbelstr. / Prenzlauer Allee / Raumerstr.,4.0,
2023-09-18,0 days 07:27:00,0 days 07:27:00,"""Essen retten, Leben retten - Aufstand der letzten Generation"" VA 5",Tempelhofer Damm,107,12099.0,,4.0,
2023-09-18,0 days 07:28:00,0 days 08:40:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Stresemannstr.,15,10963.0,Protestaktion VA 12 –Stresemannstr. / Friedrich-Stampfer-Str. / Wilhelmstr.,6.0,
2023-09-18,0 days 07:30:00,0 days 08:24:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Großer Stern,,10557.0,Protestaktion VA 11 –Großer Stern / Hofjägerallee,10.0,
2023-09-18,0 days 07:32:00,0 days 07:34:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Rognitzstr.,10,14057.0,Protestaktion VA 16 – Rognitzstr. / Kaiserdamm,4.0,
2023-09-18,0 days 07:33:00,0 days 08:44:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Voigtstr.,1,10247.0,Protestaktion VA 23 – Voigtstr. / Frankfurter Allee / Jungstr.,6.0,
2023-09-18,0 days 07:34:00,0 days 09:44:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Sophie-Charlotten-Str.,105,14059.0,Protestaktion VA 17 – Spandauer Damm/Sophie-Charlotten-Str.,17.0,
2023-09-18,0 days 07:35:00,0 days 08:40:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Britzer Damm,5,12347.0,Protestaktion VA 13 –Britzer Damm 5 Richtung Hermannplatz,4.0,
2023-09-18,0 days 07:36:00,0 days 08:29:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Kottbusser Tor,,10999.0,Protestaktion VA 20 – Adalbertstr. / Admiralstr. / Kottbusser Str. / Kottbusser Tor / Reichenberger Str. / Skalitzer Str.,6.0,
2023-09-18,0 days 07:42:00,0 days 07:42:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Fennstr.,4,13347.0,Protestaktion VA 21 – Müllerstr./ Fennstr.,8.0,
2023-09-18,0 days 07:45:00,0 days 09:10:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Köpenicker Landstr.,149,12437.0,Protestaktion VA 15 – Köpenicker Landstr./Eichbuschallee,5.0,
2023-09-18,0 days 07:48:00,0 days 10:49:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Kurt-Schumacher-Platz,,13405.0,Protestaktion VA 22 – Kurt-Schumacher-Platz/Kapweg,7.0,
2023-09-18,0 days 07:52:00,0 days 09:21:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",A 100 BAB Stadtring,,12057.0,Protestaktion VA 19 – 100 AS Buschkruga Einfahrt v Buschkruga >N / 100 AS Buschkrugallee Ausf n Buschkrugallee Nord / A 100 BAB Stadtring / Buschkrugallee,10.0,
2023-09-18,0 days 07:55:00,0 days 08:35:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Sachsendamm,10,10829.0,Protestaktion VA 24 – Ella-Barowsky-Str. / Sachsendamm / Werdauer Weg,8.0,7.0
2023-09-18,0 days 08:00:00,0 days 12:00:00,"Corona-Pressespiegel ""Stimmen der Opfer""",Scharnhorststr.,13,10115.0,,10.0,
2023-09-18,0 days 08:08:00,0 days 09:10:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Hohenzollerndamm,15,10717.0,Protestaktion VA 25 – Uhlandstr./Hohenzollerndamm,6.0,
2023-09-18,0 days 08:29:00,0 days 09:10:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Max-Dohrn-Str.,10,10589.0,Protestaktion VA 28 – Max-Dohrn-Str./Teglerweg,9.0,
2023-09-18,0 days 08:32:00,0 days 08:32:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Hoeppnerstr.,1,12101.0,Protestaktion VA 29 – Tempelhofer Damm / Hoeppnerstr. / Manfred-von-Richthofen-Str.,5.0,
2023-09-18,0 days 08:49:00,0 days 09:10:00,"""Essen retten, Leben retten - Aufstand der letzten Generation"" (Letzte Generation - vor den Kipppunkten)",Hoeppnerstr.,1,12101.0,Protestaktion VA 29a –,5.0,32.0
2023-09-18,0 days 10:00:00,0 days 16:00:00,"""Mit Schulden fair verfahren! Koalitionsvertrag umsetzen. Staateninsolvenzverfahren schaffen.""",Platz der Republik,,10557.0,,30.0,4.0
2023-09-18,0 days 10:30:00,0 days 13:00:00,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden und anderen unschuldigen Menschen in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2023 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,
2023-09-18,0 days 10:45:00,0 days 13:30:00,"""Pazifismus ist kein Verberchen! freeyurii, objectwarcampaign, Kritik am Militär ist kein Verbrechen. Kriegsverrat ist Friedenstat, Yurii Sheliazjenko ist ein Vertreter der Kultur des Friedens."" (vom 18.08. bis 16.10.2023 - täglich)",Albrechtstr.,26,10117.0,,25.0,50.0
2023-09-18,0 days 11:00:00,0 days 13:00:00,"""SENIOREN gehören in die Mitte der Gesellschaft nicht an den Rand.""",Rathausstr.,15,10178.0,,100.0,
2023-09-18,0 days 11:03:00,0 days 11:35:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Wisbyer Str.,1,10439.0,Protestaktion VA 31 – Schönhauser Allee / Bornholmer Str. / Wisbyer Str.,6.0,
2023-09-18,0 days 11:15:00,0 days 12:22:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Alboinstr.,1,12103.0,Protestaktion VA 32 – Alboinstr. / Sachsendamm / Schöneberger Str,5.0,
2023-09-18,0 days 11:45:00,0 days 12:07:00,"""Essen retten, Leben retten - Aufstand der letzten Generation"" (Letzte Generation - vor den Kipppunkten)",Fennstr.,4,13347.0,Protestaktion VA 33 – Müllerstr./Fennstr.,8.0,
2023-09-18,0 days 11:48:00,0 days 12:15:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Raumerstr.,25,10437.0,Protestaktion VA 34 –Raumerstr. / Fröbelstr. / Prenzlauer Allee,4.0,
2023-09-18,0 days 12:00:00,0 days 14:00:00,"""Mahnwache vor dem RKI - Kritisiert wird die Rolle des RKI im Zusammenhang mit der Corona-Hysterie und den dadurch begründeten Menschenrechtsverletzungen. Es besteht weiterhin die Forderung nach Erfüllung der Informationspflicht als Regierungsbehörde. Ferner ist bislang keinerlei Bemühung um Aufarbeitung der begangenen Rechtsbrüche zu erkennen. Da zudem längst Vorbereitungen für die nächste Pandemiesimulation angelaufen sind, ist ein Ende der Notwendigkeit der Mahnwache nicht abzusehen."" (vom 05.06.2023 bis 29.01.2024 - jeweils Mo.)",Nordufer,20,13353.0,,10.0,
2023-09-18,0 days 12:14:00,0 days 12:14:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Klausenerplatz,1,14059.0,Protestaktion VA 35– Klausenerplatz / Spandauer Damm,4.0,8.0
2023-09-18,0 days 12:45:00,0 days 13:30:00,"""Stutenhormon PMSG verbieten!""",Wilhelmstr.,54,10117.0,,20.0,
2023-09-18,0 days 12:57:00,0 days 13:27:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Ansbacher Str.,2,10787.0,Protestaktion VA 37 – Kurfürstenstr. / Ansbacher Str. / Burggrafenstr.,4.0,
2023-09-18,0 days 13:30:00,0 days 15:00:00,"""SENIOREN gehören in die Mitte der Gesellschaft nicht an den Rand.""",Oranienstr.,106,10969.0,,100.0,
2023-09-18,0 days 13:35:00,0 days 13:35:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Großer Stern,,10557.0,Protestaktion VA 39 – Hofjägerallee / Großer,3.0,
2023-09-18,0 days 13:39:00,0 days 13:59:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Großer Stern,,10557.0,Protestaktion VA 40 – Altonaer Str. / Großer,8.0,
2023-09-18,0 days 14:00:00,0 days 17:00:00,"""Frieden und tolerantes Miteinander in Weißensee-gelebte Vielfalt im Kiez"" (vom 11.09. bis 18.12.2023 - jeweils Mo.)",Antonplatz,1,13086.0,,6.0,
2023-09-18,0 days 14:12:00,0 days 15:24:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Skalitzer Str.,72,10997.0,Protestaktion VA 41 – Bevernstr. / Köpenicker Str. / Oberbaumstr. / Oppelner Str. / Schlesische Str. / Skalitzer Str.,4.0,
2023-09-18,0 days 15:25:00,0 days 15:25:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Tempelhofer Damm,107,12099.0,Protestaktion VA 42 – Tempelhofer Damm/BAB 100/Abfahrt Süd,3.0,
2023-09-18,0 days 16:25:00,0 days 16:45:00,"""Essen retten, Leben retten _ Aufstand der letzten Generation""",Behmstr.,1,13357.0,Protestaktion VA 43 – Badstr./Höhe Gesundbrunnencenter,4.0,
2023-09-18,0 days 16:41:00,0 days 18:31:00,"""Essen retten, Leben retten - Aufstand der letzten Generation"" VA 44",Grenzallee,22,12057.0,Grenzallee/Auffahrt BAB 113,6.0,5.0
2023-09-18,0 days 17:00:00,0 days 18:00:00,"""Umweltschutz in der Türkei""",Schönleinstr.,,10967.0,,60.0,2.0
2023-09-18,0 days 17:00:00,0 days 18:30:00,"""Mahnwache für Frieden und Menschenrechte"" (vom 03.07. bis 25.09.2023 - jeweils Mo.)",Pariser Platz,1,10117.0,,10.0,20.0
2023-09-18,0 days 17:00:00,0 days 19:00:00,"""Solidarität für das Recht auf Zuhause: Gemeinsam für die Rechte der Spätaussiedler*innen!""",Pariser Platz,1,10117.0,,30.0,3.0
2023-09-18,0 days 17:45:00,0 days 19:00:00,"""Stoppt den Krieg! Frieden und Freiheit für die Ukraine! Jetzt!"" (vom 17.07. bis 18.12.2023 - jeweils Mo.)",Alt-Müggelheim,22,12559.0,,15.0,12.0
2023-09-18,0 days 17:45:00,0 days 19:30:00,"""Für Frieden, Freiheit und Selbstbestimmung"" (vom 02.01. bis 27.12.2023 - jeweils Mo.)",Teltower Damm,,14167.0,,30.0,20.0
2023-09-18,0 days 17:45:00,0 days 20:00:00,"""Weg mit Hartz 4 und dem Bürgergeldbetrug - Aktiver Widerstand gegen einen 3. Weltkrieg"" (vom 02.01. bis 25.12.2023 - jeweils Mo.)",Alexanderplatz,,10178.0,,50.0,
2023-09-18,0 days 18:00:00,0 days 19:00:00,"""Kundgebung zum Gedenken an die Ermordung Anton Saefkows""",Anton-Saefkow-Platz,,10369.0,,15.0,18.0
2023-09-18,0 days 18:00:00,0 days 19:45:00,"""Nachbarschaftlich verbunden für uneingeschränkte Grundrechte und Friedenspolitik, gegen ID 2020, Agenda 2030, und das globale WHO Pandemie-Diktat!"" (vom 11.09.2023 bis 29.01.2024 - jeweils Mo.)",,,,NEU: Rathaus Schöneberg - Belziger Str. - Eisenacher Str.- Hauptstr. - Akazienstr. - vor der Apostel-Paulus-Kirche (ZK) - Goltzstr. - Winterfeldtplatz - Maaßenstr. -Ende der Maaßenstr. (ZK) - Nollendorfplatz - Maaßenstr. - Winterfeldtplatz ALT: Rathaus Schöneberg - Belziger Str. - Heinrich-Lasse Park - Hauptstr. - Akazienstr. - vor der Apostel-Paulus-Kirche (ZK) - Goltzstr. - Winterfeldtplatz - Maaßenstr. -Ende der Maaßenstr. (ZK) - Nollendorfplatz - Maaßenstr. - Winterfeldtplatz,45.0,
2023-09-18,0 days 18:00:00,0 days 20:30:00,"""TEGEL steht AUF für sofortigen Waffenstillstand und Diplomatie, statt Waffenlieferungen und Kriegstreiberei. Für bezahlbaren Lebensunterhalt für ALLE. Für echte Mitbestimmung der Bevölkerung und eine rechtlich konsequente Politikerhaftung. Für eine Politik frei von Lobbyismus und Korruption. Für die sofortige und bedingungslose Wiederherstellung aller Grundrechte. Für Frieden, Freiheit und Souveränität."" (vom 26.06.2023 bis 24.06.2024 - jeweils Mo.)",,,,Neue Wegstrecke: Alt-Tegel 2 (AP am Schinkelbrunnen) - Berliner Str. - Gorkistr. - Ziekowstr. - Conradstr - Borsigwalder Weg - Miraustr. - Oeserstr. - Bollestr. - Gorkistr. - Marzahnstr. - Tile-Brügge-Weg - Ziekowstr. - Gorkistr. - Buddestr. - Bernstorffstr. - Berliner Str. - Alt-Tegel 2 (EP am Schinkelbrunnen) Alte Wegstrecke: Alt-Tegel 2 (AK am Schinkelbrunnen) - Bernstorffstr. - Buddestr. - Gorkistr. - Ziekowstr. - Oeserstr. - Prendener Zeile - Gorkistr. - Basdorfer Zeile - Tile-Brügge-Weg - Havelmüllerweg - Rohrbrunnner Str. -Kehrwieder - Am Rosenweg - Myrtenweg - Bollestr. - Tile-Brügge-Weg - Ziekowstr. - Gorkistr. - Buddestr. - Bernstoffstr. - Alt-Tegel 2 (EK am Schinkelbrunnen),55.0,23.0
2023-09-18,0 days 18:00:00,0 days 20:30:00,"""Charlottenburg-Wilmersdorf für Frieden, Freiheit, Diplomatie, keine Waffen in Kriegsgebiete, Aufarbeitung der Corona Politik, wissenschaftliche Auseinandersetzung zur Klima-Politik""",,,,Wilmersdorfer Str./Ecke Krumme Str. (AK) - Pestalozzistr.(ZK) - Schillerstr. - Wende - Wilmersdorfer Str. - Stuttgarter Platz - Windscheidstr. - Kantstr. - Wilmersdorfer Str. / Pestalozzistr. (EK),40.0,
2023-09-18,0 days 18:00:00,0 days 21:00:00,"""Tegel geht auf die Straße"" (vom 03.04. bis 25.12.2023 - jeweils Mo.)",,,,Alt Tegel 2 (vor C&A - AK) - Alt-Tegel - Medebacher Weg - Veitstr. - Veitstr. / Berliner Str. (ZK) - Veitstr. / Buddestr. (ZK) - Buddestr. - Grußdorfstr. - Berliner Str. - Alt-Tegel 2 (vor C&A - EK),100.0,
2023-09-18,0 days 19:00:00,0 days 21:30:00,"""Wir sind Vielfalt! Solidarität ist unsere Stärke. Gegen rechtsoffene Versammlungen aller Art und überall!"" (vom 09.01. bis 31.12.2023 - jeweils Mo.)",Stargarder Str.,77,10437.0,,200.0,
2023-09-18,0 days 19:00:00,0 days 22:00:00,"""Gethsemane - Der Garten da Jesu verraten wart. Hier wird auch Hanselm Länz von seinen Jünger*innen verlassen. Den Michaels, Peters, Thomas und anderen rechtspopulistischen, falschen Profet*innen und neurechte Untergangs-Aposteln. Die Schlange, die Reptiloide Antifa, siegt. Wie auf dem Rosa-Luxemburg-Platz, so auch vor der Gethsemane-Kirche."" (vom 06.02. bis 25.12.2023 - jeweils Mo.)",Stargarder Str.,77,10437.0,,15.0,
2023-09-19,0 days 00:00:00,0 days 23:00:00,"""Gewerkschafter:innen gegen Krieg, Militarismus und Burgfrieden""",Sonnenallee,225,12057.0,,200.0,3.0
2023-09-19,0 days 00:00:00,0 days 23:59:00,"Kundgebung ""24/7 Dauermahnwache vor dem Bundesministerium für Justiz und Gerechtigkeit! Unbefristeter Hunger gegen Paragraph 129 StGB!..."" (vom 16.08. bis 20.09.2023 - täglich)",Mohrenstr.,37,10117.0,,10.0,
2023-09-19,0 days 00:00:00,0 days 06:51:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Puschkinallee,12,12435.0,Protestaktion VA 1 – Elsenbrücke/Puschkinallee,9.0,
2023-09-19,0 days 07:05:00,0 days 08:14:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Bergmannstr.,112,10961.0,Protestaktion VA 4 Bergmannstr. / Kreuzbergstr. / Mehringdamm,7.0,
2023-09-19,0 days 07:05:00,0 days 11:00:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Ernst-Reuter-Platz,1,10587.0,"VA 3, Bereich des Ernst-Reuter-Platz / Hardenbergstr. / Tunnel Ernst-Reuter-Platz",14.0,
2023-09-19,0 days 07:09:00,0 days 07:48:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Landsberger Allee,205,13055.0,Protestaktion VA 9 –Landsberger Allee/Weißenseer Weg,7.0,
2023-09-19,0 days 07:09:00,0 days 07:48:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Rosenthaler Platz,,10119.0,Protestaktion VA 10 –Rosenthaler Platz,5.0,
2023-09-19,0 days 07:10:00,0 days 07:56:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Mehringbrücke,,10963.0,Protestaktion VA 5 –Mehringbrücke / Hallesches Ufer / Wilhelmstr,5.0,
2023-09-19,0 days 07:10:00,0 days 08:22:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Landsberger Allee,271,13055.0,Protestaktion VA 6 – Landsberger Allee/Siegfriedstr.,8.0,
2023-09-19,0 days 07:10:00,0 days 10:22:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Schloßbrückensteg,,14059.0,Protestaktion VA 7 –Luisenplatz -Charlottenburger Ufer / Luisenplatz / Schloßbrücke / Schloßbrückensteg,5.0,
2023-09-19,0 days 07:12:00,0 days 08:37:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Mollstr.,1,10178.0,Protestaktion VA 8 –Mollstr./Prenzlauer Allee,7.0,
2023-09-19,0 days 07:13:00,0 days 08:19:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Platz der Vereinten Nationen,1,10249.0,Protestaktion VA 15 – Platz der Vereinten Nationen,8.0,
2023-09-19,0 days 07:20:00,0 days 08:30:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Prinzenallee,70,13359.0,"VA 2, Osloer Str./Prinzenstr.",5.0,
2023-09-19,0 days 07:21:00,0 days 08:30:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Prinzenallee,86,13357.0,Protestaktion VA 16 – Prinzenallee,2.0,
2023-09-19,0 days 07:21:00,0 days 08:30:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Gitschiner Str.,103,10969.0,Protestaktion VA 17 – Gitschiner Str./Lindenstr.,6.0,6.0
2023-09-19,0 days 07:30:00,0 days 08:30:00,"""Rüstungsexporte stoppen! Allgemeingenehmigungen widerrufen!""",Scharnhorststr.,34,10115.0,,20.0,
2023-09-19,0 days 07:35:00,0 days 11:05:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Kantstr.,102,10627.0,Protestaktion VA 13 – Kantstr./Kaiser-Friedrich-Str.,5.0,
2023-09-19,0 days 07:37:00,0 days 08:14:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Hermannplatz,9,10967.0,Protestaktion VA 14 – Hermannplatz / Sonnenallee,6.0,
2023-09-19,0 days 08:54:00,0 days 09:38:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Landsberger Allee,106,10369.0,Protestaktion VA 11 – Landsberger Allee/Storkower Allee,8.0,
2023-09-19,0 days 09:22:00,0 days 09:55:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Kniprodestr.,16A,10407.0,Protestaktion VA 18 – Landsberger Allee/Petersburger Str./Kniprodestr.,7.0,6.0
2023-09-19,0 days 10:30:00,0 days 13:00:00,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden und anderen unschuldigen Menschen in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2023 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,
2023-09-19,0 days 10:45:00,0 days 13:30:00,"""Pazifismus ist kein Verberchen! freeyurii, objectwarcampaign, Kritik am Militär ist kein Verbrechen. Kriegsverrat ist Friedenstat, Yurii Sheliazjenko ist ein Vertreter der Kultur des Friedens."" (vom 18.08. bis 16.10.2023 - täglich)",Albrechtstr.,26,10117.0,,25.0,30.0
2023-09-19,0 days 11:00:00,0 days 15:00:00,"""Alphabetisierung und Grundbildung""",Alexanderplatz,,10178.0,,100.0,550.0
2023-09-19,0 days 12:30:00,0 days 14:00:00,"""Tag der freien Schulen""",,,,Ritterstr. 78 - Alte Jakobstr. - Neue Roßstr. - Fischerinsel - Breite Str. - Schloßplatz - Rathausstr. (EK am Roten Rathaus),500.0,1300.0
2023-09-19,0 days 13:30:00,0 days 16:00:00,"""Faire Finanzierung für Freie Schulen - Bildungsvielfalt erhalten""",Rathausstr.,15,10178.0,,1500.0,14.0
2023-09-19,0 days 14:00:00,0 days 15:00:00,"""Deutschlands Beteiligung an der Asiatischen Infrastruktur-Investitionsbank und die problematischen Entwicklungen bei den Umwelt- und Sozialstandards sowie Menschrechtsverletzungen bei den finanzierten Projekten der Bank""",,,,,30.0,30.0
2023-09-19,0 days 14:15:00,0 days 19:35:00,"""Save Artsath, Stop fueling Armeniean Genocide""",,,,Pariser Platz - Unter den Linden - Oberwallstr. - Werderscher Markt,30.0,
2023-09-19,0 days 16:30:00,0 days 18:30:00,"""Bürgerinnen und Bürger äußern ihre Meinung zur aktuellen Politik und suchen den Dialog mit Passanten, stehen ein für Frieden, Freiheit und Grundgesetz, gegen Krieg, Spaltung, Zensur und Überwachungsstaat."" (vom 05.09. bis 26.09.2023 - jeweils Di.)",Luisenhain,,12555.0,,20.0,22.0
2023-09-19,0 days 16:30:00,0 days 19:00:00,"""Am 19. September 2023 wird, während Proteste für ""Frau Leben Freiheit"" zum 1. Jahrestag des staatlichen Mordes an Jina Mahsa Amini im Iran stattfinden werden, der Massenmörder-Präsident des Mullah-Regimes Ebrahim Raisi auf der UN-Generalversammlung in New York sprechen...""",Joachimsthaler Platz,,10719.0,,100.0,26.0
2023-09-19,0 days 17:00:00,0 days 18:30:00,"""Menschen mit Schildern"" (vom 03.01. bis 26.12.2023 - jeweils Di.)",Schloßstr.,,12163.0,,30.0,80.0
2023-09-19,0 days 18:30:00,0 days 21:00:00,"""Kein Raum der AfD in Reinickendorf - EU demokratisch weiter entwickeln statt melken und zerstören.""",Eichborndamm,236,13437.0,,25.0,3.0
2023-09-19,0 days 18:40:00,0 days 19:15:00,"""Wir pfeifen auf Stuttgart 21"" (vom 04.04. bis 19.12.2023 - jeweils Di.)",Potsdamer Platz,,10785.0,,5.0,4.0
2023-09-20,0 days 00:00:00,0 days 23:59:00,"Kundgebung ""24/7 Dauermahnwache vor dem Bundesministerium für Justiz und Gerechtigkeit! Unbefristeter Hunger gegen Paragraph 129 StGB!..."" (vom 16.08. bis 20.09.2023 - täglich)",Mohrenstr.,37,10117.0,,10.0,150.0
2023-09-20,0 days 07:30:00,0 days 08:15:00,"""Verkehrssicherheit, Schulwegsicherheit, Mobilität, Flächengerechtigkeit, Kinder aufs Rad, Forderung von temporären Schulstraßen, sichere Fahrradwege vor Schulen und Kitas""",Kiefholzstr.,45,12435.0,,200.0,65.0
2023-09-20,0 days 09:30:00,0 days 11:00:00,"""Weltkindertag 2023 Deutsches Kinderhilfswerk und UNICEF machen gemeinsam auf die Lage der Kinderrechte in Deutschland aufmerksam. Das Motto lautet: ""Jedes Kind braucht eine Zukunft""""",Willy-Brandt-Str.,1,10557.0,,50.0,16.0
2023-09-20,0 days 09:30:00,0 days 11:30:00,"""Mahnwache: Stopp Urbane Mitte""",Luckenwalder Str.,,10963.0,,10.0,
2023-09-20,0 days 10:00:00,0 days 18:00:00,"""Gegen Mieterverdrängung durch sogenannte energetische Sanierung und Luxussanierung für unverfälschte Denkmalpflege, Verstoß gegen den Kaufvertrag."" (vom 19.07. bis 15.10.2023 - jeweils Mi.,Sa.,So.)",Kehrwieder,,13509.0,"An der Heide, Am Brunnen, Am Rosensteg",6.0,3.0
2023-09-20,0 days 10:30:00,0 days 13:00:00,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden und anderen unschuldigen Menschen in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2023 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,1500.0
2023-09-20,0 days 10:30:00,0 days 14:00:00,"""Demonstration gegen die geplanten Kürzungen im Kinderund Jugendplan des Bundes""",,,,Washingtonplatz - Hugo-Preuß-Brücke - Kapelle-Ufer - Reinhardtstr. - Luisenstr. - Marschallbrücke - Wilhelmsstr. - Unter den Linden - Glinkastr. - Mohrenstr. - Wilhelmstr. - Leipziger Str. - Potsdamer Platz (Historische Ampel),700.0,
2023-09-20,0 days 10:45:00,0 days 13:30:00,"""Pazifismus ist kein Verberchen! freeyurii, objectwarcampaign, Kritik am Militär ist kein Verbrechen. Kriegsverrat ist Friedenstat, Yurii Sheliazjenko ist ein Vertreter der Kultur des Friedens."" (vom 18.08. bis 16.10.2023 - täglich)",Albrechtstr.,26,10117.0,,25.0,800.0
2023-09-20,0 days 11:00:00,0 days 13:00:00,"""Demo/Kundgebung zur „Alarmstufe Rot – Krankenhäuser in Gefahr""",Pariser Platz,,10117.0,,1000.0,13.0
2023-09-20,0 days 11:00:00,0 days 15:00:00,"""Demonstration von der Sierra Leonishegeselschaft gegen der Regierungschef (president Julius Maada Bio.) Sierra leone…""",Willy-Brandt-Str.,1,10557.0,,100.0,70.0
2023-09-20,0 days 12:00:00,0 days 13:00:00,"""Gegen die geplanten Kürzungen bei den Freiwilligendiensten!""",Platz der Republik,1,10557.0,,50.0,10.0
2023-09-20,0 days 12:00:00,0 days 14:00:00,"""Mahnwache: Tiertransporte in Drittländer stoppen!""",Wilhelmstr.,54,10117.0,,15.0,16.0
2023-09-20,0 days 12:00:00,0 days 15:30:00,"""Stoppt Krieg und den Genozid in Arzachs! SOS: Nach 9 Monaten vollständiger Blockade Arzachs/Bergkarabachs hat Aserbaidschan am 19.9.23 Arzach die Zivilbevölkerung in Artsakh/Bergkarabach angegriffen! Wir fordern den Deutschen Bundestag sowie die Regierungen Frankreichs und der USA auf, ihrer Verantwortung gerecht zu werden, R2P zu schützen, Arzach anzuerkennen und zu retten und Aserbaidschan zu sanktionieren. Wir fordern von der russischen Regierung, das von Russland unterzeichnete trilaterale Waffenstillstandsabkommen zu respektieren, die Kontrolle über den Latschin-Korridor wieder aufzunehmen und die Bevölkerung im „Verantwortungsbereich“ der russischen Friedenstruppen von militärische Angriffen Aserbaidschands zu schützen.""",,,10117.0,Neu: Platz des 18. März - Eberstr. - Dorotheenstr. - Wilhelmstr. - Unter den Linden (Botschaft der Russischen Föderation) Alt: Platz des 18. März – Pariser Platz – Unter den Linden (Botschaft der Russischen Föderation),150.0,
2023-09-20,0 days 12:30:00,0 days 20:00:00,"""Menschenrechtsverletzungen und Hinrichtungen stoppen.""",Schloßstr.,1,12163.0,,4.0,100.0
2023-09-20,0 days 13:00:00,0 days 14:00:00,"""Einweihung einer Gedenkstele vor dem ehemaligen Afrikahaus""",Am Karlsbad,10,10785.0,,200.0,1200.0
