Datum,Von,Bis,Thema,Strasse,Nr,PLZ,Aufzugsstrecke,Teilnehmende (angemeldet),Teilnehmende (tatsächlich)
2023-05-31,0 days 11:00:00,0 days 18:00:00,"""HUNGERSTREIK MAHNWACHE - Gegen Paragraf 129a+b Freiheit für alle Politischen Gefangenen in Deutschland !"" (vom 09.05. bis 11.08.2023 - jeweils Mo.,Di.,Mi.,Do.,Fr.)",Mohrenstr.,40,10117.0,,20.0,2.0
2023-05-31,0 days 13:30:00,0 days 18:00:00,"""Menschenrechte im Iran""",Hermann-Ehlers-Platz,,12165.0,,5.0,
2023-05-31,0 days 14:00:00,0 days 15:00:00,"""Mahnwache für Frieden Demokratie und Menschenfreundlichkeit""",U-Bhf. Lichtenberg,,10317.0,,6.0,10.0
2023-05-31,0 days 15:00:00,0 days 16:00:00,"""Antikriegsmahnwache - Kein Krieg und keine Kriegshetze gegen Russland! NATO-Hände weg von der Ukraine und anderen Ländern, die in ihrem Fadenkreuz stehen!"" (vom 05.04. bis 28.06.2023 - jeweils Mi.)",Pariser Platz,2,10117.0,,10.0,
2023-05-31,0 days 16:00:00,0 days 19:00:00,"""Umgestaltung des Hermannplatzes und der Abriss von Karstadt"" (vom 04.01. bis 27.12.2023 - jeweils Mi.)",Hasenheide,3,10967.0,,40.0,
2023-05-31,0 days 17:28:00,0 days 18:33:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Karl-Marx-Allee,143,10243.0,Karl-Marx-Allee/Petersburger Str. - Karl-Marx-Allee/ Straße der Pariser Kommune - Karl-Marx-Allee bis Straußberger Platz - Straußberger Platz - Karl-Marx-Allee - Otto-Braun-Str - Karl-Marx-Allee/Otto-Braun-Str.,400.0,
2023-05-31,0 days 17:30:00,0 days 19:30:00,"""Urteilsverkündung im Antifa-Ost Verfahren. Solidarität mit Lina E. und allen politischen Gefangenen.""",,,,Tempelhofer Damm 12 - Bergmannstr. - Zossener Str. - Gneisenaustr. - Gneisenaustr. 2,100.0,
2023-05-31,0 days 17:30:00,0 days 20:30:00,"""Animal Rights Square: Video-Aktion zur Aufklärung über die Tierindustrie""",Alexanderplatz,9,10178.0,,12.0,
2023-05-31,0 days 17:30:00,0 days 23:00:00,"+++ abgesagt +++ ""Wir Laufen gegen die Spaltung gegen die Impfpflicht für unsere Kinder und unsere Freiheit"" (vom 05.09.2022 bis 24.10.2022 - jeweils Mo.) (vom 02.11.2022 bis 31.05.2023 - jeweils Mi.)",,,,Alexanderplatz - …. Strecke wird nachgereicht,250.0,14.0
2023-05-31,0 days 18:00:00,0 days 20:00:00,"""Gedenken an Verbrennung der Jaffna Bibliothek""",Bebelplatz,,10117.0,,20.0,
2023-05-31,0 days 19:16:00,0 days 19:30:00,"""Essen retten, Leben retten - Aufstand der letzten Generation""",Willy-Brandt-Str.,1,10557.0,VA 2,120.0,
2023-05-31,0 days 20:00:00,0 days 21:00:00,"""Mahnwache für den Frieden"" (vom 17.05. bis 12.07.2023 - jeweils Mi.)",Bremer Str.,41,10551.0,,20.0,6.0
2023-06-01,0 days 08:30:00,0 days 09:30:00,"""Aufklärung rechter Straftaten"" (vom 05.01. bis 28.12.2023 - jeweils Do.)",Tempelhofer Damm,12,12101.0,,15.0,15.0
2023-06-01,0 days 09:20:00,0 days 11:30:00,"""Solidaritätskundgebung anlässlich eines Strafverfahrens wegen eines Protestkonzertes gegen den Weiterbau der A100""",Kirchstr.,16,10557.0,,25.0,3.0
2023-06-01,0 days 10:30:00,0 days 13:00:00,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden und anderen unschuldigen Menschen in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2023 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,30.0
2023-06-01,0 days 11:00:00,0 days 13:00:00,"""Klimaschutz durch Milchwirtschaft - Die Kuh ist kein Klimakiller""",Pariser Platz,1,10117.0,,50.0,4.0
2023-06-01,0 days 11:00:00,0 days 16:30:00,"""HUNGERSTREIK MAHNWACHE - Gegen Paragraf 129a+b Freiheit für alle Politischen Gefangenen in Deutschland !"" (vom 09.05. bis 11.08.2023 - jeweils Mo.,Di.,Mi.,Do.,Fr.)",Geschwister-Scholl-Str.,1,10117.0,,10.0,20.0
2023-06-01,0 days 13:00:00,0 days 19:00:00,"""Welche Werte prägen heute unsere Gesellschaft und Politik, und wie können wir als Einzelne zu einer positiven Veränderung beitragen?""",Badstr.,,13357.0,,20.0,6.0
2023-06-01,0 days 14:00:00,0 days 14:30:00,"""Steuerprivilegien kippen!""",Behrenstr.,21,10117.0,,5.0,8.0
2023-06-01,0 days 14:00:00,0 days 15:00:00,"""Gegen die Menschenrechtsverletzungen in Nordkorea, für Religionsfreiheit,für Reise statt Atom für Reise-, Meinungsfreiheit für Menschenrechte"" (vom 27.04. bis 27.07.2023 - jeweils Do.)",Glinkastr.,5,10117.0,,13.0,5.0
2023-06-01,0 days 14:00:00,0 days 18:00:00,"""Solidarität mit dem Aufstand des iranischen Volkes für die Freiheit""",Carl-Schurz-Str.,13,13597.0,,5.0,20.0
2023-06-01,0 days 14:00:00,0 days 20:00:00,"""Menschenrechtsverletzungen und Hinrichtungen stoppen""",Badstr.,4,13357.0,,4.0,5.0
2023-06-01,0 days 16:00:00,0 days 18:30:00,"""Friedliche und freundliche Unterstützung des Nachbarschaftsdialogs. Entgegenwirken von Spaltung und Diskriminierung jeder Art, durch Förderung von friedlicher Kommunikation miteinander, Gleichberechtigung und fundiertem Verständnis für alle Mitmenschen."" (vom 05.01. bis 28.12.2023 - jeweils Do.)",Wilmersdorfer Str.,,10585.0,Goethestr./Wilmersdorfer Str.,19.0,12.0
2023-06-01,0 days 17:00:00,0 days 18:00:00,"""Menschen mit Schildern"" (vom 06.01. bis 30.12.2022 - jeweils Do.) (vom 05.01. bis 28.12.2023 - jeweils Do.)",Paradestr.,,12101.0,,30.0,10.0
2023-06-01,0 days 17:00:00,0 days 19:00:00,"""Weltmilchtag- Mahnwache gegen Tierkonsum und Tierausbeutung; Bewerben von pflanzlichen Alternativen""",Alexanderplatz,1,10178.0,,10.0,
2023-06-01,0 days 18:00:00,0 days 20:00:00,"""Mahnwache für Rundfunkfreiheit"" (vom 05.01. bis 29.06.2023 - jeweils Do.)",Masurenallee,,14057.0,,20.0,30.0
2023-06-01,0 days 18:00:00,0 days 20:00:00,"""FREIHEIT FÜR JULIAN ASSANGE! Presse- und Meinungsfreiheit als Grundlage für Demokratie und Frieden.""",Pariser Platz,2,10117.0,,35.0,5.0
2023-06-01,0 days 18:00:00,0 days 20:00:00,"""LOVE & PEACE TOUR 2023""",S-Bhf. Gesundbrunnen,,13357.0,,15.0,50.0
2023-06-01,0 days 18:30:00,0 days 20:00:00,"""Give us wings to save our kids""",Rathausstr.,1,10178.0,,50.0,1.0
2023-06-02,0 days 09:00:00,0 days 12:00:00,"""Gerechtigkeit für Vivianne und Ihre Tochter""",Otto-von-Bismarck-Allee,4A,10557.0,,15.0,5.0
2023-06-02,0 days 10:00:00,0 days 12:00:00,"""Klimamahnwache für das Pariser Klimaabkommen #FridaysforFuture"" (vom 06.01. bis 30.06.2023 - jeweils Fr.)",Platz der Republik,1,10557.0,,12.0,2.0
2023-06-02,0 days 10:30:00,0 days 13:00:00,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden und anderen unschuldigen Menschen in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2023 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,2.0
2023-06-02,0 days 11:00:00,0 days 16:30:00,"""HUNGERSTREIK MAHNWACHE - Gegen Paragraf 129a+b Freiheit für alle Politischen Gefangenen in Deutschland !"" (vom 09.05. bis 11.08.2023 - jeweils Mo.,Di.,Mi.,Do.,Fr.)",Geschwister-Scholl-Str.,1,10117.0,,20.0,
2023-06-02,0 days 13:00:00,0 days 19:00:00,"""Welche Werte prägen heute unsere Gesellschaft und Politik, und wie können wir als Einzelne zu einer positiven Veränderung beitragen?""",Kottbusser Tor,,10999.0,,20.0,5.0
2023-06-02,0 days 13:00:00,0 days 20:00:00,"""Wir sind für die Freiheit von Julian Assange, der seit über vier Jahren ohne Urteil im Hochsicherheitsgefängnis Belmarsh sitzt und gegen seine Auslieferung an die USA wegen journalistischer Tätigkeiten."" (vom 12.05. bis 30.06.2023 - jeweils Fr.)",Pariser Platz,,10117.0,,8.0,60.0
2023-06-02,0 days 14:00:00,0 days 16:00:00,"""Kohleausstieg 2030 überall""",Invalidenpark,,10115.0,,50.0,12.0
2023-06-02,0 days 15:30:00,0 days 16:30:00,"""Verurteilung der Unterstützung des Mullahregims im Iran durch Sultanat Oman""",Clayallee,82,14195.0,,50.0,
2023-06-02,0 days 17:00:00,0 days 17:30:00,"""Kampf den Steinwüsten - Mehr Grün auf Berlins Plätzen""",Schloßplatz,1,10178.0,,5.0,
2023-06-02,0 days 17:00:00,0 days 19:20:00,"""LOVE & PEACE TOUR 2023""",Hermannplatz,,10967.0,,15.0,80.0
2023-06-02,0 days 17:00:00,0 days 20:00:00,"""Kundgebung Solidarität mit den Budapest-Antifas""",Wilhelmstr.,,10117.0,,200.0,
2023-06-02,0 days 19:30:00,0 days 21:00:00,"""LOVE & PEACE TOUR 2023""",Kottbusser Tor,,10999.0,,15.0,
2023-06-03,0 days 10:00:00,0 days 11:30:00,"""Kidical Mass - Bunte Familien Fahrraddemo - Wir demonstrieren für sichere Verkehrswege für Kinder.""",,,,NEU: Frankfurter Tor - Frankfurter Allee – wenden Frankfurter Allee/Jessnerstr./Pettenkoferstr. - Waldeyerstr. - Pettenkoferstr. -Rigaer Str. - Proskauer Str. - Frankfurter Allee - Colbestr. -Boxhagener Str. - Wismarplatz - Grünberger Str. – Boxhagener Platz (ZK) - Grünberger Str. - Warschauer Str. - Warschauer Str. – Warschauer Brücke – Stralauer Allee – Naglerstr. – Rotherstr. -Dannecker Str ALT: Frankfurter Tor - Frankfurter Allee - Waldeyerstr. - Pettenkoferstr. - Rigaer Str. - Proskauer Str. - Frankfurter Allee - Colbestr. - Boxhagener Str. - Wismarplatz - Grünberger Str. - Boxhagener Platz (ZK) - Grünberger Str. - Warschauer Str. - Warschauer Str. - Revaler Str. - Modersohnstr. - Modersohnbrücke - Rudolfplatz - Danneckerstr.,250.0,11.0
2023-06-03,0 days 10:00:00,0 days 13:00:00,"""Gedenken an das Tian´anmen-Massaker""",Jannowitzbrücke,,10179.0,,20.0,69.0
2023-06-03,0 days 10:00:00,0 days 18:00:00,"""Fellows Ride Motorrad-Demo - mit offenem Visier für die Depressionshilfe und mentale Gesundheit""",,,,1. Etappe: Jesse-Owens-Allee - Trakehner Allee - Olympischer Str. - Reichsstr. - Platanenallee - Kastanienallee - Kreisel - Branitzer Platz - Kastanienallee - Spandauer Damm - Königin -Elisabeth-Str. - Spandauer Damm - Sophie-Charlotten-Str. - Spandauer Damm - Schloßstr. - Spandauer Damm - Luisenplatz - Otto-Suhr-Allee - Wintersteinstr. - Otto-Suhr-Allee - Leibnitzstr. - Otto-Suhr-Allee - Ernst-Reuter-Platz - Müller-Breslau-Str. - Straße des 17. Juni - Bachstr. - Lutherbrücke - Paulstr. - Lüneburger Str. - Alt-Moabit - Rahel-Hirsch-Str. - Hugo-Preuß-Brücke - Kapelle-Ufer - Rheinhardtstr. - Margarete-Steffin-Str. - Luisenstr. - Maschallbrücke - Reichstagufer - Dorothea-Schlegel-Platz - Neustädtische Kirchstr. - Unter den Linden - Pariser Platz - Unter den Linden - Wilhelmstr. - Glinkastr. - Friedrichstr. - Charlottenstr. - Bebelplatz - Schloßbrücke - Spandauer Str. - Rathausstr. - Spandauer Str. - Gruner Str. - Gruner Str. - Alexanderstr. - Otto-Braun-Str. - Karl-Marx-Allee - Otto-Braun-Str. - Mollstr. - Am Friedrichshain - Greifswalder Str. - Danziger Str. - Greifswalder Str. - Hufelandstr. - Greifswalder Str. - Danziger Str. - Greifswalder Str. - Storkower Str. - Greifswalder Str. - Thomas-Mann-Str. - Greifswalder Str. - Gürtelstr. - Langhansstr. - Berliner Allee - Berliner Allee - Falkenberg Str. - Berliner Allee - Bernkasteler Str. - Berliner Allee - Liebermannstr. - Berliner Allee - Nüßlerstr. - Malchower Chaussee - Dorfstr. - Wartenberger Weg - Blankenburger Pflasterweg - Dorfstr. - B2 - weiter in Brandenburg 2. Etappe: kommend aus Brandenburg - Landsberger Allee - Hellersdorfer Weg - Eichner Chaussee - Ringwalder Str. - Prötzeler Ring - Blumberger Damm - Raul-Wallenberg-Str. - Marzahner Prommenade - Landsberger Allee - Siegfriedstr. - Herzbergstr. - Siegfriedstr. - Josef-Orlopp-Str. 43,300.0,
2023-06-03,0 days 10:00:00,0 days 18:00:00,"""Gegen Mieterverdrängung durch sogenannte energetische Sanierung und Luxussanierung für unverfälschte Denkmalpflege, Verstoß gegen den Kaufvertrag"" (vom 15.04. bis 15.07.2023 - jeweils Mi.,Sa.)",Kehrwieder,,13509.0,,6.0,10.0
2023-06-03,0 days 11:00:00,0 days 12:00:00,"""Mahnwache für Toleranz und ein friedliches Miteinander""",Marktstr.,,13597.0,,20.0,
2023-06-03,0 days 11:00:00,0 days 16:30:00,"""HUNGERSTREIK MAHNWACHE - Gegen Paragraf 129a+b Freiheit für alle Politischen Gefangenen in Deutschland !"" (vom 09.05. bis 11.08.2023 - jeweils Mo.,Di.,Mi.,Do.,Fr.)",Geschwister-Scholl-Str.,1,10117.0,,10.0,
2023-06-03,0 days 11:45:00,0 days 13:15:00,"""Kirchlicher Dialog „Open Air“: In einer Zeit der gesellschaftlichen Spaltung und der existenziellen Krise vieler Menschen ein Zeichen setzen und Brücken bauen durch Reden, Dialog, Gesang und Lebensimpressionen.""",Seddiner Str.,,10315.0,,30.0,3.0
2023-06-03,0 days 12:00:00,0 days 14:30:00,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden und anderen unschuldigen Menschen in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2023 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,
2023-06-03,0 days 12:00:00,0 days 15:00:00,"""Das Rind muss an die frische Luft"" (Aktion zum Thema Milchwirtschaft, Themen: - Forderung an Produzenten und Molkereien: Es braucht bessere Haltungsbedingungen für Milchkühe, Weide- statt Anbindehaltung! - Kritik an überteuerten Preisen für Milch aus Anbindehaltung.)",Schivelbeiner Str.,38,10439.0,,5.0,6.0
2023-06-03,0 days 12:00:00,0 days 20:00:00,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG-Praktizierenden und anderen unschuldigen Menschen in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 25.03. bis 25.11.2023 - jeweils Sa.)",Pariser Platz,,10117.0,,20.0,4.0
2023-06-03,0 days 12:00:00,0 days 20:00:00,"""Krieg in der Ukraine""",Pariser Platz,1,10117.0,,10.0,
2023-06-03,0 days 12:00:00,0 days 22:00:00,"""World Peace Day Berlin""",Washingtonplatz,1,10557.0,,200.0,31.0
2023-06-03,0 days 13:00:00,0 days 18:00:00,"""Auto- und Fahrradkorso Berlin fordert: Die bedingungslose Einhaltung aller Grund-, Menschen- und Völkerrechte nach GG und Artikel 1 der UN-Charta - die Beendigung der deutschen Kriegspolitik, keine direkten und indirekten Waffenlieferungen - Schluß mit der US-amerikanische Fremdherrschaft - die unverzügliche Aufhebung aller Sanktionen gegen die russische Föderation - Frieden mit Russland - das Ende der selbstzerstörerischen „Energiewende“ - sofortige Aufhebung aller Corona-Maßnahmen und jeglicher Impfpflichten - vollständige Aufarbeitung des Corona-Skandals""",,,,NEU (Stand 30.05.23): AP: Ollenhauerstr. 128 / JVA für Frauen Berlin Bereich Reinickendorf - Ollenhauerstr. - Kurt-Schumacher-Platz - Scharnweberstr. - Müllerstr. - Chausseestr. - Friedrichstr. - Oranienburger Str. - Monbijouplatz - Burgstr. - Anna-Louisa-Karsch-Str. - Spandauer Str. – ZK 1: Rotes Rathaus (ZK)- Spandauer Str. - Grunerstr. - Alexanderstr. - Rosa-Luxemburg-Str. - Torstr. - Schönhauser Allee - Berliner Str. - Granitzstr. - Kissingenstr. - Lohmestr. - Spandauer Str. –Karl-Liebknecht-Str. – Memhardstr. – dann weiter auf Rosa-Luxemburg-Str.- ZK 2: Borkumstr./Arkonastr. JVA für Frauen Arkonastr. - Kissingenstr. - Prenzlauer Promenade - Prenzlauer Allee - Danziger Str. - Petersburger Str. - Frankfurter Allee - Atzpodienstr. - Fanningerstr. - Alfredstr. – EP: Alfredstr. (JVA für Frauen) ALT: Ollenhauerstr. 128 - Ollenhauerstr. - Kurt-Schumacher-Platz - Scharnweberstr. - Müllerstr. - Chausseestr. - Friedrichstr. - Oranienburger Str. - Monbijouplatz - Burgstr. - Anna-Louisa-Karsch-Str. - Spandauer Str. - Rotes Rathaus (ZK) - Spandauer Str. - Grunderstr. - Alexanderstr. - Rosa-Luxemburg-Str. - Torstr. - Schönhauser Allee - Berliner Str. - Granitzstr. - Kissingenstr. - Lohmestr. - Borkumstr. - JVA für Frauen (ZK) - Arkonastr. - Kissingenstr. - Prenzlauer Promenade - Prenzlauer Allee - Danziger Str. - Petersburger Str. - Frankfurter Allee - Atzpodienstr. - Fanningerstr. - Alfredstr. - Alfredstr. (JVA für Frauen),50.0,10.0
2023-06-03,0 days 13:00:00,0 days 19:00:00,"""Welche Werte prägen heute unsere Gesellschaft und Politik, und wie können wir als Einzelne zu einer positiven Veränderung beitragen?""",Carl-Schurz-Str.,2,13597.0,,20.0,25.0
2023-06-03,0 days 13:30:00,0 days 16:30:00,"""antiverschwurbeltes picknick gegen friedensschwurbel im mauerpark und zur abschreckung fernreisender aus anderen besatzungszonen oder dem kapitalistischen ausland. bring your own schwurbel!""",Mauerpark,,10437.0,,15.0,500.0
2023-06-03,0 days 14:00:00,0 days 16:30:00,"""Für die Anpassung der Bebauungsplanung des Senatsbauvorhabens ""Neues Stadtquartier Buch Am Sandhaus"" zum Erhalt und Schutz von „Moorwiese“, Moorlinsen und Bucher Wald. Für eine echte Bürgerbeteiligung gemäß den Leitlinien für die Beteiligung von Bürgerinnen und Bürgern an der Stadtentwicklung.",,,13125.0,"S-Bhf. Buch/Kleine Wiltbergstr. (AK) - Wiltbergstr. - Groscurthstr. - Walter-Friedrich-Str. (Kaufland, EK)",500.0,70.0
2023-06-03,0 days 14:00:00,0 days 17:00:00,"""Gentrifiezierung und Belästigung durch Baustelle am Markgrafendamm.""",Markgrafendamm,2024-10-06 00:00:00,10245.0,,60.0,15.0
2023-06-03,0 days 14:00:00,0 days 17:30:00,"""Frente Unido für eine multipolare Welt Solidarität mit den fortschrittlichen Menschen in Chile, Peru und allen anderen Ländern Lateinamerikas Gegen Intervention und Blockade, Schluß mit der Kriegstreiberei Kein US-Krieg gegen Venezuela USA Unblock Kuba USA Unblock Venezuela Solidarität mit Sandinistischen Revolution Kein Krieg vom deutschen Boden, keine Waffenlieferungen, keine Kriegsbeteiligung Hände weg vom Donbass Save Donbass People""",Pariser Platz,,10117.0,,50.0,
2023-06-03,0 days 14:00:00,0 days 18:00:00,"""Menschenrechtsverletzungen und Hinrichtungen stoppen.""",Schloßstr.,82,12165.0,,10.0,250.0
2023-06-03,0 days 14:00:00,0 days 22:00:00,"""Friedens-Fest 3.0""",Mauerpark,,10437.0,,100.0,25.0
2023-06-03,0 days 15:00:00,0 days 17:00:00,"""Weltfrieden, Freiheit, Souveränität"" (vom 04.03. bis 30.12.2023 - jeweils Sa.)",Pariser Platz,,10117.0,,50.0,
2023-06-03,0 days 15:00:00,0 days 17:00:00,"""Open Mic anlässlich des internationalen Hurentags""",Puschkinallee,15,12435.0,,15.0,25.0
2023-06-03,0 days 15:00:00,0 days 18:00:00,"""Mahnwache zum Tian´anmen-Massaker am 4. Juni 1989""",Alexanderplatz,1,10178.0,,30.0,400.0
2023-06-03,0 days 16:00:00,0 days 20:00:00,"""Internationaler Hurentag""",Nollendorfplatz,2,10777.0,Nollendorfplatz (AP) - Karl-Heinrich-Ulrichs-Str. - Kurfürstenstr. (ZK- Höhe Frobenstr.) - Potsdamer Str. - Haupstr. (ZK Höhe Grunewaldstr.) - Vorbergstr. - Belziger Str. - Martin-Luther-Str. - Freiherr-vom-Steim-Str. - Rudolph-Wilde-Park (EP beim Goldenen Hirsch) Freiherr-vom-Stein-Str. - Rudolph-Wilde-Park (EP),150.0,50.0
2023-06-03,0 days 16:30:00,0 days 20:00:00,"""Geradedenken gegen Querdenken und Rechts""",Mauerpark,,10437.0,,50.0,22.0
2023-06-03,0 days 18:00:00,0 days 20:00:00,"""Kundgebung gegen Irakische Angriffe an Maxmur Camp Angriffe gegen Flüchtlingscamp in Maxmur""",Pacelliallee,19,14195.0,,70.0,3.0
2023-06-03,0 days 19:30:00,0 days 22:30:00,Versammlung mit politischen und sozialen Hintergrund. Zur Erinnerung und Klarstellung der christlichen Werte. Um die Lage der christlichen Menschen in Islamischen dominierten Ländern aufmerksam zu machen.,Warschauer Brücke,,10245.0,"Kundgebungsort: Warschauer Brücke, dortiges Fußgängerplateau, nördlich neben dem S-Bhf. Warschauer Str.",7.0,60.0
2023-06-03,0 days 20:00:00,0 days 21:00:00,"""Mahnwache zum Tian´anmen-Massaker am 4. Juni 1989""",Pariser Platz,1,10117.0,,150.0,
