Datum,Von,Bis,Thema,Strasse,Nr,PLZ,Aufzugsstrecke,Teilnehmende (angemeldet),Teilnehmende (tatsächlich)
04.01.2021,19:00,20:00,"""Es muss ein modernes Luft-Verkehrs-Konzept für Deutschland her! Das derzeitige Single-Airport-Konzept ist in ein Flughafen-System einzubinden, bei dem stadtnahe Kapazitäten konsequent reduziert bzw. verlagert werden. Konsequentes Nachtflugverbot von 22 Uhr bis 6 Uhr am Flughafen BER. Kurzstreckenflüge gehören auf die Schiene. Alle Messdaten der Ultrafeinstaubmessung am Flughafen BER müssen öffentlich werden. Die Subventionierung des Flughafens und der Billigairlines muss beendet werden, denn wer fliegt, muss die tatsächlichen Kosten auch selbst zahlen."" (vom 02.11.2020 bis 25.01.2021 - jeweils Mo.)",Bölschestr.,113,12587.0,,50.0,
04.01.2021,19:00,21:00,"""1. Aufhebung der endlosen Isolationsmaßnahmen und Lockdowns 1,2,3... basierend auf den ""Fallzahlen"" des PCR-Tests 2. Hinterfragung des ""Goldstandards"" des PCR-Tests und darauf basierenden RKI-Fallzahlen - Positiv Getestete sind keine Infizierten! 3. Aufhebung der epidemischen Lage von nationaler Tragweite 4. Stopp des indirekten Impfzwangs! Nein zur 2-Klassen- Gesellschaft (Flugreisen, Berufausübung, Restaurantbesuch, Veranstaltungen etc. nur mit Impfnachweis) ….""",,,,Messe Nord P1 -> Hammarskjöldplatz(re)-> (re) Masuerenallee-> (gerade) Neue Kantstr. -> über Ostpreußenbrücke-> gerade weiter > Neue Kantstr. -> (gerade)Kantstr.-> (re) Dernburgstr. (li) Kuno-Fischer-Str. - (re) Kantstr. - (re) Witzlebenstr. - (li) Holtzendorffzstr. - (re) Leonhardtstr. - (gerade in) Stuttgarter PL. - (li) Windscheidstr. - (re) Lewishamstr. - (li) Gervinusstr. - (li) Dahmannstr. - (re) Kurfürstendamm - (li) Cicerostr. - (li) Kurfürstendamm - (re) Brandenburgische Str. (re) Paulsbornerstr. - (re) Westfällische Str. (re) Nestorstr. - (li) Johann-Georg-Str. - (re) Joachim-Friedrich-Str. - (re) Kurfürstendamm - (re) Olivaer Pl.- -(li) Schlüterstr. - (li) Niebuhrstr. - (re) Leibnizstr. -(li) Bismarckstr. (re) Krumme Str. - (li) Zillestr. (gerade über in) Loschmidtstr. -(re) Alt-Lietzow (gerade in) Röntgenstr. - (li) Iburger Ufer (li) Arcostr. - (re) Alt-Lietzow -(li) Wintersteinstr. - (re) Otto-Suhr-Allee -(li) Wilmersdorfer Str. - (li) Haubachstr. (re) Richard-Wagner-Str. - (re) Thrasoltstr. (li) Wilmersdorfer Str. -(re) Zillestr. (li) Kaiser-Friedrich-Str. - (re) Bismarckstr. (re) Schlossstr. -(li) Spandauer Damm (li) Kaiserdamm - Kreisverkehr Theodor-Heuss-Platz zurück in die Masurenallee -> - (re) Hammarskjöldplatz -> - (li) Parkplatz Messe Nord P1,60.0,140.0
05.01.2021,10:30,12:30,"""Für Selbstbestimmung und gegen die Kriminalisierung von feministischen Kämpfen""",Turmstr.,91,10559.0,,30.0,24.0
05.01.2021,10:30,13:00,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 02.01. bis 31.12.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,4.0
05.01.2021,11:00,12:00,"""Kranzniederlegung aus Anlass des Beginns der Schlacht um Moskau am 05.01.1942""",Straße des 17. Juni,,10557.0,,30.0,30.0
05.01.2021,16:45,18:15,"""Kundgebung anlässlich des 41. Jahrestages der Ermordung von Celalettin Kesim""",Kottbusser Str.,,10999.0,,40.0,60.0
05.01.2021,18:40,19:15,"""Wir pfeifen auf Stuttgart 21"" (vom 05.01. bis 30.03.2021 - jeweils Di.)",Potsdamer Platz,,10785.0,,5.0,4.0
06.01.2021,08:00,10:00,"""PKK gebt meine Tochter zurück!!!"" (vom 07.10.2020 bis 31.05.2021 - jeweils Mi.)",Willy-Brandt-Str.,1,10557.0,,50.0,
06.01.2021,10:30,13:00,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 02.01. bis 31.12.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,2.0
06.01.2021,11:00,12:00,"""Drei Ermordete kurdische Frauen in Paris""",Pariser Platz,5,10117.0,,5.0,20.0
06.01.2021,12:00,15:00,"""Im Namen der Kunst, Künstler*Innen retten Kunst & Kultur. Für Frieden &Demokratie""",Potsdamer Platz,4,10785.0,,25.0,3.0
06.01.2021,12:00,20:00,"„In Gedenken an die Opfer der Agenda 2010“ ""> Radio-aktive Party(1) des irren internetten Radiosenders „Weltrettung durch Therapie“(2) unter dem Motto „Die ultimative (radio-aktive) Corona-schlechte-Laune-Party“ und dies zum einen mit der höflichen und aber auch sehr bestimmten Bitte an alle Menschen, sich auf Grund der durchlebten (gesellschaftlichen)"" (vom 18.11.2020 bis 24.02.2021 - jeweils Mi.)",Alexanderplatz,,10178.0,,20.0,
06.01.2021,14:00,16:00,"""Kundgebung zur Feminzidalen Politik der türkischen Regierung""",Leopoldplatz,,13347.0,,15.0,
06.01.2021,15:00,15:30,"""Antikriegsmahnwache"" (vom 06.01. bis 31.03.2021 - jeweils Mi.)",Unter den Linden,63,10117.0,,10.0,5.0
06.01.2021,16:00,18:00,"""Wöchentliche #gibuns5 Kundgebung"" (vom 21.10.2020 bis 25.08.2021 - jeweils Mi.)",Friedrichstr.,108,10117.0,,50.0,20.0
06.01.2021,17:00,19:00,"""Merkel muss weg"" (vom 22.11.2020 bis 29.09.2021 - jeweils Mi.)",Willy-Brandt-Str.,1,10557.0,,50.0,5.0
07.01.2021,10:30,13:00,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 02.01. bis 31.12.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,3.0
07.01.2021,13:00,16:00,"""Gegen politische Verantwortungslosigkeit in der Personenbeförderung (Taxigewerbe vs. Mietwagengewerbe)"" (vom 07.01. bis 10.01.2021 - täglich)",Europaplatz,,10557.0,,5.0,2.0
07.01.2021,14:00,15:00,"""Gegen Menschenrechtsverletzungen in Nordkorea: -gegen die massive Christenverfolgung -für die Auflösung aller Konzentrationslager -für ausreichende Nahrungsmittel und Energie für alle Nordkoreaner -gegen Atomare Aufrüstung, Bomben und Raketen -Reise- und Meinungsfreiheit für alle Nordkoreaner"" (vom 17.12.2020 bis 18.03.2021 - jeweils Do.)",Glinkastr.,5,10117.0,,15.0,8.0
07.01.2021,14:00,18:00,"""Gedenken an Oury Jalloh""",Luisenstr.,18,10117.0,,100.0,160.0
07.01.2021,16:00,18:00,"""Friedliche und freundliche Unterstützung des Nachbarschaftsdialogs. Entgegenwirken von Spaltung und Diskriminierung jeder Art, durch Förderung von friedlicher Kommunikation miteinander, Gleichberechtigung und fundiertem Verständnis für alle Mitmenschen.""",Wilmersdorfer Str.,,10585.0,,19.0,14.0
07.01.2021,17:00,18:00,"""Schwarze Wahrheiten""",,,,"geänderte Wegstrecke:Schloßstr. / Walther-Schreiber-Platz, laufen die Schloßstr. bis zu Einkaufszentrum ""das Schloß"" und kehren dort wieder um zum Walther-Schreiber-Platz.",8.0,9.0
07.01.2021,18:00,20:00,"""Freiheit für Julian Assange! Pressefreiheit, Meinungsfreiheit,Grundlage von Demokratie und Frieden.""",Pariser Platz,,10117.0,Pariser Platz - Unter den Linden - UdL/Wilhelmstraße,40.0,25.0
08.01.2021,10:00,12:00,"#Fridaysfor Future; Klimaschutz, Mahnwache für die Einhaltung des Pariser Abkommens"" (vom 06.11.2020 bis 29.01.2021 - jeweils Fr.)",Platz der Republik,1,10557.0,,12.0,4.0
08.01.2021,10:30,13:00,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 02.01. bis 31.12.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,4.0
08.01.2021,11:00,12:00,"""Kundgebung vor der Algerischen Botschaft um die in algerischen Gefängnissen inhaftierten zu unterstützen und die willkürlichen Justizsentscheidung gegen gewaltlose politische Gefangene zu verurteilen""",Görschstr.,45,13187.0,,20.0,7.0
08.01.2021,14:00,16:00,"""Gegen politische Verantwortungslosigkeit in der Personenbeförderung (Taxigewerbe vs. Mietwagengewerbe)"" (vom 07.01. bis 10.01.2021 - täglich)",Europaplatz,1,10557.0,,5.0,4.0
08.01.2021,14:00,17:00,"""Vor einem Jahr am 08.01.2020 wurde Ukrainisches Passagierflugzeug PS752 im Iran abgestürzt. Alle 176 Passagiere kamen ums Leben. gegen 147 Personen stammen aus dem Iran, darunter viele Studenten, Jugendliche, Familien und Experten, die Außerhalb Iran lebten. Wir als Iranern. die auch im Ausland leben wollen an dem Jahrestag uns versammeln, Kerzen anzünden und in Ruhe, die Erinnerung der Opfer wachhalten.""",Pariser Platz,1,10117.0,vor dem Brandenburger Tor,100.0,5.0
08.01.2021,15:00,16:00,"""Mahnwache gegen rechtsextremistische Tendenzen in Politik und Gesellschaft""",Alexanderplatz,,10178.0,,5.0,5.0
08.01.2021,15:00,18:00,"""Aufmerksamkeit auf den Klimawandel lenken""",Falkenseer Platz,,13585.0,,25.0,9.0
08.01.2021,15:00,18:00,"""Aufmerksamkeit auf den Klimawandel lenken""",,,13595.0,,25.0,5.0
08.01.2021,16:30,19:30,"""#VisionZero - Fahrraddemonstration zum Gedenken an tödlich verunglückte Radfahrende""",,,,Möckernstraße 47 (vor dem ADFC-Velokiez)(AP)- Möckernstraße - Yorckstraße - Mehringdamm - Tempelhofer Damm - Mariendorfer Damm - Lichtenrader Damm - Lichtenrader Damm/Goltzstraße - (ZK zur Aufstellung eines Geisterrades an der Unfallstelle) - Lichtenrader Damm - Mariendorfer Damm - Tempelhofer Damm - Mehringdamm - Mehringbrücke - Wilhelmstraße - Kochstraße - Charlottenstraße - Französische Straße - Friedrichstraße - Weidendammer Brücke - Friedrichstraße - Hannoversche Straße - Hessische Straße - Invalidenstraße - Invalidenstraße 44 (BMVI) ( AK),30.0,65.0
09.01.2021,12:00,13:00,"""Um die Probleme der Welt zu lösen müssen mehr Menschen Gott in Deutschland finden """,Platz des 18. März,,10117.0,,16.0,
09.01.2021,12:00,14:30,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 02.01. bis 31.12.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,4.0
09.01.2021,12:00,16:00,"""Protest against the current establishment in India""",Karl-Marx-Str.,83,12043.0,,100.0,60.0
09.01.2021,12:00,16:00,"""Demonstration Gegen der Zuweisung eines neuen Direktors an der Bogazici Universität Istanbul von Erdogan""",Bebelplatz,2,10117.0,,50.0,80.0
09.01.2021,14:00,16:30,"""Kundgebung gegen Repression""",Mariannenplatz,1,10997.0,,40.0,40.0
09.01.2021,14:00,17:30,"""Kein US-Krieg gegen Venezuela USA Unblock Venezuela EU Respektieren Sie die Wahlen in Venezuela USA Unblock Kuba Gegen den Putsch in Bolivien Gegen Intervention und Blockade, Hände weg von dem fortschrittlichen Lateinamerika Solidarität mit den fortschrittlichen Menschen in Chile"" (vom 05.12.2020 bis 13.01.2021 - jeweils Sa.)",Pariser Platz,2,10117.0,,50.0,12.0
09.01.2021,14:00,20:00,"""Querdenken 30 - Berlin bewegt"" (vom 09.01. bis 27.02.2021 - jeweils Sa.)",Alexanderplatz,,10178.0,,100.0,200.0
09.01.2021,14:30,17:00,"""Jahrestag Ermordung von drei kurdische Frauen in Paris. Sakine Cansiz, Leyla &#350;aylemez Und Fidan Do&#287;an. Gegen die Möerder Staat Türkei Gegen AKP-Erdogan Regime Für die Gerechtigkeit und bestraffung der Türkei durch Europ.Gerichthog""",,,,neu: Alexanderplatz (Weltzeituhr AP) - Dircksenstraße - Grunerstr. - Spandauer Str. - Karl-Liebknecht-Str. - Unter den Linden - Pariser Platz (EP) alt: Alexanderplatz - Unter den Linden - Pariser Platz vor Französische Botschaft Kranzniederlegung,150.0,300.0
09.01.2021,15:00,17:00,"""Freiheit für Grup Yorum""",Oranienplatz,,10999.0,,20.0,10.0
09.01.2021,16:00,17:00,"""Mahnwache für getöteten Fußgänger""",Ernst-Barlach-Str.,,13059.0,,15.0,6.0
10.01.2021,08:30,12:00,"""Kundgebung zu den Lenin- Liebknecht-Luxemburg- Aktivitäten""",Frankfurter Tor,,10243.0,,10.0,10.0
10.01.2021,09:30,12:00,"""Informationsstand im Rahmen der Feierlichkeiten zu Liebknecht und Luxemburg, und im Rahmen der dazu stattfindenden Demonstration""",S-Bhf. Frankfurter Allee,,10247.0,,10.0,
10.01.2021,10:00,12:00,"""Luxemburg-Liebknecht-Ehrung 2021""",,,,Frankfurter Tor - Frankfurter Allee (Richtngsfahrbahn) - Gudrunstr. (an der Gedenkstätte der Sozialisten),3000.0,
10.01.2021,10:30,14:00,"""Liebknecht-Luxemburg-Gedenken""",Rüdigerstr.,66,10365.0,,300.0,
10.01.2021,11:00,14:00,"""Informationsstand im Rahmen der Feierlichkeiten zu Liebknecht und Luxemburg, und im Rahmen der dazu stattfindenden Demonstration""",Rüdigerstr.,66M,10365.0,,6.0,
10.01.2021,12:00,14:30,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 02.01. bis 31.12.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,4.0
10.01.2021,12:00,19:00,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden und anderen unschuldigen Menschen in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 10.01. bis 26.12.2021 - jeweils So.)",Treptower Park,,12435.0,,20.0,
10.01.2021,13:00,16:00,"""Gegen politische Verantwortungslosigkeit in der Personenbeförderung (Taxigewerbe vs. Mietwagengewerbe)"" (vom 07.01. bis 10.01.2021 - täglich)",Europaplatz,1,10557.0,,5.0,3.0
10.01.2021,14:00,17:00,"""Unterstützung der algerischen friedlichen Revolution in Algerien."" (vom 03.01. bis 30.05.2021 - jeweils So.)",Pariser Platz,,10117.0,,20.0,15.0
10.01.2021,15:00,15:30,"""Gedenken für Rosa-Luxemburg und Karl-Liebknecht""",Lichtensteinbrücke,,10787.0,,20.0,13.0
10.01.2021,17:00,17:30,"""Lichter der Solidarität""",Platz des 18. März,,10117.0,,500.0,15.0
10.01.2021,18:00,22:00,"""Neujahrs-Lichtermeer: Kerzen statt Raketen""",Platz des 18. März,,10117.0,,10.0,100.0
11.01.2021,09:00,11:30,"""Protestaktion gegen die Zerstörung des Denkmals""",Niklasstr.,19,14163.0,im Nahbereich der Botschaft der Demokratischen Sozialistischen Republik Sri Lanka,25.0,42.0
11.01.2021,09:30,10:30,"""Stadtentwicklungspolitik der Berliner SPD – Die Betonfraktion lässt grüßen""",Rathausstr.,15,10178.0,,15.0,8.0
11.01.2021,10:30,13:00,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 02.01. bis 31.12.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,5.0
11.01.2021,12:00,14:00,"""Wir wollen unsere Solidarität mit dem XR-Aktivisti bekunden, wessen Verhandlung am selbigen Tag stattfindet. Wir wollen kundtun, dass wir mit politischer Botschaft im Kampf gegen den Klimawandel am Ort der Hauptverhandlung sind und dass friedlicher ziviler Ungehorsam in Anbetracht der Klimakrise gerechtfertigt sein kann und dass wir hinter unseren Aktivistis stehen, insbesondere dann, wenn sie sich vor Gericht behaupten müssen.""",Turmstr.,91,10559.0,,20.0,30.0
11.01.2021,13:00,15:00,"""Mahnwache, Gegen Isolation Haft von A.Öcalan und Freiheit für A.Öcalan. Solidarität mit Politische Gefangenen, die seit 27.11.2020 im Hungerstreik in der türkischen Gefängnissen sind. Politische Gefangenen Hungerstreiken gegen Isolation Haft von A.Öcalan und gegen Haftbedingungen im Coronazeit. Gegen Erdogan Regime."" (vom 11.01. bis 22.01.2021 - täglich)",Alexanderplatz,1,10178.0,,15.0,35.0
11.01.2021,14:00,18:00,"""Mahnwachen für den Frieden, für Gerechtigkeit, für Freiheit, für anständige und wahrhaftige Berichterstattung und für Mutter Erde""",Friedrichstr.,21,10969.0,,20.0,10.0
11.01.2021,15:00,17:00,"""Meinungskundgebung zum medizinischen Hintergrund von Corona. Aufklärung der Bevölkerung mit dem Ziel, Ängste zu nehmen.""",Am Treptower Park,42,12435.0,,50.0,13.0
11.01.2021,18:00,19:00,"""Mahnwache zur Erinnerung an die Opfer des atomaren Super-Gau im japanischen Fukushima, für den weltweiten Frieden UND soziale Gerechtigkeit"" (vom 21.09.2020 bis 15.03.2021 - jeweils Mo.)",Willy-Brandt-Str.,1,10557.0,,20.0,5.0
11.01.2021,18:00,19:00,"""Berlin steht auf (Spaziergang mit Kerzen)""",Kirchstr.,4,12555.0,,,
11.01.2021,18:35,18:50,Montagsspaziergänge „Berlin steht auf“,Alt-Marzahn,61,12685.0,nicht bekannt,19.0,19.0
11.01.2021,19:00,20:00,"""Es muss ein modernes Luft-Verkehrs-Konzept für Deutschland her! Das derzeitige Single-Airport-Konzept ist in ein Flughafen-System einzubinden, bei dem stadtnahe Kapazitäten konsequent reduziert bzw. verlagert werden. Konsequentes Nachtflugverbot von 22 Uhr bis 6 Uhr am Flughafen BER. Kurzstreckenflüge gehören auf die Schiene. Alle Messdaten der Ultrafeinstaubmessung am Flughafen BER müssen öffentlich werden. Die Subventionierung des Flughafens und der Billigairlines muss beendet werden, denn wer fliegt, muss die tatsächlichen Kosten auch selbst zahlen."" (vom 02.11.2020 bis 25.01.2021 - jeweils Mo.)",Bölschestr.,113,12587.0,,50.0,
11.01.2021,19:00,21:00,"""Aufhebung der endlosen Isolationsmaßnahmen und Lockdowns 1,2,3... basierend auf den ""Fallzahlen"" des PCR-Tests und Spekulationen.....""",,,,Messe Nord P3 (AP) - Hammarskjöldplatz - Masurenallee - Neue Kantstraße - Ostpreußenbrücke-Neue Kantstraße -Kantstraße - Dernburgstraße - Kuno-Fischer-Straße - Kantstraße - Witzlebenstraße - Holtzendorffzstraße - Leonhardtstraße - Stuttgarter Platz- Windscheidstraße - Kantstraße - Kaiser-Friedrich-Straße - Lewishamstraße - Gervinusstraße - Dahlmannstraße - Kurfürstendamm - U-Links-Schleife (ü.Cicerostr) zurück auf den Kurfürstendamm - Brandenburgische Straße - Paulsborner Straße - Westfällische Straße -Fehrbelliner Platz - Brandenburgische Straße - Blissestraße - Laubacher Straße - Spessartstraße - Aßmannshauser Straße - Nauheimer Straße - Binger Straße - Wiesbadener Straße - Südwestkorso - Geisenheimer Straße - Laubacher Straße - Maßmannstraße - Lepsiusstraße - Schildhornstraße - Schloßstraße - Ahornstraße- -Lepsiusstraße - Muthesiusstraße - Rothenburgstraße - Grunewaldstraße - Albrechtstraße- Plantagestraße - Südenstraße - Körnerstraße- Bergstraße -Kieler Straße - Düppelstraße - Albrechtstraße - Schloßstraße - Bundesallee - Südwestkorso - Laubacher Straße - Detmolder Straße - Bundesallee - Tübinger Straße - Durlacher Straße - Bundesallee - Berliner Straße - Nassauische Straße - Güntzelstraße - Uhlandstraße - Kurfürstendamm - Leibnizstraße -Bismarckstraße - Schloßstraße - Spandauer Damm - Schloßstraße - Kaiserdamm - Theodor-Heuss-Platz - Masurenallee - Hammarskjöldplatz - Messe Nord P3(EP),60.0,137.0
12.01.2021,10:00,11:00,"""Kundgebung anlässlich der Nord Stream 2 und der „Stiftung Klima- und Umweltschutz MV“""",Wilhelmstr.,140,10963.0,,10.0,15.0
12.01.2021,10:30,13:00,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 02.01. bis 31.12.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,4.0
12.01.2021,13:00,15:00,"""Mahnwache, Gegen Isolation Haft von A.Öcalan und Freiheit für A.Öcalan. Solidarität mit Politische Gefangenen, die seit 27.11.2020 im Hungerstreik in der türkischen Gefängnissen sind. Politische Gefangenen Hungerstreiken gegen Isolation Haft von A.Öcalan und gegen Haftbedingungen im Coronazeit. Gegen Erdogan Regime."" (vom 11.01. bis 22.01.2021 - täglich)",Alexanderplatz,1,10178.0,,15.0,35.0
12.01.2021,17:00,19:00,"""Habt ein Herz für Tauben""",Hanne-Sobek-Platz,,13357.0,Der Veranstaltungsort/- platz wurde durch die örtl. zuständige Dgr. bestätigt.,10.0,7.0
12.01.2021,18:30,19:30,"""Das Amazigh Neujahr symbolisch zelebrieren""",Pariser Platz,,10117.0,,30.0,20.0
12.01.2021,18:40,19:15,"""Wir pfeifen auf Stuttgart 21"" (vom 05.01. bis 30.03.2021 - jeweils Di.)",Potsdamer Platz,,10785.0,,5.0,4.0
13.01.2021,08:00,10:00,"""PKK gebt meine Tochter zurück!!!"" (vom 07.10.2020 bis 31.05.2021 - jeweils Mi.)",Willy-Brandt-Str.,1,10557.0,,50.0,
13.01.2021,09:00,12:00,"""Gesundheitsstreik / Every second for Future"" (vom 13.01. bis 23.04.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.)",Platz der Republik,,10557.0,,5.0,2.0
13.01.2021,10:00,12:00,"""Soziale Ungerechtigkeit für Berliner VHS-Lehrkräfte endlich beenden""",Rathausstr.,15,10178.0,,5.0,8.0
13.01.2021,10:30,13:00,"""Stoppt die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden in China. Beendet die Diktatur der Kommunistischen Partei."" (vom 02.01. bis 31.12.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,3.0
13.01.2021,12:00,15:00,"""Im Namen der Kunst, Künstler*Innen retten Kunst & Kultur. Für Frieden &Demokratie""",Potsdamer Platz,4,10785.0,,25.0,5.0
13.01.2021,13:00,15:00,"""Mahnwache, Gegen Isolation Haft von A.Öcalan und Freiheit für A.Öcalan. Solidarität mit Politische Gefangenen, die seit 27.11.2020 im Hungerstreik in der türkischen Gefängnissen sind. Politische Gefangenen Hungerstreiken gegen Isolation Haft von A.Öcalan und gegen Haftbedingungen im Coronazeit. Gegen Erdogan Regime."" (vom 11.01. bis 22.01.2021 - täglich)",Alexanderplatz,1,10178.0,,15.0,45.0
13.01.2021,15:00,15:30,"""Antikriegsmahnwache"" (vom 06.01. bis 31.03.2021 - jeweils Mi.)",Unter den Linden,63,10117.0,,10.0,5.0
13.01.2021,16:00,18:00,"""Wöchentliche #gibuns5 Kundgebung"" (vom 21.10.2020 bis 25.08.2021 - jeweils Mi.)",Friedrichstr.,108,10117.0,,50.0,
13.01.2021,17:00,19:00,"""Merkel muss weg"" (vom 22.11.2020 bis 29.09.2021 - jeweils Mi.)",Willy-Brandt-Str.,1,10557.0,,50.0,8.0
14.01.2021,09:00,12:00,"""Gesundheitsstreik / Every second for Future"" (vom 13.01. bis 23.04.2021 - jeweils Mo.,Di.,Mi.,Do.,Fr.)",Platz der Republik,,10557.0,,5.0,2.0
