Datum,Von,Bis,Thema,Strasse,Nr,PLZ,Aufzugsstrecke,Teilnehmende (angemeldet),Teilnehmende (tatsächlich)
2024-02-19,0 days 12:00:00,0 days 14:00:00,"""Mahnwache vor dem RKI - Kritisiert wird die Rolle des RKI im Zusammenhang mit der Corona-Hysterie und den dadurch begründeten Menschenrechtsverletzungen. Es besteht weiterhin die Forderung nach Erfüllung der Informationspflicht als Regierungsbehörde. Ferner ist bislang keinerlei Bemühung um Aufarbeitung der begangenen Rechtsbrüche zu erkennen. Da zudem längst Vorbereitungen für die nächste Pandemiesimulation angelaufen sind, ist ein Ende der Notwendigkeit der Mahnwache nicht abzusehen."" (vom 05.02. bis 28.10.2024 - jeweils Mo.)",Nordufer,20,13353.0,,7.0,60.0
2024-02-19,0 days 12:15:00,0 days 13:00:00,"""Mahnwache für getötete Künstler und Filmemacher im Nahen Osten"" (vom 16.02. bis 19.02.2024 - täglich)",Alte Potsdamer Str.,7,10785.0,,20.0,15.0
2024-02-19,0 days 12:30:00,0 days 22:00:00,"""Demo gegen rot gelb grün""",Platz der Republik,1,10557.0,,30.0,30.0
2024-02-19,0 days 13:00:00,0 days 16:00:00,"""Kundgebung gegen Ermordung 4 Kurden in der Israelischen Botschaft.""",Auguste-Viktoria-Str.,74-76,14193.0,,70.0,3.0
2024-02-19,0 days 14:00:00,0 days 19:00:00,"""Frieden und tolerantes Miteinandergelebte Vielfalt im Kiez!"" (vom 08.01. bis 15.07.2024 - jeweils Mo.)",Antonplatz,1,13086.0,,5.0,
2024-02-19,0 days 14:00:00,0 days 21:00:00,"""Gedenken an die Ermordeten des rechten Terroranschlags vom 19.02.2020 in Hanau""",Oranienplatz,,10999.0,,1000.0,100.0
2024-02-19,0 days 16:00:00,0 days 17:00:00,"""Hanau-Gedenken""",Carl-Schurz-Str.,,13597.0,,30.0,
2024-02-19,0 days 16:00:00,0 days 17:00:00,"""Mahnwache zum Gedenken an Hanau""",Birkenstr.,1,10559.0,,20.0,
2024-02-19,0 days 16:00:00,0 days 21:00:00,"""Welcome Hillary to the peace supporters! - The best yet is to free Assange!""",Kantstr.,12,10623.0,,10.0,
2024-02-19,0 days 16:00:00,0 days 22:00:00,"""Gedenkdemonstration 4 Jahre Hanau Anschlag""",,,,"[NEU:] Siegfried-Aufhäuser-Platz (AP), Saalestr., Sonnenallee, Hermannplatz (EP) [ALT:] Sonnenallee - …. - Hermannplatz",999.0,
2024-02-19,0 days 16:00:00,0 days 23:00:00,"""Gegen Jugendamt"" (vom 18.02. bis 19.02.2024,Mo.,So.)",Alexanderplatz,1,10178.0,,12.0,40.0
2024-02-19,0 days 17:00:00,0 days 18:00:00,"""Gedenken an den rechtsextremistischen Anschlag in Hanau am 19. Februar""",Wilmersdorfer Str.,,10585.0,,50.0,6.0
2024-02-19,0 days 17:00:00,0 days 22:00:00,"""Das Taxi als Teil des öffentlichen Nahverkehrs (ÖPNV) und der Stadtkultur ist bedroht. Die Leitung der Berlinale positioniert sich im Jahr 2024 bereits zum zweiten Mal gegen das Taxi und bietet dem größten Feind von guter Arbeit, von Taxi- und Filmkultur eine Werbefläche als Hauptsponsor. Dagegen setze ich gemeinsam mit den Unterstützern von Taxi Deutschland, Taxiinnung, Ver.di, dem Arbeitslosenzentrum Evangelischer Kirchenkreise Kundgebung und weiteren die Kundgebung ""TaxiFilmFest"". Wir wollen mit Filmschaffenden und Publikum der Berlinale ins Gespräch kommen."" (vom 15.02. bis 25.02.2024 - täglich)",Potsdamer Str.,7,10785.0,,20.0,
2024-02-19,0 days 17:30:00,0 days 20:30:00,"""der garten, da jesu verraten wart. hier gedenken wir, dass auch michael & peter von hanselm & hendrik abfielen."" (vom 01.01. bis 30.12.2024 - jeweils Mo.)",Stargarder Str.,10,10437.0,,10.0,
2024-02-19,0 days 17:45:00,0 days 19:00:00,"""Stoppt den Krieg! Frieden und Freiheit für die Ukraine! JETZT!""",Alt-Müggelheim,22,12559.0,,15.0,
2024-02-19,0 days 17:45:00,0 days 19:30:00,"""Für Frieden, Freiheit und Selbstbestimmung"" (vom 08.01. bis 30.12.2024 - jeweils Mo.)",Teltower Damm,,14167.0,,30.0,
2024-02-19,0 days 17:45:00,0 days 20:00:00,"""Weg mit Hartz IV und dem Bürgergeldbetrug! Aktiver Widerstand gegen einen 3. Weltkrieg! Montag ist Tag des Widerstands!"" (vom 08.01. bis 30.12.2024 - jeweils Mo.)",Alexanderplatz,,10178.0,,50.0,8.0
2024-02-19,0 days 18:00:00,0 days 19:00:00,"""Antikriegsmahnwache"" (vom 08.01. bis 25.03.2024 - jeweils Mo.)",Alexanderplatz,,10178.0,,10.0,3.0
2024-02-19,0 days 18:00:00,0 days 19:00:00,"""Mahnwache am Kanzleramt für die sofortige Abschaltung aller Atomanlagen - nicht nur in Deutschland"" (vom 08.01. bis 25.03.2024 - jeweils Mo.)",Willy-Brandt-Str.,1,10557.0,,20.0,29.0
2024-02-19,0 days 18:00:00,0 days 20:00:00,"""Charlottenburger Montagsspaziergang kritischer und besorgter Menschen: Wir laufen für den Frieden, der nur ohne Waffen geschaffen und gehalten werden kann, für die Rückkehr von Vernunft und Menschlichkeit in Gesellschaft und Politik und für die Aufarbeitung der Corona-Verbrechen!"" (vom 08.01. bis 30.12.2024 - jeweils Mo.)",,,,Wilmersdorfer Str./Ecke Krumme Str. - Wilmersdorfer Str. - Schillerstr. - Wende - Wilmersdorfer Str. 46 (ZK vor den Arcaden) - Wilmersdorfer Str. - Kantstr. - Wende - Wilmersdorfer Str. - Schillerstr. - Wilmersdorfer Str. 46 (EK vor den Arcaden) Neues Ende ab 5.2.24 Wilmersdorfer Str. / Goethestr.,40.0,18.0
2024-02-19,0 days 18:00:00,0 days 20:00:00,"""Nachbarschaftlich zusammen für uneingeschränkte Grundrechte und Friedenspolitik, gegen ID 2020, Agenda 2030, das globale Pandemie-Diktat der WHO und die Stakeholder-Governance der UNO"" (vom 12.02. bis 30.12.2024 - jeweils Mo.)",,,,John-F.-Kennedy-Platz (Rathaus Schöneberg) - Belziger Str. - Eisenacher Str. - Hauptstr. - Akazienstr. - Apostel-Paulus-Kirche (ZK) - Goltzstr. - Winterfeldtplatz - Maaßenstr. (ZK) - Nollendorfplatz - Winterfeldplatz,40.0,20.0
2024-02-19,0 days 18:00:00,0 days 20:30:00,"""TEGEL steht AUF für sofortigen Waffenstillstand und Diplomatie, statt Waffenlieferungen und Kriegstreiberei. Für bezahlbaren Lebensunterhalt für ALLE. Für echte Mitbestimmung der Bevölkerung und eine rechtlich konsequente Politikerhaftung. Für eine Politik frei von Lobbyismus und Korruption. Für die sofortige und bedingungslose Wiederherstellung aller Grundrechte. Für Frieden, Freiheit und Souveränität."" (vom 26.06.2023 bis 24.06.2024 - jeweils Mo.)",,,,"NEU: Alt-Tegel 2 (am Schinkelbrunnen, AK) - Berliner Str. - Brunowstr. - Treskowstr. - Schlieperstr. - Berliner Str. - Veitstr. - Buddestr. - Schlieperstr. - Berliner Str. - Gorkistr. (Fußgängerzone) - Buddestr. - Bernstorffstr. - Berliner Str. - Am Tegeler Hafen - Medebacher Weg - Alt-Tegel - Alt-Tegel 2 (am Schinkelbrunnen, EK) ALT: Alt-Tegel 2 (AK am Schinkelbrunnen) - Bernstorffstr. - Buddestr. - Gorkistr. - Ziekowstr. - Oeserstr. - Prendener Zeile - Gorkistr. - Basdorfer Zeile - Tile-Brügge-Weg - Havelmüllerweg - Rohrbrunnner Str. -Kehrwieder - Am Rosenweg - Myrtenweg - Bollestr. - Tile-Brügge-Weg - Ziekowstr. - Gorkistr. - Buddestr. - Bernstoffstr. - Alt-Tegel 2 (EK am Schinkelbrunnen)",55.0,10.0
2024-02-19,0 days 18:00:00,0 days 22:00:00,"""Spirituelle Mahnwache - für Frieden in Nahost und in der Welt"" (vom 08.01. bis 30.12.2024 - jeweils Mo.)",Potsdamer Platz,,10785.0,,20.0,
2024-02-19,0 days 20:00:00,0 days 23:59:00,"""Day X Free Assange für Meinungs- und Pressefreiheit"" (Mahnwache)",Platz des 18. März,,10117.0,,50.0,2.0
2024-02-20,0 days 00:00:00,0 days 23:59:00,"""DAUERMAHNWACHE VOR DEM BMJ IN BERLIN. HUNGERSTREIK GEGEN PARAGRAPH 129. FRE&#304;HE&#304;T FÜR POLITISCHE GEFANGENE IN DEUTSCHLAND! WEG M&#304;T DEM PARAGRAPHEN 129!"" (vom 21.01. bis 29.02.2024 - täglich)",Mohrenstr.,37,10117.0,,10.0,15.0
2024-02-20,0 days 00:00:00,0 days 23:59:00,"""Day X Free Assange für Meinungs- und Pressefreiheit"" Mahnwache (vom 19.02. bis 21.02.2024 - täglich)",Platz des 18. März,,10117.0,Menschenkette (wenn genug TLN): Platz des 18. März bis Dorotheenstr. auf dem Gehweg.,50.0,7.0
2024-02-20,0 days 00:00:00,1 days 00:00:00,"""Gerechtigkeit für unsere Bauern, unterstützen der freien Bauern. Mahnwache der Freien Bauern und Bürger des Mittelstandes"" (vom 16.02. bis 31.03.2024 - täglich)",Straße des 17. Juni,100,10557.0,,100.0,50.0
2024-02-20,0 days 09:00:00,0 days 11:30:00,"""Anklage gegen Assange fallenlassen!""",Pariser Platz,2,10117.0,,50.0,65.0
2024-02-20,0 days 09:30:00,0 days 11:00:00,"""Warnstreik-Versammlung der Beschäftigten der DAK-G in Berlin im Rahmen der Tarifverhandlungen zwischen ver.di und der DAK-G""",Panoramastr.,1,10178.0,,30.0,
2024-02-20,0 days 10:00:00,0 days 18:00:00,"""Hinrichtungswelle im Iran stoppen/ Anhaltende Menschenrechtsverletzungen verurteilen / Solidarität mit den Bürgerprotesten im Iran""",Paul-Löbe-Allee,,10557.0,,10.0,2.0
2024-02-20,0 days 10:30:00,0 days 13:00:00,"""Beendet die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden und anderen unschuldigen Menschen in China. Stoppt die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2024 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,
2024-02-20,0 days 10:45:00,0 days 14:00:00,"""Unter dem Motto: Kriegsverrat ist Friedenstag – Pazifismus ist kein Verbrechen. - Wider der Aushöhlung der Menschenrechte von Friedensaktivisten auf Kriegsdienstverweigern in der Ukraine Wiederaufnahme der Dauermahnwache vor der Ukrainischen Botschaft Solidarität mit Pazifisten und Pazifisten aus Osteuropa - Pazifismus ist keine Verbrechen Wir er warten in den nächsten Tagen eine weiteren Hausarrest des gewaltfreien Friedensaktivisten Yurii Sheliazhenko (siehe ..https://de.connection-ev.org/article-3988, ""https://ebco-beoc.org/node/613"" u.m.) und weitere Massnahmen gegen Kriegsdienstgegner und Kriegsdienstverweigerung"" (vom 29.01. bis 28.02.2024 - täglich)",Albrechtstr.,26,10117.0,,20.0,9.0
2024-02-20,0 days 11:00:00,0 days 14:00:00,"""Artensterben stoppen""",Wilhelmstr.,54,10117.0,,10.0,6.0
2024-02-20,0 days 13:00:00,0 days 14:00:00,"""Solidarität mit Abbey Trotzky! Stoppt die staatliche Repression und Schikane!""",Neue Jakobstr.,4,10179.0,,10.0,350.0
2024-02-20,0 days 13:00:00,0 days 19:00:00,"""FREIHEIT FÜR JULIAN ASSANGE! Presse- und Meinungsfreiheit als Grundlage für Demokratie und Frieden. Demonstration gegen die Auslieferung von Julian Assange an die USA anläßlich der Gerichtsverhandlung in London am 20.+21.02.24 in London.""",,,,Neu: Menschenkette Pariser Platz - Unter den Linden/Wilhelmstr. Alt: Pariser Platz 2 - Pariser Platz - Unter den Linden - Wilhelmstr. - Behrenstr. - Ebertstr. - Platz des 18. März - Pariser Platz 2,60.0,12.0
2024-02-20,0 days 16:00:00,0 days 17:00:00,"""Freispruch für Oleg Orlow! Dem Menschenrechtler wird ""Diskriminierung der Armee"" vorgeworfen, weil er sich gegen Russlands Angriffskrieg gegen die Ukraine ausgesprochen hat und ""Hass gegen die Russische Föderation"". Ihm drohen drei Jahre Haft. Am 16. Februar war der erste Verhandlungstag im Revisionsverfahren, am 21. ist der zweite Verhandlungstag. Aus diesem Grund möchten wir am Vorabend der Verhandlung für einen Freispruch für Oleg Orlow demonstrieren.""",Unter den Linden,63-65,10117.0,,30.0,15.0
2024-02-20,0 days 16:00:00,0 days 18:00:00,"""Bürger äußern ihre kritische Meinung zur gegenwärtigen Politik, stehen ein für das Grundgesetz, Frieden und Freiheit sowie gegen Kriegshetze, Angstmacherei und die Spaltung der Gesellschaft."" (vom 09.01. bis 27.02.2024 - jeweils Di.)",Alt-Köpenick,21,12555.0,,15.0,25.0
2024-02-20,0 days 17:00:00,0 days 18:30:00,"""Menschen mit Schildern stehen wegen der aktuellen Lage, der Gesundheitsdiktatur, der Berichterstattungen der Medien, der Kriegstreiberei der Politik, der Verfolgung Unschuldiger, der Korruption und der unkontrollierten Migration ..."" (vom 02.01. bis 24.12.2024 - jeweils Di.)",Schloßstr.,,12163.0,,20.0,6.0
2024-02-20,0 days 17:00:00,0 days 22:00:00,"""Das Taxi als Teil des öffentlichen Nahverkehrs (ÖPNV) und der Stadtkultur ist bedroht. Die Leitung der Berlinale positioniert sich im Jahr 2024 bereits zum zweiten Mal gegen das Taxi und bietet dem größten Feind von guter Arbeit, von Taxi- und Filmkultur eine Werbefläche als Hauptsponsor. Dagegen setze ich gemeinsam mit den Unterstützern von Taxi Deutschland, Taxiinnung, Ver.di, dem Arbeitslosenzentrum Evangelischer Kirchenkreise Kundgebung und weiteren die Kundgebung ""TaxiFilmFest"". Wir wollen mit Filmschaffenden und Publikum der Berlinale ins Gespräch kommen."" (vom 15.02. bis 25.02.2024 - täglich)",Potsdamer Str.,7,10785.0,,20.0,5.0
2024-02-20,0 days 18:40:00,0 days 19:15:00,"""Wir pfeifen auf Stuttgart 21"" (vom 09.01. bis 17.12.2024 - jeweils Di.)",Potsdamer Platz,,10785.0,,5.0,5.0
2024-02-21,0 days 00:00:00,0 days 20:00:00,"""Day X Free Assange für Meinungs- und Pressefreiheit"" (vom 19.02. bis 21.02.2024 - täglich)",Platz des 18. März,,10117.0,Menschenkette (wenn genug TLN): Platz des 18. März bis Dorotheenstr. auf dem Gehweg.,50.0,2.0
2024-02-21,0 days 00:00:00,0 days 23:59:00,"""DAUERMAHNWACHE VOR DEM BMJ IN BERLIN. HUNGERSTREIK GEGEN PARAGRAPH 129. FRE&#304;HE&#304;T FÜR POLITISCHE GEFANGENE IN DEUTSCHLAND! WEG M&#304;T DEM PARAGRAPHEN 129!"" (vom 21.01. bis 29.02.2024 - täglich)",Mohrenstr.,37,10117.0,,10.0,15.0
2024-02-21,0 days 00:00:00,1 days 00:00:00,"""Gerechtigkeit für unsere Bauern, unterstützen der freien Bauern. Mahnwache der Freien Bauern und Bürger des Mittelstandes"" (vom 16.02. bis 31.03.2024 - täglich)",Straße des 17. Juni,100,10557.0,,100.0,35.0
2024-02-21,0 days 08:00:00,0 days 14:00:00,"""Streik ISS Communication""",Hohenzollerndamm,47A,10713.0,,60.0,2.0
2024-02-21,0 days 10:00:00,0 days 18:00:00,"""Hinrichtungswelle im Iran stoppen/ Anhaltende Menschenrechtsverletzungen verurteilen / Solidarität mit den Bürgerprotesten im Iran""",Paul-Löbe-Allee,,10557.0,,10.0,
2024-02-21,0 days 10:00:00,0 days 18:00:00,"""Gegen Mietverdrängung durch sogenannte energetische Sanierung und Luxussanierung für unverfälschte Denkmalpflege, Verstoss gegen den Kaufvertrag."" (vom 20.01. bis 20.04.2024 - jeweils Mi.,Sa.,So.)",Kehrwieder,,13509.0,An der Heide - Kehrwieder - Am Rosensteg- Am Brunnen (alle 2 Stunden im Wechsel),6.0,50.0
2024-02-21,0 days 10:15:00,0 days 11:20:00,anhängiges Insolvenzverfahren des Sportvereins CFC Hertha 06,Amtsgerichtsplatz,1,14057.0,,50.0,
2024-02-21,0 days 10:30:00,0 days 13:00:00,"""Beendet die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden und anderen unschuldigen Menschen in China. Stoppt die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2024 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,
2024-02-21,0 days 10:45:00,0 days 14:00:00,"""Unter dem Motto: Kriegsverrat ist Friedenstag – Pazifismus ist kein Verbrechen. - Wider der Aushöhlung der Menschenrechte von Friedensaktivisten auf Kriegsdienstverweigern in der Ukraine Wiederaufnahme der Dauermahnwache vor der Ukrainischen Botschaft Solidarität mit Pazifisten und Pazifisten aus Osteuropa - Pazifismus ist keine Verbrechen Wir er warten in den nächsten Tagen eine weiteren Hausarrest des gewaltfreien Friedensaktivisten Yurii Sheliazhenko (siehe ..https://de.connection-ev.org/article-3988, ""https://ebco-beoc.org/node/613"" u.m.) und weitere Massnahmen gegen Kriegsdienstgegner und Kriegsdienstverweigerung"" (vom 29.01. bis 28.02.2024 - täglich)",Albrechtstr.,26,10117.0,,20.0,120.0
2024-02-21,0 days 11:30:00,0 days 19:00:00,"""FREIHEIT FÜR JULIAN ASSANGE! Presse- und Meinungsfreiheit als Grundlage für Demokratie und Frieden. Demonstration gegen die Auslieferung von Julian Assange an die USA anläßlich der Gerichtsverhandlung in London am 20.+21.02.24 in London.""",,,,Pariser Platz 2 - Unter den Linden/ Wilhelmstr. - Pariser Platz 2,60.0,6.0
2024-02-21,0 days 12:00:00,0 days 13:30:00,"""Mahnwache: Tiertransporte in Drittländer stoppen""",Wilhelmstr.,54,10117.0,,20.0,
2024-02-21,0 days 15:00:00,0 days 16:00:00,"""Kein Krieg und keine Kriegshetze gegen Russland! NATO - Hände weg von der Ukraine und anderen Ländern, die in ihrem Fadenkreuz stehen!"" Antikriegsmahnwachen (vom 03.01. bis 27.03.2024 - jeweils Mi.)",Pariser Platz,,10117.0,,15.0,
2024-02-21,0 days 16:00:00,0 days 19:00:00,"""Umgestaltung des Hermannplatzes und der Abriss von Karstadt"" (vom 10.01. bis 18.12.2024 - jeweils Mi.)",Hasenheide,3,10967.0,,25.0,6.0
2024-02-21,0 days 17:00:00,0 days 22:00:00,"""Das Taxi als Teil des öffentlichen Nahverkehrs (ÖPNV) und der Stadtkultur ist bedroht. Die Leitung der Berlinale positioniert sich im Jahr 2024 bereits zum zweiten Mal gegen das Taxi und bietet dem größten Feind von guter Arbeit, von Taxi- und Filmkultur eine Werbefläche als Hauptsponsor. Dagegen setze ich gemeinsam mit den Unterstützern von Taxi Deutschland, Taxiinnung, Ver.di, dem Arbeitslosenzentrum Evangelischer Kirchenkreise Kundgebung und weiteren die Kundgebung ""TaxiFilmFest"". Wir wollen mit Filmschaffenden und Publikum der Berlinale ins Gespräch kommen."" (vom 15.02. bis 25.02.2024 - täglich)",Potsdamer Str.,7,10785.0,,20.0,
2024-02-21,0 days 17:30:00,0 days 20:30:00,"""Animal Rights Square: Video-Aktion zur Aufklärung über die Tierindustrie""",Alexanderplatz,9,10178.0,,12.0,150.0
2024-02-21,0 days 18:00:00,0 days 19:30:00,"""Solidarität mit Palästina - Trauerkundgebung mit Kerzen""",Potsdamer Platz,1,10785.0,,150.0,
2024-02-21,0 days 18:00:00,0 days 20:00:00,"""Stoppt die AfD und die Kürzungspolitik der Ampel und des Senats!""",Karl-Marx-Str.,83,12043.0,,20.0,
2024-02-21,0 days 19:00:00,0 days 20:00:00,"""Wir möchten uns uns versammeln, um den Agrobay- Arbeitern in der Türkei zu gedenken, die jahrelang zu prekärer Arbeit verurteilt waren und sich schließlich gewerkschaftlich organisierten, indem sie die Einheit der Arbeiter gegen den Druck der Arbeitgeber forderten.""",Zeughofstr.,23A,10997.0,,30.0,2.0
2024-02-22,0 days 00:00:00,0 days 23:59:00,"""DAUERMAHNWACHE VOR DEM BMJ IN BERLIN. HUNGERSTREIK GEGEN PARAGRAPH 129. FRE&#304;HE&#304;T FÜR POLITISCHE GEFANGENE IN DEUTSCHLAND! WEG M&#304;T DEM PARAGRAPHEN 129!"" (vom 21.01. bis 29.02.2024 - täglich)",Mohrenstr.,37,10117.0,,10.0,6.0
2024-02-22,0 days 00:00:00,1 days 00:00:00,"""Gerechtigkeit für unsere Bauern, unterstützen der freien Bauern. Mahnwache der Freien Bauern und Bürger des Mittelstandes"" (vom 16.02. bis 31.03.2024 - täglich)",Straße des 17. Juni,100,10557.0,,100.0,7.0
2024-02-22,0 days 08:30:00,0 days 09:30:00,"""Aufklärung rechter Straftaten"" (vom 04.01. bis 19.12.2024 - jeweils Do.)",Tempelhofer Damm,12,12101.0,,15.0,4.0
2024-02-22,0 days 10:00:00,0 days 18:00:00,"""Hinrichtungswelle im Iran stoppen/ Anhaltende Menschenrechtsverletzungen verurteilen / Solidarität mit den Bürgerprotesten im Iran""",Paul-Löbe-Allee,,10557.0,,10.0,2.0
2024-02-22,0 days 10:30:00,0 days 13:00:00,"""Beendet die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden und anderen unschuldigen Menschen in China. Stoppt die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2024 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,
2024-02-22,0 days 10:45:00,0 days 14:00:00,"""Unter dem Motto: Kriegsverrat ist Friedenstag – Pazifismus ist kein Verbrechen. - Wider der Aushöhlung der Menschenrechte von Friedensaktivisten auf Kriegsdienstverweigern in der Ukraine Wiederaufnahme der Dauermahnwache vor der Ukrainischen Botschaft Solidarität mit Pazifisten und Pazifisten aus Osteuropa - Pazifismus ist keine Verbrechen Wir er warten in den nächsten Tagen eine weiteren Hausarrest des gewaltfreien Friedensaktivisten Yurii Sheliazhenko (siehe ..https://de.connection-ev.org/article-3988, ""https://ebco-beoc.org/node/613"" u.m.) und weitere Massnahmen gegen Kriegsdienstgegner und Kriegsdienstverweigerung"" (vom 29.01. bis 28.02.2024 - täglich)",Albrechtstr.,26,10117.0,,20.0,70.0
2024-02-22,0 days 15:00:00,0 days 19:00:00,"""Familiennachzug - Jetzt! Wir fordern von der Bundesregierung ihre im Koalitionsvertrag gesteckten Ziele zu erfüllen und für einen schnellen und transparenten Familiennachzug für anerkannte Flüchtlinge zu sorgen.""",,,,Werderscher Markt (am Auswärtigen Amt) - Werderscher Markt - Französische Str. - Hannah-Arendt-Str. - Ebertstr. - Scheidemannstr. - Platz der Republik (EK),150.0,65.0
2024-02-22,0 days 16:00:00,0 days 17:00:00,"""Erhalt des Thaimarkts im Preußenpark""",Otto-Suhr-Allee,100,10585.0,,40.0,8.0
2024-02-22,0 days 16:00:00,0 days 18:30:00,"""Friedliche und freundliche Unterstützung des Nachbarschaftsdialogs. Entgegenwirken von Spaltung und Diskriminierung jeder Art, durch Förderung von friedlicher Kommunikation miteinander, Gleichberechtigung und fundiertem Verständnis für alle Mitmenschen."" (vom 04.01. bis 26.12.2024 - jeweils Do.)",Wilmersdorfer Str.,,10585.0,,19.0,16.0
2024-02-22,0 days 17:00:00,0 days 18:30:00,"""Menschen mit Schildern stehen wegen der aktuellen Lage, der Gesundheitsdiktatur, der Berichterstattungen der Medien, der Kriegstreiberei der Politik, der Verfolgung Unschuldiger, der Korruption und der unkontrollierten Migration ..."" (vom 04.01. bis 26.12.2024 - jeweils Do.)",Tempelhofer Damm,,12101.0,,20.0,11.0
2024-02-22,0 days 17:00:00,0 days 19:00:00,"""Gedenken an die Geschwister Scholl, Probst und der Weißen Rose""",Steinplatz,3,10623.0,,50.0,200.0
2024-02-22,0 days 17:00:00,0 days 20:00:00,"""Sicherheit in Europa: Friedensbemühungen durch Gespräche anstatt Anziehen der Eskalationsspirale; kein Podium für radikale Kriegstreiber; Diplomatie, Abrüstungsvereinbarungen, sachliche Auseinandersetzung statt Kriegspropaganda, ausgewogene Information, Neutralität""",Bölschestr.,87,12587.0,,300.0,9.0
2024-02-22,0 days 17:00:00,0 days 22:00:00,"""Das Taxi als Teil des öffentlichen Nahverkehrs (ÖPNV) und der Stadtkultur ist bedroht. Die Leitung der Berlinale positioniert sich im Jahr 2024 bereits zum zweiten Mal gegen das Taxi und bietet dem größten Feind von guter Arbeit, von Taxi- und Filmkultur eine Werbefläche als Hauptsponsor. Dagegen setze ich gemeinsam mit den Unterstützern von Taxi Deutschland, Taxiinnung, Ver.di, dem Arbeitslosenzentrum Evangelischer Kirchenkreise Kundgebung und weiteren die Kundgebung ""TaxiFilmFest"". Wir wollen mit Filmschaffenden und Publikum der Berlinale ins Gespräch kommen."" (vom 15.02. bis 25.02.2024 - täglich)",Potsdamer Str.,7,10785.0,,20.0,70.0
2024-02-22,0 days 17:30:00,0 days 20:00:00,"""Bürgerinnen und Bürger aus dem Bezirk nehmen anlässlich des Besuchs von Marie-Agnes Strack-Zimmermann kritisch Stellung zu Waffenexporten, Rüstungslobbyismus, Kriegswirtschaft und NATO.""",Bölschestr.,56,12587.0,,20.0,5.0
2024-02-22,0 days 18:00:00,0 days 20:00:00,"""Mahnwache für Rundfunkfreiheit"" (vom 04.01. bis 27.06.2024 - jeweils Do.)",Masurenallee,8,14057.0,,20.0,10.0
2024-02-22,0 days 19:00:00,0 days 19:30:00,"„Ceasefire now“, „Silence is complicit“ und „Genocid is not a film“.",Marlene-Dietrich-Platz,1,10785.0,,10.0,2.0
2024-02-23,0 days 00:00:00,0 days 23:59:00,"""DAUERMAHNWACHE VOR DEM BMJ IN BERLIN. HUNGERSTREIK GEGEN PARAGRAPH 129. FRE&#304;HE&#304;T FÜR POLITISCHE GEFANGENE IN DEUTSCHLAND! WEG M&#304;T DEM PARAGRAPHEN 129!"" (vom 21.01. bis 29.02.2024 - täglich)",Mohrenstr.,37,10117.0,,10.0,6.0
2024-02-23,0 days 00:00:00,1 days 00:00:00,"""Gerechtigkeit für unsere Bauern, unterstützen der freien Bauern. Mahnwache der Freien Bauern und Bürger des Mittelstandes"" (vom 16.02. bis 31.03.2024 - täglich)",Straße des 17. Juni,100,10557.0,,100.0,
2024-02-23,0 days 09:00:00,0 days 11:45:00,"""Künstlerische Spontanversammlung zu den Toten Im Russland-Ukraine-Konflikt""",Straße des 17. Juni,,10557.0,,3.0,3.0
2024-02-23,0 days 09:00:00,0 days 11:45:00,Krieg in der Ukraine,Straße des 17. Juni,4,10785.0,,3.0,12.0
2024-02-23,0 days 10:00:00,0 days 12:00:00,"""Klimamahnwache zur Einhaltung des Pariser Abkommens, Fridays for Future"" (vom 05.01. bis 28.06.2024 - jeweils Fr.)",Platz der Republik,1,10557.0,,12.0,
2024-02-23,0 days 10:00:00,0 days 18:00:00,"""Hinrichtungswelle im Iran stoppen/ Anhaltende Menschenrechtsverletzungen verurteilen / Solidarität mit den Bürgerprotesten im Iran""",Paul-Löbe-Allee,,10557.0,,10.0,2.0
2024-02-23,0 days 10:30:00,0 days 13:00:00,"""Beendet die Verfolgung von FALUN DAFA / FALUN-GONG Praktizierenden und anderen unschuldigen Menschen in China. Stoppt die Diktatur der Kommunistischen Partei."" (vom 01.01. bis 31.12.2024 - jeweils Mo.,Di.,Mi.,Do.,Fr.,Sa.,So.)",Jannowitzbrücke,,10179.0,,10.0,
